model,scaffold,arm,third_seat,item_id,sample_idx,gold_type,region,gold_verdict,role_id,role_stake,group_verdict,synthesis_verdict,r0_verdict,r1_verdict,r2_verdict,r0_is_nash,r2_is_nash,r0_correct,r2_correct,r3_label,r3_label_parsed,r3_objection_kind,r3_objection_len,objected_r3,objection_unstated,modification_addressed,vote,reject,vote_parsed,revised_r4,stake_undermined,group_plan_payoff,best_nash_payoff,maximin_payoff,type_named_in_prompt,type_named_rounds,finish_reason,truncated,output_len
grok-4-1-fast-reasoning,game_plan_ncot,third_neutral,neutral,114,0,INCENTIVE_COMPATIBLE_EFFICIENT,neutral,PLAN_22,player_c_advocate,col,PLAN_22,PLAN_22,PLAN_11,PLAN_22,PLAN_22,0,1,0,1,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,0,3,3,2,0,,stop,0,473
grok-4-1-fast-reasoning,game_plan_ncot,third_neutral,neutral,114,0,INCENTIVE_COMPATIBLE_EFFICIENT,neutral,PLAN_22,player_r_advocate,row,PLAN_22,PLAN_22,PLAN_22,PLAN_22,PLAN_22,1,1,1,1,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,0,4,4,2,0,,stop,0,326
grok-4-1-fast-reasoning,game_plan_ncot,third_neutral,neutral,115,0,INCENTIVE_COMPATIBLE_EFFICIENT,neutral,PLAN_11,neutral_reader,none,PLAN_11,PLAN_11,PLAN_11,PLAN_11,PLAN_11,1,1,1,1,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,0,,,,1,r2,stop,0,500
grok-4-1-fast-reasoning,game_plan_ncot,third_neutral,neutral,115,0,INCENTIVE_COMPATIBLE_EFFICIENT,neutral,PLAN_11,player_c_advocate,col,PLAN_11,PLAN_11,PLAN_11,PLAN_11,PLAN_11,1,1,1,1,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,0,3,3,3,1,r2,stop,0,439
grok-4-1-fast-reasoning,game_plan_ncot,third_neutral,neutral,115,0,INCENTIVE_COMPATIBLE_EFFICIENT,neutral,PLAN_11,player_r_advocate,row,PLAN_11,PLAN_11,PLAN_12,PLAN_11,PLAN_11,0,1,0,1,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,0,2,2,2,1,r2,stop,0,437
grok-4-1-fast-reasoning,game_plan_ncot,third_neutral,neutral,116,0,ZERO_SUM,cannot_assist,NO_UNIQUE_PLAN,neutral_reader,none,PLAN_12,PLAN_12,NO_UNIQUE_PLAN,PLAN_12,PLAN_12,,1,1,0,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,0,,,,1,r2,stop,0,438
grok-4-1-fast-reasoning,game_plan_ncot,third_neutral,neutral,116,0,ZERO_SUM,cannot_assist,NO_UNIQUE_PLAN,player_c_advocate,col,PLAN_12,PLAN_12,PLAN_12,PLAN_12,PLAN_12,1,1,0,0,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,0,3,3,3,1,r2,stop,0,434
grok-4-1-fast-reasoning,game_plan_ncot,third_neutral,neutral,116,0,ZERO_SUM,cannot_assist,NO_UNIQUE_PLAN,player_r_advocate,row,PLAN_12,PLAN_12,PLAN_11,PLAN_12,PLAN_12,0,1,0,0,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,0,2,2,2,1,r2,stop,0,455
grok-4-1-fast-reasoning,game_plan_ncot,third_neutral,neutral,121,0,INCENTIVE_COMPATIBLE_EFFICIENT,neutral,PLAN_22,neutral_reader,none,PLAN_22,PLAN_22,PLAN_22,PLAN_22,PLAN_22,1,1,1,1,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,0,,,,0,,stop,0,557
grok-4-1-fast-reasoning,game_plan_ncot,third_neutral,neutral,121,0,INCENTIVE_COMPATIBLE_EFFICIENT,neutral,PLAN_22,player_c_advocate,col,PLAN_22,PLAN_22,PLAN_22,PLAN_22,PLAN_22,1,1,1,1,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,0,4,4,2,0,,stop,0,322
grok-4-1-fast-reasoning,game_plan_ncot,third_neutral,neutral,121,0,INCENTIVE_COMPATIBLE_EFFICIENT,neutral,PLAN_22,player_r_advocate,row,PLAN_22,PLAN_22,PLAN_11,PLAN_22,PLAN_22,0,1,0,1,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,0,2,2,2,0,,stop,0,591
grok-4-1-fast-reasoning,game_plan_ncot,third_neutral,neutral,122,0,CONFLICT_OF_EQUILIBRIA,cannot_assist,NO_UNIQUE_PLAN,neutral_reader,none,NO_UNIQUE_PLAN,NO_UNIQUE_PLAN,NO_UNIQUE_PLAN,NO_UNIQUE_PLAN,NO_UNIQUE_PLAN,,,1,1,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,0,,,,0,,stop,0,505
grok-4-1-fast-reasoning,game_plan_ncot,third_neutral,neutral,122,0,CONFLICT_OF_EQUILIBRIA,cannot_assist,NO_UNIQUE_PLAN,player_c_advocate,col,NO_UNIQUE_PLAN,NO_UNIQUE_PLAN,PLAN_11,NO_UNIQUE_PLAN,NO_UNIQUE_PLAN,1,,0,1,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,,,4,2,0,,stop,0,539
grok-4-1-fast-reasoning,game_plan_ncot,third_neutral,neutral,122,0,CONFLICT_OF_EQUILIBRIA,cannot_assist,NO_UNIQUE_PLAN,player_r_advocate,row,NO_UNIQUE_PLAN,NO_UNIQUE_PLAN,PLAN_22,NO_UNIQUE_PLAN,NO_UNIQUE_PLAN,1,,0,1,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,,,4,2,0,,stop,0,330
grok-4-1-fast-reasoning,game_plan_ncot,third_neutral,neutral,123,0,CONFLICT_OF_EQUILIBRIA,cannot_assist,NO_UNIQUE_PLAN,neutral_reader,none,NO_UNIQUE_PLAN,NO_UNIQUE_PLAN,NO_UNIQUE_PLAN,NO_UNIQUE_PLAN,NO_UNIQUE_PLAN,,,1,1,ACCEPT,1,,0,0,0,0,ACCEPT,0,1,0,0,,,,0,,stop,0,516
grok-4-1-fast-reasoning,game_plan_ncot,third_neutral,neutral,123,0,CONFLICT_OF_EQUILIBRIA,cannot_assist,NO_UNIQUE_PLAN,player_c_advocate,col,NO_UNIQUE_PLAN,NO_UNIQUE_PLAN,PLAN_22,NO_UNIQUE_PLAN,NO_UNIQUE_PLAN,1,,0,1,ACCEPT,1,,0,0,0,0,ACCEPT,0,1,0,,,4,2,0,,stop,0,506
grok-4-1-fast-reasoning,game_plan_ncot,third_neutral,neutral,123,0,CONFLICT_OF_EQUILIBRIA,cannot_assist,NO_UNIQUE_PLAN,player_r_advocate,row,NO_UNIQUE_PLAN,NO_UNIQUE_PLAN,PLAN_11,PLAN_11,PLAN_11,1,1,0,0,REJECT,1,unresolvable,224,1,0,0,REJECT,1,1,0,,,4,2,0,,stop,0,462
grok-4-1-fast-reasoning,game_plan_ncot,third_neutral,neutral,124,0,CONFLICT_OF_EQUILIBRIA,cannot_assist,NO_UNIQUE_PLAN,neutral_reader,none,PLAN_21,PLAN_21,PLAN_21,PLAN_21,PLAN_21,1,1,0,0,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,0,,,,0,,stop,0,434
grok-4-1-fast-reasoning,game_plan_ncot,third_neutral,neutral,124,0,CONFLICT_OF_EQUILIBRIA,cannot_assist,NO_UNIQUE_PLAN,player_c_advocate,col,PLAN_21,PLAN_21,PLAN_12,PLAN_12,PLAN_21,1,1,0,0,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,1,3,4,2,0,,stop,0,431
grok-4-1-fast-reasoning,game_plan_ncot,third_neutral,neutral,124,0,CONFLICT_OF_EQUILIBRIA,cannot_assist,NO_UNIQUE_PLAN,player_r_advocate,row,PLAN_21,PLAN_21,PLAN_21,PLAN_21,PLAN_21,1,1,0,0,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,0,4,4,2,0,,stop,0,395
grok-4-1-fast-reasoning,game_plan_ncot,third_neutral,neutral,125,0,INCENTIVE_COMPATIBLE_EFFICIENT,neutral,PLAN_21,neutral_reader,none,PLAN_21,PLAN_21,PLAN_21,PLAN_21,PLAN_21,1,1,1,1,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,0,,,,0,,stop,0,656
grok-4-1-fast-reasoning,game_plan_ncot,third_neutral,neutral,125,0,INCENTIVE_COMPATIBLE_EFFICIENT,neutral,PLAN_21,player_c_advocate,col,PLAN_21,PLAN_21,PLAN_21,PLAN_21,PLAN_21,1,1,1,1,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,0,4,4,3,0,,stop,0,467
grok-4-1-fast-reasoning,game_plan_ncot,third_neutral,neutral,125,0,INCENTIVE_COMPATIBLE_EFFICIENT,neutral,PLAN_21,player_r_advocate,row,PLAN_21,PLAN_21,PLAN_12,NO_UNIQUE_PLAN,NO_UNIQUE_PLAN,0,,0,0,REJECT,1,,0,1,1,0,REJECT,1,1,0,0,2,2,2,0,,stop,0,482
grok-4-1-fast-reasoning,game_plan_ncot,third_neutral,neutral,126,0,INCENTIVE_COMPATIBLE_EFFICIENT,neutral,PLAN_12,neutral_reader,none,PLAN_12,PLAN_12,PLAN_12,PLAN_12,PLAN_12,1,1,1,1,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,0,,,,1,r1|r2|r3_label|r4_vote,stop,0,299
grok-4-1-fast-reasoning,game_plan_ncot,third_neutral,neutral,126,0,INCENTIVE_COMPATIBLE_EFFICIENT,neutral,PLAN_12,player_c_advocate,col,PLAN_12,PLAN_12,PLAN_12,PLAN_12,PLAN_12,1,1,1,1,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,0,4,4,3,1,r1|r2|r3_label|r4_vote,stop,0,439
grok-4-1-fast-reasoning,game_plan_ncot,third_neutral,neutral,126,0,INCENTIVE_COMPATIBLE_EFFICIENT,neutral,PLAN_12,player_r_advocate,row,PLAN_12,PLAN_12,PLAN_21,PLAN_12,PLAN_12,0,1,0,1,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,0,2,2,2,1,r1|r2|r3_label|r4_vote,stop,0,506
grok-4-1-fast-reasoning,game_plan_ncot,third_neutral,neutral,131,0,INCENTIVE_COMPATIBLE_EFFICIENT,neutral,PLAN_11,neutral_reader,none,PLAN_11,PLAN_11,PLAN_11,PLAN_11,PLAN_11,1,1,1,1,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,0,,,,0,,stop,0,545
grok-4-1-fast-reasoning,game_plan_ncot,third_neutral,neutral,131,0,INCENTIVE_COMPATIBLE_EFFICIENT,neutral,PLAN_11,player_c_advocate,col,PLAN_11,PLAN_11,PLAN_11,PLAN_11,PLAN_11,1,1,1,1,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,0,4,4,2,0,,stop,0,467
grok-4-1-fast-reasoning,game_plan_ncot,third_neutral,neutral,131,0,INCENTIVE_COMPATIBLE_EFFICIENT,neutral,PLAN_11,player_r_advocate,row,PLAN_11,PLAN_11,PLAN_11,PLAN_11,PLAN_11,1,1,1,1,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,0,3,3,2,0,,stop,0,417
grok-4-1-fast-reasoning,game_plan_ncot,third_neutral,neutral,132,0,CONFLICT_OF_EQUILIBRIA,cannot_assist,NO_UNIQUE_PLAN,neutral_reader,none,NO_UNIQUE_PLAN,NO_UNIQUE_PLAN,NO_UNIQUE_PLAN,NO_UNIQUE_PLAN,NO_UNIQUE_PLAN,,,1,1,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,0,,,,0,,stop,0,386
grok-4-1-fast-reasoning,game_plan_ncot,third_neutral,neutral,132,0,CONFLICT_OF_EQUILIBRIA,cannot_assist,NO_UNIQUE_PLAN,player_c_advocate,col,NO_UNIQUE_PLAN,NO_UNIQUE_PLAN,PLAN_11,PLAN_11,NO_UNIQUE_PLAN,1,,0,1,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,,,4,2,0,,stop,0,530
grok-4-1-fast-reasoning,game_plan_ncot,third_neutral,neutral,132,0,CONFLICT_OF_EQUILIBRIA,cannot_assist,NO_UNIQUE_PLAN,player_r_advocate,row,NO_UNIQUE_PLAN,NO_UNIQUE_PLAN,PLAN_22,NO_UNIQUE_PLAN,NO_UNIQUE_PLAN,1,,0,1,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,,,4,2,0,,stop,0,457
grok-4-1-fast-reasoning,game_plan_ncot,third_neutral,neutral,133,0,CONFLICT_OF_EQUILIBRIA,cannot_assist,NO_UNIQUE_PLAN,neutral_reader,none,NO_UNIQUE_PLAN,NO_UNIQUE_PLAN,NO_UNIQUE_PLAN,NO_UNIQUE_PLAN,NO_UNIQUE_PLAN,,,1,1,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,0,,,,0,,stop,0,511
grok-4-1-fast-reasoning,game_plan_ncot,third_neutral,neutral,133,0,CONFLICT_OF_EQUILIBRIA,cannot_assist,NO_UNIQUE_PLAN,player_c_advocate,col,NO_UNIQUE_PLAN,NO_UNIQUE_PLAN,PLAN_22,PLAN_22,PLAN_22,1,1,0,0,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,,,4,2,0,,stop,0,478
grok-4-1-fast-reasoning,game_plan_ncot,third_neutral,neutral,133,0,CONFLICT_OF_EQUILIBRIA,cannot_assist,NO_UNIQUE_PLAN,player_r_advocate,row,NO_UNIQUE_PLAN,NO_UNIQUE_PLAN,PLAN_11,PLAN_11,PLAN_11,1,1,0,0,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,,,4,2,0,,stop,0,424
grok-4-1-fast-reasoning,game_plan_ncot,third_neutral,neutral,134,0,CONFLICT_OF_EQUILIBRIA,cannot_assist,NO_UNIQUE_PLAN,neutral_reader,none,NO_UNIQUE_PLAN,NO_UNIQUE_PLAN,NO_UNIQUE_PLAN,NO_UNIQUE_PLAN,NO_UNIQUE_PLAN,,,1,1,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,0,,,,1,r3_label|r4_vote,stop,0,420
grok-4-1-fast-reasoning,game_plan_ncot,third_neutral,neutral,134,0,CONFLICT_OF_EQUILIBRIA,cannot_assist,NO_UNIQUE_PLAN,player_c_advocate,col,NO_UNIQUE_PLAN,NO_UNIQUE_PLAN,PLAN_12,NO_UNIQUE_PLAN,NO_UNIQUE_PLAN,1,,0,1,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,,,4,2,1,r3_label|r4_vote,stop,0,433
grok-4-1-fast-reasoning,game_plan_ncot,third_neutral,neutral,134,0,CONFLICT_OF_EQUILIBRIA,cannot_assist,NO_UNIQUE_PLAN,player_r_advocate,row,NO_UNIQUE_PLAN,NO_UNIQUE_PLAN,PLAN_21,PLAN_21,PLAN_21,1,1,0,0,ACCEPT_WITH_MODIFICATION,1,,0,1,1,1,ACCEPT,0,1,1,,,4,2,1,r3_label|r4_vote,stop,0,489
grok-4-1-fast-reasoning,game_plan_ncot,third_neutral,neutral,135,0,INCENTIVE_COMPATIBLE_EFFICIENT,neutral,PLAN_12,neutral_reader,none,PLAN_12,PLAN_12,PLAN_12,PLAN_12,PLAN_12,1,1,1,1,ACCEPT_WITH_MODIFICATION,1,modification,224,1,0,1,ACCEPT,0,1,1,0,,,,0,,stop,0,303
grok-4-1-fast-reasoning,game_plan_ncot,third_neutral,neutral,135,0,INCENTIVE_COMPATIBLE_EFFICIENT,neutral,PLAN_12,player_c_advocate,col,PLAN_12,PLAN_12,PLAN_12,PLAN_12,PLAN_12,1,1,1,1,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,0,4,4,3,0,,stop,0,507
grok-4-1-fast-reasoning,game_plan_ncot,third_neutral,neutral,135,0,INCENTIVE_COMPATIBLE_EFFICIENT,neutral,PLAN_12,player_r_advocate,row,PLAN_12,PLAN_12,PLAN_21,PLAN_12,PLAN_12,0,1,0,1,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,0,3,3,2,0,,stop,0,482
grok-4-1-fast-reasoning,game_plan_ncot,third_neutral,neutral,136,0,INCENTIVE_COMPATIBLE_EFFICIENT,neutral,PLAN_11,neutral_reader,none,PLAN_11,PLAN_11,PLAN_11,PLAN_11,PLAN_11,1,1,1,1,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,0,,,,0,,stop,0,478
grok-4-1-fast-reasoning,game_plan_ncot,third_neutral,neutral,136,0,INCENTIVE_COMPATIBLE_EFFICIENT,neutral,PLAN_11,player_c_advocate,col,PLAN_11,PLAN_11,PLAN_11,PLAN_11,PLAN_11,1,1,1,1,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,0,4,4,3,0,,stop,0,362
grok-4-1-fast-reasoning,game_plan_ncot,third_neutral,neutral,136,0,INCENTIVE_COMPATIBLE_EFFICIENT,neutral,PLAN_11,player_r_advocate,row,PLAN_11,PLAN_11,PLAN_22,PLAN_11,PLAN_11,0,1,0,1,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,0,3,3,2,0,,stop,0,404
grok-4-1-fast-reasoning,game_plan_ncot,third_neutral,neutral,141,0,INCENTIVE_COMPATIBLE_EFFICIENT,neutral,PLAN_22,neutral_reader,none,PLAN_22,PLAN_22,PLAN_22,PLAN_22,PLAN_22,1,1,1,1,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,0,,,,0,,stop,0,554
grok-4-1-fast-reasoning,game_plan_ncot,third_neutral,neutral,141,0,INCENTIVE_COMPATIBLE_EFFICIENT,neutral,PLAN_22,player_c_advocate,col,PLAN_22,PLAN_22,PLAN_22,PLAN_22,PLAN_22,1,1,1,1,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,0,4,4,2,0,,stop,0,382
grok-4-1-fast-reasoning,game_plan_ncot,third_neutral,neutral,141,0,INCENTIVE_COMPATIBLE_EFFICIENT,neutral,PLAN_22,player_r_advocate,row,PLAN_22,PLAN_22,PLAN_22,PLAN_22,PLAN_22,1,1,1,1,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,0,3,3,2,0,,stop,0,439
grok-4-1-fast-reasoning,game_plan_ncot,third_neutral,neutral,142,0,CONFLICT_OF_EQUILIBRIA,cannot_assist,NO_UNIQUE_PLAN,neutral_reader,none,NO_UNIQUE_PLAN,NO_UNIQUE_PLAN,NO_UNIQUE_PLAN,NO_UNIQUE_PLAN,NO_UNIQUE_PLAN,,,1,1,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,0,,,,1,r1,stop,0,495
grok-4-1-fast-reasoning,game_plan_ncot,third_neutral,neutral,142,0,CONFLICT_OF_EQUILIBRIA,cannot_assist,NO_UNIQUE_PLAN,player_c_advocate,col,NO_UNIQUE_PLAN,NO_UNIQUE_PLAN,PLAN_12,NO_UNIQUE_PLAN,NO_UNIQUE_PLAN,1,,0,1,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,,,4,2,1,r1,stop,0,537
grok-4-1-fast-reasoning,game_plan_ncot,third_neutral,neutral,142,0,CONFLICT_OF_EQUILIBRIA,cannot_assist,NO_UNIQUE_PLAN,player_r_advocate,row,NO_UNIQUE_PLAN,NO_UNIQUE_PLAN,PLAN_21,PLAN_21,PLAN_21,1,1,0,0,REJECT,1,unresolvable,311,1,0,0,REJECT,1,1,0,,,4,2,1,r1|r2,stop,0,545
grok-4-1-fast-reasoning,game_plan_ncot,third_neutral,neutral,143,0,CONFLICT_OF_EQUILIBRIA,cannot_assist,NO_UNIQUE_PLAN,neutral_reader,none,NO_UNIQUE_PLAN,NO_UNIQUE_PLAN,NO_UNIQUE_PLAN,NO_UNIQUE_PLAN,NO_UNIQUE_PLAN,,,1,1,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,0,,,,0,,stop,0,506
grok-4-1-fast-reasoning,game_plan_ncot,third_neutral,neutral,143,0,CONFLICT_OF_EQUILIBRIA,cannot_assist,NO_UNIQUE_PLAN,player_c_advocate,col,NO_UNIQUE_PLAN,NO_UNIQUE_PLAN,PLAN_22,NO_UNIQUE_PLAN,NO_UNIQUE_PLAN,1,,0,1,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,,,4,2,0,,stop,0,528
grok-4-1-fast-reasoning,game_plan_ncot,third_neutral,neutral,143,0,CONFLICT_OF_EQUILIBRIA,cannot_assist,NO_UNIQUE_PLAN,player_r_advocate,row,NO_UNIQUE_PLAN,NO_UNIQUE_PLAN,PLAN_11,NO_UNIQUE_PLAN,NO_UNIQUE_PLAN,1,,0,1,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,,,4,2,0,,stop,0,585
grok-4-1-fast-reasoning,game_plan_ncot,third_neutral,neutral,144,0,CONFLICT_OF_EQUILIBRIA,cannot_assist,NO_UNIQUE_PLAN,neutral_reader,none,NO_UNIQUE_PLAN,NO_UNIQUE_PLAN,NO_UNIQUE_PLAN,NO_UNIQUE_PLAN,NO_UNIQUE_PLAN,,,1,1,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,0,,,,0,,stop,0,437
grok-4-1-fast-reasoning,game_plan_ncot,third_neutral,neutral,144,0,CONFLICT_OF_EQUILIBRIA,cannot_assist,NO_UNIQUE_PLAN,player_c_advocate,col,NO_UNIQUE_PLAN,NO_UNIQUE_PLAN,PLAN_12,NO_UNIQUE_PLAN,NO_UNIQUE_PLAN,1,,0,1,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,,,4,2,0,,stop,0,474
grok-4-1-fast-reasoning,game_plan_ncot,third_neutral,neutral,144,0,CONFLICT_OF_EQUILIBRIA,cannot_assist,NO_UNIQUE_PLAN,player_r_advocate,row,NO_UNIQUE_PLAN,NO_UNIQUE_PLAN,PLAN_21,PLAN_21,PLAN_21,1,1,0,0,REJECT,1,unresolvable,275,1,0,1,ACCEPT,0,1,1,,,4,2,0,,stop,0,521
grok-4-1-fast-reasoning,game_plan_ncot,third_neutral,neutral,145,0,INCENTIVE_COMPATIBLE_EFFICIENT,neutral,PLAN_12,neutral_reader,none,NO_UNIQUE_PLAN,PLAN_12,NO_UNIQUE_PLAN,PLAN_12,PLAN_12,,1,0,1,ACCEPT,1,,0,0,0,0,REJECT,1,1,0,0,,,,0,,stop,0,719
grok-4-1-fast-reasoning,game_plan_ncot,third_neutral,neutral,145,0,INCENTIVE_COMPATIBLE_EFFICIENT,neutral,PLAN_12,player_c_advocate,col,NO_UNIQUE_PLAN,PLAN_12,PLAN_12,PLAN_12,PLAN_12,1,1,1,1,ACCEPT,1,,0,0,0,0,REJECT,1,1,0,,,4,3,0,,stop,0,517
grok-4-1-fast-reasoning,game_plan_ncot,third_neutral,neutral,145,0,INCENTIVE_COMPATIBLE_EFFICIENT,neutral,PLAN_12,player_r_advocate,row,NO_UNIQUE_PLAN,PLAN_12,PLAN_21,NO_UNIQUE_PLAN,NO_UNIQUE_PLAN,0,,0,0,REJECT,1,unresolvable,187,1,0,1,ACCEPT,0,1,1,,,3,2,0,,stop,0,454
grok-4-1-fast-reasoning,game_plan_ncot,third_neutral,neutral,146,0,INCENTIVE_COMPATIBLE_EFFICIENT,neutral,PLAN_12,neutral_reader,none,PLAN_12,PLAN_12,NO_UNIQUE_PLAN,NO_UNIQUE_PLAN,PLAN_12,,1,0,1,ACCEPT,1,,0,0,0,0,ACCEPT,0,1,0,0,,,,0,,stop,0,411
grok-4-1-fast-reasoning,game_plan_ncot,third_neutral,neutral,146,0,INCENTIVE_COMPATIBLE_EFFICIENT,neutral,PLAN_12,player_c_advocate,col,PLAN_12,PLAN_12,PLAN_12,PLAN_12,PLAN_12,1,1,1,1,ACCEPT,1,,0,0,0,0,ACCEPT,0,1,0,0,4,4,3,0,,stop,0,468
