gen,proxy,n_items,diff,lo,hi,dz,variant,W,pos
claude-sonnet-4-6,lzma,698,0.005736114844075011,0.004011465563205431,0.007518281512649818,0.2988527304489099,fmt_stripped,500,head
claude-sonnet-4-6,zstd22,698,0.018775880765623712,0.0173470592759277,0.02017181950406845,1.2044477349601248,fmt_stripped,500,head
claude-sonnet-4-6,brotli,698,0.025540420781927777,0.023085831787767547,0.028020315487109072,0.849815281679165,fmt_stripped,500,head
claude-sonnet-4-6,h_char3,698,0.05110250340492934,0.04302205177252947,0.059923504356865706,0.578027456788348,fmt_stripped,500,head
claude-sonnet-4-6,h_char5,698,0.013225385866804416,0.007841315978233072,0.018854137155963586,0.23643973003808094,fmt_stripped,500,head
claude-sonnet-4-6,hrate_k3,698,-0.003553260698994527,-0.00876275760106185,0.001994235556749848,-0.06377842788133485,fmt_stripped,500,head
claude-sonnet-4-6,hrate_k5,698,-0.018007754953404793,-0.020466814431671962,-0.015337625849261129,-0.6756562359963652,fmt_stripped,500,head
claude-sonnet-4-6,hrate_k6,698,-0.006437117628690182,-0.008195333838880037,-0.004668560217011835,-0.35798411358804777,fmt_stripped,500,head
claude-sonnet-4-6,mattr50,698,-0.03198095053209827,-0.0363535948257133,-0.02740144165851882,-0.7062026323435263,fmt_stripped,500,head
claude-sonnet-4-6,ttr,698,-0.035327063572479854,-0.040035832622662124,-0.03065449533761126,-0.6999992136244058,fmt_stripped,500,head
claude-sonnet-4-6,mean_word_len,698,-0.22684176334779438,-0.26073503383396285,-0.1920986419265796,-0.5549880047446216,fmt_stripped,500,head
claude-sonnet-4-6,mean_sent_words,698,-17.490940617803084,-19.2095963924396,-15.762797836616626,-0.7752252068216596,fmt_stripped,500,head
claude-sonnet-4-6,comma_per_word,698,0.026842332046451964,0.024473812517058446,0.029179442402439623,1.3631316335189294,fmt_stripped,500,head
claude-sonnet-4-6,subord_per_word,698,0.0037237442429977332,0.0017713472990598938,0.005732626143702676,0.2048838379529213,fmt_stripped,500,head
claude-sonnet-4-6,n_words,698,1.4326647564469914,0.9799029469500226,1.861187050359712,0.27674168375254043,fmt_stripped,500,head
gpt-5.4-nano,gzip,688,0.005744121728848179,0.003998030833478923,0.007352190524741585,0.2988694760887023,fmt_stripped,500,head
gpt-5.4-nano,lzma,688,0.005953785312651935,0.0038085161560076947,0.00798495984166449,0.25245717823299324,fmt_stripped,500,head
gpt-5.4-nano,zstd22,688,0.00476231171272977,0.0031331270338368564,0.006292840661644641,0.26221394464350656,fmt_stripped,500,head
gpt-5.4-nano,brotli,688,0.012626582703485547,0.010433757344802761,0.014831423316365227,0.5095721031824815,fmt_stripped,500,head
gpt-5.4-nano,h_char3,688,0.04207650747826839,0.033266501729071744,0.05093327954695238,0.38991878020616455,fmt_stripped,500,head
gpt-5.4-nano,h_char5,688,0.01646226446849524,0.01061042229833819,0.022286101615341163,0.23260420350478386,fmt_stripped,500,head
gpt-5.4-nano,hrate_k3,688,0.00929147586539701,0.004129771866659053,0.014327441132428308,0.1654241909136502,fmt_stripped,500,head
gpt-5.4-nano,hrate_k5,688,-0.017905590876928553,-0.020674786006268566,-0.015234491837654641,-0.6001286188985403,fmt_stripped,500,head
gpt-5.4-nano,hrate_k6,688,-0.00669376849025896,-0.008670237276861198,-0.004651245529638929,-0.2919768260052861,fmt_stripped,500,head
gpt-5.4-nano,mattr50,688,-0.014510872383192427,-0.018721852155351056,-0.010252727022660633,-0.3047503223896801,fmt_stripped,500,head
gpt-5.4-nano,ttr,688,-0.015160505477226747,-0.019639100800321947,-0.010700687965012093,-0.2802065301843464,fmt_stripped,500,head
gpt-5.4-nano,mean_word_len,688,-0.0694685123350549,-0.09629614031045808,-0.0450326920844003,-0.22145348327048522,fmt_stripped,500,head
gpt-5.4-nano,mean_sent_words,688,3.57374550110742,2.8333263498542443,4.309524805566165,0.481487418237395,fmt_stripped,500,head
gpt-5.4-nano,comma_per_word,688,0.004754130359625564,0.002526151673184589,0.006858681709941097,0.19368444633834445,fmt_stripped,500,head
gpt-5.4-nano,subord_per_word,688,-0.0006381955120977473,-0.002553672356888974,0.001256893951543505,-0.03383388932737352,fmt_stripped,500,head
gpt-5.4-nano,n_words,688,0.8343023255813954,0.41645104408939226,1.278001824817518,0.16445550984295026,fmt_stripped,500,head
grok-4-1-fast-reasoning,gzip,673,0.0024422987682483025,0.0009703048551160313,0.003860585611463869,0.13824881331755637,fmt_stripped,500,head
grok-4-1-fast-reasoning,lzma,673,0.0037102486289817345,0.002184013489632782,0.00518428303665447,0.2152835309511159,fmt_stripped,500,head
grok-4-1-fast-reasoning,zstd22,673,0.002694548424774383,0.0014225688125492557,0.004037677862438348,0.16367588655796486,fmt_stripped,500,head
grok-4-1-fast-reasoning,brotli,673,0.00313308184982492,0.0005622460737475566,0.005689619177541192,0.10324711153189939,fmt_stripped,500,head
grok-4-1-fast-reasoning,h_char3,673,0.022136186022329907,0.01531584828585956,0.029190435063448924,0.2686322172798278,fmt_stripped,500,head
grok-4-1-fast-reasoning,h_char5,673,0.010600787606927994,0.006668211946566721,0.014499684197688887,0.25552542266183076,fmt_stripped,500,head
grok-4-1-fast-reasoning,hrate_k3,673,0.010579225791934778,0.005532726048521582,0.015899635329141,0.19206840055190982,fmt_stripped,500,head
grok-4-1-fast-reasoning,hrate_k5,673,-0.012477574105116681,-0.014769192817408803,-0.010215537133658095,-0.4794372707448688,fmt_stripped,500,head
grok-4-1-fast-reasoning,hrate_k6,673,-0.007486862460793112,-0.009116711400379493,-0.005897053997663648,-0.41494478568617743,fmt_stripped,500,head
grok-4-1-fast-reasoning,mattr50,673,-0.0044148544889134386,-0.008001914385474464,-0.0008921911618988407,-0.11626251256817605,fmt_stripped,500,head
grok-4-1-fast-reasoning,ttr,673,-0.003897299197635359,-0.007887349051736511,0.00011017242330912109,-0.09164843395398942,fmt_stripped,500,head
grok-4-1-fast-reasoning,mean_word_len,673,-0.07247493757077413,-0.1010129062385933,-0.040344204794302695,-0.2135110904559216,fmt_stripped,500,head
grok-4-1-fast-reasoning,mean_sent_words,673,7.38686053916366,6.813471549105553,7.9525176913316615,1.480539044794196,fmt_stripped,500,head
grok-4-1-fast-reasoning,comma_per_word,673,0.014078277933418948,0.01156322653239136,0.016688424364924598,0.5660569372680138,fmt_stripped,500,head
grok-4-1-fast-reasoning,subord_per_word,673,2.5605417341400326e-05,-0.0017009855127928211,0.0019299979706758374,0.0014264908126674913,fmt_stripped,500,head
grok-4-1-fast-reasoning,n_words,673,0.725111441307578,0.2824796544186719,1.1208194867072387,0.15954632468176344,fmt_stripped,500,head
POOLED,gzip,698,0.007658368953186782,0.006752412170273683,0.008543709144603267,0.4146591783513544,fmt_stripped,500,head
POOLED,lzma,698,0.00561410570786245,0.004546739318455473,0.006637759162607718,0.27404766008501363,fmt_stripped,500,head
POOLED,zstd22,698,0.009028233949156908,0.008163578237733815,0.009875163914175727,0.5100542112768243,fmt_stripped,500,head
POOLED,brotli,698,0.01094997982541864,0.009594987857754944,0.01231689350991911,0.3832958853364032,fmt_stripped,500,head
POOLED,h_char3,698,0.040474106280728096,0.03550635399739813,0.045290110089936074,0.422736491736493,fmt_stripped,500,head
POOLED,h_char5,698,0.014519656356059356,0.011440693377470121,0.01733355782820994,0.2507358115641384,fmt_stripped,500,head
POOLED,hrate_k3,698,0.004535396370269218,0.0016670303192256497,0.007399417853816765,0.08127162147444096,fmt_stripped,500,head
POOLED,hrate_k5,698,-0.015555117870090694,-0.017088937823527932,-0.014060324315895188,-0.5567130468395044,fmt_stripped,500,head
POOLED,hrate_k6,698,-0.006643440210323919,-0.007655689747393399,-0.00562634532745252,-0.33662005340722173,fmt_stripped,500,head
POOLED,mattr50,698,-0.014175847280164583,-0.01646231316803393,-0.012068825630614321,-0.31729077998419436,fmt_stripped,500,head
POOLED,ttr,698,-0.013777824560994597,-0.016371887423223017,-0.011461715587698054,-0.2732734658299447,fmt_stripped,500,head
POOLED,mean_word_len,698,-0.03710451778012658,-0.054726276200360476,-0.01919824449794664,-0.10212040006667053,fmt_stripped,500,head
POOLED,mean_sent_words,698,-5.819600556255052,-6.49034999738463,-5.17159532553289,-0.40252626394431085,fmt_stripped,500,head
POOLED,comma_per_word,698,0.013637505781623543,0.012437299427694322,0.014865452951510682,0.5851001397843745,fmt_stripped,500,head
POOLED,subord_per_word,698,0.00193355186286631,0.0009587946750194052,0.0030213672932193434,0.10447812118632001,fmt_stripped,500,head
POOLED,n_words,698,-0.043080912644269664,-0.2790239164529477,0.19286929732403738,-0.008728401330566585,fmt_stripped,500,head
claude-haiku-4-5,gzip,736,0.0012173409384579018,-0.00045761199516514747,0.0031424009277104628,0.06498867513610222,fmt_stripped,500,mid
claude-haiku-4-5,lzma,736,-0.00045067178396923164,-0.0023135456635252076,0.0015843595323277184,-0.021685207150787318,fmt_stripped,500,mid
claude-haiku-4-5,zstd22,736,3.668149954977917e-05,-0.0017397250097708939,0.002006129738694588,0.0019389649659813358,fmt_stripped,500,mid
claude-haiku-4-5,brotli,736,-0.0008177530060474479,-0.003387525438577435,0.0020168760108184,-0.027885283206117134,fmt_stripped,500,mid
claude-haiku-4-5,h_char3,736,0.010887889071351138,0.002269428730778899,0.020763869476182306,0.11147188119225371,fmt_stripped,500,mid
claude-haiku-4-5,h_char5,736,-0.011172348564734345,-0.01688506516917325,-0.005384618790879015,-0.18424890424753532,fmt_stripped,500,mid
claude-haiku-4-5,hrate_k3,736,-0.00032465203214045136,-0.006063411125987252,0.005289016130248874,-0.005755496771497226,fmt_stripped,500,mid
claude-haiku-4-5,hrate_k5,736,-0.012190893103157704,-0.01495006684881416,-0.009669998339077213,-0.4162590127333441,fmt_stripped,500,mid
claude-haiku-4-5,hrate_k6,736,0.00013593702770844357,-0.0017816642580980521,0.0019628751231256583,0.006894224927048845,fmt_stripped,500,mid
claude-haiku-4-5,mattr50,736,-0.005126022948685705,-0.009217158602529201,-0.0005387041677770656,-0.1115835357513519,fmt_stripped,500,mid
claude-haiku-4-5,ttr,736,0.0005700624107681259,-0.004024425254933043,0.0052371053245900915,0.010821937057058452,fmt_stripped,500,mid
claude-haiku-4-5,mean_word_len,736,0.17980662320098825,0.14208803524334082,0.2155354568536246,0.4969156336703828,fmt_stripped,500,mid
claude-haiku-4-5,mean_sent_words,736,-9.632684378796112,-11.77992979145913,-7.569385197342312,-0.40100800372239354,fmt_stripped,500,mid
claude-haiku-4-5,comma_per_word,736,0.0010530467461195515,-0.0012655100582767461,0.0034049203091683767,0.04646838670222168,fmt_stripped,500,mid
claude-haiku-4-5,subord_per_word,736,0.004633017676177241,0.0026407411111991456,0.00667201646853005,0.24321890001938565,fmt_stripped,500,mid
claude-haiku-4-5,n_words,736,-2.751358695652174,-3.198667952560156,-2.2712327665568606,-0.6002894083109989,fmt_stripped,500,mid
claude-sonnet-4-6,gzip,698,0.011943557842963451,0.01022896628135616,0.013658766176625592,0.727070144168912,fmt_stripped,500,mid
claude-sonnet-4-6,lzma,698,0.001119825991950071,-0.0008508153414025798,0.003117684045314444,0.05789249014756257,fmt_stripped,500,mid
claude-sonnet-4-6,zstd22,698,0.014921902423852098,0.013186495714678078,0.01666816546435228,0.9472750983026665,fmt_stripped,500,mid
claude-sonnet-4-6,brotli,698,0.017849841374400665,0.015115549493171027,0.020557103859713464,0.6319530075544247,fmt_stripped,500,mid
claude-sonnet-4-6,h_char3,698,0.010805776486387513,0.0018692354398858462,0.019197818058167282,0.12253566410769838,fmt_stripped,500,mid
claude-sonnet-4-6,h_char5,698,-0.020909702839997938,-0.027369459121789296,-0.014367988284534792,-0.3484226137882651,fmt_stripped,500,mid
claude-sonnet-4-6,hrate_k3,698,-0.014423014903195013,-0.02003901404524073,-0.008804544157664988,-0.2532606593753438,fmt_stripped,500,mid
claude-sonnet-4-6,hrate_k5,698,-0.01528770445202077,-0.01773288346928626,-0.012674201317826032,-0.5620857061056314,fmt_stripped,500,mid
claude-sonnet-4-6,hrate_k6,698,-0.000511357051552067,-0.002231574892979586,0.0012348899784832494,-0.029636486052227497,fmt_stripped,500,mid
claude-sonnet-4-6,mattr50,698,-0.0256693627123937,-0.030161590172634246,-0.021116695068297817,-0.5965375663189275,fmt_stripped,500,mid
claude-sonnet-4-6,ttr,698,-0.027797469706693043,-0.032885668259465074,-0.022743752909008354,-0.5509375556457959,fmt_stripped,500,mid
claude-sonnet-4-6,mean_word_len,698,-0.20308598420271562,-0.23871052086233785,-0.1685809961777899,-0.5149890011429595,fmt_stripped,500,mid
claude-sonnet-4-6,mean_sent_words,698,-29.33610394301655,-31.61289277169401,-27.210041256443315,-1.03981380996836,fmt_stripped,500,mid
claude-sonnet-4-6,comma_per_word,698,0.014562097306151774,0.012319008939069228,0.016791650555893267,0.7951589739431736,fmt_stripped,500,mid
claude-sonnet-4-6,subord_per_word,698,0.0029996864235504062,0.0008968674098772079,0.005143769153957721,0.15279402412139517,fmt_stripped,500,mid
claude-sonnet-4-6,n_words,698,1.024355300859599,0.5637743090454881,1.4864610038707073,0.2008366899201163,fmt_stripped,500,mid
gpt-5.4-nano,gzip,688,0.008834580528599239,0.006802400086679885,0.01088177067691388,0.397180703803989,fmt_stripped,500,mid
gpt-5.4-nano,lzma,688,0.010583492122625146,0.00810755616133794,0.013067191620289388,0.3914668802907761,fmt_stripped,500,mid
gpt-5.4-nano,zstd22,688,0.0059574770084494634,0.0039447148605761435,0.00796533576647988,0.2771962632463189,fmt_stripped,500,mid
gpt-5.4-nano,brotli,688,-0.0003316389571061628,-0.002973679645022065,0.0023750398709737543,-0.01274863274747385,fmt_stripped,500,mid
gpt-5.4-nano,h_char3,688,0.04398702227966019,0.03390734925647226,0.05417555023066025,0.38066746852379557,fmt_stripped,500,mid
gpt-5.4-nano,h_char5,688,0.0015373015251968782,-0.006017023110112462,0.009281338871724382,0.019311909542069274,fmt_stripped,500,mid
gpt-5.4-nano,hrate_k3,688,0.007323326631297393,0.001540625845991124,0.013640397608673844,0.11924491195722853,fmt_stripped,500,mid
gpt-5.4-nano,hrate_k5,688,-0.02174461149792457,-0.024552990169812054,-0.018972911364329586,-0.7096529124125126,fmt_stripped,500,mid
gpt-5.4-nano,hrate_k6,688,-0.007591924393774995,-0.009651502820502006,-0.005649978260091842,-0.36292985641417874,fmt_stripped,500,mid
gpt-5.4-nano,mattr50,688,0.01795616454677915,0.013049683745853599,0.022612101364937392,0.36916902643199023,fmt_stripped,500,mid
gpt-5.4-nano,ttr,688,0.027601500466908662,0.02186389334564055,0.0332012819060399,0.46579955761730407,fmt_stripped,500,mid
gpt-5.4-nano,mean_word_len,688,0.3075212401543091,0.27476454260599037,0.3420065709977364,0.8204255319444514,fmt_stripped,500,mid
gpt-5.4-nano,mean_sent_words,688,-5.2108389228665395,-6.352727149843432,-4.189096967641974,-0.3968980832433,fmt_stripped,500,mid
gpt-5.4-nano,comma_per_word,688,0.005417004431919921,0.0026238806691499523,0.008103390179210895,0.21441199731777788,fmt_stripped,500,mid
gpt-5.4-nano,subord_per_word,688,-0.006641916198552398,-0.008775425134866342,-0.004628236038215114,-0.30682099248564676,fmt_stripped,500,mid
gpt-5.4-nano,n_words,688,-5.199127906976744,-5.721542557113992,-4.7007564746300226,-0.8724504556091133,fmt_stripped,500,mid
grok-4-1-fast-reasoning,gzip,673,-0.019027146408978547,-0.021193096227657506,-0.016811651755350862,-0.8490900317832206,fmt_stripped,500,mid
grok-4-1-fast-reasoning,lzma,673,-0.01556742989864163,-0.017901986338963463,-0.013378100061177066,-0.7797672954665988,fmt_stripped,500,mid
grok-4-1-fast-reasoning,zstd22,673,-0.022522581767544854,-0.024826993585917737,-0.020347742172956144,-1.0074760313282973,fmt_stripped,500,mid
grok-4-1-fast-reasoning,brotli,673,-0.023787158052744995,-0.026966089417200554,-0.020813784651211885,-0.7394456224905215,fmt_stripped,500,mid
grok-4-1-fast-reasoning,h_char3,673,-0.028191748425770966,-0.03784355392341461,-0.01860910209328502,-0.2964564583945872,fmt_stripped,500,mid
grok-4-1-fast-reasoning,h_char5,673,-0.045089935349688,-0.05309685911860442,-0.037815031906950534,-0.8003924158826577,fmt_stripped,500,mid
grok-4-1-fast-reasoning,hrate_k3,673,-0.009275661418410453,-0.016107025581280198,-0.0026654026985233653,-0.1335394307833388,fmt_stripped,500,mid
grok-4-1-fast-reasoning,hrate_k5,673,-0.010430025489827612,-0.013034296307094498,-0.008008619651649403,-0.36298989223658473,fmt_stripped,500,mid
grok-4-1-fast-reasoning,hrate_k6,673,0.0009314105190570485,-0.0007419098406051032,0.0026049699188372888,0.05376291246094933,fmt_stripped,500,mid
grok-4-1-fast-reasoning,mattr50,673,0.00031622792770281017,-0.00390385425403431,0.004390915752526037,0.008341894245923612,fmt_stripped,500,mid
grok-4-1-fast-reasoning,ttr,673,0.005548304332448784,0.0005571023114973843,0.010429882650458301,0.11923708199946684,fmt_stripped,500,mid
grok-4-1-fast-reasoning,mean_word_len,673,0.45567806634538394,0.42095590722932363,0.49238680239921356,1.2740740401340287,fmt_stripped,500,mid
grok-4-1-fast-reasoning,mean_sent_words,673,0.39871878987777953,-0.13157386338685204,0.8697644456529404,0.06856448027670285,fmt_stripped,500,mid
grok-4-1-fast-reasoning,comma_per_word,673,0.03330562923242211,0.030133921164924984,0.03638493880809783,1.334655078784436,fmt_stripped,500,mid
grok-4-1-fast-reasoning,subord_per_word,673,-0.012484125796277725,-0.014399754726602406,-0.010542930426447465,-0.6562143649223771,fmt_stripped,500,mid
grok-4-1-fast-reasoning,n_words,673,-6.047548291233284,-6.533397009582808,-5.594790636315705,-1.153427465265992,fmt_stripped,500,mid
POOLED,gzip,698,0.0007420832252605109,-0.00027103878131928187,0.0017510356061833105,0.03719219127487835,fmt_stripped,500,mid
POOLED,lzma,698,-0.0010786958920089114,-0.002223335702633118,4.855254699255431e-05,-0.049523873939202254,fmt_stripped,500,mid
POOLED,zstd22,698,-0.00040163020892337864,-0.0014129732946430722,0.0006219641324585766,-0.020460569960672678,fmt_stripped,500,mid
POOLED,brotli,698,-0.0017716771603744855,-0.0031980003351988243,-0.0002780054055217183,-0.061222292676176765,fmt_stripped,500,mid
POOLED,h_char3,698,0.00937223485290697,0.00458890142569481,0.014228654238914487,0.09454805806544432,fmt_stripped,500,mid
POOLED,h_char5,698,-0.01890867130730585,-0.02266462297481516,-0.015190298193554377,-0.2947705629863645,fmt_stripped,500,mid
POOLED,hrate_k3,698,-0.004175000430612131,-0.007463579084387945,-0.0010408322026434738,-0.068377937484628,fmt_stripped,500,mid
POOLED,hrate_k5,698,-0.014913308635732663,-0.016431583489782364,-0.013489018014369303,-0.5148742418986451,fmt_stripped,500,mid
POOLED,hrate_k6,698,-0.0017589834746403923,-0.0027099773178345093,-0.0007746091237156852,-0.09354470269660155,fmt_stripped,500,mid
POOLED,mattr50,698,-0.003130748296649361,-0.005321047377985523,-0.0009885694144215486,-0.07134905671665961,fmt_stripped,500,mid
POOLED,ttr,698,0.0014805993758581328,-0.0011947892995858014,0.003974396520498153,0.028347778197213458,fmt_stripped,500,mid
POOLED,mean_word_len,698,0.18497998637449142,0.16676390837294178,0.20446432334065254,0.4970304875637622,fmt_stripped,500,mid
POOLED,mean_sent_words,698,-10.945227113700355,-11.816003647050307,-10.110585105280345,-0.6150890033644799,fmt_stripped,500,mid
POOLED,comma_per_word,698,0.013584444429153339,0.012121178366290715,0.014956858285803414,0.5958484013850295,fmt_stripped,500,mid
POOLED,subord_per_word,698,-0.002873334473775619,-0.0039687312843465295,-0.001844195334579576,-0.14483815358316418,fmt_stripped,500,mid
POOLED,n_words,698,-3.2434198982506506,-3.5105079828003922,-3.001657228879477,-0.621161511502416,fmt_stripped,500,mid
claude-haiku-4-5,gzip,716,0.003507159143913146,0.0018416243125697182,0.005181008604582802,0.2034288743844053,fmt_stripped,800,head
claude-haiku-4-5,lzma,716,0.00015259220875174257,-0.0016904004415759617,0.0020560459319660554,0.007902277360017555,fmt_stripped,800,head
claude-haiku-4-5,zstd22,716,0.0029697150338950985,0.0013548391677932377,0.004703998105447037,0.1710022209515255,fmt_stripped,800,head
claude-haiku-4-5,brotli,716,-0.0011792071370156732,-0.003034968105636938,0.0007399240925385368,-0.05343806918236771,fmt_stripped,800,head
claude-haiku-4-5,h_char3,716,0.03568576910525484,0.026158369477542572,0.044852051218860794,0.3467856568033592,fmt_stripped,800,head
claude-haiku-4-5,h_char5,716,0.004188901491705336,-0.0020573198516024016,0.010544986411632306,0.0628702375738606,fmt_stripped,800,head
claude-haiku-4-5,hrate_k3,716,-0.0005285169476600544,-0.005813653479200132,0.004579144769813899,-0.010209593647477366,fmt_stripped,800,head
claude-haiku-4-5,hrate_k5,716,-0.012671602062165173,-0.015406529172409669,-0.009938921498173643,-0.4448060088589597,fmt_stripped,800,head
claude-haiku-4-5,hrate_k6,716,-0.005137498072614192,-0.007113698230284158,-0.003078931664267425,-0.248832874178195,fmt_stripped,800,head
claude-haiku-4-5,mattr50,716,-0.009531152495334871,-0.012914223773740848,-0.006408529594330924,-0.2545605535413996,fmt_stripped,800,head
claude-haiku-4-5,ttr,716,-0.003924299597772854,-0.008113549729001591,0.00020564672658064152,-0.07912782038768562,fmt_stripped,800,head
claude-haiku-4-5,mean_word_len,716,0.2626758124338174,0.23056133378636384,0.29497789551850334,0.7895656903293277,fmt_stripped,800,head
claude-haiku-4-5,mean_sent_words,716,-17.68450238645991,-19.73438118913444,-15.731776836654735,-0.6201106437810595,fmt_stripped,800,head
claude-haiku-4-5,comma_per_word,716,0.01737158415210938,0.015413856842072169,0.019368725853757766,0.9438236268301843,fmt_stripped,800,head
claude-haiku-4-5,subord_per_word,716,0.002111280460128503,0.0005828702602792092,0.0036167326804858466,0.1344368404867991,fmt_stripped,800,head
claude-haiku-4-5,n_words,716,-6.2192737430167595,-6.861994421199443,-5.586929558453533,-0.9295498227888905,fmt_stripped,800,head
claude-sonnet-4-6,gzip,666,0.008320544853243234,0.006951829968743747,0.009664355306720888,0.5540957760605639,fmt_stripped,800,head
claude-sonnet-4-6,lzma,666,0.0015194461143199938,-8.66861897626015e-05,0.0031013972604981596,0.08966291704725586,fmt_stripped,800,head
claude-sonnet-4-6,zstd22,666,0.011710679154617785,0.010388783576666036,0.013017570112341972,0.8200889101394363,fmt_stripped,800,head
claude-sonnet-4-6,brotli,666,0.02465070917810432,0.022786741919674575,0.026459939667748806,1.1116083182577914,fmt_stripped,800,head
claude-sonnet-4-6,h_char3,666,0.05063646620505936,0.042213734308967715,0.05885109875533097,0.5772054803458175,fmt_stripped,800,head
claude-sonnet-4-6,h_char5,666,0.008154842157287099,0.002572707048713386,0.013680079672996004,0.1357837339742289,fmt_stripped,800,head
claude-sonnet-4-6,hrate_k3,666,-0.005182628592256021,-0.01080620705806425,3.359068475246784e-05,-0.09740475550273105,fmt_stripped,800,head
claude-sonnet-4-6,hrate_k5,666,-0.018887064145259685,-0.0213387502931261,-0.016456493229039446,-0.7362469770303113,fmt_stripped,800,head
claude-sonnet-4-6,hrate_k6,666,-0.007581392262407844,-0.009395718108720152,-0.005904890254137375,-0.42727879893489434,fmt_stripped,800,head
claude-sonnet-4-6,mattr50,666,-0.03725844901433044,-0.04109165426471461,-0.03349024099417942,-1.0224524516601146,fmt_stripped,800,head
claude-sonnet-4-6,ttr,666,-0.03979699842583126,-0.044145541011901046,-0.03548991106708846,-0.8659798313631678,fmt_stripped,800,head
claude-sonnet-4-6,mean_word_len,666,-0.23581512050199768,-0.26572724639731654,-0.20569990325470214,-0.6556346547833407,fmt_stripped,800,head
claude-sonnet-4-6,mean_sent_words,666,-29.054420902337572,-31.855437863352357,-26.632458976161345,-0.829734894185201,fmt_stripped,800,head
claude-sonnet-4-6,comma_per_word,666,0.03162997641397435,0.02982117410827551,0.033458417295815626,2.0856433048346568,fmt_stripped,800,head
claude-sonnet-4-6,subord_per_word,666,0.0013405341081208079,-0.0002453761228400488,0.0028366098709041243,0.08982589905648312,fmt_stripped,800,head
claude-sonnet-4-6,n_words,666,1.8423423423423424,1.1863089868147119,2.4825042575622414,0.2547363856975109,fmt_stripped,800,head
gpt-5.4-nano,gzip,656,0.0028435747458919595,0.0014430984423004496,0.004372345484641939,0.17634590041452095,fmt_stripped,800,head
gpt-5.4-nano,lzma,656,0.0019385821187370169,0.0001929056041200314,0.0037938507672537606,0.09879255530296382,fmt_stripped,800,head
gpt-5.4-nano,zstd22,656,0.0017888440539123463,0.0004328208740221572,0.003316248902744818,0.11522369804888549,fmt_stripped,800,head
gpt-5.4-nano,brotli,656,0.008255503029101394,0.0065432865007437335,0.010027408531243738,0.424414651868952,fmt_stripped,800,head
gpt-5.4-nano,h_char3,656,0.03152190288878441,0.02321653718735691,0.04083722358892237,0.2906384180471036,fmt_stripped,800,head
gpt-5.4-nano,h_char5,656,-0.0045813209776134995,-0.011268136204862353,0.002257472947527587,-0.06090204656450643,fmt_stripped,800,head
gpt-5.4-nano,hrate_k3,656,-0.0017632456307245892,-0.006823415739410385,0.003430852363502767,-0.03289533147437045,fmt_stripped,800,head
gpt-5.4-nano,hrate_k5,656,-0.020818248569432162,-0.023501500357878576,-0.01847618900838238,-0.7093966850614195,fmt_stripped,800,head
gpt-5.4-nano,hrate_k6,656,-0.008516293319529102,-0.010391499235587427,-0.0066421899117100015,-0.37134913141642556,fmt_stripped,800,head
