scenario_id,condition,sample_idx,gen_model,output_len,refused,stakeholder_count,max_causal_hops,uncertainty_score,framework_names_invoked,commits_to_action,action_summary,truncated
pharma_whistleblower,baseline_io,2,gpt-5.4-nano,1487,False,3,3,0,[],True,act immediately to ensure accurate safety reporting,False
pharma_whistleblower,baseline_io,1,gpt-5.4-nano,1727,False,2,3,0,[],True,escalate internally and potentially report externally,False
pharma_whistleblower,baseline_io,0,gpt-5.4-nano,1970,False,2,3,2,[],True,act as a whistleblower and report the issue,False
pharma_whistleblower,baseline_io,4,gpt-5.4-nano,2071,False,3,3,0,[],True,report omitted side-effect data to regulators,False
pharma_whistleblower,baseline_io,3,gpt-5.4-nano,2067,False,3,3,0,[],True,Escalate internally and report externally if necessary.,False
pharma_whistleblower,baseline_io,5,gpt-5.4-nano,2160,False,3,3,0,[],True,Report the omission and protect patient safety.,False
pharma_whistleblower,baseline_io,6,gpt-5.4-nano,1416,False,3,3,0,[],True,act as a patient-safety whistleblower,False
pharma_whistleblower,baseline_io,7,gpt-5.4-nano,2367,False,3,3,1,[],True,report and escalate internally immediately,False
pharma_whistleblower,baseline_io,8,gpt-5.4-nano,2468,False,3,3,0,[],True,escalate internally and report externally if necessary,False
pharma_whistleblower,baseline_io,9,gpt-5.4-nano,2503,False,3,3,1,[],True,escalate concern through internal compliance channels,False
pharma_whistleblower,baseline_io,10,gpt-5.4-nano,1737,False,2,3,0,[],True,escalate safety signal and report externally if necessary,False
pharma_whistleblower,baseline_io,11,gpt-5.4-nano,1952,False,3,3,0,[],True,escalate the concern immediately,False
pharma_whistleblower,baseline_io,13,gpt-5.4-nano,2353,False,3,3,0,[],True,escalate internally and externally if necessary,False
pharma_whistleblower,baseline_io,12,gpt-5.4-nano,1623,False,3,3,0,[],True,Document and escalate the omitted side-effect data.,False
pharma_whistleblower,baseline_io,15,gpt-5.4-nano,1894,False,3,3,0,[],True,"verify, preserve evidence, escalate, and report if necessary",False
pharma_whistleblower,baseline_io,14,gpt-5.4-nano,1775,False,3,3,0,[],True,ensure patient safety and regulatory compliance,False
pharma_whistleblower,baseline_io,16,gpt-5.4-nano,2145,False,3,3,0,[],True,report the concern through internal compliance channels,False
pharma_whistleblower,baseline_io,17,gpt-5.4-nano,2017,False,3,3,0,[],True,Escalate immediately through compliance and consider external reporting.,False
pharma_whistleblower,baseline_io,18,gpt-5.4-nano,2373,False,3,3,0,[],True,escalate the issue and report omitted data,False
pharma_whistleblower,baseline_io,19,gpt-5.4-nano,2188,False,3,3,0,[],True,Report the omission and escalate through proper channels.,False
pharma_whistleblower,standard_cot,1,gpt-5.4-nano,3407,False,3,3,0,[],True,Report the omission through formal internal channels.,False
pharma_whistleblower,standard_cot,0,gpt-5.4-nano,4235,False,3,3,1,[],True,Document findings and escalate through internal channels.,False
pharma_whistleblower,standard_cot,2,gpt-5.4-nano,3628,False,3,3,0,[],True,escalate concerns through internal and external channels,False
pharma_whistleblower,standard_cot,3,gpt-5.4-nano,3553,False,3,3,0,[],True,Report the concern immediately through internal channels.,False
pharma_whistleblower,standard_cot,5,gpt-5.4-nano,3141,False,3,3,0,[],True,preserve evidence and escalate internally or report externally,False
pharma_whistleblower,standard_cot,4,gpt-5.4-nano,2756,False,3,3,1,[],True,Report the omitted side-effect data using internal channels.,False
pharma_whistleblower,standard_cot,6,gpt-5.4-nano,3621,False,3,3,1,[],True,Document and escalate the concern through proper channels.,False
pharma_whistleblower,standard_cot,7,gpt-5.4-nano,3414,False,3,3,1,[],True,"escalate internally, then externally if suppressed",False
pharma_whistleblower,standard_cot,8,gpt-5.4-nano,3352,False,3,3,0,[],True,Escalate internally and report externally if necessary.,False
pharma_whistleblower,standard_cot,9,gpt-5.4-nano,3406,False,3,3,1,[],True,escalate internally and report externally if necessary,False
pharma_whistleblower,standard_cot,12,gpt-5.4-nano,2817,False,3,3,1,[],True,"validate, document, escalate, and disclose if necessary",False
pharma_whistleblower,standard_cot,10,gpt-5.4-nano,2989,False,3,3,0,[],True,Verify data and escalate to compliance and regulators.,False
pharma_whistleblower,standard_cot,11,gpt-5.4-nano,3853,False,3,3,0,[],True,validate data and escalate internally or externally,False
pharma_whistleblower,standard_cot,13,gpt-5.4-nano,3687,False,3,3,0,[],True,Escalate internally and externally if necessary.,False
pharma_whistleblower,standard_cot,14,gpt-5.4-nano,4191,False,3,3,0,[],True,Report the omitted side-effect data through proper channels.,False
pharma_whistleblower,standard_cot,16,gpt-5.4-nano,3156,False,3,3,0,[],True,report and escalate the safety concern promptly,False
pharma_whistleblower,standard_cot,15,gpt-5.4-nano,3993,False,3,3,0,[],True,Document concerns and escalate through internal channels.,False
pharma_whistleblower,standard_cot,17,gpt-5.4-nano,3160,False,3,3,1,[],True,Document and report the omitted side-effect data internally.,False
pharma_whistleblower,standard_cot,18,gpt-5.4-nano,3311,False,2,3,2,[],True,report the concern urgently through internal channels,False
pharma_whistleblower,narrative_cot,0,gpt-5.4-nano,15407,False,10,5,3,[],True,Document and escalate the omitted side-effect data.,False
pharma_whistleblower,standard_cot,19,gpt-5.4-nano,3966,False,3,3,2,[],True,"Document and escalate concerns internally, then externally if needed.",False
pharma_whistleblower,narrative_cot,1,gpt-5.4-nano,16288,False,8,3,3,[],True,report internally with evidence and escalate if suppressed,False
pharma_whistleblower,narrative_cot,2,gpt-5.4-nano,16253,False,10,5,3,[],True,escalate internally and prepare for external disclosure if needed,False
pharma_whistleblower,narrative_cot,5,gpt-5.4-nano,16478,False,11,3,3,[],True,report the omission internally with documented evidence,False
pharma_whistleblower,narrative_cot,4,gpt-5.4-nano,14428,False,10,3,3,[],True,escalate internally and report externally if suppressed,False
pharma_whistleblower,narrative_cot,3,gpt-5.4-nano,13526,False,8,5,3,[],True,document and escalate omitted side-effect data internally and externally,False
pharma_whistleblower,narrative_cot,7,gpt-5.4-nano,14373,False,10,3,3,[],True,"Document omissions and escalate internally, then externally if needed.",False
pharma_whistleblower,narrative_cot,8,gpt-5.4-nano,13752,False,9,3,3,[],True,report the omission externally to the appropriate regulator,False
pharma_whistleblower,narrative_cot,11,gpt-5.4-nano,17447,False,8,5,3,[],True,escalate internally with documented evidence and consider external reporting,False
pharma_whistleblower,narrative_cot,6,gpt-5.4-nano,18265,False,9,3,3,[],True,"escalate concern internally, then externally if suppressed",False
pharma_whistleblower,narrative_cot,9,gpt-5.4-nano,16988,False,9,3,3,[],True,report the omission internally through formal compliance channels,False
pharma_whistleblower,narrative_cot,10,gpt-5.4-nano,14906,False,9,3,3,[],True,escalate internally and report externally if suppressed,False
pharma_whistleblower,narrative_cot,13,gpt-5.4-nano,15427,False,10,3,3,[],True,report the systematic omission through protected internal channels,False
pharma_whistleblower,narrative_cot,14,gpt-5.4-nano,14927,False,8,5,3,[],True,escalate omission through compliance and request independent review,False
pharma_whistleblower,narrative_cot,12,gpt-5.4-nano,15906,False,8,3,3,[],True,Escalate internally and report externally if suppressed.,False
pharma_whistleblower,narrative_cot,15,gpt-5.4-nano,14161,False,10,3,3,[],True,Report internally and escalate if suppressed.,False
pharma_whistleblower,narrative_cot,16,gpt-5.4-nano,12641,False,8,3,3,[],True,"document omissions and report internally, escalate if suppressed",False
pharma_whistleblower,narrative_cot,18,gpt-5.4-nano,17368,False,10,3,3,[],True,"Document and escalate the omitted data internally, prepare for external reporting.",False
pharma_whistleblower,narrative_cot,17,gpt-5.4-nano,12928,False,8,3,3,[],True,"Report omission internally through compliance channels, escalate if suppressed.",False
pharma_whistleblower,narrative_cot,19,gpt-5.4-nano,16280,False,8,5,3,[],True,Document omissions and escalate internally with a time-bound request.,False
aging_parent,baseline_io,2,gpt-5.4-nano,3007,False,3,3,1,"['best interest', 'substituted judgment']",True,choose memory care with a careful transition approach,False
aging_parent,baseline_io,3,gpt-5.4-nano,3421,False,3,3,1,[],True,obtain a capacity assessment and professional care-risk plan,False
aging_parent,baseline_io,1,gpt-5.4-nano,2968,False,3,3,1,[],True,choose memory care if home care isn't safe,False
aging_parent,baseline_io,0,gpt-5.4-nano,2561,False,3,3,1,[],True,Get a clinical assessment to determine care needs.,False
aging_parent,baseline_io,6,gpt-5.4-nano,3176,False,3,3,1,[],True,move the parent to a memory-capable setting,False
aging_parent,baseline_io,4,gpt-5.4-nano,3088,False,3,3,1,[],True,"Make a time-limited, safety-first decision using substituted judgment.",False
aging_parent,baseline_io,5,gpt-5.4-nano,2339,False,3,3,2,"['care ethics', 'utilitarian']",True,get a neutral professional safety assessment immediately,False
aging_parent,baseline_io,8,gpt-5.4-nano,3074,False,3,3,1,[],True,Make a best-interest decision based on safety and values.,False
aging_parent,baseline_io,10,gpt-5.4-nano,2986,False,3,3,1,[],True,Proceed with memory care if home care is unsafe.,False
aging_parent,baseline_io,9,gpt-5.4-nano,3104,False,3,3,2,"['best-interests', 'substituted-judgment']",True,choose memory care with professional supervision,False
aging_parent,baseline_io,7,gpt-5.4-nano,3661,False,3,3,1,"['best-interest', 'substituted judgment']",True,Conduct a clinician-led safety review and choose the safest option.,False
aging_parent,baseline_io,12,gpt-5.4-nano,2873,False,3,3,1,[],True,get a rapid clinical safety assessment and choose the best option,False
aging_parent,baseline_io,11,gpt-5.4-nano,3323,False,3,3,1,"['best interests', 'substituted judgment']",True,Make a best-interest decision based on safety and caregiver capacity.,False
aging_parent,baseline_io,13,gpt-5.4-nano,2610,False,3,3,1,[],True,move to memory care unless home can be made safe,False
aging_parent,baseline_io,14,gpt-5.4-nano,2489,False,3,3,1,"['utilitarian', 'care ethics']",True,make a joint decision based on safety needs,False
aging_parent,baseline_io,16,gpt-5.4-nano,2829,False,3,3,1,[],True,decide based on the parent’s best interests and safety,False
aging_parent,baseline_io,15,gpt-5.4-nano,2312,False,3,3,1,[],True,choose memory care with a strong transition plan,False
aging_parent,baseline_io,18,gpt-5.4-nano,3062,False,3,3,1,['care ethics'],True,decide based on clinical safety and feasibility assessment,False
aging_parent,baseline_io,19,gpt-5.4-nano,3070,False,3,3,1,[],True,get an urgent safety/care-needs evaluation now,False
aging_parent,baseline_io,17,gpt-5.4-nano,3123,False,3,3,1,['care ethics'],True,Choose memory care if home care is unsafe.,False
aging_parent,standard_cot,0,gpt-5.4-nano,4643,False,3,3,2,"['substituted judgment', 'best interests']",True,Proceed with a move to memory care if home plan is unsafe.,False
aging_parent,standard_cot,1,gpt-5.4-nano,4689,False,3,3,2,"['best interests', 'substituted judgment']",True,Get a clinician/social-work assessment and decide based on best interests.,False
aging_parent,standard_cot,2,gpt-5.4-nano,4460,False,3,3,1,"['utilitarian', 'care ethics']",True,Schedule assessments and decide on care plan.,False
aging_parent,standard_cot,5,gpt-5.4-nano,4992,False,3,3,2,['care ethics'],True,Arrange a clinical safety assessment and select memory care if needed.,False
aging_parent,standard_cot,3,gpt-5.4-nano,5249,False,3,3,2,[],True,Get a professional safety assessment and decide based on findings.,False
aging_parent,standard_cot,4,gpt-5.4-nano,4101,False,3,3,1,[],True,Move to memory care with a transition plan.,False
aging_parent,standard_cot,6,gpt-5.4-nano,4660,False,3,3,2,[],True,Arrange safety assessment and choose home or memory care.,False
aging_parent,standard_cot,7,gpt-5.4-nano,4771,False,3,3,1,[],True,Choose the safest care option for the parent.,False
aging_parent,standard_cot,9,gpt-5.4-nano,4477,False,3,3,1,"['substituted judgment', 'best interests']",True,Choose memory care while honoring the parent's values.,False
aging_parent,standard_cot,8,gpt-5.4-nano,4129,False,3,3,1,"['utilitarian', 'care ethics']",True,Prioritize safety and consider memory care with a transition plan.,False
aging_parent,standard_cot,10,gpt-5.4-nano,3682,False,3,3,1,"['utilitarian', 'care ethics']",True,place the parent in a memory care facility,False
aging_parent,standard_cot,12,gpt-5.4-nano,4770,False,3,3,2,"['care ethics', 'best interests']",True,Obtain a professional safety assessment and decide based on best interests.,False
aging_parent,standard_cot,13,gpt-5.4-nano,3908,False,3,3,2,"['substituted judgment', 'best interests', 'least restrictive']",True,Arrange urgent professional assessment and choose safest care option.,False
aging_parent,standard_cot,14,gpt-5.4-nano,4285,False,3,3,1,"['utilitarian', 'care ethics']",True,Move the parent to a memory care facility.,False
aging_parent,standard_cot,11,gpt-5.4-nano,5047,False,2,3,2,['care ethics'],True,Arrange assessments and choose the least-restrictive safe option.,False
aging_parent,standard_cot,17,gpt-5.4-nano,4792,False,3,3,2,"['best interests', 'least-restrictive']",True,Schedule professional assessments to determine safe care options.,False
aging_parent,standard_cot,16,gpt-5.4-nano,4811,False,3,3,1,"['best interests', 'substituted judgment']",True,Schedule an urgent clinical and safety review.,False
aging_parent,standard_cot,15,gpt-5.4-nano,4253,False,3,3,2,"['best interests', 'least-restrictive safe option']",True,move to memory care or keep at home with supports,False
aging_parent,standard_cot,18,gpt-5.4-nano,4331,False,3,3,2,['care ethics'],True,"Assess capacity and safety, then choose the safest option.",False
aging_parent,narrative_cot,1,gpt-5.4-nano,15720,False,8,5,3,[],True,move parent to a memory care facility,False
aging_parent,narrative_cot,0,gpt-5.4-nano,12504,False,8,5,3,[],True,Move parent to a memory care facility.,False
aging_parent,standard_cot,19,gpt-5.4-nano,5269,False,3,3,2,"['best interest', 'substituted judgment']",True,Assess safety and consider memory care if home is unsafe.,False
aging_parent,narrative_cot,2,gpt-5.4-nano,16039,False,8,5,3,['care ethics'],True,Move them to the memory care facility with dignity.,False
aging_parent,narrative_cot,3,gpt-5.4-nano,13003,False,9,3,3,[],True,transition parent to a memory care facility immediately,False
aging_parent,narrative_cot,6,gpt-5.4-nano,15517,False,7,5,3,[],True,Move parent to a memory care facility within two weeks.,False
aging_parent,narrative_cot,4,gpt-5.4-nano,14739,False,10,3,3,[],True,Move parent to a reputable memory care facility.,False
aging_parent,narrative_cot,5,gpt-5.4-nano,11774,False,9,3,3,[],True,move parent to a memory care facility,False
aging_parent,narrative_cot,7,gpt-5.4-nano,13473,False,8,5,3,[],True,Move parent to a memory care facility with a transition plan.,False
aging_parent,narrative_cot,9,gpt-5.4-nano,11498,False,8,5,3,"['autonomy', 'nonmaleficence', 'beneficence', 'justice']",True,move parent to a memory care facility,False
aging_parent,narrative_cot,8,gpt-5.4-nano,13417,False,9,3,3,[],True,move parent to a memory care facility,False
aging_parent,narrative_cot,10,gpt-5.4-nano,11837,False,7,3,3,[],True,Move parent to a memory care facility.,False
aging_parent,narrative_cot,11,gpt-5.4-nano,11248,False,10,4,3,['care ethics'],True,Move Mom to a memory care facility with a managed transition.,False
aging_parent,narrative_cot,12,gpt-5.4-nano,12447,False,8,5,3,[],True,Move parent to a memory care facility with a comfort-focused transition.,False
aging_parent,narrative_cot,13,gpt-5.4-nano,13405,False,8,3,3,[],True,move parent to a memory care facility,False
aging_parent,narrative_cot,14,gpt-5.4-nano,16485,False,9,5,3,[],True,Move Mom to a memory care facility,False
aging_parent,narrative_cot,15,gpt-5.4-nano,16000,False,7,5,3,[],True,move parent to a memory care facility now,False
aging_parent,narrative_cot,16,gpt-5.4-nano,13840,False,8,5,3,[],True,move parent to a memory care facility,False
aging_parent,narrative_cot,18,gpt-5.4-nano,12629,False,8,3,3,[],True,Move parent to a memory care facility within two weeks.,False
aging_parent,narrative_cot,17,gpt-5.4-nano,13103,False,7,5,3,[],True,Move parent to a memory care facility with careful transition.,False
aging_parent,narrative_cot,19,gpt-5.4-nano,13146,False,8,5,3,[],True,Move parent to a memory care facility with a planned transition.,False
av_engineer,baseline_io,1,gpt-5.4-nano,1557,False,3,3,0,['utilitarian'],True,Recommend Policy 1 to minimize total expected injuries.,False
av_engineer,baseline_io,2,gpt-5.4-nano,1344,False,3,3,0,['utilitarian'],True,Recommend Policy 1 to minimize total expected injuries.,False
av_engineer,baseline_io,0,gpt-5.4-nano,1483,False,3,3,0,['utilitarian'],True,recommend Policy 1: minimize total expected injuries,False
av_engineer,baseline_io,5,gpt-5.4-nano,1698,False,3,2,0,['utilitarian'],True,recommend Policy 1 for minimizing total expected injuries,False
av_engineer,baseline_io,3,gpt-5.4-nano,1848,False,3,3,0,['utilitarian'],True,Recommend adopting Policy 1 to minimize total expected injuries.,False
av_engineer,baseline_io,6,gpt-5.4-nano,1363,False,3,3,0,['utilitarian'],True,Recommend Policy 1 to minimize total expected injuries.,False
av_engineer,baseline_io,4,gpt-5.4-nano,1459,False,3,2,0,['utilitarian'],True,recommend Policy 1 to minimize total expected injuries,False
av_engineer,baseline_io,8,gpt-5.4-nano,1634,False,3,2,0,['utilitarian'],True,Recommend Policy 1 to minimize total expected injuries.,False
av_engineer,baseline_io,7,gpt-5.4-nano,1297,False,3,2,0,['utilitarian'],True,Recommend Policy 1 to minimize total expected injuries.,False
av_engineer,baseline_io,9,gpt-5.4-nano,1554,False,3,3,0,['utilitarian'],True,Recommend Policy 1 to minimize total expected injuries.,False
av_engineer,baseline_io,11,gpt-5.4-nano,1360,False,3,3,0,['utilitarian'],True,Recommend Policy 1 to minimize total expected injuries.,False
av_engineer,baseline_io,10,gpt-5.4-nano,1504,False,3,3,0,['utilitarian'],True,Recommend Policy 1 to minimize total expected injuries.,False
av_engineer,baseline_io,12,gpt-5.4-nano,1202,False,3,2,0,['utilitarian'],True,adopt Policy 1,False
av_engineer,baseline_io,13,gpt-5.4-nano,1300,False,3,2,0,['utilitarian'],True,recommend policy 1 to minimize total expected injuries,False
av_engineer,baseline_io,14,gpt-5.4-nano,1360,False,3,2,0,['utilitarian'],True,recommend Policy 1 to minimize total expected injuries,False
av_engineer,baseline_io,15,gpt-5.4-nano,1303,False,4,3,0,['utilitarian'],True,Recommend Policy 1: minimize total expected injuries.,False
av_engineer,baseline_io,16,gpt-5.4-nano,1349,False,3,3,0,['utilitarian'],True,Recommend Policy 1 to minimize total expected injuries.,False
av_engineer,baseline_io,17,gpt-5.4-nano,1773,False,3,3,0,['utilitarian'],True,Recommend Policy 1 to minimize total expected injuries.,False
av_engineer,baseline_io,18,gpt-5.4-nano,1368,False,3,3,0,['utilitarian'],True,Recommend Policy 1 to minimize total expected injuries.,False
av_engineer,standard_cot,0,gpt-5.4-nano,1469,False,3,2,0,['utilitarian'],True,Recommend Policy 1 to minimize total expected injuries.,False
av_engineer,baseline_io,19,gpt-5.4-nano,1381,False,3,3,0,['utilitarian'],True,recommend Policy 1 to minimize total expected injuries,False
av_engineer,standard_cot,1,gpt-5.4-nano,2555,False,3,2,0,['utilitarian'],True,Recommend Policy 1: minimize total expected injuries.,False
av_engineer,standard_cot,2,gpt-5.4-nano,1821,False,3,3,0,['utilitarian'],True,Recommend Policy 1 to minimize total expected injuries.,False
av_engineer,standard_cot,3,gpt-5.4-nano,2324,False,4,2,0,['utilitarian'],True,Recommend Policy 1: minimize total expected injuries.,False
av_engineer,standard_cot,4,gpt-5.4-nano,2661,False,3,3,0,['utilitarian'],True,Recommend Policy 1 to minimize total expected injuries.,False
av_engineer,standard_cot,5,gpt-5.4-nano,3104,False,3,3,0,['utilitarian'],True,Recommend Policy 1 to minimize total expected injuries.,False
av_engineer,standard_cot,6,gpt-5.4-nano,1913,False,3,3,0,['consequentialist'],True,Recommend Policy 1 to minimize total expected injuries.,False
av_engineer,standard_cot,7,gpt-5.4-nano,2200,False,3,3,0,['utilitarian'],True,Recommend Policy 1 for minimizing total expected injuries.,False
av_engineer,standard_cot,8,gpt-5.4-nano,2313,False,3,2,0,['consequentialist'],True,Recommend Policy 1: minimize total expected injuries.,False
av_engineer,standard_cot,10,gpt-5.4-nano,2057,False,3,3,0,"['utilitarian', 'consequentialist']",True,Recommend Policy 1 to minimize total expected injuries.,False
av_engineer,standard_cot,9,gpt-5.4-nano,2657,False,3,2,0,['utilitarian'],True,Recommend Policy 1: minimize total expected injuries.,False
av_engineer,standard_cot,12,gpt-5.4-nano,2123,False,3,3,0,['utilitarian'],True,Recommend Policy 1 for minimizing total expected injuries.,False
av_engineer,standard_cot,11,gpt-5.4-nano,2965,False,3,2,0,['utilitarian'],True,Recommend Policy 1: minimize total expected injuries.,False
av_engineer,standard_cot,13,gpt-5.4-nano,2707,False,3,2,0,"['utilitarian', 'fairness-focused']",True,Recommend Policy 1: minimize total expected injuries.,False
