tag,gen,proxy,n_items,diff,lo,hi,sd_ref,dz,W,pos,comp
V_W300_head,claude-sonnet-4-6,hrate_k3,150,-0.02075373168576651,-0.034891259577590816,-0.007290744801573268,0.06821920662804985,-0.3042212407851889,300,head,NoT_vs_verboseCoT
V_W300_head,claude-sonnet-4-6,hrate_k5,150,-0.017732412150964175,-0.02240364143676314,-0.012689145622306549,0.02513214246184802,-0.7055670712468288,300,head,NoT_vs_verboseCoT
V_W300_head,claude-sonnet-4-6,hrate_k6,150,-0.004875295130313595,-0.008541693058083897,-0.0011375614653006648,0.017217342861730735,-0.2831618775014344,300,head,NoT_vs_verboseCoT
V_W300_head,claude-sonnet-4-6,mattr50,150,-0.0189980692363678,-0.030456195383492292,-0.007570096424836327,0.055364116610426936,-0.3431476992588702,300,head,NoT_vs_verboseCoT
V_W300_head,claude-sonnet-4-6,ttr,150,-0.018046010890520485,-0.02959204338566573,-0.005998996926733031,0.05644889418299851,-0.3196875891318284,300,head,NoT_vs_verboseCoT
V_W300_head,claude-sonnet-4-6,mean_word_len,150,-0.06233877113515742,-0.1419064334728424,0.02088958439602916,0.45060699036977947,-0.13834399480576334,300,head,NoT_vs_verboseCoT
V_W300_head,claude-sonnet-4-6,mean_sent_words,150,0.3161111111111112,-1.5283166666666665,2.15638333333333,9.230239337777876,0.034247336341249525,300,head,NoT_vs_verboseCoT
V_W300_head,claude-sonnet-4-6,comma_per_word,150,0.02194784645745232,0.01606648460269674,0.02773336012156291,0.022879694238921583,0.9592718428953452,300,head,NoT_vs_verboseCoT
V_W300_head,claude-sonnet-4-6,subord_per_word,150,0.007258856257175645,0.002385180095382089,0.011865568505173969,0.02195006291651404,0.33069865379358315,300,head,NoT_vs_verboseCoT
V_W300_head,claude-sonnet-4-6,n_words,150,-0.09333333333333334,-0.7866666666666666,0.54,3.5009810066534994,-0.026659194424635952,300,head,NoT_vs_verboseCoT
V_W300_head,gpt-5.4-nano,gzip,114,0.004923702895681934,0.00019296599465550712,0.009032521036477939,0.020126869633182904,0.24463331781929418,300,head,NoT_vs_verboseCoT
V_W300_head,gpt-5.4-nano,lzma,114,0.0012714676345188212,-0.003833675101847761,0.0060313734871520665,0.022566074287177513,0.056344210266173506,300,head,NoT_vs_verboseCoT
V_W300_head,gpt-5.4-nano,zstd22,114,0.0027121552166996044,-0.00332813429181968,0.008293856551893838,0.025082262875842545,0.1081304039481924,300,head,NoT_vs_verboseCoT
V_W300_head,gpt-5.4-nano,brotli,114,0.02543415862614752,0.016747973804788308,0.03412748804890631,0.03767693681929028,0.6750590884852784,300,head,NoT_vs_verboseCoT
V_W300_head,gpt-5.4-nano,h_char3,114,0.016705856715067458,-0.0028153010172019665,0.03372698786874401,0.07688913579379113,0.2172720052397373,300,head,NoT_vs_verboseCoT
V_W300_head,gpt-5.4-nano,h_char5,114,0.0011672665984690162,-0.008373682049007923,0.010100293597017746,0.03965666129864751,0.029434313435478893,300,head,NoT_vs_verboseCoT
V_W300_head,gpt-5.4-nano,hrate_k3,114,-0.0007409595871520142,-0.01562546278421605,0.014130385571288545,0.05834387134110994,-0.012699870099808124,300,head,NoT_vs_verboseCoT
V_W300_head,gpt-5.4-nano,hrate_k5,114,-0.009867481820681766,-0.016108062215654608,-0.003268842919119648,0.026398661216728885,-0.37378720608864524,300,head,NoT_vs_verboseCoT
V_W300_head,gpt-5.4-nano,hrate_k6,114,0.00011542296622272873,-0.0040340298986869996,0.004789829787715121,0.015625029101663065,0.007387056079815146,300,head,NoT_vs_verboseCoT
V_W300_head,gpt-5.4-nano,mattr50,114,-0.0231419960994542,-0.03522099712439509,-0.010583040287228665,0.04995129180200093,-0.4632912436215951,300,head,NoT_vs_verboseCoT
V_W300_head,gpt-5.4-nano,ttr,114,-0.028257592250313775,-0.041336263218433277,-0.014764054601059215,0.05380953468553192,-0.5251409887755739,300,head,NoT_vs_verboseCoT
V_W300_head,gpt-5.4-nano,mean_word_len,114,-0.19734053487430323,-0.27818330471613867,-0.11226180061531243,0.3527996878580337,-0.5593557524736612,300,head,NoT_vs_verboseCoT
V_W300_head,gpt-5.4-nano,mean_sent_words,114,5.065058479532162,3.1572291072946355,7.133703617450704,7.64872965706293,0.6622091127060591,300,head,NoT_vs_verboseCoT
V_W300_head,gpt-5.4-nano,comma_per_word,114,-0.00022386789860822696,-0.0072485322460722765,0.007157962080239503,0.030309205439596434,-0.007386135511020765,300,head,NoT_vs_verboseCoT
V_W300_head,gpt-5.4-nano,subord_per_word,114,0.00843674208117997,0.002473948079508026,0.014789160439972002,0.023109119667508907,0.36508279859063214,300,head,NoT_vs_verboseCoT
V_W300_head,gpt-5.4-nano,n_words,114,1.719298245614035,0.8403361344537815,2.626246777312278,3.412307741629307,0.5038520484653314,300,head,NoT_vs_verboseCoT
V_W300_head,grok-4-1-fast-reasoning,gzip,137,0.015298095077011667,0.010744934201839503,0.019915002841799676,0.018519575794634438,0.8260499725616766,300,head,NoT_vs_verboseCoT
V_W300_head,grok-4-1-fast-reasoning,lzma,137,0.012713727244339418,0.008100760627955136,0.017206331950008258,0.019130445376254433,0.6645808288457448,300,head,NoT_vs_verboseCoT
V_W300_head,grok-4-1-fast-reasoning,zstd22,137,0.021534952848455455,0.01564023883345797,0.02747794886575096,0.0262240395989766,0.8211912877562869,300,head,NoT_vs_verboseCoT
V_W300_head,grok-4-1-fast-reasoning,brotli,137,0.04364152348350276,0.033953974886625236,0.05303733653347406,0.04188694802738742,1.041888357561122,300,head,NoT_vs_verboseCoT
V_W300_head,grok-4-1-fast-reasoning,h_char3,137,0.02665679888562926,0.010171562356027323,0.04321003218261506,0.06846650474698543,0.38934072922428475,300,head,NoT_vs_verboseCoT
V_W300_head,grok-4-1-fast-reasoning,h_char5,137,0.005333985069140419,-0.0032950988347176724,0.014164789383819177,0.040156375732536054,0.1328303406828282,300,head,NoT_vs_verboseCoT
V_W300_head,grok-4-1-fast-reasoning,hrate_k3,137,0.022735086237323936,0.008743843498097297,0.03619163336073947,0.05314244560871504,0.42781407548913253,300,head,NoT_vs_verboseCoT
V_W300_head,grok-4-1-fast-reasoning,hrate_k5,137,-0.01484501961338174,-0.020048677466679207,-0.009797508764098304,0.02195248982409155,-0.6762339822196485,300,head,NoT_vs_verboseCoT
V_W300_head,grok-4-1-fast-reasoning,hrate_k6,137,-0.005866207635126926,-0.00934960236457899,-0.002051942839563129,0.01513820975228853,-0.38750999828365423,300,head,NoT_vs_verboseCoT
V_W300_head,grok-4-1-fast-reasoning,mattr50,137,-0.02211726196812835,-0.03127266211288522,-0.013420774391782115,0.031562324569218925,-0.7007488285478869,300,head,NoT_vs_verboseCoT
V_W300_head,grok-4-1-fast-reasoning,ttr,137,-0.022019623391471285,-0.031325509801485484,-0.013427819031383065,0.031735141409042676,-0.6938561611449751,300,head,NoT_vs_verboseCoT
V_W300_head,grok-4-1-fast-reasoning,mean_word_len,137,-0.6612729655648228,-0.7603112934995822,-0.5574764583799604,0.4687207224134064,-1.4108037770550872,300,head,NoT_vs_verboseCoT
V_W300_head,grok-4-1-fast-reasoning,mean_sent_words,137,-0.6717761557177614,-2.3480572620117868,0.905842261904761,7.30898615776537,-0.09191099028201587,300,head,NoT_vs_verboseCoT
V_W300_head,grok-4-1-fast-reasoning,comma_per_word,137,-0.037191020348293906,-0.046525071388632835,-0.026940289795575785,0.052122155420399136,-0.7135357325176617,300,head,NoT_vs_verboseCoT
V_W300_head,grok-4-1-fast-reasoning,subord_per_word,137,-0.006629459606654107,-0.01097156269481161,-0.001945786866557689,0.021939346525706702,-0.3021721544388871,300,head,NoT_vs_verboseCoT
V_W300_head,grok-4-1-fast-reasoning,n_words,137,4.642335766423358,3.90364898989899,5.357701500976662,3.1700753011876,1.464424445906445,300,head,NoT_vs_verboseCoT
V_W300_head,POOLED,gzip,137,0.012761389783324329,0.0102466841998009,0.014996805195594614,0.02005742069054554,0.636242814079263,300,head,NoT_vs_verboseCoT
V_W300_head,POOLED,lzma,137,0.007276799820980862,0.004508947702492967,0.009741833123622297,0.02109694932337368,0.34492189886993607,300,head,NoT_vs_verboseCoT
V_W300_head,POOLED,zstd22,137,0.018860214850699067,0.015686615689401356,0.021745202419157717,0.0267484188147796,0.7050964388324151,300,head,NoT_vs_verboseCoT
V_W300_head,POOLED,brotli,137,0.03335725860873826,0.029199858968862125,0.0373758990690373,0.03938742505001517,0.8469012271398892,300,head,NoT_vs_verboseCoT
V_W300_head,POOLED,h_char3,137,0.03503901220617618,0.02488324950306576,0.044697179023173564,0.07560452673434001,0.4634512471627081,300,head,NoT_vs_verboseCoT
V_W300_head,POOLED,h_char5,137,0.005359313567218188,0.0005161543676141796,0.010156228843689542,0.0419237331241373,0.12783483644810725,300,head,NoT_vs_verboseCoT
V_W300_head,POOLED,hrate_k3,137,-0.0012600985126195998,-0.008271740207850951,0.0059691345077165035,0.05973946478075484,-0.02109323404962179,300,head,NoT_vs_verboseCoT
V_W300_head,POOLED,hrate_k5,137,-0.01373303774786158,-0.0166378609127135,-0.010622786451845567,0.024490381534499166,-0.560752298959332,300,head,NoT_vs_verboseCoT
V_W300_head,POOLED,hrate_k6,137,-0.002948477749720661,-0.004791670772894134,-0.0010169790627745784,0.015249439256417903,-0.19334991275038263,300,head,NoT_vs_verboseCoT
V_W300_head,POOLED,mattr50,137,-0.020500506351808067,-0.026011045454739607,-0.015133815919396137,0.04468563206411577,-0.4587717663340548,300,head,NoT_vs_verboseCoT
V_W300_head,POOLED,ttr,137,-0.02145431833152816,-0.026988348451770994,-0.015942014366179525,0.046078571598653466,-0.46560293835486666,300,head,NoT_vs_verboseCoT
V_W300_head,POOLED,mean_word_len,137,-0.24583084966907603,-0.29579257943538767,-0.19556735085335092,0.42672549328420084,-0.5760866260346713,300,head,NoT_vs_verboseCoT
V_W300_head,POOLED,mean_sent_words,137,0.9306539142869336,0.060390387769935855,1.781128084790202,7.9948104666188975,0.11640725170067957,300,head,NoT_vs_verboseCoT
V_W300_head,POOLED,comma_per_word,137,-0.0020527558762092283,-0.005585312022266737,0.0016202450803337804,0.03282843875514792,-0.06252980507296681,300,head,NoT_vs_verboseCoT
V_W300_head,POOLED,subord_per_word,137,0.0018735919353132346,-0.0006593717595033996,0.004496037288007707,0.022100024210536005,0.0847778227509821,300,head,NoT_vs_verboseCoT
V_W300_head,POOLED,n_words,137,1.6637418363426817,1.2555416114738298,2.036844629442941,3.299831424786022,0.5041899485670142,300,head,NoT_vs_verboseCoT
V_W300_mid,claude-haiku-4-5,gzip,150,-0.0027343384150435492,-0.007967133378590494,0.002130382277080537,0.025260568470046842,-0.10824532386457726,300,mid,NoT_vs_verboseCoT
V_W300_mid,claude-haiku-4-5,lzma,150,-0.004328743834382334,-0.010556760962992075,0.0012347655250167743,0.028500826285831563,-0.1518813451571492,300,mid,NoT_vs_verboseCoT
V_W300_mid,claude-haiku-4-5,zstd22,150,-0.005267519510175051,-0.012733733662227843,0.0018120133628334776,0.034591522929682615,-0.152277756630803,300,mid,NoT_vs_verboseCoT
V_W300_mid,claude-haiku-4-5,brotli,150,-0.0028252836102823607,-0.011194856649838063,0.004765250617692307,0.03899336769953255,-0.0724554912018084,300,mid,NoT_vs_verboseCoT
V_W300_mid,claude-haiku-4-5,h_char3,150,0.0021381329192705443,-0.020451610996258054,0.02267441297320718,0.10527639752839754,0.020309708248648976,300,mid,NoT_vs_verboseCoT
V_W300_mid,claude-haiku-4-5,h_char5,150,-0.012511874089778358,-0.028436700671408605,0.001131903688165901,0.06424380442732547,-0.19475612008520085,300,mid,NoT_vs_verboseCoT
V_W300_mid,claude-haiku-4-5,hrate_k3,150,0.004334813945794649,-0.009480110890056178,0.017705190154644026,0.06540742029690952,0.06627403933861412,300,mid,NoT_vs_verboseCoT
V_W300_mid,claude-haiku-4-5,hrate_k5,150,-0.006745972170980522,-0.012440063133252237,-0.0005201745772388492,0.02921804515813776,-0.23088376154082454,300,mid,NoT_vs_verboseCoT
V_W300_mid,claude-haiku-4-5,hrate_k6,150,0.0031098605300649653,-0.0008238737780799173,0.0071703176937894615,0.018591863546556182,0.1672699738935537,300,mid,NoT_vs_verboseCoT
V_W300_mid,claude-haiku-4-5,mattr50,150,-0.0031870037009639396,-0.01470625300913045,0.008558958239296751,0.05629067834257173,-0.056616899898924475,300,mid,NoT_vs_verboseCoT
V_W300_mid,claude-haiku-4-5,ttr,150,-0.0031731226802978628,-0.014691479255401447,0.008627588803884726,0.05685301827223423,-0.05581273917778164,300,mid,NoT_vs_verboseCoT
V_W300_mid,claude-haiku-4-5,mean_word_len,150,0.16924677077314995,0.06578268720408759,0.2714421029821596,0.4550609328408661,0.37192111772059155,300,mid,NoT_vs_verboseCoT
V_W300_mid,claude-haiku-4-5,mean_sent_words,150,-2.9411245791245793,-6.079277122414622,0.11343924362674189,13.69210619233689,-0.21480439443061353,300,mid,NoT_vs_verboseCoT
V_W300_mid,claude-haiku-4-5,comma_per_word,150,0.004421132206800581,-0.002872141736553293,0.011922276337552003,0.02899678446623656,0.15246974063446533,300,mid,NoT_vs_verboseCoT
V_W300_mid,claude-haiku-4-5,subord_per_word,150,0.0019476728710526047,-0.004333240784498202,0.008119485635271246,0.026331128516702242,0.07396845409862193,300,mid,NoT_vs_verboseCoT
V_W300_mid,claude-haiku-4-5,n_words,150,-0.7533333333333333,-1.52,0.01349999999999909,3.406954330132158,-0.22111635799476978,300,mid,NoT_vs_verboseCoT
V_W300_mid,claude-sonnet-4-6,gzip,150,0.00763676513319602,0.0025988947142517203,0.012752783739423816,0.022203963795285202,0.3439370196963487,300,mid,NoT_vs_verboseCoT
V_W300_mid,claude-sonnet-4-6,lzma,150,-0.0026145331618765734,-0.008220542185957521,0.0032090308473881673,0.027308880186478927,-0.09573930326044901,300,mid,NoT_vs_verboseCoT
V_W300_mid,claude-sonnet-4-6,zstd22,150,0.013134550884642993,0.0059814990134867485,0.020020054495401257,0.028559118972672805,0.4599074256181002,300,mid,NoT_vs_verboseCoT
V_W300_mid,claude-sonnet-4-6,brotli,150,0.006232497466237694,-0.0026409319701154806,0.015024692230275447,0.03789927751134686,0.16444897833136038,300,mid,NoT_vs_verboseCoT
V_W300_mid,claude-sonnet-4-6,h_char3,150,0.004513765378192461,-0.014245834518798137,0.02435042986810946,0.09865725823524865,0.0457519847899013,300,mid,NoT_vs_verboseCoT
V_W300_mid,claude-sonnet-4-6,h_char5,150,-0.011494776524008371,-0.025519219222747566,0.0037974536702711894,0.06964090867965746,-0.16505781934700786,300,mid,NoT_vs_verboseCoT
V_W300_mid,claude-sonnet-4-6,hrate_k3,150,0.004030298820361888,-0.011595258660186136,0.01880723328190745,0.07033624251565802,0.057300456723497505,300,mid,NoT_vs_verboseCoT
V_W300_mid,claude-sonnet-4-6,hrate_k5,150,-0.006141539466655413,-0.011998102681157669,-0.00024211029093993796,0.027495098602687233,-0.22336851943695774,300,mid,NoT_vs_verboseCoT
V_W300_mid,claude-sonnet-4-6,hrate_k6,150,-0.0032578342134867303,-0.007223408577198931,0.0005662636396576659,0.01887185216241562,-0.17262927800880587,300,mid,NoT_vs_verboseCoT
V_W300_mid,claude-sonnet-4-6,mattr50,150,-0.025566306416661813,-0.037662999098889864,-0.013275228512254336,0.05703472340402791,-0.448258620201466,300,mid,NoT_vs_verboseCoT
V_W300_mid,claude-sonnet-4-6,ttr,150,-0.025746719295102933,-0.03792021310617129,-0.013732024579438538,0.056943332863868996,-0.45214633566767276,300,mid,NoT_vs_verboseCoT
V_W300_mid,claude-sonnet-4-6,mean_word_len,150,-0.16480358442125737,-0.2637700893858383,-0.05846611318766578,0.5165881679349144,-0.3190231496785292,300,mid,NoT_vs_verboseCoT
V_W300_mid,claude-sonnet-4-6,mean_sent_words,150,-14.963047619047616,-17.48240238095238,-12.239200793650793,14.566936526325415,-1.027192477430402,300,mid,NoT_vs_verboseCoT
V_W300_mid,claude-sonnet-4-6,comma_per_word,150,0.014930490457033997,0.008843668107012231,0.02149282321671109,0.02573230831059854,0.5802235181087301,300,mid,NoT_vs_verboseCoT
V_W300_mid,claude-sonnet-4-6,subord_per_word,150,0.006002739380414257,-0.0003542468438041557,0.012521312689815278,0.027402078584207658,0.21906146141314078,300,mid,NoT_vs_verboseCoT
V_W300_mid,claude-sonnet-4-6,n_words,150,1.32,0.5131666666666667,2.0868333333333324,4.045623481149772,0.3262785096414494,300,mid,NoT_vs_verboseCoT
V_W300_mid,gpt-5.4-nano,gzip,114,-0.0015648485961523213,-0.007536306142643478,0.004504694717099141,0.02311302887777256,-0.06770417691370653,300,mid,NoT_vs_verboseCoT
V_W300_mid,gpt-5.4-nano,lzma,114,0.000904635888263924,-0.006006984187104501,0.0077811168877671985,0.027384299853692243,0.03303483722779757,300,mid,NoT_vs_verboseCoT
V_W300_mid,gpt-5.4-nano,zstd22,114,-0.004427885874067757,-0.012544537917989967,0.003650728637286626,0.030038261538339224,-0.14740819366048336,300,mid,NoT_vs_verboseCoT
V_W300_mid,gpt-5.4-nano,brotli,114,-0.006687812234612853,-0.015798712364626946,0.0021613981956231628,0.035011087020835996,-0.19101983981910542,300,mid,NoT_vs_verboseCoT
V_W300_mid,gpt-5.4-nano,h_char3,114,0.013421631218622597,-0.01018079442364219,0.03650441834758239,0.0852425296625793,0.1574522866901095,300,mid,NoT_vs_verboseCoT
V_W300_mid,gpt-5.4-nano,h_char5,114,-0.012029451160662862,-0.025878096486796284,0.002228095985598735,0.04753962669453553,-0.25304050530219235,300,mid,NoT_vs_verboseCoT
V_W300_mid,gpt-5.4-nano,hrate_k3,114,-0.009710514481799796,-0.026204704479862298,0.005508579862550938,0.0647617992379431,-0.149942012051304,300,mid,NoT_vs_verboseCoT
V_W300_mid,gpt-5.4-nano,hrate_k5,114,-0.008338303629726991,-0.014369446087418745,-0.0024899240469200504,0.02436662898948047,-0.34220177248673966,300,mid,NoT_vs_verboseCoT
V_W300_mid,gpt-5.4-nano,hrate_k6,114,0.00016446305454720969,-0.0043541112088118575,0.004686616621562132,0.017777431745856796,0.00925122688689492,300,mid,NoT_vs_verboseCoT
V_W300_mid,gpt-5.4-nano,mattr50,114,0.012920481880787945,-0.0008459595543758423,0.02681666427128151,0.05565477392494293,0.23215406279814826,300,mid,NoT_vs_verboseCoT
V_W300_mid,gpt-5.4-nano,ttr,114,0.014861601340823075,0.0006104869648767385,0.0293423332808011,0.05818733635128932,0.2554095491001758,300,mid,NoT_vs_verboseCoT
V_W300_mid,gpt-5.4-nano,mean_word_len,114,0.2669616871108232,0.16791836440984315,0.3720711002238698,0.5261627008335288,0.5073747848106901,300,mid,NoT_vs_verboseCoT
V_W300_mid,gpt-5.4-nano,mean_sent_words,114,-4.986706349206349,-6.909301979882863,-3.0659288758981877,10.085349949061579,-0.4944505024012927,300,mid,NoT_vs_verboseCoT
V_W300_mid,gpt-5.4-nano,comma_per_word,114,0.0014463151890988974,-0.0077316551572650105,0.010182865588344565,0.0391407797719375,0.03695161919425663,300,mid,NoT_vs_verboseCoT
V_W300_mid,gpt-5.4-nano,subord_per_word,114,-0.002208086494041136,-0.008353518497046247,0.003824332602359268,0.023897131876543982,-0.09239964467068383,300,mid,NoT_vs_verboseCoT
V_W300_mid,gpt-5.4-nano,n_words,114,-2.675438596491228,-3.723896103896104,-1.6783462732919268,5.398288181697639,-0.49560870158100073,300,mid,NoT_vs_verboseCoT
V_W300_mid,grok-4-1-fast-reasoning,gzip,137,-0.013736806603572795,-0.019911323746407677,-0.007120158891105087,0.02611310419013773,-0.5260503118875023,300,mid,NoT_vs_verboseCoT
V_W300_mid,grok-4-1-fast-reasoning,lzma,137,-0.0075738244757270696,-0.014684848922748916,-0.0006773732435380773,0.029628152048821004,-0.25562932386896725,300,mid,NoT_vs_verboseCoT
V_W300_mid,grok-4-1-fast-reasoning,zstd22,137,-0.017661213706606047,-0.026056954577960235,-0.008536706266964724,0.03454518819546379,-0.511249601729632,300,mid,NoT_vs_verboseCoT
V_W300_mid,grok-4-1-fast-reasoning,brotli,137,-0.020347535502253555,-0.030556634559243175,-0.010141973365274806,0.042610714006916586,-0.4775215805806665,300,mid,NoT_vs_verboseCoT
V_W300_mid,grok-4-1-fast-reasoning,h_char3,137,-0.02040629086281059,-0.05405953303917574,0.013754808068864255,0.17239613104338994,-0.11836861267886914,300,mid,NoT_vs_verboseCoT
V_W300_mid,grok-4-1-fast-reasoning,h_char5,137,-0.005048732865908783,-0.026655206829275333,0.017870609935926072,0.11197846207791418,-0.045086642308017184,300,mid,NoT_vs_verboseCoT
V_W300_mid,grok-4-1-fast-reasoning,hrate_k3,137,0.026762886798049012,0.010828283815531126,0.0420780876546936,0.06899423918268466,0.3879003104474502,300,mid,NoT_vs_verboseCoT
V_W300_mid,grok-4-1-fast-reasoning,hrate_k5,137,0.003980326640555535,-0.0021165305830631144,0.010401879316084241,0.030051442962547997,0.13245043326259137,300,mid,NoT_vs_verboseCoT
V_W300_mid,grok-4-1-fast-reasoning,hrate_k6,137,0.003521133343087487,-0.000845668253783677,0.008012269801159915,0.02028641854968691,0.17357096988131648,300,mid,NoT_vs_verboseCoT
V_W300_mid,grok-4-1-fast-reasoning,mattr50,137,-0.03061810839572721,-0.038987419191122925,-0.022302371230770137,0.03442291121090507,-0.8894688833298762,300,mid,NoT_vs_verboseCoT
V_W300_mid,grok-4-1-fast-reasoning,ttr,137,-0.030561627434136755,-0.038982741223313015,-0.02221747866851844,0.034679104391551356,-0.8812692245184476,300,mid,NoT_vs_verboseCoT
V_W300_mid,grok-4-1-fast-reasoning,mean_word_len,137,-0.29827501332724565,-0.42933539258850095,-0.16414499487210457,0.5456143680386797,-0.5466773435594356,300,mid,NoT_vs_verboseCoT
V_W300_mid,grok-4-1-fast-reasoning,mean_sent_words,137,3.266188474947599,2.1064306234081314,4.4316920125568755,4.112721394444602,0.7941672099061984,300,mid,NoT_vs_verboseCoT
V_W300_mid,grok-4-1-fast-reasoning,comma_per_word,137,0.020447107138206008,0.011496441888145501,0.029450576594622076,0.033243718098996775,0.6150667947946249,300,mid,NoT_vs_verboseCoT
V_W300_mid,grok-4-1-fast-reasoning,subord_per_word,137,-5.3644167112569825e-05,-0.0057781153413926966,0.0055493396265620665,0.02287743206209765,-0.002344850897904979,300,mid,NoT_vs_verboseCoT
V_W300_mid,grok-4-1-fast-reasoning,n_words,137,2.81021897810219,1.8879385009260268,3.7867925579322637,4.197350878950971,0.6695220531109226,300,mid,NoT_vs_verboseCoT
V_W300_mid,POOLED,gzip,137,-0.002599807120393161,-0.005555450906425392,0.0004944125625648724,0.024172666333310583,-0.10755152470749813,300,mid,NoT_vs_verboseCoT
V_W300_mid,POOLED,lzma,137,-0.0034031163959305135,-0.007028172285242385,0.00011030540067493489,0.028205539593705937,-0.12065418513354442,300,mid,NoT_vs_verboseCoT
V_W300_mid,POOLED,zstd22,137,-0.003555517051551465,-0.0077340199106827314,0.0006196568453008618,0.031933522909039606,-0.11134120910114131,300,mid,NoT_vs_verboseCoT
V_W300_mid,POOLED,brotli,137,-0.005907033470227769,-0.010503263667763009,-0.0012857487220063405,0.038628611559657994,-0.1529186070046797,300,mid,NoT_vs_verboseCoT
V_W300_mid,POOLED,h_char3,137,-8.31903366812466e-05,-0.01403256630365743,0.013736815899693323,0.11539307911740385,-0.0007209300359912108,300,mid,NoT_vs_verboseCoT
V_W300_mid,POOLED,h_char5,137,-0.010271208660089593,-0.019580723322713572,-0.0010667896102967197,0.07335070046985816,-0.14002877401709773,300,mid,NoT_vs_verboseCoT
V_W300_mid,POOLED,hrate_k3,137,0.006354371270601438,-0.002150781175014019,0.014004422099658303,0.06737492530829883,0.09431359280213919,300,mid,NoT_vs_verboseCoT
