model,scaffold,arm,third_seat,third_role_id,item_id,game_id,sample_idx,gold_type,region,gold_verdict,nash_verdicts,n_nash,row_perm,col_perm,row_name,col_name,row_best_verdict,col_best_verdict,verdict,correct,noncommittal,group_is_nash,group_cell,group_payoff_row,group_payoff_col,output_len,post_sha256,finish_reason,truncated,protocol,n_agents,moderator_model,synthesis_verdict,synthesis_len,synthesis_correct,verdict_revised,r0_verdict_row_advocate,r0_verdict_col_advocate,r0_verdict_third,r1_verdict_row_advocate,r1_verdict_col_advocate,r1_verdict_third,r2_verdict_row_advocate,r2_verdict_col_advocate,r2_verdict_third,r3_labels,n_r3_accept,n_r3_accept_with_mod,n_r3_reject,n_r3_unparsed,n_objectors,n_objections_stated,n_modifications_addressed,addressed_roles,addressed_parsed,n_revised,n_accept,n_reject,n_vote_unparsed,unanimous_accept,rejecting_roles,vote_row_advocate,vote_col_advocate,vote_third,n_calls,prompt_tokens,completion_tokens,empty_calls,transcript_truncated_calls,n_calls_type_named,type_named_first_round
grok-4-1-fast-reasoning,game_plan_ncot,third_planner,planner,plan_mediator,126,126,0,INCENTIVE_COMPATIBLE_EFFICIENT,neutral,PLAN_12,PLAN_12,1,01,10,Rowan,Lennox,PLAN_21,PLAN_12,PLAN_12,1,0,1,"0,0",2,4,749,d2c2d0f1a8026e0111db10241be5bf1f93d2de5ae50c79b8a4e4faca9e7a265d,stop,0,r0_statement|r1_rebuttal|r2_restate|moderator_synthesis|r3_label|moderator_integration|r4_vote,3,grok-4-1-fast-reasoning,PLAN_12,665,1,0,PLAN_21,PLAN_12,PLAN_12,PLAN_12,PLAN_12,PLAN_12,PLAN_12,PLAN_12,PLAN_12,ACCEPT|ACCEPT|ACCEPT,3,0,0,0,0,0,0,player_r_advocate|player_c_advocate|plan_mediator,1,0,3,0,0,1,,ACCEPT,ACCEPT,ACCEPT,17,21011,2845,0,0,0,
grok-4-1-fast-reasoning,game_plan_ncot,third_planner,planner,plan_mediator,131,131,0,INCENTIVE_COMPATIBLE_EFFICIENT,neutral,PLAN_11,PLAN_11,1,01,01,Sage,Emerson,PLAN_22,PLAN_11,PLAN_11,1,0,1,"0,0",3,4,657,23ad96740af698e02b731694b7bc6fb72e89c6291362a713728288900ee12cea,stop,0,r0_statement|r1_rebuttal|r2_restate|moderator_synthesis|r3_label|moderator_integration|r4_vote,3,grok-4-1-fast-reasoning,PLAN_11,833,1,0,PLAN_22,PLAN_11,PLAN_11,PLAN_11,PLAN_11,PLAN_11,PLAN_11,PLAN_11,PLAN_11,ACCEPT|ACCEPT|ACCEPT,3,0,0,0,0,0,0,player_r_advocate|player_c_advocate|plan_mediator,1,0,3,0,0,1,,ACCEPT,ACCEPT,ACCEPT,17,20231,2576,0,0,0,
grok-4-1-fast-reasoning,game_plan_ncot,third_planner,planner,plan_mediator,132,132,0,CONFLICT_OF_EQUILIBRIA,cannot_assist,NO_UNIQUE_PLAN,PLAN_11|PLAN_22,2,01,01,Rowan,Jordan,PLAN_22,PLAN_11,NO_UNIQUE_PLAN,1,0,,,,,678,9013dea61c85c5d1070e7efab117ad9edc487fb061e75c8feb057ed728627a92,stop,0,r0_statement|r1_rebuttal|r2_restate|moderator_synthesis|r3_label|moderator_integration|r4_vote,3,grok-4-1-fast-reasoning,NO_UNIQUE_PLAN,798,1,0,PLAN_22,PLAN_11,NO_UNIQUE_PLAN,PLAN_22,PLAN_11,NO_UNIQUE_PLAN,PLAN_22,PLAN_11,NO_UNIQUE_PLAN,ACCEPT|ACCEPT|ACCEPT,3,0,0,0,0,0,0,player_r_advocate|player_c_advocate|plan_mediator,1,0,3,0,0,1,,ACCEPT,ACCEPT,ACCEPT,17,22322,3364,0,0,0,
grok-4-1-fast-reasoning,game_plan_ncot,third_planner,planner,plan_mediator,133,133,0,CONFLICT_OF_EQUILIBRIA,cannot_assist,NO_UNIQUE_PLAN,PLAN_11|PLAN_22,2,10,10,Lennox,Sage,PLAN_11,PLAN_22,NO_UNIQUE_PLAN,1,0,,,,,444,5c44f6761f686ff47a3c3d7dce924a3446cf64bc053ed73ff65a444436df94b9,stop,0,r0_statement|r1_rebuttal|r2_restate|moderator_synthesis|r3_label|moderator_integration|r4_vote,3,grok-4-1-fast-reasoning,NO_UNIQUE_PLAN,813,1,0,PLAN_11,PLAN_22,NO_UNIQUE_PLAN,PLAN_11,NO_UNIQUE_PLAN,NO_UNIQUE_PLAN,NO_UNIQUE_PLAN,NO_UNIQUE_PLAN,NO_UNIQUE_PLAN,ACCEPT|ACCEPT|ACCEPT,3,0,0,0,0,0,0,player_r_advocate|player_c_advocate|plan_mediator,1,0,3,0,0,1,,ACCEPT,ACCEPT,ACCEPT,17,19293,2335,0,0,0,
grok-4-1-fast-reasoning,game_plan_ncot,third_planner,planner,plan_mediator,134,134,0,CONFLICT_OF_EQUILIBRIA,cannot_assist,NO_UNIQUE_PLAN,PLAN_12|PLAN_21,2,01,10,Sage,Finley,PLAN_21,PLAN_12,NO_UNIQUE_PLAN,1,0,,,,,571,40a92499829b0a9cdd67994f45113638d68cdd399c61196c80ee0c3d362d9e47,stop,0,r0_statement|r1_rebuttal|r2_restate|moderator_synthesis|r3_label|moderator_integration|r4_vote,3,grok-4-1-fast-reasoning,NO_UNIQUE_PLAN,644,1,0,PLAN_21,PLAN_12,NO_UNIQUE_PLAN,NO_UNIQUE_PLAN,NO_UNIQUE_PLAN,NO_UNIQUE_PLAN,NO_UNIQUE_PLAN,NO_UNIQUE_PLAN,NO_UNIQUE_PLAN,ACCEPT|ACCEPT|ACCEPT,3,0,0,0,0,0,0,player_r_advocate|player_c_advocate|plan_mediator,1,0,3,0,0,1,,ACCEPT,ACCEPT,ACCEPT,17,17915,1858,0,0,0,
grok-4-1-fast-reasoning,game_plan_ncot,third_planner,planner,plan_mediator,135,135,0,INCENTIVE_COMPATIBLE_EFFICIENT,neutral,PLAN_12,PLAN_12,1,01,10,Oakley,Taylor,PLAN_21,PLAN_12,PLAN_12,1,0,1,"0,0",3,4,625,96c600739ee97eb41bb06c16a2ecf8b6e0f59f319d2aa7dc83cbbdddf64cad67,stop,0,r0_statement|r1_rebuttal|r2_restate|moderator_synthesis|r3_label|moderator_integration|r4_vote,3,grok-4-1-fast-reasoning,PLAN_12,744,1,0,PLAN_21,PLAN_12,PLAN_12,PLAN_12,PLAN_12,PLAN_12,PLAN_12,PLAN_12,PLAN_12,ACCEPT|ACCEPT|ACCEPT,3,0,0,0,0,0,0,player_r_advocate|player_c_advocate|plan_mediator,1,0,3,0,0,1,,ACCEPT,ACCEPT,ACCEPT,17,19846,2491,0,0,4,r1
grok-4-1-fast-reasoning,game_plan_ncot,third_planner,planner,plan_mediator,136,136,0,INCENTIVE_COMPATIBLE_EFFICIENT,neutral,PLAN_11,PLAN_11,1,01,01,Noor,Kendall,PLAN_22,PLAN_11,PLAN_11,1,0,1,"0,0",3,4,498,2be1abe48835fc5c6e1518cf1684e9ca78a73966c21c4cc16ffe848b7b83ebb6,stop,0,r0_statement|r1_rebuttal|r2_restate|moderator_synthesis|r3_label|moderator_integration|r4_vote,3,grok-4-1-fast-reasoning,PLAN_11,785,1,0,PLAN_22,PLAN_11,PLAN_11,PLAN_11,PLAN_11,PLAN_11,PLAN_11,PLAN_11,PLAN_11,ACCEPT|ACCEPT|ACCEPT,3,0,0,0,0,0,0,,1,0,3,0,0,1,,ACCEPT,ACCEPT,ACCEPT,17,20138,2488,0,0,0,
grok-4-1-fast-reasoning,game_plan_ncot,third_planner,planner,plan_mediator,141,141,0,INCENTIVE_COMPATIBLE_EFFICIENT,neutral,PLAN_22,PLAN_22,1,10,10,Sage,Harper,PLAN_11,PLAN_22,NO_UNIQUE_PLAN,0,0,,,,,791,ac42f3f25e0a66c3503f1a15b55ef699922f3decb312f01b690f255a0ecad48f,stop,0,r0_statement|r1_rebuttal|r2_restate|moderator_synthesis|r3_label|moderator_integration|r4_vote,3,grok-4-1-fast-reasoning,PLAN_22,703,1,1,PLAN_11,PLAN_22,NO_UNIQUE_PLAN,NO_UNIQUE_PLAN,PLAN_22,PLAN_22,NO_UNIQUE_PLAN,PLAN_22,PLAN_22,REJECT|ACCEPT|ACCEPT,2,0,1,0,1,1,1,player_r_advocate,1,1,1,2,0,0,player_c_advocate|plan_mediator,ACCEPT,REJECT,REJECT,17,21960,3306,0,0,0,
grok-4-1-fast-reasoning,game_plan_ncot,third_planner,planner,plan_mediator,142,142,0,CONFLICT_OF_EQUILIBRIA,cannot_assist,NO_UNIQUE_PLAN,PLAN_12|PLAN_21,2,01,10,Quinn,Emerson,PLAN_21,PLAN_12,NO_UNIQUE_PLAN,1,0,,,,,633,3cf7984a5d101a5b6d4cf3ad297f57e1df3a0968027463cb2142d83e723db442,stop,0,r0_statement|r1_rebuttal|r2_restate|moderator_synthesis|r3_label|moderator_integration|r4_vote,3,grok-4-1-fast-reasoning,NO_UNIQUE_PLAN,877,1,0,PLAN_21,PLAN_12,NO_UNIQUE_PLAN,NO_UNIQUE_PLAN,NO_UNIQUE_PLAN,NO_UNIQUE_PLAN,NO_UNIQUE_PLAN,NO_UNIQUE_PLAN,NO_UNIQUE_PLAN,ACCEPT|ACCEPT|ACCEPT,3,0,0,0,0,0,0,player_r_advocate|player_c_advocate|plan_mediator,1,0,3,0,0,1,,ACCEPT,ACCEPT,ACCEPT,17,20240,2495,0,0,0,
grok-4-1-fast-reasoning,game_plan_ncot,third_planner,planner,plan_mediator,143,143,0,CONFLICT_OF_EQUILIBRIA,cannot_assist,NO_UNIQUE_PLAN,PLAN_11|PLAN_22,2,10,10,Parker,Sage,PLAN_11,PLAN_22,NO_UNIQUE_PLAN,1,0,,,,,702,d14609be5e12447d70f848f0da624acacd2a75b79602803ca295175ff68dc3b3,stop,0,r0_statement|r1_rebuttal|r2_restate|moderator_synthesis|r3_label|moderator_integration|r4_vote,3,grok-4-1-fast-reasoning,NO_UNIQUE_PLAN,765,1,0,PLAN_11,PLAN_22,NO_UNIQUE_PLAN,PLAN_11,NO_UNIQUE_PLAN,NO_UNIQUE_PLAN,PLAN_11,NO_UNIQUE_PLAN,NO_UNIQUE_PLAN,ACCEPT|ACCEPT|ACCEPT,3,0,0,0,0,0,0,player_r_advocate|player_c_advocate|plan_mediator,1,0,3,0,0,1,,ACCEPT,ACCEPT,ACCEPT,17,19411,2453,0,0,0,
grok-4-1-fast-reasoning,game_plan_ncot,third_planner,planner,plan_mediator,144,144,0,CONFLICT_OF_EQUILIBRIA,cannot_assist,NO_UNIQUE_PLAN,PLAN_12|PLAN_21,2,01,10,Rowan,Sage,PLAN_21,PLAN_12,NO_UNIQUE_PLAN,1,0,,,,,593,1d3d03c4ae9c13196bdccc8f0524999d58a8b8944dc2be5895951da255781b75,stop,0,r0_statement|r1_rebuttal|r2_restate|moderator_synthesis|r3_label|moderator_integration|r4_vote,3,grok-4-1-fast-reasoning,NO_UNIQUE_PLAN,674,1,0,PLAN_21,PLAN_12,NO_UNIQUE_PLAN,NO_UNIQUE_PLAN,NO_UNIQUE_PLAN,NO_UNIQUE_PLAN,NO_UNIQUE_PLAN,NO_UNIQUE_PLAN,NO_UNIQUE_PLAN,ACCEPT|ACCEPT|ACCEPT,3,0,0,0,0,0,0,player_r_advocate|player_c_advocate|plan_mediator,1,0,3,0,0,1,,ACCEPT,ACCEPT,ACCEPT,17,19442,2358,0,0,0,
grok-4-1-fast-reasoning,game_plan_ncot,third_planner,planner,plan_mediator,145,145,0,INCENTIVE_COMPATIBLE_EFFICIENT,neutral,PLAN_12,PLAN_12,1,01,10,Parker,Harper,PLAN_21,PLAN_12,PLAN_12,1,0,1,"0,0",3,4,785,b9c00347d19b1eb1b7fce2bf93c2f9c504fbec0e3577956ad0158d86f2c96e47,stop,0,r0_statement|r1_rebuttal|r2_restate|moderator_synthesis|r3_label|moderator_integration|r4_vote,3,grok-4-1-fast-reasoning,PLAN_12,674,1,0,PLAN_21,PLAN_12,PLAN_12,PLAN_12,PLAN_12,PLAN_12,PLAN_12,PLAN_12,PLAN_12,ACCEPT|ACCEPT|ACCEPT,3,0,0,0,0,0,0,player_r_advocate|player_c_advocate|plan_mediator,1,0,3,0,0,1,,ACCEPT,ACCEPT,ACCEPT,17,20284,2683,0,0,0,
grok-4-1-fast-reasoning,game_plan_ncot,third_planner,planner,plan_mediator,146,146,0,INCENTIVE_COMPATIBLE_EFFICIENT,neutral,PLAN_12,PLAN_12,1,01,10,Sage,Finley,PLAN_21,PLAN_12,PLAN_12,1,0,1,"0,0",3,4,595,adc0afcdd27f7da02e4e554e8f10e817160caa53378c7330e9560017fecc9c03,stop,0,r0_statement|r1_rebuttal|r2_restate|moderator_synthesis|r3_label|moderator_integration|r4_vote,3,grok-4-1-fast-reasoning,PLAN_12,885,1,0,PLAN_21,PLAN_12,PLAN_12,PLAN_12,PLAN_12,PLAN_12,PLAN_12,PLAN_12,PLAN_12,ACCEPT|ACCEPT|ACCEPT,3,0,0,0,0,0,0,player_r_advocate|player_c_advocate|plan_mediator,1,0,3,0,0,1,,ACCEPT,ACCEPT,ACCEPT,17,20343,2594,0,0,0,
grok-4-1-fast-reasoning,game_plan_ncot,third_planner,planner,plan_mediator,151,151,0,INCENTIVE_COMPATIBLE_EFFICIENT,neutral,PLAN_22,PLAN_22,1,01,10,Wren,Oakley,PLAN_21,PLAN_12,PLAN_22,1,0,1,"1,0",3,2,658,e8f573f3a53f3a439d49c808dab7b2942138f3ab8e7010602ed85ba5728d731e,stop,0,r0_statement|r1_rebuttal|r2_restate|moderator_synthesis|r3_label|moderator_integration|r4_vote,3,grok-4-1-fast-reasoning,PLAN_22,769,1,0,PLAN_21,PLAN_12,PLAN_22,PLAN_22,PLAN_22,PLAN_22,PLAN_22,PLAN_22,PLAN_22,ACCEPT|ACCEPT|ACCEPT,3,0,0,0,0,0,0,player_r_advocate|player_c_advocate|plan_mediator,1,0,3,0,0,1,,ACCEPT,ACCEPT,ACCEPT,17,19359,2305,0,0,0,
grok-4-1-fast-reasoning,game_plan_ncot,third_planner,planner,plan_mediator,152,152,0,INCENTIVE_COMPATIBLE_EFFICIENT,neutral,PLAN_12,PLAN_12,1,10,01,Jordan,Oakley,PLAN_12,PLAN_21,PLAN_12,1,0,1,"1,1",4,2,593,7632b651881c9e4b9cd0e72a73346759571c5ac0b72a3ba578e8246e80a48497,stop,0,r0_statement|r1_rebuttal|r2_restate|moderator_synthesis|r3_label|moderator_integration|r4_vote,3,grok-4-1-fast-reasoning,PLAN_12,665,1,0,PLAN_12,PLAN_21,PLAN_12,PLAN_12,PLAN_12,PLAN_12,PLAN_12,PLAN_12,PLAN_12,ACCEPT|ACCEPT|ACCEPT,3,0,0,0,0,0,0,player_r_advocate|player_c_advocate|plan_mediator,1,0,3,0,0,1,,ACCEPT,ACCEPT,ACCEPT,17,19562,2411,0,0,0,
grok-4-1-fast-reasoning,game_plan_ncot,third_planner,planner,plan_mediator,153,153,0,INCENTIVE_COMPATIBLE_EFFICIENT,neutral,PLAN_21,PLAN_21,1,01,10,Parker,Emerson,PLAN_21,PLAN_12,PLAN_21,1,0,1,"1,1",4,3,600,63f0426ac9e602c08f6ab3aefbcbd25a3a0860dc7a7e5977f2481027c7c29460,stop,0,r0_statement|r1_rebuttal|r2_restate|moderator_synthesis|r3_label|moderator_integration|r4_vote,3,grok-4-1-fast-reasoning,PLAN_21,793,1,0,PLAN_21,PLAN_12,PLAN_21,PLAN_21,PLAN_21,PLAN_21,PLAN_21,PLAN_21,PLAN_21,ACCEPT|ACCEPT|ACCEPT,3,0,0,0,0,0,0,player_r_advocate|player_c_advocate|plan_mediator,1,0,3,0,0,1,,ACCEPT,ACCEPT,ACCEPT,17,20180,2579,0,0,3,r2
grok-4-1-fast-reasoning,game_plan_ncot,third_planner,planner,plan_mediator,154,154,0,INCENTIVE_COMPATIBLE_EFFICIENT,neutral,PLAN_21,PLAN_21,1,01,10,Quinn,Noor,PLAN_21,PLAN_12,PLAN_21,1,0,1,"1,1",4,3,604,a4b69f28ddd7041677c90758d9c1cb9f48ebc354d953615099e4f366554ebb25,stop,0,r0_statement|r1_rebuttal|r2_restate|moderator_synthesis|r3_label|moderator_integration|r4_vote,3,grok-4-1-fast-reasoning,PLAN_21,765,1,0,PLAN_21,PLAN_12,PLAN_21,PLAN_21,PLAN_21,PLAN_21,PLAN_21,PLAN_21,PLAN_21,ACCEPT|ACCEPT|ACCEPT,3,0,0,0,0,0,0,player_r_advocate|player_c_advocate|plan_mediator,1,0,3,0,0,1,,ACCEPT,ACCEPT,ACCEPT,17,19550,2408,0,0,5,r2
