dataset,model,condition,item_id,order,correct_letter,predicted_letter,is_correct,prompt_tokens,completion_tokens
hitom,gpt-5.4-nano,baseline_io,hitom_1_1_False_31,1,I,I,1,314,483
hitom,gpt-5.4-nano,baseline_io,hitom_1_1_False_24,1,L,L,1,324,87
hitom,gpt-5.4-nano,narrative_cot_v3_tom,hitom_1_1_False_31,1,I,I,1,684,536
hitom,gpt-5.4-nano,standard_cot,hitom_3_1_False_234,1,B,B,1,578,290
hitom,gpt-5.4-nano,standard_cot,hitom_1_1_False_24,1,L,L,1,327,190
hitom,gpt-5.4-nano,narrative_cot_v3_tom,hitom_3_1_False_234,1,B,B,1,945,327
hitom,gpt-5.4-nano,narrative_cot_v3_tom,hitom_1_1_False_24,1,L,L,1,694,177
hitom,gpt-5.4-nano,narrative_cot_v3_tom,hitom_3_1_True_834,1,N,N,1,969,1079
hitom,gpt-5.4-nano,baseline_io,hitom_1_1_True_624,1,L,L,1,357,56
hitom,gpt-5.4-nano,baseline_io,hitom_2_1_False_127,1,E,A,0,421,341
hitom,gpt-5.4-nano,narrative_cot_v3_tom,hitom_1_1_True_635,1,M,O,0,707,672
hitom,gpt-5.4-nano,standard_cot,hitom_2_1_False_127,1,E,A,0,424,376
hitom,gpt-5.4-nano,baseline_io,hitom_2_1_False_129,1,B,B,1,440,189
hitom,gpt-5.4-nano,standard_cot,hitom_2_1_False_129,1,B,B,1,443,294
hitom,gpt-5.4-nano,standard_cot,hitom_1_1_True_624,1,L,L,1,360,124
hitom,gpt-5.4-nano,baseline_io,hitom_1_1_True_637,1,D,E,0,381,95
hitom,gpt-5.4-nano,baseline_io,hitom_2_2_True_741,2,O,O,1,438,146
hitom,gpt-5.4-nano,narrative_cot_v3_tom,hitom_2_1_False_129,1,B,B,1,810,432
hitom,gpt-5.4-nano,standard_cot,hitom_2_2_True_741,2,O,O,1,441,307
hitom,gpt-5.4-nano,narrative_cot_v3_tom,hitom_1_1_True_624,1,L,L,1,727,434
hitom,gpt-5.4-nano,baseline_io,hitom_1_2_False_54,2,L,L,1,320,178
hitom,gpt-5.4-nano,narrative_cot_v3_tom,hitom_2_1_False_127,1,E,E,1,791,1037
hitom,gpt-5.4-nano,standard_cot,hitom_1_2_False_54,2,L,L,1,323,272
hitom,gpt-5.4-nano,standard_cot,hitom_1_1_True_637,1,D,E,0,384,635
hitom,gpt-5.4-nano,baseline_io,hitom_1_2_False_43,2,K,K,1,347,316
hitom,gpt-5.4-nano,baseline_io,hitom_2_2_True_754,2,A,A,1,482,333
hitom,gpt-5.4-nano,narrative_cot_v3_tom,hitom_1_2_False_54,2,L,L,1,690,610
hitom,gpt-5.4-nano,narrative_cot_v3_tom,hitom_1_2_False_43,2,K,K,1,717,490
hitom,gpt-5.4-nano,standard_cot,hitom_1_2_False_43,2,K,K,1,350,591
hitom,gpt-5.4-nano,narrative_cot_v3_tom,hitom_1_1_True_637,1,D,E,0,751,1257
hitom,gpt-5.4-nano,standard_cot,hitom_2_2_True_754,2,A,A,1,485,843
hitom,gpt-5.4-nano,baseline_io,hitom_2_2_False_151,2,M,M,1,407,281
hitom,gpt-5.4-nano,baseline_io,hitom_2_2_False_155,2,M,K,0,423,738
hitom,gpt-5.4-nano,standard_cot,hitom_2_2_False_151,2,M,M,1,410,529
hitom,gpt-5.4-nano,baseline_io,hitom_2_2_False_148,2,B,B,1,441,419
hitom,gpt-5.4-nano,baseline_io,hitom_1_2_False_57,2,A,A,1,330,277
hitom,gpt-5.4-nano,narrative_cot_v3_tom,hitom_2_2_False_151,2,M,M,1,777,1009
hitom,gpt-5.4-nano,standard_cot,hitom_2_2_False_155,2,M,M,1,426,1249
hitom,gpt-5.4-nano,narrative_cot_v3_tom,hitom_2_2_True_754,2,A,A,1,852,1985
hitom,gpt-5.4-nano,standard_cot,hitom_1_2_False_57,2,A,A,1,333,1089
hitom,gpt-5.4-nano,narrative_cot_v3_tom,hitom_2_2_True_741,2,O,O,1,808,466
hitom,gpt-5.4-nano,narrative_cot_v3_tom,hitom_2_2_False_155,2,M,M,1,793,1956
hitom,gpt-5.4-nano,baseline_io,hitom_1_2_False_53,2,M,M,1,336,567
hitom,gpt-5.4-nano,standard_cot,hitom_2_2_False_148,2,B,B,1,444,1411
hitom,gpt-5.4-nano,narrative_cot_v3_tom,hitom_1_2_False_57,2,A,A,1,700,1189
hitom,gpt-5.4-nano,standard_cot,hitom_2_2_True_746,2,B,B,1,469,497
hitom,gpt-5.4-nano,baseline_io,hitom_2_2_True_746,2,B,B,1,466,299
hitom,gpt-5.4-nano,narrative_cot_v3_tom,hitom_2_2_True_746,2,B,B,1,836,579
hitom,gpt-5.4-nano,baseline_io,hitom_3_2_True_854,2,L,K,0,600,842
hitom,gpt-5.4-nano,standard_cot,hitom_1_2_False_53,2,M,M,1,339,739
hitom,gpt-5.4-nano,narrative_cot_v3_tom,hitom_2_2_False_148,2,B,B,1,811,2555
hitom,gpt-5.4-nano,baseline_io,hitom_1_2_True_649,2,A,A,1,341,295
hitom,gpt-5.4-nano,narrative_cot_v3_tom,hitom_1_2_False_53,2,M,M,1,706,868
hitom,gpt-5.4-nano,baseline_io,hitom_1_2_True_655,2,O,O,1,338,135
hitom,gpt-5.4-nano,standard_cot,hitom_1_2_True_655,2,O,O,1,341,111
hitom,gpt-5.4-nano,baseline_io,hitom_1_2_False_51,2,G,G,1,315,373
hitom,gpt-5.4-nano,standard_cot,hitom_1_2_True_649,2,A,A,1,344,1023
hitom,gpt-5.4-nano,baseline_io,hitom_3_2_False_254,2,B,B,1,577,247
hitom,gpt-5.4-nano,narrative_cot_v3_tom,hitom_1_2_True_649,2,A,A,1,711,791
hitom,gpt-5.4-nano,baseline_io,hitom_1_2_False_44,2,L,L,1,325,240
hitom,gpt-5.4-nano,narrative_cot_v3_tom,hitom_1_2_True_655,2,O,O,1,708,435
hitom,gpt-5.4-nano,standard_cot,hitom_3_2_True_854,2,L,L,1,603,2208
hitom,gpt-5.4-nano,narrative_cot_v3_tom,hitom_3_2_False_254,2,B,B,1,947,461
hitom,gpt-5.4-nano,standard_cot,hitom_1_2_False_51,2,G,I,0,318,1558
hitom,gpt-5.4-nano,standard_cot,hitom_3_2_False_254,2,B,B,1,580,684
hitom,gpt-5.4-nano,standard_cot,hitom_1_2_False_44,2,L,L,1,328,411
hitom,gpt-5.4-nano,baseline_io,hitom_2_2_False_147,2,A,A,1,422,169
hitom,gpt-5.4-nano,standard_cot,hitom_2_2_False_147,2,A,A,1,425,255
hitom,gpt-5.4-nano,baseline_io,hitom_1_2_True_644,2,N,N,1,358,119
hitom,gpt-5.4-nano,baseline_io,hitom_2_2_False_149,2,B,B,1,442,390
hitom,gpt-5.4-nano,narrative_cot_v3_tom,hitom_1_2_False_51,2,G,G,1,685,1771
hitom,gpt-5.4-nano,narrative_cot_v3_tom,hitom_1_2_False_44,2,L,L,1,695,878
hitom,gpt-5.4-nano,standard_cot,hitom_1_2_True_644,2,N,N,1,361,589
hitom,gpt-5.4-nano,standard_cot,hitom_2_2_False_149,2,B,B,1,445,819
hitom,gpt-5.4-nano,narrative_cot_v3_tom,hitom_2_2_False_147,2,A,A,1,792,910
hitom,gpt-5.4-nano,baseline_io,hitom_1_2_True_657,2,D,D,1,382,392
hitom,gpt-5.4-nano,narrative_cot_v3_tom,hitom_3_2_True_854,2,L,N,0,970,2851
hitom,gpt-5.4-nano,narrative_cot_v3_tom,hitom_1_2_True_644,2,N,N,1,728,894
hitom,gpt-5.4-nano,baseline_io,hitom_2_3_True_761,3,L,K,0,440,766
hitom,gpt-5.4-nano,baseline_io,hitom_1_3_False_74,3,L,L,1,322,192
hitom,gpt-5.4-nano,narrative_cot_v3_tom,hitom_2_2_False_149,2,B,B,1,812,1458
hitom,gpt-5.4-nano,standard_cot,hitom_1_3_False_74,3,L,L,1,325,546
hitom,gpt-5.4-nano,baseline_io,hitom_1_3_False_63,3,K,K,1,349,469
hitom,gpt-5.4-nano,standard_cot,hitom_1_2_True_657,2,D,D,1,385,1469
hitom,gpt-5.4-nano,narrative_cot_v3_tom,hitom_1_3_False_74,3,L,L,1,692,823
hitom,gpt-5.4-nano,narrative_cot_v3_tom,hitom_1_2_True_657,2,D,D,1,752,1402
hitom,gpt-5.4-nano,standard_cot,hitom_2_3_True_761,3,L,K,0,443,2226
hitom,gpt-5.4-nano,baseline_io,hitom_2_3_True_774,3,A,A,1,484,591
hitom,gpt-5.4-nano,standard_cot,hitom_1_3_False_63,3,K,K,1,352,861
hitom,gpt-5.4-nano,baseline_io,hitom_2_3_False_175,3,M,M,1,425,839
hitom,gpt-5.4-nano,standard_cot,hitom_2_3_True_774,3,A,A,1,487,1531
hitom,gpt-5.4-nano,baseline_io,hitom_2_3_False_171,3,L,M,0,409,901
hitom,gpt-5.4-nano,narrative_cot_v3_tom,hitom_1_3_False_63,3,K,K,1,719,1924
hitom,gpt-5.4-nano,standard_cot,hitom_2_3_False_171,3,L,M,0,412,1178
hitom,gpt-5.4-nano,narrative_cot_v3_tom,hitom_2_3_True_761,3,L,N,0,810,3031
hitom,gpt-5.4-nano,standard_cot,hitom_2_3_False_175,3,M,M,1,428,1911
hitom,gpt-5.4-nano,narrative_cot_v3_tom,hitom_2_3_False_175,3,M,M,1,795,2083
hitom,gpt-5.4-nano,baseline_io,hitom_2_3_False_168,3,C,B,0,443,659
hitom,gpt-5.4-nano,baseline_io,hitom_1_3_False_77,3,A,A,1,332,510
hitom,gpt-5.4-nano,baseline_io,hitom_1_3_False_73,3,M,M,1,338,609
hitom,gpt-5.4-nano,standard_cot,hitom_1_3_False_77,3,A,A,1,335,1482
hitom,gpt-5.4-nano,standard_cot,hitom_2_3_False_168,3,C,C,1,446,1653
hitom,gpt-5.4-nano,narrative_cot_v3_tom,hitom_1_3_False_77,3,A,A,1,702,1657
hitom,gpt-5.4-nano,narrative_cot_v3_tom,hitom_2_3_False_171,3,L,M,0,779,2752
hitom,gpt-5.4-nano,standard_cot,hitom_1_3_False_73,3,M,M,1,341,815
hitom,gpt-5.4-nano,narrative_cot_v3_tom,hitom_2_3_True_774,3,A,,0,854,4096
hitom,gpt-5.4-nano,baseline_io,hitom_2_3_True_766,3,B,A,0,468,264
hitom,gpt-5.4-nano,standard_cot,hitom_2_3_True_766,3,B,B,1,471,606
hitom,gpt-5.4-nano,baseline_io,hitom_1_3_True_669,3,A,A,1,343,244
hitom,gpt-5.4-nano,baseline_io,hitom_3_3_True_874,3,L,L,1,603,918
hitom,gpt-5.4-nano,narrative_cot_v3_tom,hitom_2_3_True_766,3,B,B,1,838,714
hitom,gpt-5.4-nano,baseline_io,hitom_1_3_False_71,3,G,G,1,317,543
hitom,gpt-5.4-nano,narrative_cot_v3_tom,hitom_1_3_False_73,3,M,M,1,708,2638
hitom,gpt-5.4-nano,narrative_cot_v3_tom,hitom_2_3_False_168,3,C,,0,813,4096
hitom,gpt-5.4-nano,narrative_cot_v3_tom,hitom_1_3_True_669,3,A,A,1,713,1425
hitom,gpt-5.4-nano,standard_cot,hitom_3_3_True_874,3,L,,0,606,2560
hitom,gpt-5.4-nano,baseline_io,hitom_1_3_True_675,3,L,O,0,340,762
hitom,gpt-5.4-nano,standard_cot,hitom_1_3_False_71,3,G,G,1,320,2017
hitom,gpt-5.4-nano,standard_cot,hitom_1_3_True_669,3,A,,0,346,2560
hitom,gpt-5.4-nano,baseline_io,hitom_3_3_False_274,3,B,B,1,579,684
hitom,gpt-5.4-nano,baseline_io,hitom_1_3_False_64,3,L,L,1,327,437
hitom,gpt-5.4-nano,narrative_cot_v3_tom,hitom_3_3_True_874,3,L,L,1,973,3472
hitom,gpt-5.4-nano,standard_cot,hitom_1_3_True_675,3,L,,0,343,2560
hitom,gpt-5.4-nano,baseline_io,hitom_2_3_False_167,3,A,A,1,424,487
hitom,gpt-5.4-nano,narrative_cot_v3_tom,hitom_1_3_True_675,3,L,L,1,710,2026
hitom,gpt-5.4-nano,standard_cot,hitom_1_3_False_64,3,L,L,1,330,1155
hitom,gpt-5.4-nano,narrative_cot_v3_tom,hitom_1_3_False_71,3,G,I,0,687,2849
hitom,gpt-5.4-nano,standard_cot,hitom_3_3_False_274,3,B,B,1,582,1599
hitom,gpt-5.4-nano,narrative_cot_v3_tom,hitom_3_3_False_274,3,B,B,1,949,1936
hitom,gpt-5.4-nano,baseline_io,hitom_1_3_True_664,3,L,N,0,360,341
hitom,gpt-5.4-nano,baseline_io,hitom_2_3_False_169,3,B,B,1,444,1017
hitom,gpt-5.4-nano,standard_cot,hitom_1_3_True_664,3,L,N,0,363,884
hitom,gpt-5.4-nano,narrative_cot_v3_tom,hitom_2_3_False_167,3,A,A,1,794,829
hitom,gpt-5.4-nano,standard_cot,hitom_2_3_False_167,3,A,A,1,427,1772
hitom,gpt-5.4-nano,narrative_cot_v3_tom,hitom_1_3_False_64,3,L,L,1,697,2290
hitom,gpt-5.4-nano,baseline_io,hitom_1_3_True_677,3,D,D,1,385,624
hitom,gpt-5.4-nano,standard_cot,hitom_2_3_False_169,3,B,B,1,447,1671
hitom,gpt-5.4-nano,narrative_cot_v3_tom,hitom_2_3_False_169,3,B,B,1,814,1985
hitom,gpt-5.4-nano,standard_cot,hitom_1_3_True_677,3,D,D,1,388,1050
hitom,gpt-5.4-nano,narrative_cot_v3_tom,hitom_1_3_True_664,3,L,N,0,730,1717
hitom,gpt-5.4-nano,baseline_io,hitom_1_4_False_94,4,L,L,1,324,692
hitom,gpt-5.4-nano,baseline_io,hitom_2_4_True_781,4,L,M,0,442,1487
hitom,gpt-5.4-nano,baseline_io,hitom_1_4_False_83,4,K,K,1,351,470
hitom,gpt-5.4-nano,standard_cot,hitom_1_4_False_94,4,L,L,1,327,974
hitom,gpt-5.4-nano,standard_cot,hitom_2_4_True_781,4,L,,0,445,2560
hitom,gpt-5.4-nano,narrative_cot_v3_tom,hitom_1_3_True_677,3,D,D,1,755,2492
hitom,gpt-5.4-nano,narrative_cot_v3_tom,hitom_1_4_False_94,4,L,L,1,694,1190
hitom,gpt-5.4-nano,narrative_cot_v3_tom,hitom_1_4_False_83,4,K,K,1,721,1606
hitom,gpt-5.4-nano,standard_cot,hitom_1_4_False_83,4,K,K,1,354,1523
hitom,gpt-5.4-nano,baseline_io,hitom_2_4_True_794,4,A,A,1,486,1521
hitom,gpt-5.4-nano,baseline_io,hitom_2_4_False_195,4,M,M,1,427,1468
hitom,gpt-5.4-nano,baseline_io,hitom_2_4_False_191,4,L,M,0,411,826
hitom,gpt-5.4-nano,narrative_cot_v3_tom,hitom_2_4_True_781,4,L,,0,812,4096
hitom,gpt-5.4-nano,standard_cot,hitom_2_4_True_794,4,A,,0,489,2560
hitom,gpt-5.4-nano,narrative_cot_v3_tom,hitom_2_4_True_794,4,A,A,1,856,2982
hitom,gpt-5.4-nano,standard_cot,hitom_2_4_False_191,4,L,,0,414,2560
hitom,gpt-5.4-nano,narrative_cot_v3_tom,hitom_2_4_False_191,4,L,L,1,781,1438
hitom,gpt-5.4-nano,baseline_io,hitom_2_4_False_188,4,C,C,1,445,1351
hitom,gpt-5.4-nano,baseline_io,hitom_1_4_False_97,4,A,A,1,334,677
hitom,gpt-5.4-nano,narrative_cot_v3_tom,hitom_2_4_False_195,4,M,M,1,797,3014
hitom,gpt-5.4-nano,baseline_io,hitom_1_4_False_93,4,M,M,1,341,549
hitom,gpt-5.4-nano,standard_cot,hitom_2_4_False_195,4,M,,0,430,2560
hitom,gpt-5.4-nano,standard_cot,hitom_1_4_False_97,4,A,A,1,337,1334
hitom,gpt-5.4-nano,standard_cot,hitom_2_4_True_786,4,B,B,1,473,898
hitom,gpt-5.4-nano,narrative_cot_v3_tom,hitom_2_4_False_188,4,C,C,1,815,2631
hitom,gpt-5.4-nano,baseline_io,hitom_2_4_True_786,4,B,B,1,470,616
hitom,gpt-5.4-nano,standard_cot,hitom_2_4_False_188,4,C,,0,448,2560
hitom,gpt-5.4-nano,narrative_cot_v3_tom,hitom_1_4_False_97,4,A,A,1,704,1372
hitom,gpt-5.4-nano,narrative_cot_v3_tom,hitom_2_4_True_786,4,B,B,1,840,1689
hitom,gpt-5.4-nano,standard_cot,hitom_1_4_False_93,4,M,M,1,344,1723
hitom,gpt-5.4-nano,baseline_io,hitom_1_4_True_689,4,A,A,1,345,1205
hitom,gpt-5.4-nano,narrative_cot_v3_tom,hitom_1_4_False_93,4,M,M,1,711,2195
hitom,gpt-5.4-nano,baseline_io,hitom_3_4_True_894,4,L,N,0,605,2146
hitom,gpt-5.4-nano,standard_cot,hitom_3_4_True_894,4,L,,0,608,2560
hitom,gpt-5.4-nano,baseline_io,hitom_1_4_False_91,4,G,G,1,319,1107
hitom,gpt-5.4-nano,standard_cot,hitom_1_4_True_689,4,A,,0,348,2560
hitom,gpt-5.4-nano,baseline_io,hitom_1_4_True_695,4,L,M,0,343,787
hitom,gpt-5.4-nano,baseline_io,hitom_3_4_False_294,4,B,B,1,581,549
hitom,gpt-5.4-nano,standard_cot,hitom_1_4_False_91,4,G,G,1,322,2431
hitom,gpt-5.4-nano,narrative_cot_v3_tom,hitom_1_4_False_91,4,G,G,1,689,2317
hitom,gpt-5.4-nano,narrative_cot_v3_tom,hitom_3_4_True_894,4,L,,0,975,4096
hitom,gpt-5.4-nano,baseline_io,hitom_1_4_False_84,4,L,L,1,329,692
hitom,gpt-5.4-nano,standard_cot,hitom_1_4_True_695,4,L,,0,346,2560
hitom,gpt-5.4-nano,standard_cot,hitom_1_4_False_84,4,L,L,1,332,1032
hitom,gpt-5.4-nano,narrative_cot_v3_tom,hitom_3_4_False_294,4,B,B,1,951,1598
hitom,gpt-5.4-nano,baseline_io,hitom_2_4_False_187,4,A,A,1,426,858
hitom,gpt-5.4-nano,standard_cot,hitom_3_4_False_294,4,B,B,1,584,2307
hitom,gpt-5.4-nano,narrative_cot_v3_tom,hitom_1_4_True_689,4,A,,0,715,4096
hitom,gpt-5.4-nano,narrative_cot_v3_tom,hitom_1_4_False_84,4,L,L,1,699,1729
hitom,gpt-5.4-nano,baseline_io,hitom_2_4_False_189,4,B,B,1,446,1044
hitom,gpt-5.4-nano,baseline_io,hitom_1_4_True_684,4,L,N,0,362,695
hitom,gpt-5.4-nano,standard_cot,hitom_2_4_False_187,4,A,A,1,429,2097
hitom,gpt-5.4-nano,standard_cot,hitom_2_4_False_189,4,B,,0,449,2560
