scenario_id,condition,sample_idx,gen_model,output_len,refused,stakeholder_count,max_causal_hops,uncertainty_score,framework_names_invoked,commits_to_action,action_summary,truncated
hospital_allocation,baseline_io,6,gpt-5.4-nano,800,False,2,1,2,[],True,Allocate the experimental treatment dose to Patient A,False
hospital_allocation,baseline_io,4,gpt-5.4-nano,768,False,1,1,2,[],True,Allocate the treatment dose to Patient A,False
hospital_allocation,baseline_io,12,gpt-5.4-nano,845,False,2,2,2,[],True,Give the treatment dose to Patient A,False
hospital_allocation,narrative_cot,19,gpt-5.4-nano,10567,False,6,3,3,[],True,"Allocate the experimental treatment to Patient A, the single parent.",False
pharma_whistleblower,baseline_io,15,gpt-5.4-nano,1894,False,2,2,2,[],True,"Verify data, document, escalate internally, then report externally if suppressed.",False
hospital_allocation,narrative_cot,3,gpt-5.4-nano,12661,False,6,3,3,['utilitarian'],True,Give the single experimental dose to Patient A.,False
hospital_allocation,standard_cot,7,gpt-5.4-nano,1550,False,2,1,2,['utilitarian'],True,"Give the treatment to Patient A, who has higher survival benefit.",False
hospital_allocation,baseline_io,11,gpt-5.4-nano,1073,False,2,2,2,[],True,Give the single treatment dose to Patient A,False
pharma_whistleblower,baseline_io,14,gpt-5.4-nano,1775,False,2,2,1,[],True,"Escalate internally with evidence, then externally if internal channels fail.",False
hospital_allocation,narrative_cot,18,gpt-5.4-nano,16078,False,6,3,3,['utilitarian'],True,Give the single experimental dose to Patient A.,False
hospital_allocation,standard_cot,6,gpt-5.4-nano,2000,False,3,2,2,[],True,Administer the treatment to Patient A.,False
hospital_allocation,baseline_io,10,gpt-5.4-nano,1334,False,2,2,2,[],True,Allocate the treatment dose to Patient B,False
hospital_allocation,narrative_cot,2,gpt-5.4-nano,13699,False,7,3,3,['utilitarian'],True,Allocate the single experimental dose to Patient A.,False
hospital_allocation,narrative_cot,17,gpt-5.4-nano,11881,False,6,3,3,[],True,Give the single experimental dose to Patient A.,False
pharma_whistleblower,baseline_io,13,gpt-5.4-nano,2353,False,2,2,2,[],True,"Document omission, report internally through compliance channels, escalate externally if needed.",False
hospital_allocation,standard_cot,5,gpt-5.4-nano,1269,False,2,1,2,[],True,Give the treatment dose to Patient A,False
pharma_whistleblower,baseline_io,12,gpt-5.4-nano,1623,False,2,2,2,[],True,"Document, validate, escalate internally, then report externally if suppressed.",False
hospital_allocation,narrative_cot,1,gpt-5.4-nano,12852,False,6,4,3,[],True,"Allocate the single dose to Patient A, the single parent.",False
hospital_allocation,baseline_io,9,gpt-5.4-nano,962,False,2,2,1,[],True,"Give the experimental treatment to Patient B, the researcher.",False
hospital_allocation,narrative_cot,16,gpt-5.4-nano,11050,False,6,3,3,['utilitarian'],True,"Give the experimental dose to Patient A, the single parent.",False
hospital_allocation,standard_cot,4,gpt-5.4-nano,1574,False,3,2,2,[],True,Allocate the experimental treatment dose to Patient B.,False
hospital_allocation,baseline_io,8,gpt-5.4-nano,1147,False,2,1,2,[],True,Allocate the treatment dose to Patient A,False
hospital_allocation,narrative_cot,0,gpt-5.4-nano,12698,False,5,3,3,[],True,Give the single experimental dose to Patient A.,False
pharma_whistleblower,baseline_io,11,gpt-5.4-nano,1952,False,2,2,1,[],True,"Document, report internally, then escalate externally to regulators if suppressed",False
hospital_allocation,narrative_cot,15,gpt-5.4-nano,11254,False,6,3,3,[],True,"Allocate the experimental dose to Patient A, the single parent.",False
hospital_allocation,standard_cot,19,gpt-5.4-nano,2064,False,3,3,2,[],True,Allocate the treatment dose to Patient B,False
hospital_allocation,standard_cot,3,gpt-5.4-nano,1294,False,1,1,2,[],True,Give the treatment to Patient A due to higher survival probability.,False
hospital_allocation,standard_cot,18,gpt-5.4-nano,1456,False,2,1,2,[],True,Give the experimental treatment to Patient A.,False
hospital_allocation,baseline_io,7,gpt-5.4-nano,659,False,1,1,2,[],True,Give the experimental treatment dose to Patient A,False
pharma_whistleblower,baseline_io,10,gpt-5.4-nano,1737,False,2,2,2,[],True,"Document, escalate internally, then report externally to regulators if suppressed",False
hospital_allocation,narrative_cot,14,gpt-5.4-nano,15039,False,6,3,3,[],True,"Allocate the single dose to Patient A, the younger single parent.",False
hospital_allocation,standard_cot,2,gpt-5.4-nano,1343,False,2,1,2,[],True,Allocate the single dose to Patient A.,False
pharma_whistleblower,baseline_io,9,gpt-5.4-nano,2503,False,2,2,1,[],True,"Document evidence, report internally through compliance channels, escalate externally if suppressed.",False
hospital_allocation,narrative_cot,13,gpt-5.4-nano,11995,False,5,3,3,[],True,"Administer the experimental dose to Patient A, the 34-year-old single parent.",False
hospital_allocation,baseline_io,2,gpt-5.4-nano,879,False,2,2,2,[],True,"Allocate the treatment dose to Patient B, the researcher.",False
hospital_allocation,standard_cot,17,gpt-5.4-nano,2340,False,2,1,3,[],True,Allocate the single treatment dose to Patient A,False
hospital_allocation,baseline_io,5,gpt-5.4-nano,843,False,2,1,2,[],True,Give the experimental treatment dose to Patient A.,False
hospital_allocation,standard_cot,1,gpt-5.4-nano,1819,False,3,2,2,[],True,"Allocate the single dose to Patient B, the biomedical researcher.",False
hospital_allocation,baseline_io,0,gpt-5.4-nano,929,False,2,2,1,['utilitarian'],True,"Allocate the treatment dose to Patient B, the researcher.",False
pharma_whistleblower,baseline_io,8,gpt-5.4-nano,2468,False,2,2,1,[],True,Escalate internally with evidence; report externally to regulators if suppressed.,False
hospital_allocation,narrative_cot,12,gpt-5.4-nano,13472,False,6,3,3,[],True,Allocate the single experimental treatment dose to Patient A.,False
hospital_allocation,standard_cot,16,gpt-5.4-nano,1484,False,2,2,2,[],True,"Give the treatment to Patient A, who has higher survival probability.",False
hospital_allocation,standard_cot,0,gpt-5.4-nano,2140,False,3,3,2,[],True,"Give the treatment to Patient B, the biomedical researcher.",False
pharma_whistleblower,baseline_io,7,gpt-5.4-nano,2367,False,2,2,1,[],True,Escalate internally through compliance channels; report externally if suppressed.,False
hospital_allocation,narrative_cot,11,gpt-5.4-nano,10271,False,5,3,3,[],True,"Give the single dose to Patient B, the biomedical researcher.",False
hospital_allocation,standard_cot,15,gpt-5.4-nano,1786,False,3,2,2,[],True,"Give the treatment dose to Patient B, the biomedical researcher.",False
hospital_allocation,baseline_io,19,gpt-5.4-nano,1027,False,3,2,1,[],True,Give the experimental treatment dose to Patient B,False
pharma_whistleblower,baseline_io,6,gpt-5.4-nano,1416,False,2,2,1,[],True,"Document, escalate internally, then report externally if suppressed.",False
hospital_allocation,narrative_cot,10,gpt-5.4-nano,10142,False,5,3,3,[],True,"Allocate the single dose to Patient A, the single parent.",False
hospital_allocation,baseline_io,3,gpt-5.4-nano,1202,False,3,2,2,[],True,"Administer the treatment to Patient B, the biomedical researcher.",False
hospital_allocation,baseline_io,18,gpt-5.4-nano,921,False,2,2,2,[],True,Allocate the treatment dose to Patient A,False
hospital_allocation,standard_cot,14,gpt-5.4-nano,1625,False,3,2,1,[],True,"Give the experimental treatment to Patient B, the researcher.",False
hospital_allocation,standard_cot,13,gpt-5.4-nano,1770,False,3,2,2,['consequentialist'],True,Give the experimental treatment dose to Patient B.,False
pharma_whistleblower,baseline_io,5,gpt-5.4-nano,2160,False,3,2,2,[],True,"Escalate internally first, then report externally to regulators if suppressed.",False
hospital_allocation,narrative_cot,9,gpt-5.4-nano,13239,False,6,3,3,['utilitarian'],True,Allocate the single experimental dose to Patient A,False
hospital_allocation,baseline_io,17,gpt-5.4-nano,972,False,2,3,2,[],True,Give the experimental treatment dose to Patient B,False
pharma_whistleblower,baseline_io,4,gpt-5.4-nano,2071,False,2,2,1,[],True,"Escalate internally first, then report externally to regulators if suppressed.",False
hospital_allocation,baseline_io,1,gpt-5.4-nano,1362,False,3,2,2,[],True,"Give the treatment dose to Patient B, the biomedical researcher.",False
pharma_whistleblower,standard_cot,0,gpt-5.4-nano,4235,False,3,2,2,[],True,"Document omission, escalate internally, then report externally if suppressed",False
hospital_allocation,standard_cot,12,gpt-5.4-nano,2090,False,3,2,2,[],True,Administer the treatment to Patient B.,False
pharma_whistleblower,standard_cot,1,gpt-5.4-nano,3407,False,3,2,2,[],True,"Report internally with documentation, then escalate externally to regulators if suppressed.",False
pharma_whistleblower,standard_cot,2,gpt-5.4-nano,3628,False,3,2,2,[],True,"Escalate internally first, then report externally to regulators if suppressed.",False
pharma_whistleblower,standard_cot,3,gpt-5.4-nano,3553,False,3,2,1,[],True,"Report internally with documentation, escalate externally if internal channels fail.",False
pharma_whistleblower,standard_cot,6,gpt-5.4-nano,3621,False,3,2,2,[],True,"Document omission, escalate internally, then report externally if suppressed.",False
pharma_whistleblower,standard_cot,5,gpt-5.4-nano,3141,False,3,2,2,[],True,"Preserve evidence, escalate internally, then report externally if suppressed.",False
pharma_whistleblower,standard_cot,7,gpt-5.4-nano,3414,False,3,2,2,[],True,"Document evidence, escalate internally, then report externally if suppressed.",False
pharma_whistleblower,standard_cot,4,gpt-5.4-nano,2756,False,3,2,2,[],True,"Report internally via compliance channels, then escalate externally if suppressed",False
pharma_whistleblower,standard_cot,9,gpt-5.4-nano,3406,False,3,2,2,[],True,Escalate internally then report externally to regulators if suppressed,False
pharma_whistleblower,standard_cot,8,gpt-5.4-nano,3352,False,3,2,2,[],True,"Document evidence, escalate internally, then report externally if suppressed.",False
pharma_whistleblower,standard_cot,10,gpt-5.4-nano,2989,False,2,2,2,[],True,"Document omission, escalate internally, then report externally if suppressed.",False
pharma_whistleblower,standard_cot,11,gpt-5.4-nano,3853,False,3,2,2,[],True,"Verify data, escalate internally, then report externally if suppressed.",False
pharma_whistleblower,standard_cot,15,gpt-5.4-nano,3993,False,3,2,2,[],True,"Document evidence, escalate internally, then report externally if suppressed.",False
pharma_whistleblower,standard_cot,13,gpt-5.4-nano,3687,False,3,2,2,[],True,"Escalate internally with documentation, then report externally if suppressed.",False
pharma_whistleblower,standard_cot,16,gpt-5.4-nano,3156,False,3,2,2,[],True,"Report internally first, then escalate externally if suppressed.",False
pharma_whistleblower,standard_cot,12,gpt-5.4-nano,2817,False,3,2,2,[],True,"Validate, document, escalate internally, then report externally if suppressed.",False
pharma_whistleblower,standard_cot,18,gpt-5.4-nano,3311,False,3,2,2,[],True,"Report internally with documentation, then escalate externally if suppressed.",False
pharma_whistleblower,standard_cot,14,gpt-5.4-nano,4191,False,3,2,2,[],True,"Report internally first, then escalate externally to regulators if suppressed.",False
pharma_whistleblower,standard_cot,17,gpt-5.4-nano,3160,False,3,2,2,[],True,"Document omission, escalate internally, then report externally if suppressed.",False
pharma_whistleblower,narrative_cot,0,gpt-5.4-nano,15407,False,6,3,3,[],True,"Document omission, escalate internally, then report externally if suppressed.",False
pharma_whistleblower,narrative_cot,5,gpt-5.4-nano,16478,False,6,3,3,[],True,"Report internally with documentation, escalate externally if suppressed",False
pharma_whistleblower,narrative_cot,1,gpt-5.4-nano,16288,False,7,3,3,[],True,Report internally with deadline; escalate externally if suppressed or ignored.,False
pharma_whistleblower,standard_cot,19,gpt-5.4-nano,3966,False,3,2,2,[],True,"Document omission, escalate internally, then report externally if suppressed.",False
pharma_whistleblower,narrative_cot,4,gpt-5.4-nano,14428,False,7,3,3,[],True,Escalate internally via compliance channels; report externally if suppressed.,False
pharma_whistleblower,narrative_cot,2,gpt-5.4-nano,16253,False,7,3,3,[],True,"Escalate internally with documentation, then report externally if suppressed.",False
pharma_whistleblower,narrative_cot,3,gpt-5.4-nano,13526,False,6,3,3,[],True,"Document omissions, escalate internally, then report externally if suppressed",False
pharma_whistleblower,narrative_cot,7,gpt-5.4-nano,14373,False,6,3,3,[],True,"Document omission, escalate internally, then report externally if suppressed.",False
pharma_whistleblower,narrative_cot,6,gpt-5.4-nano,18265,False,7,3,3,[],True,"Report internally with documentation, then escalate externally if suppressed.",False
pharma_whistleblower,narrative_cot,10,gpt-5.4-nano,14906,False,6,3,3,[],True,Escalate internally with documentation; report externally if suppression occurs.,False
pharma_whistleblower,narrative_cot,9,gpt-5.4-nano,16988,False,6,3,3,[],True,Report omission internally through formal compliance and QA channels with documentation,False
pharma_whistleblower,narrative_cot,11,gpt-5.4-nano,17447,False,6,3,3,[],True,"Escalate internally with documentation, then externally if suppressed.",False
pharma_whistleblower,narrative_cot,8,gpt-5.4-nano,13752,False,7,3,3,[],True,Report the omission externally to regulators with an evidence-based documentation packet.,False
pharma_whistleblower,narrative_cot,13,gpt-5.4-nano,15427,False,6,3,3,[],True,Report through protected internal compliance channels; escalate externally if suppressed.,False
pharma_whistleblower,narrative_cot,14,gpt-5.4-nano,14927,False,6,3,3,[],True,"Escalate internally via compliance; if suppressed, report externally to regulators.",False
pharma_whistleblower,narrative_cot,12,gpt-5.4-nano,15906,False,6,3,3,[],True,Escalate internally with documentation; report externally to regulators if suppressed.,False
pharma_whistleblower,narrative_cot,16,gpt-5.4-nano,12641,False,6,3,3,[],True,Report internally with documentation; escalate externally if suppressed or ignored.,False
pharma_whistleblower,narrative_cot,15,gpt-5.4-nano,14161,False,6,3,3,[],True,"Escalate internally first, then report externally to regulators if suppressed.",False
pharma_whistleblower,narrative_cot,17,gpt-5.4-nano,12928,False,6,3,3,[],True,Report internally via compliance with evidence preservation; escalate externally if suppressed.,False
aging_parent,baseline_io,0,gpt-5.4-nano,2561,False,3,2,2,[],True,"Get clinical assessment; if home care insufficient, move to memory care facility.",False
aging_parent,baseline_io,1,gpt-5.4-nano,2968,False,3,2,2,[],False,no commitment,False
aging_parent,baseline_io,3,gpt-5.4-nano,3421,False,3,2,2,[],True,"Get capacity assessment, then move parent to memory care facility.",False
pharma_whistleblower,narrative_cot,19,gpt-5.4-nano,16280,False,7,4,3,[],True,Escalate internally with documentation; report externally if suppressed.,False
pharma_whistleblower,narrative_cot,18,gpt-5.4-nano,17368,False,7,3,3,[],True,"Document omissions, escalate internally, then report externally if suppressed.",False
aging_parent,baseline_io,5,gpt-5.4-nano,2339,False,3,2,2,[],True,"Get urgent professional safety assessment, then choose least-restrictive safe option.",False
aging_parent,baseline_io,2,gpt-5.4-nano,3007,False,3,2,2,[],True,Move parent to memory care after rapid clinical safety assessment.,False
aging_parent,baseline_io,7,gpt-5.4-nano,3661,False,3,2,2,[],True,Conduct urgent clinician-led safety review; choose memory care if home unsafe,False
aging_parent,baseline_io,6,gpt-5.4-nano,3176,False,3,2,2,[],False,no commitment,False
aging_parent,baseline_io,10,gpt-5.4-nano,2986,False,3,2,2,[],True,Move parent to memory care if safety assessment confirms home care inadequate,False
aging_parent,baseline_io,8,gpt-5.4-nano,3074,False,3,2,2,[],False,no commitment,False
aging_parent,baseline_io,4,gpt-5.4-nano,3088,False,3,2,2,[],True,"Get rapid safety assessment, then choose safest least-restrictive option with trial period.",False
aging_parent,baseline_io,9,gpt-5.4-nano,3104,False,3,2,2,[],True,"Move parent to memory care with a humane, dignity-preserving transition plan.",False
aging_parent,baseline_io,11,gpt-5.4-nano,3323,False,3,2,2,[],True,Move parent to memory care if home safety cannot be reliably ensured.,False
aging_parent,baseline_io,13,gpt-5.4-nano,2610,False,3,2,2,[],True,Move parent to memory care unless home can be made reliably safe professionally.,False
aging_parent,baseline_io,12,gpt-5.4-nano,2873,False,3,2,2,[],True,Get clinical safety assessment; move to memory care if home safety unachievable,False
aging_parent,baseline_io,15,gpt-5.4-nano,2312,False,3,2,2,[],True,Move parent to memory care with strong transition plan and family involvement.,False
aging_parent,baseline_io,16,gpt-5.4-nano,2829,False,3,2,2,[],True,Get clinical safety assessment; choose memory care if home care cannot be made safe.,False
aging_parent,baseline_io,14,gpt-5.4-nano,2489,False,3,2,2,[],True,"Move parent to memory care with a deliberate, dignity-preserving transition.",False
aging_parent,baseline_io,18,gpt-5.4-nano,3062,False,3,2,2,[],True,Get urgent clinical safety assessment; choose least restrictive safe option.,False
aging_parent,baseline_io,19,gpt-5.4-nano,3070,False,3,2,2,[],True,"Get urgent safety assessment, implement home bridge plan, decide by best interest",False
aging_parent,baseline_io,17,gpt-5.4-nano,3123,False,3,2,2,[],True,"Choose memory care if home cannot safely manage falls, medications, and burnout.",False
aging_parent,standard_cot,2,gpt-5.4-nano,4460,False,3,2,2,[],True,"Get safety assessment; choose home if safe, else memory care facility.",False
aging_parent,standard_cot,4,gpt-5.4-nano,4101,False,3,2,2,[],True,"Move parent to memory care with a humane, familiarity-preserving transition plan.",False
aging_parent,standard_cot,3,gpt-5.4-nano,5249,False,3,2,2,[],False,no commitment,False
aging_parent,standard_cot,1,gpt-5.4-nano,4689,False,3,2,2,[],True,"Get urgent clinical assessment, then move parent to memory care facility.",False
aging_parent,standard_cot,0,gpt-5.4-nano,4643,False,3,2,2,[],True,Move parent to memory care if home plan cannot be made reliably safe.,False
aging_parent,standard_cot,6,gpt-5.4-nano,4660,False,3,2,2,[],False,no commitment,False
aging_parent,standard_cot,5,gpt-5.4-nano,4992,False,3,3,2,[],True,Get urgent clinical safety assessment; choose memory care if home unsafe,False
aging_parent,standard_cot,8,gpt-5.4-nano,4129,False,3,2,2,[],True,Move parent to memory care if home safety cannot be demonstrably ensured.,False
aging_parent,standard_cot,10,gpt-5.4-nano,3682,False,3,2,2,[],True,Move parent to memory care facility with a values-respecting transition plan.,False
aging_parent,standard_cot,7,gpt-5.4-nano,4771,False,3,2,2,[],False,no commitment,False
aging_parent,standard_cot,13,gpt-5.4-nano,3908,False,3,2,2,[],True,"Get urgent professional safety assessment, then choose least restrictive safe option.",False
aging_parent,standard_cot,11,gpt-5.4-nano,5047,False,3,2,2,[],True,"Get safety assessment, then choose least-restrictive safe option with trial period.",False
aging_parent,standard_cot,9,gpt-5.4-nano,4477,False,3,2,2,[],True,"Move parent to memory care facility with humane, gradual transition plan.",False
aging_parent,standard_cot,12,gpt-5.4-nano,4770,False,3,2,2,[],False,no commitment,False
aging_parent,standard_cot,16,gpt-5.4-nano,4811,False,3,2,2,[],True,"Get urgent safety assessment, then move to memory care if home unsafe",False
aging_parent,standard_cot,18,gpt-5.4-nano,4331,False,3,2,2,[],True,"If home care is unsafe, move parent to memory care facility with trial placement.",False
aging_parent,standard_cot,17,gpt-5.4-nano,4792,False,3,3,2,[],False,no commitment,False
aging_parent,standard_cot,15,gpt-5.4-nano,4253,False,3,2,2,[],False,no commitment,False
aging_parent,standard_cot,14,gpt-5.4-nano,4285,False,3,2,2,[],True,Move parent to memory care facility with relationship-preserving transition plan.,False
aging_parent,standard_cot,19,gpt-5.4-nano,5269,False,3,3,2,[],True,"Get urgent safety assessment; if home unsafe, move to memory care with careful transition.",False
aging_parent,narrative_cot,0,gpt-5.4-nano,12504,False,6,3,2,[],True,"Move parent to memory care facility with personalized, dignity-focused transition.",False
aging_parent,narrative_cot,5,gpt-5.4-nano,11774,False,6,3,3,[],True,Move parent to memory care facility within two weeks with transition plan.,False
aging_parent,narrative_cot,2,gpt-5.4-nano,16039,False,6,4,3,[],True,Move parent to memory care facility with dignity-preserving transition measures.,False
aging_parent,narrative_cot,1,gpt-5.4-nano,15720,False,6,3,3,[],True,Move parent to memory care with person-centered transition and continued family involvement.,False
aging_parent,narrative_cot,6,gpt-5.4-nano,15517,False,5,4,3,[],True,Move parent to memory care facility within two weeks with transition plan.,False
aging_parent,narrative_cot,4,gpt-5.4-nano,14739,False,7,3,3,[],True,"Move parent to memory care facility with personalized, family-involved transition.",False
aging_parent,narrative_cot,3,gpt-5.4-nano,13003,False,6,3,3,[],True,Move parent to memory care facility now with compassionate planned transition,False
aging_parent,narrative_cot,8,gpt-5.4-nano,13417,False,7,3,3,[],True,Move parent to memory care facility with dignity-preserving transition plan.,False
aging_parent,narrative_cot,7,gpt-5.4-nano,13473,False,5,3,3,[],True,Move parent to memory care facility with deliberate transition plan and family involvement.,False
aging_parent,narrative_cot,11,gpt-5.4-nano,11248,False,7,3,3,[],True,Move parent to memory care facility with careful transition and family involvement.,False
aging_parent,narrative_cot,9,gpt-5.4-nano,11498,False,6,3,3,[],True,Move parent to memory care facility within two weeks with careful transition.,False
aging_parent,narrative_cot,12,gpt-5.4-nano,12447,False,5,3,3,[],True,Move parent to memory care facility with deliberate comfort-focused transition plan.,False
aging_parent,narrative_cot,10,gpt-5.4-nano,11837,False,6,4,2,[],True,Move parent to memory care facility within two weeks with careful transition planning.,False
aging_parent,narrative_cot,15,gpt-5.4-nano,16000,False,5,3,3,[],True,Move parent to memory care now with humane transition and frequent family visits.,False
aging_parent,narrative_cot,13,gpt-5.4-nano,13405,False,6,3,3,[],True,Move parent to memory care facility within two weeks while staying involved.,False
aging_parent,narrative_cot,19,gpt-5.4-nano,13146,False,6,3,3,[],True,"Move parent to memory care facility via planned, values-respecting transition.",False
aging_parent,narrative_cot,18,gpt-5.4-nano,12629,False,6,3,2,['care ethics'],True,Move parent to memory care facility within two weeks with structured transition plan.,False
aging_parent,narrative_cot,16,gpt-5.4-nano,13840,False,5,3,2,[],True,Move parent to memory care with careful person-centered transition and family involvement.,False
aging_parent,narrative_cot,14,gpt-5.4-nano,16485,False,6,3,3,[],True,Move parent to memory care facility within two weeks with person-centered transition.,False
av_engineer,baseline_io,0,gpt-5.4-nano,1483,False,2,2,1,[],True,Recommend Policy 1: minimize total expected injuries across all road users.,False
av_engineer,baseline_io,2,gpt-5.4-nano,1344,False,2,2,0,[],True,Recommend Policy 1: minimize total expected injuries regardless of who is harmed.,False
av_engineer,baseline_io,4,gpt-5.4-nano,1459,False,2,2,0,[],True,Recommend Policy 1: minimize total expected injuries across all road users.,False
av_engineer,baseline_io,1,gpt-5.4-nano,1557,False,2,2,0,[],True,Recommend Policy 1: minimize total expected injuries system-wide.,False
aging_parent,narrative_cot,17,gpt-5.4-nano,13103,False,5,3,3,[],True,Move parent to memory care facility with careful person-centered transition and family involvement.,False
av_engineer,baseline_io,6,gpt-5.4-nano,1363,False,2,2,1,[],True,Recommend Policy 1: minimize total expected injuries across all road users.,False
av_engineer,baseline_io,9,gpt-5.4-nano,1554,False,3,2,0,[],True,Recommend Policy 1: minimize total expected injuries impartially across all road users.,False
av_engineer,baseline_io,7,gpt-5.4-nano,1297,False,3,1,0,[],True,Recommend Policy 1: minimize total expected injuries without regard to who is harmed.,False
av_engineer,baseline_io,3,gpt-5.4-nano,1848,False,2,2,1,[],True,Adopt Policy 1: minimize total expected injuries impartially across all road users.,False
av_engineer,baseline_io,5,gpt-5.4-nano,1698,False,2,1,0,[],True,Recommend Policy 1: minimize total expected injuries impartially across all road users.,False
av_engineer,baseline_io,11,gpt-5.4-nano,1360,False,3,2,0,[],True,Recommend Policy 1: minimize total expected injuries regardless of who is harmed.,False
av_engineer,baseline_io,13,gpt-5.4-nano,1300,False,2,2,0,[],True,Recommend Policy 1: minimize total expected injuries across all road users.,False
av_engineer,baseline_io,8,gpt-5.4-nano,1634,False,2,1,1,[],True,Recommend Policy 1: minimize total expected injuries impartially across all road users.,False
av_engineer,baseline_io,14,gpt-5.4-nano,1360,False,2,2,0,[],True,Recommend Policy 1: minimize total expected injuries impartially across all road users.,False
av_engineer,baseline_io,12,gpt-5.4-nano,1202,False,2,2,0,[],True,Adopt Policy 1: minimize total expected injuries impartially across all road users.,False
av_engineer,baseline_io,17,gpt-5.4-nano,1773,False,3,2,1,[],True,Recommend Policy 1: minimize total expected injuries without regard to who is harmed.,False
av_engineer,baseline_io,10,gpt-5.4-nano,1504,False,2,2,1,[],True,Recommend Policy 1: minimize total expected injuries without regard to who is harmed.,False
av_engineer,baseline_io,15,gpt-5.4-nano,1303,False,3,2,1,[],True,Recommend Policy 1: minimize total expected injuries impartially across all road users.,False
av_engineer,baseline_io,16,gpt-5.4-nano,1349,False,2,2,0,[],True,Recommend Policy 1: minimize total expected injuries impartially across all road users.,False
av_engineer,baseline_io,19,gpt-5.4-nano,1381,False,2,2,0,[],True,Recommend Policy 1: minimize total expected injuries across all road users.,False
av_engineer,baseline_io,18,gpt-5.4-nano,1368,False,2,2,0,[],True,Recommend Policy 1: minimize total expected injuries across all road users,False
av_engineer,standard_cot,2,gpt-5.4-nano,1821,False,3,2,1,[],True,Recommend Policy 1: minimize total expected injuries impartially across all road users.,False
av_engineer,standard_cot,1,gpt-5.4-nano,2555,False,3,1,0,[],True,Recommend Policy 1: minimize total expected injuries without regard to who is harmed.,False
av_engineer,standard_cot,0,gpt-5.4-nano,1469,False,3,1,0,[],True,Recommend Policy 1: minimize total expected injuries for all road users.,False
av_engineer,standard_cot,3,gpt-5.4-nano,2324,False,4,2,0,[],True,Recommend Policy 1: minimize total expected injuries citywide without favoritism.,False
av_engineer,standard_cot,4,gpt-5.4-nano,2661,False,2,2,1,[],True,Recommend Policy 1: minimize total expected injuries across all road users.,False
av_engineer,standard_cot,6,gpt-5.4-nano,1913,False,3,2,1,['consequentialist'],True,Recommend Policy 1: minimize total expected injuries regardless of who is harmed.,False
av_engineer,standard_cot,7,gpt-5.4-nano,2200,False,3,2,0,[],True,Recommend Policy 1: minimize total expected injuries impartially across all road users.,False
