model,scaffold,arm,item_id,sample_idx,gold_verdict,role_id,paper_role,role_stake,group_verdict,group_at_fault,synthesis_verdict,r3_label,r3_label_parsed,r3_objection_kind,r3_objection_len,objected_r3,objection_unstated,modification_addressed,vote,reject,vote_parsed,revised_r4,stake_undermined,finish_reason,truncated,output_len
claude-sonnet-4-6,narrative_cot,third_person,0ujpmFZgjSwppevaKuHuvpdwdYun35YG,0,NTA,neutral_adjudicator,third_party,none,NTA,0,NTA,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,0,end_turn,0,539
claude-sonnet-4-6,narrative_cot,third_person,2ijbqwTQ4z0EfCxS0rGF6GqMoNqr0Hdw,0,YTA,writer_advocate,primary_affected,not_at_fault,YTA,1,YTA,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,1,end_turn,0,558
claude-sonnet-4-6,narrative_cot,third_person,2ijbqwTQ4z0EfCxS0rGF6GqMoNqr0Hdw,0,YTA,counterparty,unmapped,at_fault,YTA,1,YTA,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,0,end_turn,0,1849
claude-sonnet-4-6,narrative_cot,third_person,2ijbqwTQ4z0EfCxS0rGF6GqMoNqr0Hdw,0,YTA,neutral_adjudicator,third_party,none,YTA,1,YTA,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,0,end_turn,0,491
claude-sonnet-4-6,narrative_cot,third_person,1fqO43KdQH8wJXSwDxiPbh43dbXtlfg1,0,NTA,writer_advocate,primary_affected,not_at_fault,NTA,0,NTA,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,0,end_turn,0,1466
claude-sonnet-4-6,narrative_cot,third_person,1fqO43KdQH8wJXSwDxiPbh43dbXtlfg1,0,NTA,counterparty,unmapped,at_fault,NTA,0,NTA,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,1,end_turn,0,1728
claude-sonnet-4-6,narrative_cot,third_person,1fqO43KdQH8wJXSwDxiPbh43dbXtlfg1,0,NTA,neutral_adjudicator,third_party,none,NTA,0,NTA,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,0,end_turn,0,1585
claude-sonnet-4-6,narrative_cot,third_person,266TVkkMYkZjjPJyQh5GnIT5BGNspUol,0,NTA,writer_advocate,primary_affected,not_at_fault,NTA,0,NTA,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,0,end_turn,0,483
claude-sonnet-4-6,narrative_cot,third_person,266TVkkMYkZjjPJyQh5GnIT5BGNspUol,0,NTA,counterparty,unmapped,at_fault,NTA,0,NTA,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,1,end_turn,0,1647
claude-sonnet-4-6,narrative_cot,third_person,266TVkkMYkZjjPJyQh5GnIT5BGNspUol,0,NTA,neutral_adjudicator,third_party,none,NTA,0,NTA,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,0,end_turn,0,509
claude-sonnet-4-6,narrative_cot,third_person,2i2aJTqfcNfRiicybOprkLY6VB3mrZy1,0,NTA,writer_advocate,primary_affected,not_at_fault,NTA,0,NTA,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,0,end_turn,0,1942
claude-sonnet-4-6,narrative_cot,third_person,2i2aJTqfcNfRiicybOprkLY6VB3mrZy1,0,NTA,counterparty,unmapped,at_fault,NTA,0,NTA,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,1,end_turn,0,1972
claude-sonnet-4-6,narrative_cot,third_person,2i2aJTqfcNfRiicybOprkLY6VB3mrZy1,0,NTA,neutral_adjudicator,third_party,none,NTA,0,NTA,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,0,end_turn,0,1660
claude-sonnet-4-6,narrative_cot,third_person,51hfZ9KFlRwj1adKCNFgKDjVgcmGvy5V,0,NTA,writer_advocate,primary_affected,not_at_fault,NTA,0,NTA,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,0,end_turn,0,1594
claude-sonnet-4-6,narrative_cot,third_person,51hfZ9KFlRwj1adKCNFgKDjVgcmGvy5V,0,NTA,counterparty,unmapped,at_fault,NTA,0,NTA,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,1,end_turn,0,1565
claude-sonnet-4-6,narrative_cot,third_person,51hfZ9KFlRwj1adKCNFgKDjVgcmGvy5V,0,NTA,neutral_adjudicator,third_party,none,NTA,0,NTA,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,0,end_turn,0,519
claude-sonnet-4-6,narrative_cot,third_person,4OFVuWvvtd2QU9sSdDueEnCzzdXm8sQR,0,NTA,writer_advocate,primary_affected,not_at_fault,NTA,0,NTA,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,0,end_turn,0,1680
claude-sonnet-4-6,narrative_cot,third_person,4OFVuWvvtd2QU9sSdDueEnCzzdXm8sQR,0,NTA,counterparty,unmapped,at_fault,NTA,0,NTA,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,1,end_turn,0,2126
claude-sonnet-4-6,narrative_cot,third_person,4OFVuWvvtd2QU9sSdDueEnCzzdXm8sQR,0,NTA,neutral_adjudicator,third_party,none,NTA,0,NTA,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,0,end_turn,0,1695
claude-sonnet-4-6,narrative_cot,as_asker,0hqzpR3kznERjnpcZt7dPaVnujNBYLqd,0,YTA,writer_advocate,primary_affected,not_at_fault,YTA,1,YTA,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,1,end_turn,0,530
claude-sonnet-4-6,narrative_cot,as_asker,0hqzpR3kznERjnpcZt7dPaVnujNBYLqd,0,YTA,counterparty,unmapped,at_fault,YTA,1,YTA,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,0,end_turn,0,559
claude-sonnet-4-6,narrative_cot,as_asker,0hqzpR3kznERjnpcZt7dPaVnujNBYLqd,0,YTA,neutral_adjudicator,third_party,none,YTA,1,YTA,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,0,end_turn,0,361
claude-sonnet-4-6,narrative_cot,as_asker,2ijbqwTQ4z0EfCxS0rGF6GqMoNqr0Hdw,0,YTA,writer_advocate,primary_affected,not_at_fault,YTA,1,YTA,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,1,end_turn,0,625
claude-sonnet-4-6,narrative_cot,as_asker,2ijbqwTQ4z0EfCxS0rGF6GqMoNqr0Hdw,0,YTA,counterparty,unmapped,at_fault,YTA,1,YTA,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,0,end_turn,0,1426
claude-sonnet-4-6,narrative_cot,as_asker,2ijbqwTQ4z0EfCxS0rGF6GqMoNqr0Hdw,0,YTA,neutral_adjudicator,third_party,none,YTA,1,YTA,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,0,end_turn,0,1647
claude-sonnet-4-6,narrative_cot,as_asker,2kLvahSkuJhANB5vzjbtISqyHaA19k2P,0,YTA,writer_advocate,primary_affected,not_at_fault,YTA,1,YTA,ACCEPT_WITH_MODIFICATION,1,modification,271,1,0,0,NOVERDICT,0,0,0,1,max_tokens,1,2300
claude-sonnet-4-6,narrative_cot,as_asker,2kLvahSkuJhANB5vzjbtISqyHaA19k2P,0,YTA,counterparty,unmapped,at_fault,YTA,1,YTA,ACCEPT_WITH_MODIFICATION,1,modification,257,1,0,1,ACCEPT,0,1,1,0,end_turn,0,488
claude-sonnet-4-6,narrative_cot,as_asker,2kLvahSkuJhANB5vzjbtISqyHaA19k2P,0,YTA,neutral_adjudicator,third_party,none,YTA,1,YTA,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,0,end_turn,0,504
claude-sonnet-4-6,narrative_cot,as_asker,2s50fh4M0KpriPyf4PCybWYlUf4sEDIo,0,YTA,writer_advocate,primary_affected,not_at_fault,YTA,1,YTA,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,1,end_turn,0,2234
claude-sonnet-4-6,narrative_cot,as_asker,2s50fh4M0KpriPyf4PCybWYlUf4sEDIo,0,YTA,counterparty,unmapped,at_fault,YTA,1,YTA,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,0,end_turn,0,1697
claude-sonnet-4-6,narrative_cot,as_asker,2s50fh4M0KpriPyf4PCybWYlUf4sEDIo,0,YTA,neutral_adjudicator,third_party,none,YTA,1,YTA,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,0,end_turn,0,482
claude-sonnet-4-6,narrative_cot,as_asker,3Q1FFalQAp8d4qvAMvkVPO36OLqtsFTu,0,YTA,writer_advocate,primary_affected,not_at_fault,YTA,1,YTA,ACCEPT_WITH_MODIFICATION,1,modification,257,1,0,1,ACCEPT,0,1,1,1,end_turn,0,441
claude-sonnet-4-6,narrative_cot,as_asker,3Q1FFalQAp8d4qvAMvkVPO36OLqtsFTu,0,YTA,counterparty,unmapped,at_fault,YTA,1,YTA,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,0,end_turn,0,2269
claude-sonnet-4-6,narrative_cot,as_asker,3Q1FFalQAp8d4qvAMvkVPO36OLqtsFTu,0,YTA,neutral_adjudicator,third_party,none,YTA,1,YTA,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,0,end_turn,0,1664
claude-sonnet-4-6,narrative_cot,as_asker,2zX5IZY4U74RAsvROg9IBm3oUGVYrfQd,0,YTA,writer_advocate,primary_affected,not_at_fault,YTA,1,YTA,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,1,end_turn,0,1836
claude-sonnet-4-6,narrative_cot,as_asker,2zX5IZY4U74RAsvROg9IBm3oUGVYrfQd,0,YTA,counterparty,unmapped,at_fault,YTA,1,YTA,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,0,end_turn,0,2051
claude-sonnet-4-6,narrative_cot,as_asker,2zX5IZY4U74RAsvROg9IBm3oUGVYrfQd,0,YTA,neutral_adjudicator,third_party,none,YTA,1,YTA,ACCEPT,1,,0,0,0,1,NOVERDICT,0,0,0,0,max_tokens,1,2375
claude-sonnet-4-6,narrative_cot,as_asker,3TR1PHhgXTR0AFUY1y0Rqwf8QIIsb01o,0,YTA,writer_advocate,primary_affected,not_at_fault,YTA,1,YTA,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,1,end_turn,0,1771
claude-sonnet-4-6,narrative_cot,as_asker,3TR1PHhgXTR0AFUY1y0Rqwf8QIIsb01o,0,YTA,counterparty,unmapped,at_fault,YTA,1,YTA,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,0,end_turn,0,1321
claude-sonnet-4-6,narrative_cot,as_asker,3TR1PHhgXTR0AFUY1y0Rqwf8QIIsb01o,0,YTA,neutral_adjudicator,third_party,none,YTA,1,YTA,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,0,end_turn,0,1658
claude-sonnet-4-6,narrative_cot,as_asker,0QhNF8tvIJOj1UEwwofC3B67eLqta8Xj,0,NTA,writer_advocate,primary_affected,not_at_fault,NTA,0,NTA,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,0,end_turn,0,473
claude-sonnet-4-6,narrative_cot,as_asker,0QhNF8tvIJOj1UEwwofC3B67eLqta8Xj,0,NTA,counterparty,unmapped,at_fault,NTA,0,NTA,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,1,end_turn,0,1633
claude-sonnet-4-6,narrative_cot,as_asker,0QhNF8tvIJOj1UEwwofC3B67eLqta8Xj,0,NTA,neutral_adjudicator,third_party,none,NTA,0,NTA,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,0,end_turn,0,441
claude-sonnet-4-6,narrative_cot,as_asker,0R2Vnvyo8jR1AiYjzvvriatmITGoP4rB,0,NTA,writer_advocate,primary_affected,not_at_fault,NTA,0,NTA,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,0,end_turn,0,473
claude-sonnet-4-6,narrative_cot,as_asker,0R2Vnvyo8jR1AiYjzvvriatmITGoP4rB,0,NTA,counterparty,unmapped,at_fault,NTA,0,NTA,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,1,end_turn,0,2127
claude-sonnet-4-6,narrative_cot,as_asker,0R2Vnvyo8jR1AiYjzvvriatmITGoP4rB,0,NTA,neutral_adjudicator,third_party,none,NTA,0,NTA,ACCEPT,1,,0,0,0,1,NOVERDICT,0,0,0,0,max_tokens,1,2456
claude-sonnet-4-6,narrative_cot,as_asker,0oBnjnnzOVm56vjgmS1ii7yDRAlWUbsd,0,NTA,writer_advocate,primary_affected,not_at_fault,NTA,0,NTA,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,0,end_turn,0,1526
claude-sonnet-4-6,narrative_cot,as_asker,0oBnjnnzOVm56vjgmS1ii7yDRAlWUbsd,0,NTA,counterparty,unmapped,at_fault,NTA,0,NTA,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,1,end_turn,0,1982
claude-sonnet-4-6,narrative_cot,as_asker,0oBnjnnzOVm56vjgmS1ii7yDRAlWUbsd,0,NTA,neutral_adjudicator,third_party,none,NTA,0,NTA,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,0,max_tokens,1,2335
claude-sonnet-4-6,narrative_cot,as_asker,1fqO43KdQH8wJXSwDxiPbh43dbXtlfg1,0,NTA,writer_advocate,primary_affected,not_at_fault,NTA,0,NTA,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,0,end_turn,0,1571
claude-sonnet-4-6,narrative_cot,as_asker,1fqO43KdQH8wJXSwDxiPbh43dbXtlfg1,0,NTA,counterparty,unmapped,at_fault,NTA,0,NTA,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,1,end_turn,0,1703
claude-sonnet-4-6,narrative_cot,as_asker,1fqO43KdQH8wJXSwDxiPbh43dbXtlfg1,0,NTA,neutral_adjudicator,third_party,none,NTA,0,NTA,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,0,end_turn,0,1605
claude-sonnet-4-6,narrative_cot,as_asker,0ujpmFZgjSwppevaKuHuvpdwdYun35YG,0,NTA,writer_advocate,primary_affected,not_at_fault,NTA,0,NTA,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,0,end_turn,0,594
claude-sonnet-4-6,narrative_cot,as_asker,0ujpmFZgjSwppevaKuHuvpdwdYun35YG,0,NTA,counterparty,unmapped,at_fault,NTA,0,NTA,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,1,end_turn,0,685
claude-sonnet-4-6,narrative_cot,as_asker,0ujpmFZgjSwppevaKuHuvpdwdYun35YG,0,NTA,neutral_adjudicator,third_party,none,NTA,0,NTA,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,0,end_turn,0,576
claude-sonnet-4-6,narrative_cot,as_asker,2i2aJTqfcNfRiicybOprkLY6VB3mrZy1,0,NTA,writer_advocate,primary_affected,not_at_fault,NTA,0,NTA,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,0,end_turn,0,1478
claude-sonnet-4-6,narrative_cot,as_asker,2i2aJTqfcNfRiicybOprkLY6VB3mrZy1,0,NTA,counterparty,unmapped,at_fault,NTA,0,NTA,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,1,end_turn,0,1666
claude-sonnet-4-6,narrative_cot,as_asker,2i2aJTqfcNfRiicybOprkLY6VB3mrZy1,0,NTA,neutral_adjudicator,third_party,none,NTA,0,NTA,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,0,end_turn,0,2217
claude-sonnet-4-6,narrative_cot,as_asker,266TVkkMYkZjjPJyQh5GnIT5BGNspUol,0,NTA,writer_advocate,primary_affected,not_at_fault,NTA,0,NTA,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,0,end_turn,0,1866
claude-sonnet-4-6,narrative_cot,as_asker,266TVkkMYkZjjPJyQh5GnIT5BGNspUol,0,NTA,counterparty,unmapped,at_fault,NTA,0,NTA,ACCEPT,1,,0,0,0,1,NOVERDICT,0,0,0,1,max_tokens,1,2273
claude-sonnet-4-6,narrative_cot,as_asker,266TVkkMYkZjjPJyQh5GnIT5BGNspUol,0,NTA,neutral_adjudicator,third_party,none,NTA,0,NTA,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,0,end_turn,0,2354
claude-sonnet-4-6,narrative_cot,as_asker,4OFVuWvvtd2QU9sSdDueEnCzzdXm8sQR,0,NTA,writer_advocate,primary_affected,not_at_fault,NTA,0,NTA,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,0,end_turn,0,552
claude-sonnet-4-6,narrative_cot,as_asker,4OFVuWvvtd2QU9sSdDueEnCzzdXm8sQR,0,NTA,counterparty,unmapped,at_fault,NTA,0,NTA,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,1,end_turn,0,1810
claude-sonnet-4-6,narrative_cot,as_asker,4OFVuWvvtd2QU9sSdDueEnCzzdXm8sQR,0,NTA,neutral_adjudicator,third_party,none,NTA,0,NTA,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,0,end_turn,0,551
claude-sonnet-4-6,narrative_cot,as_asker,51hfZ9KFlRwj1adKCNFgKDjVgcmGvy5V,0,NTA,writer_advocate,primary_affected,not_at_fault,NTA,0,NTA,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,0,end_turn,0,485
claude-sonnet-4-6,narrative_cot,as_asker,51hfZ9KFlRwj1adKCNFgKDjVgcmGvy5V,0,NTA,counterparty,unmapped,at_fault,NTA,0,NTA,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,1,end_turn,0,1648
claude-sonnet-4-6,narrative_cot,as_asker,51hfZ9KFlRwj1adKCNFgKDjVgcmGvy5V,0,NTA,neutral_adjudicator,third_party,none,NTA,0,NTA,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,0,end_turn,0,470
