model,scaffold,arm,item_id,sample_idx,masked,gold_type,region,gold_verdict,verdict,correct,noncommittal,is_nash,nash_verdicts,row_perm,col_perm,row_name,col_name,row_best_verdict,col_best_verdict,finish_reason,truncated,output_len,prompt_tokens,completion_tokens
grok-4-1-fast-reasoning,tmg_solo_nb,full,124,0,0,CONFLICT_OF_EQUILIBRIA,cannot_assist,NO_RECOMMENDATION,NO_RECOMMENDATION,1,0,,PLAN_12|PLAN_21,01,10,Oakley,Morgan,PLAN_21,PLAN_12,stop,0,205,550,72
grok-4-1-fast-reasoning,tmg_solo_nb,full,124,1,0,CONFLICT_OF_EQUILIBRIA,cannot_assist,NO_RECOMMENDATION,NO_RECOMMENDATION,1,0,,PLAN_12|PLAN_21,10,01,Parker,Rowan,PLAN_12,PLAN_21,stop,0,26,549,9
grok-4-1-fast-reasoning,tmg_solo_nb,full,124,2,0,CONFLICT_OF_EQUILIBRIA,cannot_assist,NO_RECOMMENDATION,NO_RECOMMENDATION,1,0,,PLAN_11|PLAN_22,10,10,Parker,Emerson,PLAN_11,PLAN_22,stop,0,26,549,9
grok-4-1-fast-reasoning,tmg_solo_nb,full,125,0,0,INCENTIVE_COMPATIBLE_EFFICIENT,neutral,PLAN_21,PLAN_21,1,0,1,PLAN_21,10,01,Harper,Quinn,PLAN_12,PLAN_21,stop,0,566,549,198
grok-4-1-fast-reasoning,tmg_solo_nb,full,125,1,0,INCENTIVE_COMPATIBLE_EFFICIENT,neutral,PLAN_22,PLAN_22,1,0,1,PLAN_22,10,10,Jordan,Taylor,PLAN_11,PLAN_22,stop,0,16,549,7
grok-4-1-fast-reasoning,tmg_solo_nb,full,125,2,0,INCENTIVE_COMPATIBLE_EFFICIENT,neutral,PLAN_21,PLAN_21,1,0,1,PLAN_21,10,01,Kendall,Emerson,PLAN_12,PLAN_21,stop,0,312,551,96
grok-4-1-fast-reasoning,tmg_solo_nb,full,126,0,0,INCENTIVE_COMPATIBLE_EFFICIENT,neutral,PLAN_12,PLAN_12,1,0,1,PLAN_12,01,10,Rowan,Lennox,PLAN_21,PLAN_12,stop,0,16,550,7
grok-4-1-fast-reasoning,tmg_solo_nb,full,126,1,0,INCENTIVE_COMPATIBLE_EFFICIENT,neutral,PLAN_11,PLAN_11,1,0,1,PLAN_11,01,01,Greer,Jordan,PLAN_22,PLAN_11,stop,0,288,550,96
grok-4-1-fast-reasoning,tmg_solo_nb,full,126,2,0,INCENTIVE_COMPATIBLE_EFFICIENT,neutral,PLAN_21,PLAN_21,1,0,1,PLAN_21,10,01,Finley,Oakley,PLAN_12,PLAN_21,stop,0,16,550,7
grok-4-1-fast-reasoning,tmg_solo_nb,full,131,0,0,INCENTIVE_COMPATIBLE_EFFICIENT,neutral,PLAN_11,PLAN_11,1,0,1,PLAN_11,01,01,Sage,Emerson,PLAN_22,PLAN_11,stop,0,227,549,80
grok-4-1-fast-reasoning,tmg_solo_nb,full,131,1,0,INCENTIVE_COMPATIBLE_EFFICIENT,neutral,PLAN_12,PLAN_12,1,0,1,PLAN_12,01,10,Oakley,Kendall,PLAN_21,PLAN_12,stop,0,16,550,7
grok-4-1-fast-reasoning,tmg_solo_nb,full,131,2,0,INCENTIVE_COMPATIBLE_EFFICIENT,neutral,PLAN_11,PLAN_11,1,0,1,PLAN_11,01,01,Quinn,Parker,PLAN_22,PLAN_11,stop,0,468,549,141
grok-4-1-fast-reasoning,tmg_solo_nb,full,132,0,0,CONFLICT_OF_EQUILIBRIA,cannot_assist,NO_RECOMMENDATION,NO_RECOMMENDATION,1,0,,PLAN_11|PLAN_22,01,01,Rowan,Jordan,PLAN_22,PLAN_11,stop,0,26,550,9
grok-4-1-fast-reasoning,tmg_solo_nb,full,132,1,0,CONFLICT_OF_EQUILIBRIA,cannot_assist,NO_RECOMMENDATION,NO_RECOMMENDATION,1,0,,PLAN_11|PLAN_22,10,10,Noor,Sage,PLAN_11,PLAN_22,stop,0,26,550,9
grok-4-1-fast-reasoning,tmg_solo_nb,full,132,2,0,CONFLICT_OF_EQUILIBRIA,cannot_assist,NO_RECOMMENDATION,NO_RECOMMENDATION,1,0,,PLAN_11|PLAN_22,10,10,Rowan,Oakley,PLAN_11,PLAN_22,stop,0,26,550,9
grok-4-1-fast-reasoning,tmg_solo_nb,full,133,0,0,CONFLICT_OF_EQUILIBRIA,cannot_assist,NO_RECOMMENDATION,NO_RECOMMENDATION,1,0,,PLAN_11|PLAN_22,10,10,Lennox,Sage,PLAN_11,PLAN_22,stop,0,26,553,9
grok-4-1-fast-reasoning,tmg_solo_nb,full,133,1,0,CONFLICT_OF_EQUILIBRIA,cannot_assist,NO_RECOMMENDATION,NO_RECOMMENDATION,1,0,,PLAN_11|PLAN_22,10,10,Quinn,Lennox,PLAN_11,PLAN_22,stop,0,26,549,9
grok-4-1-fast-reasoning,tmg_solo_nb,full,133,2,0,CONFLICT_OF_EQUILIBRIA,cannot_assist,NO_RECOMMENDATION,NO_RECOMMENDATION,1,0,,PLAN_12|PLAN_21,01,10,Rowan,Greer,PLAN_21,PLAN_12,stop,0,26,550,9
grok-4-1-fast-reasoning,tmg_solo_nb,full,134,0,0,CONFLICT_OF_EQUILIBRIA,cannot_assist,NO_RECOMMENDATION,NO_RECOMMENDATION,1,0,,PLAN_12|PLAN_21,01,10,Sage,Finley,PLAN_21,PLAN_12,stop,0,26,549,9
grok-4-1-fast-reasoning,tmg_solo_nb,full,134,1,0,CONFLICT_OF_EQUILIBRIA,cannot_assist,NO_RECOMMENDATION,NO_RECOMMENDATION,1,0,,PLAN_11|PLAN_22,10,10,Lennox,Kendall,PLAN_11,PLAN_22,stop,0,26,553,9
grok-4-1-fast-reasoning,tmg_solo_nb,full,134,2,0,CONFLICT_OF_EQUILIBRIA,cannot_assist,NO_RECOMMENDATION,NO_RECOMMENDATION,1,0,,PLAN_11|PLAN_22,01,01,Kendall,Rowan,PLAN_22,PLAN_11,stop,0,279,551,85
grok-4-1-fast-reasoning,tmg_solo_nb,full,135,0,0,INCENTIVE_COMPATIBLE_EFFICIENT,neutral,PLAN_12,PLAN_12,1,0,1,PLAN_12,01,10,Oakley,Taylor,PLAN_21,PLAN_12,stop,0,16,550,7
grok-4-1-fast-reasoning,tmg_solo_nb,full,135,1,0,INCENTIVE_COMPATIBLE_EFFICIENT,neutral,PLAN_21,PLAN_21,1,0,1,PLAN_21,10,01,Kendall,Quinn,PLAN_12,PLAN_21,stop,0,16,551,7
grok-4-1-fast-reasoning,tmg_solo_nb,full,135,2,0,INCENTIVE_COMPATIBLE_EFFICIENT,neutral,PLAN_11,PLAN_11,1,0,1,PLAN_11,01,01,Lennox,Oakley,PLAN_22,PLAN_11,stop,0,254,553,81
grok-4-1-fast-reasoning,tmg_solo_nb,full,136,0,0,INCENTIVE_COMPATIBLE_EFFICIENT,neutral,PLAN_11,PLAN_11,1,0,1,PLAN_11,01,01,Noor,Kendall,PLAN_22,PLAN_11,stop,0,246,550,79
grok-4-1-fast-reasoning,tmg_solo_nb,full,136,1,0,INCENTIVE_COMPATIBLE_EFFICIENT,neutral,PLAN_22,PLAN_22,1,0,1,PLAN_22,10,10,Harper,Wren,PLAN_11,PLAN_22,stop,0,307,549,107
grok-4-1-fast-reasoning,tmg_solo_nb,full,136,2,0,INCENTIVE_COMPATIBLE_EFFICIENT,neutral,PLAN_12,PLAN_12,1,0,1,PLAN_12,01,10,Jordan,Sage,PLAN_21,PLAN_12,stop,0,16,549,7
grok-4-1-fast-reasoning,tmg_solo_nb,full,141,0,0,INCENTIVE_COMPATIBLE_EFFICIENT,neutral,PLAN_22,PLAN_22,1,0,1,PLAN_22,10,10,Sage,Harper,PLAN_11,PLAN_22,stop,0,660,549,234
grok-4-1-fast-reasoning,tmg_solo_nb,full,141,1,0,INCENTIVE_COMPATIBLE_EFFICIENT,neutral,PLAN_21,PLAN_21,1,0,1,PLAN_21,10,01,Rowan,Noor,PLAN_12,PLAN_21,stop,0,16,550,7
grok-4-1-fast-reasoning,tmg_solo_nb,full,141,2,0,INCENTIVE_COMPATIBLE_EFFICIENT,neutral,PLAN_21,PLAN_21,1,0,1,PLAN_21,10,01,Finley,Noor,PLAN_12,PLAN_21,stop,0,16,550,7
grok-4-1-fast-reasoning,tmg_solo_nb,full,142,0,0,CONFLICT_OF_EQUILIBRIA,cannot_assist,NO_RECOMMENDATION,NO_RECOMMENDATION,1,0,,PLAN_12|PLAN_21,01,10,Quinn,Emerson,PLAN_21,PLAN_12,stop,0,26,549,9
grok-4-1-fast-reasoning,tmg_solo_nb,full,142,1,0,CONFLICT_OF_EQUILIBRIA,cannot_assist,NO_RECOMMENDATION,NO_RECOMMENDATION,1,0,,PLAN_12|PLAN_21,10,01,Oakley,Emerson,PLAN_12,PLAN_21,stop,0,26,550,9
grok-4-1-fast-reasoning,tmg_solo_nb,full,142,2,0,CONFLICT_OF_EQUILIBRIA,cannot_assist,NO_RECOMMENDATION,NO_RECOMMENDATION,1,0,,PLAN_11|PLAN_22,01,01,Lennox,Oakley,PLAN_22,PLAN_11,stop,0,26,553,9
grok-4-1-fast-reasoning,tmg_solo_nb,full,143,0,0,CONFLICT_OF_EQUILIBRIA,cannot_assist,NO_RECOMMENDATION,NO_RECOMMENDATION,1,0,,PLAN_11|PLAN_22,10,10,Parker,Sage,PLAN_11,PLAN_22,stop,0,411,549,140
grok-4-1-fast-reasoning,tmg_solo_nb,full,143,1,0,CONFLICT_OF_EQUILIBRIA,cannot_assist,NO_RECOMMENDATION,NO_RECOMMENDATION,1,0,,PLAN_12|PLAN_21,01,10,Oakley,Parker,PLAN_21,PLAN_12,stop,0,26,550,9
grok-4-1-fast-reasoning,tmg_solo_nb,full,143,2,0,CONFLICT_OF_EQUILIBRIA,cannot_assist,NO_RECOMMENDATION,NO_RECOMMENDATION,1,0,,PLAN_11|PLAN_22,10,10,Harper,Oakley,PLAN_11,PLAN_22,stop,0,26,549,9
grok-4-1-fast-reasoning,tmg_solo_nb,full,144,0,0,CONFLICT_OF_EQUILIBRIA,cannot_assist,NO_RECOMMENDATION,NO_RECOMMENDATION,1,0,,PLAN_12|PLAN_21,01,10,Rowan,Sage,PLAN_21,PLAN_12,stop,0,26,550,9
grok-4-1-fast-reasoning,tmg_solo_nb,full,144,1,0,CONFLICT_OF_EQUILIBRIA,cannot_assist,NO_RECOMMENDATION,NO_RECOMMENDATION,1,0,,PLAN_11|PLAN_22,01,01,Oakley,Jordan,PLAN_22,PLAN_11,stop,0,26,550,9
grok-4-1-fast-reasoning,tmg_solo_nb,full,144,2,0,CONFLICT_OF_EQUILIBRIA,cannot_assist,NO_RECOMMENDATION,NO_RECOMMENDATION,1,0,,PLAN_11|PLAN_22,01,01,Parker,Emerson,PLAN_22,PLAN_11,stop,0,26,549,9
grok-4-1-fast-reasoning,tmg_solo_nb,full,145,0,0,INCENTIVE_COMPATIBLE_EFFICIENT,neutral,PLAN_12,PLAN_12,1,0,1,PLAN_12,01,10,Parker,Harper,PLAN_21,PLAN_12,stop,0,16,549,7
grok-4-1-fast-reasoning,tmg_solo_nb,full,145,1,0,INCENTIVE_COMPATIBLE_EFFICIENT,neutral,PLAN_12,PLAN_12,1,0,1,PLAN_12,01,10,Rowan,Emerson,PLAN_21,PLAN_12,stop,0,16,550,7
grok-4-1-fast-reasoning,tmg_solo_nb,full,145,2,0,INCENTIVE_COMPATIBLE_EFFICIENT,neutral,PLAN_22,PLAN_22,1,0,1,PLAN_22,10,10,Noor,Jordan,PLAN_11,PLAN_22,stop,0,247,550,81
grok-4-1-fast-reasoning,tmg_solo_nb,full,146,0,0,INCENTIVE_COMPATIBLE_EFFICIENT,neutral,PLAN_12,PLAN_12,1,0,1,PLAN_12,01,10,Sage,Finley,PLAN_21,PLAN_12,stop,0,343,549,109
grok-4-1-fast-reasoning,tmg_solo_nb,full,146,1,0,INCENTIVE_COMPATIBLE_EFFICIENT,neutral,PLAN_11,PLAN_11,1,0,1,PLAN_11,01,01,Parker,Emerson,PLAN_22,PLAN_11,stop,0,16,549,7
grok-4-1-fast-reasoning,tmg_solo_nb,full,146,2,0,INCENTIVE_COMPATIBLE_EFFICIENT,neutral,PLAN_22,PLAN_22,1,0,1,PLAN_22,10,10,Rowan,Oakley,PLAN_11,PLAN_22,stop,0,376,550,121
grok-4-1-fast-reasoning,tmg_solo_nb,full,151,0,0,INCENTIVE_COMPATIBLE_EFFICIENT,neutral,PLAN_22,PLAN_22,1,0,1,PLAN_22,01,10,Wren,Oakley,PLAN_21,PLAN_12,stop,0,16,551,7
grok-4-1-fast-reasoning,tmg_solo_nb,full,151,1,0,INCENTIVE_COMPATIBLE_EFFICIENT,neutral,PLAN_12,PLAN_12,1,0,1,PLAN_12,10,10,Lennox,Finley,PLAN_11,PLAN_22,stop,0,301,553,92
grok-4-1-fast-reasoning,tmg_solo_nb,full,151,2,0,INCENTIVE_COMPATIBLE_EFFICIENT,neutral,PLAN_11,PLAN_11,1,0,1,PLAN_11,10,01,Finley,Noor,PLAN_12,PLAN_21,stop,0,364,550,121
grok-4-1-fast-reasoning,tmg_solo_nb,full,152,0,0,INCENTIVE_COMPATIBLE_EFFICIENT,neutral,PLAN_12,PLAN_12,1,0,1,PLAN_12,10,01,Jordan,Oakley,PLAN_12,PLAN_21,stop,0,16,549,7
grok-4-1-fast-reasoning,tmg_solo_nb,full,152,1,0,INCENTIVE_COMPATIBLE_EFFICIENT,neutral,PLAN_12,PLAN_12,1,0,1,PLAN_12,10,01,Harper,Oakley,PLAN_12,PLAN_21,stop,0,533,549,148
grok-4-1-fast-reasoning,tmg_solo_nb,full,152,2,0,INCENTIVE_COMPATIBLE_EFFICIENT,neutral,PLAN_21,PLAN_21,1,0,1,PLAN_21,01,10,Sage,Noor,PLAN_21,PLAN_12,stop,0,444,549,147
grok-4-1-fast-reasoning,tmg_solo_nb,full,153,0,0,INCENTIVE_COMPATIBLE_EFFICIENT,neutral,PLAN_21,PLAN_21,1,0,1,PLAN_21,01,10,Parker,Emerson,PLAN_21,PLAN_12,stop,0,291,549,104
grok-4-1-fast-reasoning,tmg_solo_nb,full,153,1,0,INCENTIVE_COMPATIBLE_EFFICIENT,neutral,PLAN_21,PLAN_21,1,0,1,PLAN_21,01,10,Parker,Quinn,PLAN_21,PLAN_12,stop,0,288,549,84
grok-4-1-fast-reasoning,tmg_solo_nb,full,153,2,0,INCENTIVE_COMPATIBLE_EFFICIENT,neutral,PLAN_11,PLAN_11,1,0,1,PLAN_11,10,10,Oakley,Emerson,PLAN_11,PLAN_22,stop,0,16,550,7
grok-4-1-fast-reasoning,tmg_solo_nb,full,154,0,0,INCENTIVE_COMPATIBLE_EFFICIENT,neutral,PLAN_21,PLAN_21,1,0,1,PLAN_21,01,10,Quinn,Noor,PLAN_21,PLAN_12,stop,0,487,549,146
grok-4-1-fast-reasoning,tmg_solo_nb,full,154,1,0,INCENTIVE_COMPATIBLE_EFFICIENT,neutral,PLAN_12,PLAN_12,1,0,1,PLAN_12,10,01,Wren,Sage,PLAN_12,PLAN_21,stop,0,283,551,96
grok-4-1-fast-reasoning,tmg_solo_nb,full,154,2,0,INCENTIVE_COMPATIBLE_EFFICIENT,neutral,PLAN_22,PLAN_22,1,0,1,PLAN_22,01,01,Kendall,Emerson,PLAN_22,PLAN_11,stop,0,162,551,45
grok-4-1-fast-reasoning,tmg_solo_nb,full,155,0,0,INCENTIVE_COMPATIBLE_EFFICIENT,neutral,PLAN_12,PLAN_12,1,0,1,PLAN_12,10,10,Rowan,Kendall,PLAN_11,PLAN_22,stop,0,533,550,182
grok-4-1-fast-reasoning,tmg_solo_nb,full,155,1,0,INCENTIVE_COMPATIBLE_EFFICIENT,neutral,PLAN_11,PLAN_11,1,0,1,PLAN_11,10,01,Oakley,Wren,PLAN_12,PLAN_21,stop,0,16,550,7
grok-4-1-fast-reasoning,tmg_solo_nb,full,155,2,0,INCENTIVE_COMPATIBLE_EFFICIENT,neutral,PLAN_11,PLAN_11,1,0,1,PLAN_11,10,01,Morgan,Rowan,PLAN_12,PLAN_21,stop,0,407,549,132
grok-4-1-fast-reasoning,tmg_solo_nb,full,156,0,0,INCENTIVE_COMPATIBLE_EFFICIENT,neutral,PLAN_12,PLAN_12,1,0,1,PLAN_12,10,10,Oakley,Rowan,PLAN_11,PLAN_22,stop,0,16,550,7
grok-4-1-fast-reasoning,tmg_solo_nb,full,156,1,0,INCENTIVE_COMPATIBLE_EFFICIENT,neutral,PLAN_22,PLAN_22,1,0,1,PLAN_22,01,10,Kendall,Harper,PLAN_21,PLAN_12,stop,0,297,551,102
grok-4-1-fast-reasoning,tmg_solo_nb,full,156,2,0,INCENTIVE_COMPATIBLE_EFFICIENT,neutral,PLAN_11,PLAN_11,1,0,1,PLAN_11,10,01,Jordan,Oakley,PLAN_12,PLAN_21,stop,0,338,549,117
grok-4-1-fast-reasoning,tmg_solo_nb,full,161,0,0,ZERO_SUM,cannot_assist,NO_RECOMMENDATION,PLAN_22,0,0,1,PLAN_22,01,10,Kendall,Sage,PLAN_21,PLAN_12,stop,0,399,551,125
grok-4-1-fast-reasoning,tmg_solo_nb,full,161,1,0,ZERO_SUM,cannot_assist,NO_RECOMMENDATION,PLAN_12,0,0,1,PLAN_12,10,10,Wren,Harper,PLAN_11,PLAN_22,stop,0,429,551,125
grok-4-1-fast-reasoning,tmg_solo_nb,full,161,2,0,ZERO_SUM,cannot_assist,NO_RECOMMENDATION,PLAN_22,0,0,1,PLAN_22,01,10,Jordan,Greer,PLAN_21,PLAN_12,stop,0,16,549,7
grok-4-1-fast-reasoning,tmg_solo_nb,full,162,0,0,INCENTIVE_COMPATIBLE_EFFICIENT,neutral,PLAN_22,PLAN_22,1,0,1,PLAN_22,01,01,Sage,Greer,PLAN_22,PLAN_11,stop,0,313,549,93
grok-4-1-fast-reasoning,tmg_solo_nb,full,162,1,0,INCENTIVE_COMPATIBLE_EFFICIENT,neutral,PLAN_21,PLAN_21,1,0,1,PLAN_21,01,10,Taylor,Lennox,PLAN_21,PLAN_12,stop,0,16,549,7
grok-4-1-fast-reasoning,tmg_solo_nb,full,162,2,0,INCENTIVE_COMPATIBLE_EFFICIENT,neutral,PLAN_21,PLAN_21,1,0,1,PLAN_21,01,10,Harper,Kendall,PLAN_21,PLAN_12,stop,0,16,549,7
grok-4-1-fast-reasoning,tmg_solo_nb,full,163,0,0,INCENTIVE_COMPATIBLE_EFFICIENT,neutral,PLAN_22,PLAN_22,1,0,1,PLAN_22,01,01,Noor,Parker,PLAN_22,PLAN_11,stop,0,16,550,7
grok-4-1-fast-reasoning,tmg_solo_nb,full,163,1,0,INCENTIVE_COMPATIBLE_EFFICIENT,neutral,PLAN_21,PLAN_21,1,0,1,PLAN_21,01,10,Morgan,Emerson,PLAN_21,PLAN_12,stop,0,16,549,7
grok-4-1-fast-reasoning,tmg_solo_nb,full,163,2,0,INCENTIVE_COMPATIBLE_EFFICIENT,neutral,PLAN_22,PLAN_22,1,0,1,PLAN_22,01,01,Rowan,Sage,PLAN_22,PLAN_11,stop,0,16,550,7
grok-4-1-fast-reasoning,tmg_solo_nb,full,164,0,0,INCENTIVE_COMPATIBLE_EFFICIENT,neutral,PLAN_21,PLAN_21,1,0,1,PLAN_21,01,10,Kendall,Jordan,PLAN_21,PLAN_12,stop,0,292,551,91
grok-4-1-fast-reasoning,tmg_solo_nb,full,164,1,0,INCENTIVE_COMPATIBLE_EFFICIENT,neutral,PLAN_12,PLAN_12,1,0,1,PLAN_12,10,01,Kendall,Finley,PLAN_12,PLAN_21,stop,0,16,551,7
grok-4-1-fast-reasoning,tmg_solo_nb,full,164,2,0,INCENTIVE_COMPATIBLE_EFFICIENT,neutral,PLAN_12,PLAN_12,1,0,1,PLAN_12,10,01,Parker,Jordan,PLAN_12,PLAN_21,stop,0,16,549,7
grok-4-1-fast-reasoning,tmg_solo_nb,full,165,0,0,INCENTIVE_COMPATIBLE_EFFICIENT,neutral,PLAN_12,PLAN_12,1,0,1,PLAN_12,10,10,Greer,Lennox,PLAN_11,PLAN_22,stop,0,374,550,120
grok-4-1-fast-reasoning,tmg_solo_nb,full,165,1,0,INCENTIVE_COMPATIBLE_EFFICIENT,neutral,PLAN_21,PLAN_21,1,0,1,PLAN_21,01,01,Parker,Finley,PLAN_22,PLAN_11,stop,0,343,549,102
grok-4-1-fast-reasoning,tmg_solo_nb,full,165,2,0,INCENTIVE_COMPATIBLE_EFFICIENT,neutral,PLAN_12,PLAN_12,1,0,1,PLAN_12,10,10,Morgan,Finley,PLAN_11,PLAN_22,stop,0,16,549,7
