scenario_id,perspective_id,sample_idx,gen_model,vote,decision_role,integrated_label
pharma_whistleblower,senior_colleague,5,gpt-5.4-nano,REJECT,primary_affected,patient_safety_and_external_reporting
pharma_whistleblower,data_scientist,7,gpt-5.4-nano,ACCEPT,decider,internal_corrective_action_with_escalation
pharma_whistleblower,future_subpopulation_patient,7,gpt-5.4-nano,ACCEPT,third_party,internal_corrective_action_with_escalation
pharma_whistleblower,data_scientist,8,gpt-5.4-nano,ACCEPT,decider,comprehensive_transparency_and_safety
pharma_whistleblower,data_scientist,8,gpt-4o,ACCEPT,decider,phased_transparency_strategy
pharma_whistleblower,future_subpopulation_patient,8,gpt-5.4-nano,ACCEPT,third_party,comprehensive_transparency_and_safety
pharma_whistleblower,senior_colleague,8,gpt-4o,ACCEPT,primary_affected,phased_transparency_strategy
pharma_whistleblower,senior_colleague,8,gpt-5.4-nano,REJECT,primary_affected,comprehensive_transparency_and_safety
pharma_whistleblower,senior_colleague,7,gpt-4o,ACCEPT,primary_affected,transparent_patient_advocacy
pharma_whistleblower,data_scientist,7,gpt-4o,ACCEPT,decider,transparent_patient_advocacy
pharma_whistleblower,future_subpopulation_patient,8,gpt-4o,ACCEPT,third_party,phased_transparency_strategy
pharma_whistleblower,future_subpopulation_patient,7,gpt-4o,ACCEPT,third_party,transparent_patient_advocacy
pharma_whistleblower,data_scientist,9,gpt-5.4-nano,ACCEPT,decider,independent_safety_audit_process
pharma_whistleblower,senior_colleague,7,gpt-5.4-nano,ACCEPT,primary_affected,internal_corrective_action_with_escalation
aging_parent,parent_lucid_moment,0,gpt-4o,ACCEPT,primary_affected,phased_memory_care_plan
aging_parent,sibling_a,0,gpt-4o,ACCEPT,decider,phased_memory_care_plan
pharma_whistleblower,future_subpopulation_patient,9,gpt-5.4-nano,ACCEPT,third_party,independent_safety_audit_process
pharma_whistleblower,senior_colleague,9,gpt-5.4-nano,ACCEPT,primary_affected,independent_safety_audit_process
aging_parent,rotating_caregiver,0,gpt-4o,ACCEPT,third_party,phased_memory_care_plan
aging_parent,sibling_a,2,gpt-5.4-nano,ACCEPT,decider,values_first_transition_plan
aging_parent,parent_lucid_moment,2,gpt-5.4-nano,ACCEPT,primary_affected,values_first_transition_plan
aging_parent,sibling_a,1,gpt-5.4-nano,ACCEPT,decider,dignity_first_memory_care_transition
aging_parent,rotating_caregiver,2,gpt-5.4-nano,ACCEPT,third_party,values_first_transition_plan
aging_parent,sibling_a,2,gpt-4o,ACCEPT,decider,hybrid_care_plan
aging_parent,parent_lucid_moment,2,gpt-4o,ACCEPT,primary_affected,hybrid_care_plan
aging_parent,rotating_caregiver,2,gpt-4o,ACCEPT,third_party,hybrid_care_plan
aging_parent,parent_lucid_moment,1,gpt-5.4-nano,ACCEPT,primary_affected,dignity_first_memory_care_transition
aging_parent,rotating_caregiver,1,gpt-5.4-nano,ACCEPT,third_party,dignity_first_memory_care_transition
aging_parent,parent_lucid_moment,4,gpt-5.4-nano,ACCEPT,primary_affected,comprehensive_care_plan
aging_parent,sibling_a,3,gpt-5.4-nano,ACCEPT,decider,dignified_memory_care_transition
aging_parent,sibling_a,4,gpt-5.4-nano,ACCEPT,decider,comprehensive_care_plan
aging_parent,rotating_caregiver,4,gpt-5.4-nano,ACCEPT,third_party,comprehensive_care_plan
aging_parent,sibling_a,3,gpt-4o,ACCEPT,decider,phased_transitional_plan
aging_parent,parent_lucid_moment,3,gpt-4o,ACCEPT,primary_affected,phased_transitional_plan
aging_parent,rotating_caregiver,3,gpt-4o,ACCEPT,third_party,phased_transitional_plan
aging_parent,sibling_a,4,gpt-4o,ACCEPT,decider,structured_hybrid_transition
aging_parent,parent_lucid_moment,4,gpt-4o,ACCEPT,primary_affected,structured_hybrid_transition
aging_parent,parent_lucid_moment,3,gpt-5.4-nano,ACCEPT,primary_affected,dignified_memory_care_transition
aging_parent,rotating_caregiver,4,gpt-4o,ACCEPT,third_party,structured_hybrid_transition
aging_parent,rotating_caregiver,3,gpt-5.4-nano,ACCEPT,third_party,dignified_memory_care_transition
aging_parent,sibling_a,5,gpt-4o,ACCEPT,decider,hybrid_care_model
aging_parent,parent_lucid_moment,5,gpt-5.4-nano,ACCEPT,primary_affected,home_with_professional_support
aging_parent,parent_lucid_moment,5,gpt-4o,ACCEPT,primary_affected,hybrid_care_model
aging_parent,rotating_caregiver,5,gpt-4o,ACCEPT,third_party,hybrid_care_model
aging_parent,rotating_caregiver,5,gpt-5.4-nano,ACCEPT,third_party,home_with_professional_support
aging_parent,sibling_a,5,gpt-5.4-nano,ACCEPT,decider,home_with_professional_support
aging_parent,sibling_a,7,gpt-4o,ACCEPT,decider,structured_transition_plan
aging_parent,parent_lucid_moment,7,gpt-4o,ACCEPT,primary_affected,structured_transition_plan
aging_parent,rotating_caregiver,7,gpt-4o,ACCEPT,third_party,structured_transition_plan
aging_parent,sibling_a,6,gpt-5.4-nano,ACCEPT,decider,memory_care_transition_plan
aging_parent,parent_lucid_moment,6,gpt-5.4-nano,ACCEPT,primary_affected,memory_care_transition_plan
aging_parent,sibling_a,6,gpt-4o,ACCEPT,decider,phased_care_approach
aging_parent,parent_lucid_moment,6,gpt-4o,ACCEPT,primary_affected,phased_care_approach
aging_parent,rotating_caregiver,6,gpt-4o,ACCEPT,third_party,phased_care_approach
aging_parent,rotating_caregiver,6,gpt-5.4-nano,ACCEPT,third_party,memory_care_transition_plan
aging_parent,sibling_a,8,gpt-4o,ACCEPT,decider,hybrid_home_care_plan
aging_parent,parent_lucid_moment,8,gpt-4o,ACCEPT,primary_affected,hybrid_home_care_plan
aging_parent,parent_lucid_moment,8,gpt-5.4-nano,ACCEPT,primary_affected,dignity_and_safety_transition
aging_parent,sibling_a,8,gpt-5.4-nano,ACCEPT,decider,dignity_and_safety_transition
aging_parent,rotating_caregiver,8,gpt-5.4-nano,ACCEPT,third_party,dignity_and_safety_transition
aging_parent,rotating_caregiver,8,gpt-4o,ACCEPT,third_party,hybrid_home_care_plan
aging_parent,sibling_a,9,gpt-4o,ACCEPT,decider,comprehensive_care_plan
aging_parent,parent_lucid_moment,9,gpt-4o,ACCEPT,primary_affected,comprehensive_care_plan
aging_parent,sibling_a,9,gpt-5.4-nano,ACCEPT,decider,dignified_memory_care_transition
aging_parent,rotating_caregiver,9,gpt-4o,ACCEPT,third_party,comprehensive_care_plan
av_engineer,engineer,0,gpt-4o,ACCEPT,decider,balanced_harm_policy
aging_parent,rotating_caregiver,9,gpt-5.4-nano,ACCEPT,third_party,dignified_memory_care_transition
av_engineer,vehicle_occupant,0,gpt-4o,ACCEPT,primary_affected,balanced_harm_policy
aging_parent,parent_lucid_moment,9,gpt-5.4-nano,ACCEPT,primary_affected,dignified_memory_care_transition
av_engineer,future_pedestrian,0,gpt-4o,ACCEPT,third_party,balanced_harm_policy
av_engineer,vehicle_occupant,0,gpt-5.4-nano,ACCEPT,primary_affected,lexicographic_hybrid_policy
av_engineer,engineer,0,gpt-5.4-nano,ACCEPT,decider,lexicographic_hybrid_policy
av_engineer,future_pedestrian,0,gpt-5.4-nano,ACCEPT,third_party,lexicographic_hybrid_policy
av_engineer,engineer,1,gpt-5.4-nano,ACCEPT,decider,quantified_harm_constraints
av_engineer,engineer,1,gpt-4o,ACCEPT,decider,vulnerability_and_fairness_focus
av_engineer,future_pedestrian,1,gpt-4o,ACCEPT,third_party,vulnerability_and_fairness_focus
av_engineer,vehicle_occupant,1,gpt-5.4-nano,ACCEPT,primary_affected,quantified_harm_constraints
av_engineer,vehicle_occupant,1,gpt-4o,ACCEPT,primary_affected,vulnerability_and_fairness_focus
av_engineer,engineer,2,gpt-4o,ACCEPT,decider,balanced_policy_recommendation_v2
av_engineer,future_pedestrian,2,gpt-4o,ACCEPT,third_party,balanced_policy_recommendation_v2
av_engineer,future_pedestrian,1,gpt-5.4-nano,ACCEPT,third_party,quantified_harm_constraints
av_engineer,vehicle_occupant,2,gpt-4o,ACCEPT,primary_affected,balanced_policy_recommendation_v2
av_engineer,engineer,5,gpt-4o,ACCEPT,decider,harm_minimization_and_equity
av_engineer,vehicle_occupant,5,gpt-4o,ACCEPT,primary_affected,harm_minimization_and_equity
av_engineer,future_pedestrian,5,gpt-4o,ACCEPT,third_party,harm_minimization_and_equity
av_engineer,vehicle_occupant,2,gpt-5.4-nano,ACCEPT,primary_affected,auditable_fairness_with_safety_bounds
av_engineer,future_pedestrian,2,gpt-5.4-nano,ACCEPT,third_party,auditable_fairness_with_safety_bounds
av_engineer,engineer,2,gpt-5.4-nano,ACCEPT,decider,auditable_fairness_with_safety_bounds
av_engineer,engineer,5,gpt-5.4-nano,ACCEPT,decider,minimize_harm_with_equity_constraints
av_engineer,vehicle_occupant,5,gpt-5.4-nano,ACCEPT,primary_affected,minimize_harm_with_equity_constraints
av_engineer,future_pedestrian,5,gpt-5.4-nano,ACCEPT,third_party,minimize_harm_with_equity_constraints
av_engineer,vehicle_occupant,3,gpt-5.4-nano,ACCEPT,primary_affected,optimized_risk_management
av_engineer,engineer,3,gpt-5.4-nano,ACCEPT,decider,optimized_risk_management
av_engineer,engineer,4,gpt-4o,ACCEPT,decider,tiered_harm_minimization
av_engineer,vehicle_occupant,4,gpt-4o,ACCEPT,primary_affected,tiered_harm_minimization
av_engineer,future_pedestrian,4,gpt-4o,ACCEPT,third_party,tiered_harm_minimization
av_engineer,future_pedestrian,3,gpt-5.4-nano,ACCEPT,third_party,optimized_risk_management
av_engineer,engineer,4,gpt-5.4-nano,ACCEPT,decider,harm_reduction_with_constraints
av_engineer,vehicle_occupant,4,gpt-5.4-nano,ACCEPT,primary_affected,harm_reduction_with_constraints
av_engineer,engineer,7,gpt-5.4-nano,ACCEPT,decider,auditable_risk_management_policy
av_engineer,future_pedestrian,4,gpt-5.4-nano,ACCEPT,third_party,harm_reduction_with_constraints
av_engineer,engineer,6,gpt-4o,ACCEPT,decider,prioritized_safety_and_fairness
av_engineer,vehicle_occupant,6,gpt-4o,ACCEPT,primary_affected,prioritized_safety_and_fairness
av_engineer,vehicle_occupant,7,gpt-5.4-nano,ACCEPT,primary_affected,auditable_risk_management_policy
av_engineer,future_pedestrian,6,gpt-4o,ACCEPT,third_party,prioritized_safety_and_fairness
av_engineer,engineer,7,gpt-4o,ACCEPT,decider,dynamic_harm_allocation
av_engineer,future_pedestrian,7,gpt-4o,ACCEPT,third_party,dynamic_harm_allocation
av_engineer,future_pedestrian,7,gpt-5.4-nano,ACCEPT,third_party,auditable_risk_management_policy
av_engineer,vehicle_occupant,7,gpt-4o,ACCEPT,primary_affected,dynamic_harm_allocation
av_engineer,engineer,8,gpt-4o,ACCEPT,decider,balanced_harm_policy
av_engineer,engineer,6,gpt-5.4-nano,ACCEPT,decider,equitable_harm_minimization_with_caps
av_engineer,vehicle_occupant,6,gpt-5.4-nano,ACCEPT,primary_affected,equitable_harm_minimization_with_caps
av_engineer,future_pedestrian,8,gpt-4o,ACCEPT,third_party,balanced_harm_policy
av_engineer,vehicle_occupant,8,gpt-4o,ACCEPT,primary_affected,balanced_harm_policy
av_engineer,future_pedestrian,6,gpt-5.4-nano,ACCEPT,third_party,equitable_harm_minimization_with_caps
av_engineer,vehicle_occupant,8,gpt-5.4-nano,ACCEPT,primary_affected,duty_of_care_with_fair_distribution
av_engineer,future_pedestrian,8,gpt-5.4-nano,ACCEPT,third_party,duty_of_care_with_fair_distribution
av_engineer,engineer,9,gpt-5.4-nano,ACCEPT,decider,occupant_protective_hybrid_policy
av_engineer,vehicle_occupant,9,gpt-5.4-nano,ACCEPT,primary_affected,occupant_protective_hybrid_policy
av_engineer,engineer,8,gpt-5.4-nano,ACCEPT,decider,duty_of_care_with_fair_distribution
research_volunteer,participant_lucid_moment,0,gpt-5.4-nano,ACCEPT,primary_affected,pause_and_reassess_capacity_with_support
av_engineer,engineer,9,gpt-4o,ACCEPT,decider,contextual_priority_policy
research_volunteer,researcher,0,gpt-5.4-nano,ACCEPT,decider,pause_and_reassess_capacity_with_support
research_volunteer,future_patient_with_condition,0,gpt-5.4-nano,ACCEPT,third_party,pause_and_reassess_capacity_with_support
av_engineer,future_pedestrian,9,gpt-4o,ACCEPT,third_party,contextual_priority_policy
av_engineer,vehicle_occupant,9,gpt-4o,ACCEPT,primary_affected,contextual_priority_policy
research_volunteer,researcher,0,gpt-4o,ACCEPT,decider,conditional_participation_with_support
research_volunteer,future_patient_with_condition,0,gpt-4o,ACCEPT,third_party,conditional_participation_with_support
research_volunteer,participant_lucid_moment,0,gpt-4o,ACCEPT,primary_affected,conditional_participation_with_support
research_volunteer,participant_lucid_moment,1,gpt-5.4-nano,ACCEPT,primary_affected,pause_and_reassess_capacity
research_volunteer,future_patient_with_condition,1,gpt-5.4-nano,ACCEPT,third_party,pause_and_reassess_capacity
av_engineer,future_pedestrian,9,gpt-5.4-nano,REJECT,third_party,occupant_protective_hybrid_policy
research_volunteer,researcher,1,gpt-4o,ACCEPT,decider,modified_study_visit_with_mediation
research_volunteer,participant_lucid_moment,1,gpt-4o,ACCEPT,primary_affected,modified_study_visit_with_mediation
research_volunteer,future_patient_with_condition,1,gpt-4o,ACCEPT,third_party,modified_study_visit_with_mediation
research_volunteer,researcher,1,gpt-5.4-nano,ACCEPT,decider,pause_and_reassess_capacity
research_volunteer,researcher,4,gpt-4o,ACCEPT,decider,capacity_evaluation_system
research_volunteer,participant_lucid_moment,3,gpt-5.4-nano,ACCEPT,primary_affected,capacity_assessment_and_data_collection
research_volunteer,researcher,3,gpt-5.4-nano,ACCEPT,decider,capacity_assessment_and_data_collection
research_volunteer,future_patient_with_condition,3,gpt-5.4-nano,ACCEPT,third_party,capacity_assessment_and_data_collection
research_volunteer,participant_lucid_moment,4,gpt-4o,ACCEPT,primary_affected,capacity_evaluation_system
research_volunteer,future_patient_with_condition,4,gpt-4o,ACCEPT,third_party,capacity_evaluation_system
research_volunteer,participant_lucid_moment,5,gpt-5.4-nano,ACCEPT,primary_affected,capacity_assessment_protocol
research_volunteer,future_patient_with_condition,5,gpt-5.4-nano,ACCEPT,third_party,capacity_assessment_protocol
research_volunteer,participant_lucid_moment,4,gpt-5.4-nano,ACCEPT,primary_affected,urgent_irb_guidance_with_capacity_assessment
research_volunteer,researcher,4,gpt-5.4-nano,ACCEPT,decider,urgent_irb_guidance_with_capacity_assessment
research_volunteer,researcher,6,gpt-4o,ACCEPT,decider,adaptive_consent_with_advocacy
research_volunteer,participant_lucid_moment,6,gpt-4o,ACCEPT,primary_affected,adaptive_consent_with_advocacy
research_volunteer,future_patient_with_condition,6,gpt-4o,ACCEPT,third_party,adaptive_consent_with_advocacy
research_volunteer,researcher,5,gpt-5.4-nano,ACCEPT,decider,capacity_assessment_protocol
research_volunteer,future_patient_with_condition,5,gpt-4o,ACCEPT,third_party,participant_capacity_assessment
research_volunteer,researcher,5,gpt-4o,ACCEPT,decider,participant_capacity_assessment
research_volunteer,participant_lucid_moment,5,gpt-4o,ACCEPT,primary_affected,participant_capacity_assessment
research_volunteer,participant_lucid_moment,7,gpt-5.4-nano,ACCEPT,primary_affected,immediate_assessment_and_pause_with_clarity
research_volunteer,future_patient_with_condition,7,gpt-5.4-nano,ACCEPT,third_party,immediate_assessment_and_pause_with_clarity
research_volunteer,researcher,7,gpt-4o,ACCEPT,decider,structured_capacity_assessment
research_volunteer,future_patient_with_condition,7,gpt-4o,ACCEPT,third_party,structured_capacity_assessment
research_volunteer,participant_lucid_moment,7,gpt-4o,ACCEPT,primary_affected,structured_capacity_assessment
research_volunteer,researcher,7,gpt-5.4-nano,ACCEPT,decider,immediate_assessment_and_pause_with_clarity
research_volunteer,researcher,8,gpt-4o,ACCEPT,decider,dynamic_participant_safeguards
research_volunteer,participant_lucid_moment,8,gpt-4o,ACCEPT,primary_affected,dynamic_participant_safeguards
research_volunteer,future_patient_with_condition,8,gpt-4o,ACCEPT,third_party,dynamic_participant_safeguards
research_volunteer,participant_lucid_moment,8,gpt-5.4-nano,ACCEPT,primary_affected,immediate_capacity_assessment
research_volunteer,researcher,9,gpt-4o,ACCEPT,decider,participant_centered_capacity_assessment
research_volunteer,researcher,8,gpt-5.4-nano,ACCEPT,decider,immediate_capacity_assessment
research_volunteer,participant_lucid_moment,9,gpt-4o,ACCEPT,primary_affected,participant_centered_capacity_assessment
research_volunteer,future_patient_with_condition,9,gpt-4o,ACCEPT,third_party,participant_centered_capacity_assessment
research_volunteer,future_patient_with_condition,4,gpt-5.4-nano,ACCEPT,third_party,urgent_irb_guidance_with_capacity_assessment
research_volunteer,future_patient_with_condition,8,gpt-5.4-nano,ACCEPT,third_party,immediate_capacity_assessment
research_volunteer,participant_lucid_moment,9,gpt-5.4-nano,ACCEPT,primary_affected,pause_and_assess_capacity
research_volunteer,researcher,9,gpt-5.4-nano,ACCEPT,decider,pause_and_assess_capacity
research_volunteer,future_patient_with_condition,9,gpt-5.4-nano,ACCEPT,third_party,pause_and_assess_capacity
