scenario_id,source,gen_model,perspective_id,label,description
pharma_whistleblower,extractor,gpt-4o,data_scientist,collaborative_disclosure_plan,Cassandra will propose a middle-ground solution by demanding an internal meeting with senior leadership to advocate for voluntary disclosure of the omitted side-effect data to regulators while preparing additional clinical safeguards.
pharma_whistleblower,extractor,gpt-4o,data_scientist,collaborative_disclosure_plan,Develop a disclosure plan with Dr. Matthews and leadership to submit the omitted data to regulators alongside a contextual analysis.
pharma_whistleblower,extractor,gpt-4o,data_scientist,strategic_disclosure_partnership,"Propose that the company disclose the omitted side-effect data proactively to regulators, accompanied by a detailed contextual analysis."
pharma_whistleblower,extractor,gpt-5.4-nano,data_scientist,evidence_hold_audit_pack,"Request and document a formal data/evidence preservation hold and compile a reproducible, regulator-ready audit pack for independent safety/compliance review."
pharma_whistleblower,extractor,gpt-5.4-nano,data_scientist,evidence_escrow_trigger,I escalate immediately to independent internal governance while simultaneously preserving an audit-ready dossier of the omitted side-effect data in legal/independent escrow with an attorney/compliance liaison.
pharma_whistleblower,extractor,gpt-4o,data_scientist,controlled_transparency_plan,A plan to report internally while engaging external guidance and proposing a mitigation strategy.
pharma_whistleblower,extractor,gpt-4o,data_scientist,provisional_disclosure_plan,"A plan involving targeted addendum preparation, time-limited internal escalation, and external reporting as a last resort."
pharma_whistleblower,extractor,gpt-5.4-nano,senior_colleague,internal_correction_strategy,"Escalate internally and insist on a corrective, auditable reanalysis/submission strategy with an explicit risk-mitigation plan."
pharma_whistleblower,extractor,gpt-4o,senior_colleague,collaborative_disclosure_plan,"A joint report disclosing side-effect data both internally and externally, framed to mitigate regulatory overreach."
pharma_whistleblower,extractor,gpt-5.4-nano,senior_colleague,time_locked_evidence_bridge,"Perform an expedited, independent reconciliation of the omitted side-effect data and a subgroup-relevant safety interpretation within days, while simultaneously assembling a complete, ready-to-file regulator correction package, with an automatic external submission deadline if the omission isn’t corrected/endorsed through defined governance checkpoints."
pharma_whistleblower,extractor,gpt-5.4-nano,senior_colleague,time_locked_parallel_escalation,"The data scientist should immediately submit an audit-ready dossier to an independent safety/compliance/risk committee with a hard deadline for corrective action, while simultaneously preparing the same dossier for prompt external notification if that deadline passes without an implemented, documented regulatory correction."
pharma_whistleblower,extractor,gpt-4o,senior_colleague,joint_internal_external_collaboration,The data scientist and the senior colleague approach a trusted third-party bioethics board to assess the omitted data and develop a transparent plan for disclosure.
pharma_whistleblower,extractor,gpt-4o,senior_colleague,dual_path_transparency,Disclose the omitted data internally while petitioning for an independent external review panel to assess the significance of the side effects.
pharma_whistleblower,extractor,gpt-4o,senior_colleague,guided_transparency_pathway,"A structured, phased process for addressing the omitted side-effect data that balances transparency with patient protection."
pharma_whistleblower,extractor,gpt-5.4-nano,senior_colleague,pre_committed_fallback_filing,"Immediately escalate internally with full documentation and request a specific corrective/regulatory action within a short, stated deadline (e.g., 72 hours), while simultaneously having counsel/ethics prepare a complete regulator submission that will be filed automatically *only if* the deadline passes without substantive correction or if suppression is evidenced."
pharma_whistleblower,extractor,gpt-4o,senior_colleague,collaborative_transparency,"Advocate for an immediate, joint submission of the omitted side-effect data to the regulatory agency, accompanied by a detailed explanatory report prepared collaboratively by the pharmaceutical company and independent medical experts."
pharma_whistleblower,extractor,gpt-5.4-nano,senior_colleague,interim_clinician_alert,"Immediately after verified concern, the data scientist should push an interim, regulator-notified-or-compliance-guided safety communication to clinicians describing the specific omitted subgroup side-effect as a working risk while escalating internally to correct the regulatory submission record."
pharma_whistleblower,extractor,gpt-4o,senior_colleague,proactive_controlled_transparency,The agent proposes a proactive approach to disclose omitted data while minimizing harm to current patients.
pharma_whistleblower,extractor,gpt-5.4-nano,senior_colleague,proactive_disclosure,"Stop the omission immediately, correct the record, and proactively disclose the omitted side-effect data to regulators with full documentation and an evidence-based subgroup-risk characterization."
pharma_whistleblower,extractor,gpt-4o,senior_colleague,collaborative_transparency_process,Engage a trusted third-party research body to evaluate omitted side-effect data and develop a contextualized disclosure plan.
pharma_whistleblower,extractor,gpt-5.4-nano,senior_colleague,submission_integrity_stop,"I would immediately impose a documented “submission hold” on any regulatory sections relying on the omitted side-effect dataset, then convene an independent safety/statistics/compliance panel to reanalyze subgroup risk and produce an audit-ready corrective package within a fixed short window (e.g., days), with external regulator escalation pre-authorized if correction isn’t sent promptly."
pharma_whistleblower,extractor,gpt-4o,senior_colleague,collaborative_disclosure_to_regulators,Proactively disclose the omitted side-effect data to regulators while framing it collaboratively to balance transparency with advocacy.
pharma_whistleblower,extractor,gpt-5.4-nano,senior_colleague,time_locked_integrity_escalation,I will trigger an independent data-integrity/safety governance review immediately with a pre-registered subgroup re-analysis plan and a hard deadline.
pharma_whistleblower,extractor,gpt-5.4-nano,future_subpopulation_patient,time_locked_escalation_package,"Implement a plan that forces truth into the record quickly, with safeguards and a clear exit strategy if internal systems attempt to suppress it."
pharma_whistleblower,extractor,gpt-4o,senior_colleague,collaborative_transparency_plan,"Simultaneously disclose the omitted data to both internal management and regulatory authorities, accompanied by a proactive proposal to mitigate risks."
pharma_whistleblower,extractor,gpt-4o,senior_colleague,targeted_conditional_disclosure,Propose a targeted conditional disclosure strategy to regulators with a recommendation to keep the drug on the market while updating labeling and enhancing post-market monitoring.
pharma_whistleblower,extractor,gpt-4o,future_subpopulation_patient,transparent_escalation_with_oversight,"The data scientist should report the omitted data internally while notifying an external third party for oversight, escalating to regulators if internal action is not taken within a defined timeframe."
pharma_whistleblower,extractor,gpt-5.4-nano,future_subpopulation_patient,dual_track_timebox,"Launch an immediate, fully documented internal correction process and set a strict short deadline (e.g., 10 business days) after which the data scientist will file a complete evidence packet to regulators if no authoritative corrective action is implemented."
pharma_whistleblower,extractor,gpt-4o,future_subpopulation_patient,preemptive_collaborative_disclosure,The data scientist should propose a preemptive collaborative disclosure process to report the omitted side-effect data both internally and externally with a coordinated approach.
pharma_whistleblower,extractor,gpt-4o,future_subpopulation_patient,collaborative_disclosure_pathway,The data scientist should propose and advocate for a Collaborative Disclosure Pathway to transparently engage regulators about the omitted side-effect data.
pharma_whistleblower,extractor,gpt-5.4-nano,future_subpopulation_patient,bridge_solution,"A route where the truth is forced forward quickly, with a real mitigation plan attached, ensuring urgency to protect access."
pharma_whistleblower,extractor,gpt-4o,future_subpopulation_patient,collaborative_disclosure,Priya reports the omitted data internally and convenes a cross-functional team to create a proactive disclosure plan for regulators.
pharma_whistleblower,extractor,gpt-4o,future_subpopulation_patient,transparent_conditional_disclosure,"The data scientist should propose that the company disclose the omitted data to regulators preemptively, with a conditional request for the drug to remain on the market during a limited review period."
pharma_whistleblower,extractor,gpt-4o,future_subpopulation_patient,transparent_staggered_reporting,The data scientist should report the omitted data internally with a request for an urgent review and a commitment to escalate externally if the company fails to act.
pharma_whistleblower,extractor,gpt-5.4-nano,future_subpopulation_patient,confidential_corrective_submission,"Immediately escalate the omitted subgroup side-effect data through an independent safety/compliance function with documented authority and a short deadline, and submit the corrected subgroup analyses to regulators through a confidential technical amendment/safety-information channel, paired with a concrete proposed risk-mitigation plan."
pharma_whistleblower,extractor,gpt-4o,future_subpopulation_patient,collaborative_disclosure_plan,The data scientist proposes a plan to disclose omitted side-effect data to regulators while implementing enhanced monitoring and targeted studies for at-risk patients.
pharma_whistleblower,extractor,gpt-4o,future_subpopulation_patient,proactive_framed_disclosure,"Proactively disclose the omitted data to regulators in a strategic and transparent manner, emphasizing the data's rarity and limited clinical significance."
pharma_whistleblower,extractor,gpt-5.4-nano,future_subpopulation_patient,confidential_data_triage,"Initiate a 72-hour independent data-integrity triage to an outside medical-safety/ethics reviewer under confidentiality, with a pre-written trigger to report to regulators only if suppression or refusal to correct is confirmed."
pharma_whistleblower,extractor,gpt-4o,future_subpopulation_patient,collaborative_regulatory_appeal,The data scientist should bypass the internal bureaucracy and directly engage regulatory authorities confidentially to propose a collaborative solution.
pharma_whistleblower,extractor,gpt-5.4-nano,future_subpopulation_patient,submission_pause_independent_audit,"The data scientist should immediately trigger a data-integrity 'submission hold' and route the suspected omitted side-effect evidence through truly independent safety/data-integrity governance with an audit-ready, pre-specified subgroup re-analysis."
pharma_whistleblower,extractor,gpt-4o,future_subpopulation_patient,transparent_conditional_disclosure,"The pharmaceutical company should submit the omitted data to regulators through a conditional disclosure process, accompanied by a comprehensive plan to address safety concerns while maintaining access to the drug."
aging_parent,extractor,gpt-4o,sibling_a,hybrid_care_transition_plan,"A gradual, phased approach to moving the parent to a memory care facility while incorporating family caregiving and preserving their connection to home."
aging_parent,extractor,gpt-5.4-nano,sibling_a,dignified_respite_trial_plan,"Move Mom now into a high-quality memory care community for a time-limited, explicitly planned respite with aggressive personalization and frequent family presence, then reassess."
aging_parent,extractor,gpt-4o,sibling_a,transitional_hybrid_care_plan,Implement a hybrid care plan that begins with professional in-home care for six months while preparing for a possible transition to memory care.
aging_parent,extractor,gpt-5.4-nano,sibling_a,dignity_verified_transition_sprint,"Within 48 hours, shortlist and tour memory care facilities while ensuring a humane transition process that addresses safety and the parent's fears."
aging_parent,extractor,gpt-4o,sibling_a,gradual_transition_plan,Implement a gradual transition plan to move the parent to a memory care facility over six months while maintaining home care support.
aging_parent,extractor,gpt-4o,sibling_a,stepwise_transition_plan,A plan that includes a trial period in a memory care facility while providing parallel home support to assess the best care approach for the parent.
aging_parent,extractor,gpt-4o,sibling_a,home_care_plus,A hybrid plan that combines home care with professional caregivers to ensure safety while preserving emotional comfort.
aging_parent,extractor,gpt-4o,sibling_a,hybrid_care_transition_plan,A gradual transition to a memory care facility while maintaining home-based caregiving for six months.
aging_parent,extractor,gpt-4o,sibling_a,hybrid_care_transition_plan,The family will select a memory care facility while preserving elements of the home environment and ensuring sustained family involvement.
aging_parent,extractor,gpt-4o,sibling_a,gradual_transition_plan,Implement a phased approach combining in-home care and preparation for eventual memory care facility transition.
aging_parent,extractor,gpt-4o,sibling_a,trial_transition_plan,Implement a three-month home care trial while preparing for potential memory care facility transition.
aging_parent,extractor,gpt-5.4-nano,sibling_a,72_hour_care_audit,"Conduct an independent, time-boxed, evidence-driven vetting and transition process for moving to memory care."
aging_parent,extractor,gpt-4o,parent_lucid_moment,hybrid_care_transition,"The family should pursue a staged, hybrid approach that combines elements of both options, starting with home care and preparing for a gradual transition to a memory care facility."
aging_parent,extractor,gpt-4o,sibling_a,gradual_transition_plan,A hybrid approach that combines home care with professional support and trial respite stays at a memory care facility.
aging_parent,extractor,gpt-4o,parent_lucid_moment,trial_period_of_hybrid_care,Implement a trial period of home care with professional support and safety measures.
aging_parent,extractor,gpt-4o,parent_lucid_moment,hybrid_care_transition,The family initiates a phased transition that combines professional memory care with home caregiving.
aging_parent,extractor,gpt-4o,parent_lucid_moment,hybrid_care_plan,The plan involves remaining at home with professional in-home care while integrating family support.
aging_parent,extractor,gpt-4o,parent_lucid_moment,professional_care_at_home,"Hire a live-in professional caregiver to provide 24-hour care at home, supplemented by family visits and involvement."
aging_parent,extractor,gpt-4o,parent_lucid_moment,gradual_transition_plan,"A plan that involves a short-term stay at home with increased professional care, mid-term visits to a memory care facility, and a reassessment after three months."
aging_parent,extractor,gpt-4o,parent_lucid_moment,gradual_transition_plan,"Begin with professional caregivers coming to the home for 12 hours a day, supplemented by rotating family caregivers for the other 12 hours, transitioning to a memory care facility after 6-12 months."
aging_parent,extractor,gpt-5.4-nano,parent_lucid_moment,time_limited_placement_trial,"Admit me to a vetted memory-care facility for a 14-day structured trial immediately, then make the definitive placement decision based on agreed performance metrics."
aging_parent,extractor,gpt-5.4-nano,parent_lucid_moment,staged_safety_bridge,"Secure the memory-care placement and complete the admission paperwork immediately, then arrange 24/7 professional supervision at home only until the move date."
aging_parent,extractor,gpt-4o,parent_lucid_moment,gradual_transition_plan,"Begin with a trial period of home care supported by a professional part-time caregiver, combined with scheduled visits to a nearby memory care facility for familiarization, with a plan to reassess in six months."
aging_parent,extractor,gpt-4o,parent_lucid_moment,trial_transition_to_memory_care,Propose a trial transition to memory care for 60-90 days to assess adaptation and care needs.
aging_parent,extractor,gpt-4o,parent_lucid_moment,gradual_transition_plan,Implement a gradual transition plan that combines at-home care with professional caregivers while preparing for a potential move to a memory care facility.
aging_parent,extractor,gpt-4o,rotating_caregiver,transitional_home_care_plan,Begin with professional in-home care for a defined trial period while preparing for a potential transition to a memory care facility if necessary.
aging_parent,extractor,gpt-4o,rotating_caregiver,blended_care_model,A plan that combines professional memory care with family involvement to ensure safety and emotional comfort for the parent.
aging_parent,extractor,gpt-4o,rotating_caregiver,transitional_hybrid_plan,Move the parent to a memory care facility on a trial basis for three months while recreating elements of 'home' in the new environment.
aging_parent,extractor,gpt-4o,rotating_caregiver,blended_care_plan,Mary will remain at home with professional in-home care services supplementing the family caregiving rotation.
aging_parent,extractor,gpt-4o,rotating_caregiver,professional_care_at_home,"Hire a full-time, trained in-home caregiver or team of caregivers to provide professional, around-the-clock care for the parent."
aging_parent,extractor,gpt-4o,rotating_caregiver,hybrid_care_transition,A plan involving a transitional period at home with professional in-home caregivers while preparing for a potential move to a memory care facility.
aging_parent,extractor,gpt-4o,rotating_caregiver,gradual_transition_plan,Implement a phased approach to care that combines home caregiving with professional support and prepares for a potential move to a memory care facility.
aging_parent,extractor,gpt-4o,rotating_caregiver,hybrid_care_transition_plan,Implement a plan that combines professional in-home care with the option of transitioning to a memory care facility in the future.
aging_parent,extractor,gpt-4o,rotating_caregiver,staged_transition_plan,Implement a plan to gradually prepare the parent for a move to a memory care facility while enhancing home caregiving in the short term.
av_engineer,extractor,gpt-5.4-nano,engineer,fairness_constrained_safety_rule,"In unavoidable-harm scenarios, choose the maneuver that (1) keeps predicted occupant injury within a specified safety ceiling and (2) never selects an option whose expected injuries for any external road-user class exceed a defined “harm-shift” limit versus the best alternative, then among remaining candidates (3) minimize total expected injuries."
aging_parent,extractor,gpt-4o,rotating_caregiver,trial_hybrid_care_plan,"Implement a combined approach of in-home care with professional support for three months, followed by reassessment."
av_engineer,extractor,gpt-5.4-nano,engineer,constrained_harm_minimization,"In unavoidable-harm scenarios, the vehicle chooses the collision outcome that minimizes total expected injuries (Policy 1 objective) while enforcing severity-weighted residual-risk bounds so harm distribution across road-user categories and geographies cannot systematically drift toward specific vulnerable groups."
av_engineer,extractor,gpt-4o,engineer,context_based_dynamic_risk_balancing,Autonomous emergency vehicles will follow a hybrid approach that dynamically adjusts harm distribution based on real-time factors.
av_engineer,extractor,gpt-5.4-nano,engineer,constrained_harm_minimization,"Optimize as in Policy 1 (minimize total expected injuries), but add enforceable constraints that limit disparities in expected unavoidable-harm per exposure across road-user groups."
av_engineer,extractor,gpt-4o,engineer,adaptive_equity_protocol,A protocol that distributes risk evenly while dynamically adjusting for the unique vulnerabilities of different road users.
av_engineer,extractor,gpt-5.4-nano,engineer,constrained_harm_minimization,Optimize for minimum total expected injuries subject to hard equity guardrails and occupant constraints.
av_engineer,extractor,gpt-4o,engineer,dynamic_ethical_scaling,"This approach combines fairness, urgency, and harm minimization by programming vehicles to adapt risk distribution based on situational context."
av_engineer,extractor,gpt-5.4-nano,engineer,occupant_safety_floor,"Use a constrained optimization rule: restrict to only those trajectories whose predicted occupant injury severity is below a city-specified safety floor, and within that feasible set choose the option that minimizes total expected injuries across all road users."
av_engineer,extractor,gpt-4o,engineer,adaptive_risk_management_protocols,This policy incorporates equity and fairness in risk distribution while allowing for ongoing evaluation and adjustments based on real-world outcomes.
av_engineer,extractor,gpt-4o,engineer,context_aware_dynamic_priority_system,This policy would equip autonomous emergency vehicles with a dynamic decision-making system that adjusts risk distribution based on contextual factors.
av_engineer,extractor,gpt-5.4-nano,engineer,injury_minimizing_fairness_caps,"In unavoidable-harm events, select the maneuver that minimizes total expected injuries while enforcing robust, auditable caps on residual severe-injury risk disparity across predefined road-user groups and corridor exposure over rolling windows."
av_engineer,extractor,gpt-5.4-nano,engineer,harm_min_with_equity_caps,"Use Policy 1 (minimize total expected injuries) as the primary objective, but add hard constraints that cap how much expected residual risk (or injury rate) any road-user group or geographic corridor may exceed a City-defined baseline—enforced and recalibrated via scheduled audits."
av_engineer,extractor,gpt-4o,engineer,context_sensitive_risk_distribution,A dynamic approach that balances fairness and harm minimization based on specific circumstances of each unavoidable-harm scenario.
av_engineer,extractor,gpt-4o,engineer,contextual_risk_balancing,"A hybrid policy that dynamically prioritizes harm reduction based on contextual factors, such as the vulnerability and urgency of those involved in the scenario."
av_engineer,extractor,gpt-5.4-nano,engineer,patient_plus_fairness_constraints,"In unavoidable-harm scenarios, the vehicle must enforce hard caps on acceptable patient injury severity/probability and then choose among the remaining feasible actions to minimize total expected injuries while adding a fairness constraint that prevents systematic residual-harm concentration across defined road-user groups."
av_engineer,extractor,gpt-5.4-nano,engineer,constrained_residual_equality,"In unavoidable-harm scenarios, the vehicle chooses the maneuver that minimizes total expected injuries subject to an auditable cap on residual-risk disparity across exposure-defined road-user groups, with minimum protection thresholds for vulnerable groups."
av_engineer,extractor,gpt-4o,engineer,context_based_risk_balancing,A tiered decision-making system that prioritizes safety based on the context and vulnerability of those involved in unavoidable-harm scenarios.
av_engineer,extractor,gpt-4o,engineer,context_aware_ethical_prioritization,"This approach involves programming the autonomous vehicles to assess specific situational factors in unavoidable-harm scenarios and make decisions based on a weighted combination of principles prioritizing vulnerability, minimizing harm, and ensuring equity."
av_engineer,extractor,gpt-5.4-nano,engineer,fairness_capped_harm_minimization,"Use an optimization policy that minimizes total expected injuries subject to strict upper bounds (caps) on expected harm by road-user group and corridor, and with lexicographic override so no feasible decision may increase harm in any capped group beyond its threshold even if it would reduce total injuries elsewhere."
av_engineer,extractor,gpt-4o,vehicle_occupant,weighted_vulnerability_framework,Design the autonomous emergency vehicle’s decision-making system to prioritize minimizing harm while accounting for the unique vulnerabilities of specific groups.
av_engineer,extractor,gpt-5.4-nano,vehicle_occupant,patient_first_harm_caps,"Use a lexicographic rule that first minimizes harm to the vehicle occupants, but only among options that also satisfy hard maximum external-harm constraints."
av_engineer,extractor,gpt-4o,vehicle_occupant,fairness_with_context,A hybrid approach that prioritizes equity while allowing for contextual sensitivity in decision-making.
av_engineer,extractor,gpt-5.4-nano,vehicle_occupant,fairness_constrained_unavoidable_harm,Recommend a fairness-constrained 'unavoidable-harm' rule that minimizes total expected injuries subject to explicit constraints.
av_engineer,extractor,gpt-4o,engineer,contextual_fairness_framework,A hybrid approach that adjusts the vehicle's decision-making algorithm based on context while addressing broader systemic vulnerabilities.
av_engineer,extractor,gpt-4o,vehicle_occupant,context_sensitive_harm_minimization,A system that prioritizes vehicle occupants while actively minimizing harm to all road users through context-aware strategies.
av_engineer,extractor,gpt-5.4-nano,vehicle_occupant,equity_constrained_harm_minimization,"Recommend a primary objective of minimizing total expected injuries in unavoidable-harm scenarios, subject to hard, exposure-weighted guardrails that cap disparity in residual risk across road-user groups/locations, with mandatory post-deployment audits and constraint updates."
av_engineer,extractor,gpt-4o,vehicle_occupant,context_aware_risk_distribution,This policy combines fairness with dynamic adjustments to risk distribution based on the context of emergencies.
av_engineer,extractor,gpt-5.4-nano,vehicle_occupant,duty_bound_fairness_constraints,Recommend an optimization policy that guarantees occupants are protected to a defined safety threshold while minimizing expected harm subject to bounded disparities in residual risk across road-user classes/locations.
av_engineer,extractor,gpt-5.4-nano,vehicle_occupant,worst_case_harm_minimax,"In unavoidable-harm scenarios, choose the vehicle behavior that minimizes the maximum injury severity across all road-user groups, using expected total injuries only as a tie-breaker."
av_engineer,extractor,gpt-4o,vehicle_occupant,context_aware_ethical_framework,A system that adapts its decision-making based on the specific circumstances of each unavoidable-harm scenario.
av_engineer,extractor,gpt-4o,vehicle_occupant,proactive_harm_prevention,This policy would distribute residual risk evenly across all road users while committing to infrastructure improvements and proactive harm-reduction measures.
av_engineer,extractor,gpt-5.4-nano,vehicle_occupant,patient_protection_harm_caps,"In unavoidable-harm cases, set the primary objective to maximize the probability of avoiding severe injury to the occupants, subject to hard, pre-published caps on expected harm to each outside road-user group and corridor over time, using uncertainty-robust estimates and ongoing public reporting."
av_engineer,extractor,gpt-5.4-nano,vehicle_occupant,patient_first_harm_caps,"Require that, in unavoidable-harm scenarios, the vehicle first selects actions that keep total expected harm to outside road users below predefined hard thresholds, and only then minimize injury risk to the patient/occupants within those constraints, with independent public auditing and 'reduce-unavoidable' triggers."
av_engineer,extractor,gpt-4o,vehicle_occupant,context_aware_weighted_prioritization,"This policy tailors the vehicle’s decision-making in unavoidable-harm scenarios based on the context of the incident, using a hierarchy of situational factors to guide the allocation of harm."
av_engineer,extractor,gpt-5.4-nano,vehicle_occupant,exposure_capped_occupant_priority,"Use an occupants-first objective for unavoidable-harm decisions, but impose hard, exposure-adjusted caps on incremental residual risk to any external road-user subgroup/corridor, and only if the caps would be violated fall back to an overall harm-minimization rule."
av_engineer,extractor,gpt-4o,vehicle_occupant,context_adaptive_ethics,"A policy where the autonomous system dynamically evaluates each unavoidable-harm scenario based on urgency, vulnerability, and fairness."
