model,scaffold,arm,third_seat,third_role_id,item_id,game_id,sample_idx,gold_type,region,gold_verdict,gold_action_row,gold_action_col,private_action_row,private_action_col,dominant_action_row,dominant_action_col,maximin_action_row,maximin_action_col,nash_verdicts,n_nash,row_perm,col_perm,row_name,col_name,row_best_verdict,col_best_verdict,verdict,correct,noncommittal,group_is_nash,group_cell,group_payoff_row,group_payoff_col,group_undermines_row,group_undermines_col,output_len,post_sha256,finish_reason,truncated,protocol,n_agents,moderator_model,synthesis_verdict,synthesis_len,synthesis_correct,verdict_revised,r0_verdict_row_advocate,r0_verdict_col_advocate,r0_verdict_third,r1_verdict_row_advocate,r1_verdict_col_advocate,r1_verdict_third,r2_verdict_row_advocate,r2_verdict_col_advocate,r2_verdict_third,r0_row_is_private,r0_col_is_private,r2_row_is_private,r2_col_is_private,r0_row_is_gold,r0_col_is_gold,r2_row_is_gold,r2_col_is_gold,r0_third_correct,r2_third_correct,r3_labels,n_r3_accept,n_r3_accept_with_mod,n_r3_reject,n_r3_unparsed,n_objectors,n_objections_stated,n_modifications_addressed,addressed_roles,addressed_parsed,n_revised,n_accept,n_reject,n_vote_unparsed,unanimous_accept,rejecting_roles,vote_row_advocate,vote_col_advocate,vote_third,n_calls,prompt_tokens,completion_tokens,empty_calls,transcript_truncated_calls,n_calls_type_named,type_named_first_round
grok-4-1-fast-reasoning,game_action_ncot,third_planner_nb,planner,plan_mediator_nb,132,132,1,CONFLICT_OF_EQUILIBRIA,cannot_assist,NO_RECOMMENDATION,,,,,,,ACT_2,ACT_1,PLAN_11|PLAN_22,2,10,10,Noor,Sage,PLAN_11,PLAN_22,NO_RECOMMENDATION,1,0,,,,,,,553,a4a828f34860349a70b57d645358bbc47744c29d47788eb5ffeebad0ef32229f,stop,0,r0_statement|r1_rebuttal|r2_restate|moderator_synthesis|r3_label|moderator_integration|r4_vote,3,grok-4-1-fast-reasoning,NO_RECOMMENDATION,754,1,0,ACT_1,ACT_2,NO_RECOMMENDATION,ACT_1,ACT_2,NO_RECOMMENDATION,ACT_1,ACT_2,NO_RECOMMENDATION,,,,,,,,,1,1,ACCEPT|ACCEPT|ACCEPT,3,0,0,0,0,0,0,player_r_advocate_nb|player_c_advocate_nb|plan_mediator_nb,1,0,3,0,0,1,,ACCEPT,ACCEPT,ACCEPT,17,23260,2747,0,0,3,r2
grok-4-1-fast-reasoning,game_action_ncot,third_planner_nb,planner,plan_mediator_nb,132,132,2,CONFLICT_OF_EQUILIBRIA,cannot_assist,NO_RECOMMENDATION,,,,,,,ACT_2,ACT_1,PLAN_11|PLAN_22,2,10,10,Rowan,Oakley,PLAN_11,PLAN_22,NO_RECOMMENDATION,1,0,,,,,,,593,7d29053a9a56a31f4dd1d70e9ce9a80f8e34b6c6e8b6f9579553333e9dac2ccb,stop,0,r0_statement|r1_rebuttal|r2_restate|moderator_synthesis|r3_label|moderator_integration|r4_vote,3,grok-4-1-fast-reasoning,NO_RECOMMENDATION,815,1,0,ACT_1,ACT_2,NO_RECOMMENDATION,ACT_1,ACT_2,NO_RECOMMENDATION,ACT_1,ACT_2,NO_RECOMMENDATION,,,,,,,,,1,1,ACCEPT|ACCEPT|ACCEPT,3,0,0,0,0,0,0,player_r_advocate_nb|player_c_advocate_nb|plan_mediator_nb,1,0,3,0,0,1,,ACCEPT,ACCEPT,ACCEPT,17,24159,3051,0,0,5,r2
grok-4-1-fast-reasoning,game_action_ncot,third_planner_nb,planner,plan_mediator_nb,133,133,0,CONFLICT_OF_EQUILIBRIA,cannot_assist,NO_RECOMMENDATION,,,,,,,ACT_2,ACT_1,PLAN_11|PLAN_22,2,10,10,Lennox,Sage,PLAN_11,PLAN_22,NO_RECOMMENDATION,1,0,,,,,,,555,b0a2c17a586193dd269443ea9e0bbf78068e9066a036cebd42a865083e9be268,stop,0,r0_statement|r1_rebuttal|r2_restate|moderator_synthesis|r3_label|moderator_integration|r4_vote,3,grok-4-1-fast-reasoning,NO_RECOMMENDATION,695,1,0,ACT_1,ACT_2,NO_RECOMMENDATION,ACT_1,ACT_2,NO_RECOMMENDATION,ACT_1,ACT_2,NO_RECOMMENDATION,,,,,,,,,1,1,ACCEPT|ACCEPT|ACCEPT,3,0,0,0,0,0,0,player_r_advocate_nb|player_c_advocate_nb|plan_mediator_nb,1,0,3,0,0,1,,ACCEPT,ACCEPT,ACCEPT,17,22519,2448,0,0,3,r2
grok-4-1-fast-reasoning,game_action_ncot,third_planner_nb,planner,plan_mediator_nb,133,133,1,CONFLICT_OF_EQUILIBRIA,cannot_assist,NO_RECOMMENDATION,,,,,,,ACT_2,ACT_1,PLAN_11|PLAN_22,2,10,10,Quinn,Lennox,PLAN_11,PLAN_22,NO_RECOMMENDATION,1,0,,,,,,,745,dafb5f020f67593b9950d964421329eed4dd80e33cfdfeac1845a69713db9b71,stop,0,r0_statement|r1_rebuttal|r2_restate|moderator_synthesis|r3_label|moderator_integration|r4_vote,3,grok-4-1-fast-reasoning,NO_RECOMMENDATION,679,1,0,ACT_1,ACT_2,NO_RECOMMENDATION,ACT_1,ACT_2,NO_RECOMMENDATION,ACT_1,ACT_2,NO_RECOMMENDATION,,,,,,,,,1,1,ACCEPT|ACCEPT|ACCEPT,3,0,0,0,0,0,0,player_r_advocate_nb|player_c_advocate_nb|plan_mediator_nb,1,0,3,0,0,1,,ACCEPT,ACCEPT,ACCEPT,17,22793,2551,0,0,3,r2
grok-4-1-fast-reasoning,game_action_ncot,third_planner_nb,planner,plan_mediator_nb,133,133,2,CONFLICT_OF_EQUILIBRIA,cannot_assist,NO_RECOMMENDATION,,,,,,,ACT_1,ACT_1,PLAN_12|PLAN_21,2,01,10,Rowan,Greer,PLAN_21,PLAN_12,NO_RECOMMENDATION,1,0,,,,,,,909,f972b0dadcbf05f1313ea6e6c704454cad8ab2bb92683d3065b68b6111e5b2cf,stop,0,r0_statement|r1_rebuttal|r2_restate|moderator_synthesis|r3_label|moderator_integration|r4_vote,3,grok-4-1-fast-reasoning,NO_RECOMMENDATION,980,1,0,ACT_2,ACT_2,NO_RECOMMENDATION,ACT_2,ACT_2,NO_RECOMMENDATION,ACT_2,ACT_2,NO_RECOMMENDATION,,,,,,,,,1,1,ACCEPT|ACCEPT_WITH_MODIFICATION|ACCEPT,2,1,0,0,1,1,1,player_r_advocate_nb|player_c_advocate_nb|plan_mediator_nb,1,1,3,0,0,1,,ACCEPT,ACCEPT,ACCEPT,17,23706,2889,0,0,14,r1
grok-4-1-fast-reasoning,game_action_ncot,third_planner_nb,planner,plan_mediator_nb,134,134,0,CONFLICT_OF_EQUILIBRIA,cannot_assist,NO_RECOMMENDATION,,,,,,,ACT_1,ACT_2,PLAN_12|PLAN_21,2,01,10,Sage,Finley,PLAN_21,PLAN_12,PLAN_12,0,0,1,"0,0",3,4,0,0,529,1793c39450c773ff333ff399411bb55d45e94d244ee72c157445544bba921046,stop,0,r0_statement|r1_rebuttal|r2_restate|moderator_synthesis|r3_label|moderator_integration|r4_vote,3,grok-4-1-fast-reasoning,PLAN_12,681,0,0,ACT_2,ACT_2,NO_RECOMMENDATION,ACT_1,ACT_2,PLAN_12,ACT_1,ACT_2,PLAN_12,,,,,,,,,1,0,ACCEPT|ACCEPT|ACCEPT,3,0,0,0,0,0,0,player_r_advocate_nb|player_c_advocate_nb|plan_mediator_nb,1,0,3,0,0,1,,ACCEPT,ACCEPT,ACCEPT,17,23045,2610,0,0,6,r1
grok-4-1-fast-reasoning,game_action_ncot,third_planner_nb,planner,plan_mediator_nb,134,134,1,CONFLICT_OF_EQUILIBRIA,cannot_assist,NO_RECOMMENDATION,,,,,,,ACT_2,ACT_2,PLAN_11|PLAN_22,2,10,10,Lennox,Kendall,PLAN_11,PLAN_22,PLAN_22,0,0,1,"0,0",3,4,0,0,597,7f92f8b02eea3e76e1c077416102351786cedaf46f91d475b9cba308a1771929,stop,0,r0_statement|r1_rebuttal|r2_restate|moderator_synthesis|r3_label|moderator_integration|r4_vote,3,grok-4-1-fast-reasoning,PLAN_22,657,0,0,ACT_1,ACT_2,NO_RECOMMENDATION,ACT_2,ACT_2,NO_RECOMMENDATION,ACT_2,ACT_2,PLAN_22,,,,,,,,,1,0,ACCEPT|ACCEPT|ACCEPT,3,0,0,0,0,0,0,player_r_advocate_nb|player_c_advocate_nb|plan_mediator_nb,1,0,3,0,0,1,,ACCEPT,ACCEPT,ACCEPT,17,23111,2670,0,0,6,r1
grok-4-1-fast-reasoning,game_action_ncot,third_planner_nb,planner,plan_mediator_nb,134,134,2,CONFLICT_OF_EQUILIBRIA,cannot_assist,NO_RECOMMENDATION,,,,,,,ACT_1,ACT_1,PLAN_11|PLAN_22,2,01,01,Kendall,Rowan,PLAN_22,PLAN_11,NO_RECOMMENDATION,1,0,,,,,,,855,5de6a4a9c409c89fb6ece86b3bb119a6b0b77c82430f4dc8a8e443448fff0209,stop,0,r0_statement|r1_rebuttal|r2_restate|moderator_synthesis|r3_label|moderator_integration|r4_vote,3,grok-4-1-fast-reasoning,NO_RECOMMENDATION,821,1,0,ACT_2,ACT_1,NO_RECOMMENDATION,ACT_2,ACT_1,NO_RECOMMENDATION,ACT_2,ACT_1,NO_RECOMMENDATION,,,,,,,,,1,1,ACCEPT|ACCEPT|ACCEPT,3,0,0,0,0,0,0,player_r_advocate_nb|player_c_advocate_nb|plan_mediator_nb,1,0,3,0,0,1,,ACCEPT,ACCEPT,ACCEPT,17,23827,2853,0,0,0,
grok-4-1-fast-reasoning,game_action_ncot,third_planner_nb,planner,plan_mediator_nb,142,142,0,CONFLICT_OF_EQUILIBRIA,cannot_assist,NO_RECOMMENDATION,,,,,,,ACT_2,ACT_1,PLAN_12|PLAN_21,2,01,10,Quinn,Emerson,PLAN_21,PLAN_12,NO_RECOMMENDATION,1,0,,,,,,,494,e96b596c98286a8d4c9b2bbe630fe1e408e62d3166a662d0351cb2119f6e3413,stop,0,r0_statement|r1_rebuttal|r2_restate|moderator_synthesis|r3_label|moderator_integration|r4_vote,3,grok-4-1-fast-reasoning,NO_RECOMMENDATION,631,1,0,ACT_2,ACT_2,NO_RECOMMENDATION,ACT_2,ACT_2,NO_RECOMMENDATION,ACT_2,ACT_2,NO_RECOMMENDATION,,,,,,,,,1,1,ACCEPT|ACCEPT|ACCEPT,3,0,0,0,0,0,0,player_r_advocate_nb|player_c_advocate_nb|plan_mediator_nb,1,0,3,0,0,1,,ACCEPT,ACCEPT,ACCEPT,17,23401,2801,0,0,2,synthesis
grok-4-1-fast-reasoning,game_action_ncot,third_planner_nb,planner,plan_mediator_nb,142,142,1,CONFLICT_OF_EQUILIBRIA,cannot_assist,NO_RECOMMENDATION,,,,,,,ACT_1,ACT_2,PLAN_12|PLAN_21,2,10,01,Oakley,Emerson,PLAN_12,PLAN_21,NO_RECOMMENDATION,1,0,,,,,,,828,5651d399842cfa9d98a11af735994137f66215e48f2cac5ae6e7f3f42c421aa1,stop,0,r0_statement|r1_rebuttal|r2_restate|moderator_synthesis|r3_label|moderator_integration|r4_vote,3,grok-4-1-fast-reasoning,NO_RECOMMENDATION,620,1,0,ACT_1,ACT_1,NO_RECOMMENDATION,ACT_1,ACT_1,NO_RECOMMENDATION,ACT_1,ACT_1,NO_RECOMMENDATION,,,,,,,,,1,1,ACCEPT|ACCEPT|ACCEPT,3,0,0,0,0,0,0,,1,0,3,0,0,1,,ACCEPT,ACCEPT,ACCEPT,17,21754,2245,0,0,2,synthesis
grok-4-1-fast-reasoning,game_action_ncot,third_planner_nb,planner,plan_mediator_nb,142,142,2,CONFLICT_OF_EQUILIBRIA,cannot_assist,NO_RECOMMENDATION,,,,,,,ACT_2,ACT_2,PLAN_11|PLAN_22,2,01,01,Lennox,Oakley,PLAN_22,PLAN_11,NO_RECOMMENDATION,1,0,,,,,,,600,50ef9ecb048d6306d26cc1b29e5c2a5a5c57ddd71f22693e040f51bf5419275e,stop,0,r0_statement|r1_rebuttal|r2_restate|moderator_synthesis|r3_label|moderator_integration|r4_vote,3,grok-4-1-fast-reasoning,NO_RECOMMENDATION,640,1,0,ACT_2,ACT_1,NO_RECOMMENDATION,ACT_2,ACT_1,NO_RECOMMENDATION,ACT_2,ACT_1,NO_RECOMMENDATION,,,,,,,,,1,1,ACCEPT|ACCEPT|ACCEPT,3,0,0,0,0,0,0,player_r_advocate_nb|player_c_advocate_nb|plan_mediator_nb,1,0,3,0,0,1,,ACCEPT,ACCEPT,ACCEPT,17,23601,2868,0,0,2,synthesis
grok-4-1-fast-reasoning,game_action_ncot,third_planner_nb,planner,plan_mediator_nb,143,143,0,CONFLICT_OF_EQUILIBRIA,cannot_assist,NO_RECOMMENDATION,,,,,,,ACT_1,ACT_1,PLAN_11|PLAN_22,2,10,10,Parker,Sage,PLAN_11,PLAN_22,PLAN_11,0,0,1,"1,1",4,3,0,0,550,7e118a069365fdf18ebd7408d0e87ca2e244b918428a8f50833f9e8f36b692d6,stop,0,r0_statement|r1_rebuttal|r2_restate|moderator_synthesis|r3_label|moderator_integration|r4_vote,3,grok-4-1-fast-reasoning,PLAN_11,711,0,0,ACT_1,ACT_1,NO_RECOMMENDATION,ACT_1,ACT_1,PLAN_11,ACT_1,ACT_1,PLAN_11,,,,,,,,,1,0,ACCEPT|ACCEPT|ACCEPT,3,0,0,0,0,0,0,player_r_advocate_nb|player_c_advocate_nb|plan_mediator_nb,1,0,3,0,0,1,,ACCEPT,ACCEPT,ACCEPT,17,22091,2260,0,0,4,r1
grok-4-1-fast-reasoning,game_action_ncot,third_planner_nb,planner,plan_mediator_nb,143,143,1,CONFLICT_OF_EQUILIBRIA,cannot_assist,NO_RECOMMENDATION,,,,,,,ACT_2,ACT_1,PLAN_12|PLAN_21,2,01,10,Oakley,Parker,PLAN_21,PLAN_12,PLAN_21,0,0,1,"1,1",4,3,0,0,676,2ad04b7ab391cd124876480a8b049b9e8244f8aff5a3c8e5527d6f8bb9b5a0a6,stop,0,r0_statement|r1_rebuttal|r2_restate|moderator_synthesis|r3_label|moderator_integration|r4_vote,3,grok-4-1-fast-reasoning,PLAN_21,588,0,0,ACT_2,ACT_1,NO_RECOMMENDATION,ACT_2,ACT_1,PLAN_21,ACT_2,ACT_1,PLAN_21,,,,,,,,,1,0,ACCEPT|ACCEPT|ACCEPT,3,0,0,0,0,0,0,player_r_advocate_nb|player_c_advocate_nb|plan_mediator_nb,1,0,3,0,0,1,,ACCEPT,ACCEPT,ACCEPT,17,23427,2735,0,0,14,r1
grok-4-1-fast-reasoning,game_action_ncot,third_planner_nb,planner,plan_mediator_nb,143,143,2,CONFLICT_OF_EQUILIBRIA,cannot_assist,NO_RECOMMENDATION,,,,,,,ACT_1,ACT_1,PLAN_11|PLAN_22,2,10,10,Harper,Oakley,PLAN_11,PLAN_22,PLAN_11,0,0,1,"1,1",4,3,0,0,693,74a04af5979674d65ed63f0f491279e094a3fb635bacfa4f0b7bc136d0440ea6,stop,0,r0_statement|r1_rebuttal|r2_restate|moderator_synthesis|r3_label|moderator_integration|r4_vote,3,grok-4-1-fast-reasoning,PLAN_11,734,0,0,ACT_1,ACT_2,NO_RECOMMENDATION,ACT_1,ACT_1,NO_RECOMMENDATION,ACT_1,ACT_1,PLAN_11,,,,,,,,,1,0,ACCEPT|ACCEPT|ACCEPT,3,0,0,0,0,0,0,player_r_advocate_nb|player_c_advocate_nb|plan_mediator_nb,1,0,3,0,0,1,,ACCEPT,ACCEPT,ACCEPT,17,22129,2304,0,0,12,r1
