model,scaffold,arm,third_seat,third_role_id,item_id,game_id,sample_idx,gold_type,region,gold_verdict,nash_verdicts,n_nash,row_perm,col_perm,row_name,col_name,row_best_verdict,col_best_verdict,verdict,correct,noncommittal,group_is_nash,group_cell,group_payoff_row,group_payoff_col,output_len,post_sha256,finish_reason,truncated,protocol,n_agents,moderator_model,synthesis_verdict,synthesis_len,synthesis_correct,verdict_revised,r0_verdict_row_advocate,r0_verdict_col_advocate,r0_verdict_third,r1_verdict_row_advocate,r1_verdict_col_advocate,r1_verdict_third,r2_verdict_row_advocate,r2_verdict_col_advocate,r2_verdict_third,r3_labels,n_r3_accept,n_r3_accept_with_mod,n_r3_reject,n_r3_unparsed,n_objectors,n_objections_stated,n_modifications_addressed,addressed_roles,addressed_parsed,n_revised,n_accept,n_reject,n_vote_unparsed,unanimous_accept,rejecting_roles,vote_row_advocate,vote_col_advocate,vote_third,n_calls,prompt_tokens,completion_tokens,empty_calls,transcript_truncated_calls,n_calls_type_named,type_named_first_round
grok-4-1-fast-reasoning,game_plan_ncot,third_neutral,neutral,neutral_reader,241,241,1,DILEMMA_BOTH_PREFER,value,PLAN_12,PLAN_21,1,01,01,Sage,Morgan,PLAN_12,PLAN_11,PLAN_12,1,0,0,"0,1",4,3,573,e1b1df8271bdab97d5613f02d150c623f6120ad7a3083faf856e2b24c91fe128,stop,0,r0_statement|r1_rebuttal|r2_restate|moderator_synthesis|r3_label|moderator_integration|r4_vote,3,grok-4-1-fast-reasoning,PLAN_12,799,1,0,PLAN_12,PLAN_12,PLAN_12,PLAN_12,PLAN_12,PLAN_12,PLAN_12,PLAN_12,PLAN_12,ACCEPT|ACCEPT|ACCEPT,3,0,0,0,0,0,0,player_r_advocate|player_c_advocate|neutral_reader,1,0,3,0,0,1,,ACCEPT,ACCEPT,ACCEPT,17,18785,2023,0,0,6,r1
grok-4-1-fast-reasoning,game_plan_ncot,third_neutral,neutral,neutral_reader,241,241,2,DILEMMA_BOTH_PREFER,value,PLAN_21,PLAN_12,1,10,10,Sage,Parker,PLAN_21,PLAN_22,PLAN_21,1,0,0,"0,1",4,3,681,06b0205ce62441cae7db3548a769b88708407e4643c0779ac59d6cc7bac6c492,stop,0,r0_statement|r1_rebuttal|r2_restate|moderator_synthesis|r3_label|moderator_integration|r4_vote,3,grok-4-1-fast-reasoning,PLAN_21,648,1,0,PLAN_21,PLAN_22,PLAN_21,PLAN_21,PLAN_21,PLAN_21,PLAN_21,PLAN_21,PLAN_21,ACCEPT|ACCEPT|ACCEPT,3,0,0,0,0,0,0,player_r_advocate|player_c_advocate|neutral_reader,1,0,3,0,0,1,,ACCEPT,ACCEPT,ACCEPT,17,20000,2483,0,0,0,
grok-4-1-fast-reasoning,game_plan_ncot,third_neutral,neutral,neutral_reader,322,322,0,ASSURANCE,value,PLAN_21,PLAN_12|PLAN_21,2,10,10,Finley,Wren,PLAN_21,PLAN_21,PLAN_21,1,0,1,"0,1",4,4,562,64d441c90cbe3b7dbb07a545f342cb8d0bc64b4f62c4a3f23d90ae65604ac9b4,stop,0,r0_statement|r1_rebuttal|r2_restate|moderator_synthesis|r3_label|moderator_integration|r4_vote,3,grok-4-1-fast-reasoning,PLAN_21,584,1,0,PLAN_21,PLAN_21,PLAN_21,PLAN_21,PLAN_21,PLAN_21,PLAN_21,PLAN_21,PLAN_21,ACCEPT|ACCEPT|ACCEPT,3,0,0,0,0,0,0,player_r_advocate|player_c_advocate|neutral_reader,1,0,3,0,0,1,,ACCEPT,ACCEPT,ACCEPT,17,17808,1795,0,0,0,
grok-4-1-fast-reasoning,game_plan_ncot,third_neutral,neutral,neutral_reader,322,322,1,ASSURANCE,value,PLAN_11,PLAN_11|PLAN_22,2,01,10,Morgan,Emerson,PLAN_11,PLAN_11,PLAN_11,1,0,1,"0,1",4,4,576,bbd0ed38c6d003570f9bafd6136b4866fa18d8e400dffbdc04c8a579de10e001,stop,0,r0_statement|r1_rebuttal|r2_restate|moderator_synthesis|r3_label|moderator_integration|r4_vote,3,grok-4-1-fast-reasoning,PLAN_11,704,1,0,PLAN_11,PLAN_11,PLAN_11,PLAN_11,PLAN_11,PLAN_11,PLAN_11,PLAN_11,PLAN_11,ACCEPT|ACCEPT|ACCEPT,3,0,0,0,0,0,0,,1,0,3,0,0,1,,ACCEPT,ACCEPT,ACCEPT,17,17879,1766,0,0,0,
grok-4-1-fast-reasoning,game_plan_ncot,third_neutral,neutral,neutral_reader,322,322,2,ASSURANCE,value,PLAN_12,PLAN_12|PLAN_21,2,01,01,Oakley,Sage,PLAN_12,PLAN_12,PLAN_12,1,0,1,"0,1",4,4,490,77795dc52a61a524ded0b2e4caa7468fab15266b6be7983f0f1883d013c0a771,stop,0,r0_statement|r1_rebuttal|r2_restate|moderator_synthesis|r3_label|moderator_integration|r4_vote,3,grok-4-1-fast-reasoning,PLAN_12,621,1,0,PLAN_12,PLAN_12,PLAN_12,PLAN_12,PLAN_12,PLAN_12,PLAN_12,PLAN_12,PLAN_12,ACCEPT|ACCEPT|ACCEPT,3,0,0,0,0,0,0,,1,0,3,0,0,1,,ACCEPT,ACCEPT,ACCEPT,17,17907,1776,0,0,0,
grok-4-1-fast-reasoning,game_plan_ncot,third_neutral,neutral,neutral_reader,323,323,0,ASSURANCE,value,PLAN_12,PLAN_12|PLAN_21,2,01,01,Lennox,Parker,PLAN_12,PLAN_12,PLAN_12,1,0,1,"0,1",4,4,542,5ac7b76bbaf426ca4c3042b1296fa6e4b3bb568a662960a841b097afad0662ce,stop,0,r0_statement|r1_rebuttal|r2_restate|moderator_synthesis|r3_label|moderator_integration|r4_vote,3,grok-4-1-fast-reasoning,PLAN_12,686,1,0,PLAN_12,PLAN_12,PLAN_12,PLAN_12,PLAN_12,PLAN_12,PLAN_12,PLAN_12,PLAN_12,ACCEPT|ACCEPT|ACCEPT,3,0,0,0,0,0,0,player_r_advocate|player_c_advocate|neutral_reader,1,0,3,0,0,1,,ACCEPT,ACCEPT,ACCEPT,17,17759,1765,0,0,0,
grok-4-1-fast-reasoning,game_plan_ncot,third_neutral,neutral,neutral_reader,323,323,1,ASSURANCE,value,PLAN_12,PLAN_12|PLAN_21,2,01,01,Jordan,Rowan,PLAN_12,PLAN_12,PLAN_12,1,0,1,"0,1",4,4,581,448ab185999e603968d385f0b33138b4ef0a006c8df305149aa0b41728d97289,stop,0,r0_statement|r1_rebuttal|r2_restate|moderator_synthesis|r3_label|moderator_integration|r4_vote,3,grok-4-1-fast-reasoning,PLAN_12,540,1,0,PLAN_12,PLAN_12,PLAN_12,PLAN_12,PLAN_12,PLAN_12,PLAN_12,PLAN_12,PLAN_12,ACCEPT|ACCEPT|ACCEPT,3,0,0,0,0,0,0,player_r_advocate|player_c_advocate|neutral_reader,1,0,3,0,0,1,,ACCEPT,ACCEPT,ACCEPT,17,17650,1738,0,0,0,
grok-4-1-fast-reasoning,game_plan_ncot,third_neutral,neutral,neutral_reader,323,323,2,ASSURANCE,value,PLAN_12,PLAN_12|PLAN_21,2,01,01,Sage,Jordan,PLAN_12,PLAN_12,PLAN_12,1,0,1,"0,1",4,4,588,0bef2350e94fcf0bf79864837bd24935ea415f4563c5917f05e8d3fc49dfa7f4,stop,0,r0_statement|r1_rebuttal|r2_restate|moderator_synthesis|r3_label|moderator_integration|r4_vote,3,grok-4-1-fast-reasoning,PLAN_12,630,1,0,PLAN_12,PLAN_12,PLAN_12,PLAN_12,PLAN_12,PLAN_12,PLAN_12,PLAN_12,PLAN_12,ACCEPT|ACCEPT|ACCEPT,3,0,0,0,0,0,0,player_r_advocate|player_c_advocate|neutral_reader,1,0,3,0,0,1,,ACCEPT,ACCEPT,ACCEPT,17,17790,1739,0,0,0,
grok-4-1-fast-reasoning,game_plan_ncot,third_neutral,neutral,neutral_reader,324,324,0,ASSURANCE,value,PLAN_12,PLAN_12|PLAN_21,2,01,01,Wren,Quinn,PLAN_12,PLAN_12,PLAN_12,1,0,1,"0,1",4,4,513,1f921686bd16bd1aeae641aae74e5bbf47cdb8b870ce1bcde32ccbe4c13d95ab,stop,0,r0_statement|r1_rebuttal|r2_restate|moderator_synthesis|r3_label|moderator_integration|r4_vote,3,grok-4-1-fast-reasoning,PLAN_12,558,1,0,PLAN_12,PLAN_12,PLAN_12,PLAN_12,PLAN_12,PLAN_12,PLAN_12,PLAN_12,PLAN_12,ACCEPT|ACCEPT|ACCEPT,3,0,0,0,0,0,0,player_r_advocate|player_c_advocate|neutral_reader,1,0,3,0,0,1,,ACCEPT,ACCEPT,ACCEPT,17,17685,1720,0,0,0,
grok-4-1-fast-reasoning,game_plan_ncot,third_neutral,neutral,neutral_reader,324,324,1,ASSURANCE,value,PLAN_12,PLAN_12|PLAN_21,2,01,01,Quinn,Parker,PLAN_12,PLAN_12,PLAN_12,1,0,1,"0,1",4,4,577,ffeec9d64819021c17de68c9305044720e9e501a80f1dcaa9f2821dfdc905393,stop,0,r0_statement|r1_rebuttal|r2_restate|moderator_synthesis|r3_label|moderator_integration|r4_vote,3,grok-4-1-fast-reasoning,PLAN_12,638,1,0,PLAN_12,PLAN_12,PLAN_12,PLAN_12,PLAN_12,PLAN_12,PLAN_12,PLAN_12,PLAN_12,ACCEPT|ACCEPT|ACCEPT,3,0,0,0,0,0,0,player_r_advocate|player_c_advocate|neutral_reader,1,0,3,0,0,1,,ACCEPT,ACCEPT,ACCEPT,17,18030,1884,0,0,0,
grok-4-1-fast-reasoning,game_plan_ncot,third_neutral,neutral,neutral_reader,324,324,2,ASSURANCE,value,PLAN_11,PLAN_11|PLAN_22,2,01,10,Finley,Greer,PLAN_11,PLAN_11,PLAN_11,1,0,1,"0,1",4,4,670,340503132bbc6fec2b425cdac02ea9460fb942f93b06145d1115025a0f8a60a2,stop,0,r0_statement|r1_rebuttal|r2_restate|moderator_synthesis|r3_label|moderator_integration|r4_vote,3,grok-4-1-fast-reasoning,PLAN_11,706,1,0,PLAN_11,PLAN_11,PLAN_11,PLAN_11,PLAN_11,PLAN_11,PLAN_11,PLAN_11,PLAN_11,ACCEPT|ACCEPT|ACCEPT,3,0,0,0,0,0,0,player_r_advocate|player_c_advocate|neutral_reader,1,0,3,0,0,1,,ACCEPT,ACCEPT,ACCEPT,17,17695,1737,0,0,0,
grok-4-1-fast-reasoning,game_plan_ncot,third_neutral,neutral,neutral_reader,332,332,0,ASSURANCE,value,PLAN_11,PLAN_11|PLAN_22,2,01,10,Parker,Harper,PLAN_11,PLAN_11,PLAN_11,1,0,1,"0,1",4,4,516,789504a7eec03ab22879f3f5127f3a32d482972971824ee7ba1f6fe6ac78aa03,stop,0,r0_statement|r1_rebuttal|r2_restate|moderator_synthesis|r3_label|moderator_integration|r4_vote,3,grok-4-1-fast-reasoning,PLAN_11,625,1,0,PLAN_11,PLAN_11,PLAN_11,PLAN_11,PLAN_11,PLAN_11,PLAN_11,PLAN_11,PLAN_11,ACCEPT|ACCEPT|ACCEPT,3,0,0,0,0,0,0,player_r_advocate|player_c_advocate|neutral_reader,1,0,3,0,0,1,,ACCEPT,ACCEPT,ACCEPT,17,17697,1804,0,0,0,
grok-4-1-fast-reasoning,game_plan_ncot,third_neutral,neutral,neutral_reader,332,332,1,ASSURANCE,value,PLAN_22,PLAN_11|PLAN_22,2,10,01,Noor,Oakley,PLAN_22,PLAN_22,PLAN_22,1,0,1,"0,1",4,4,530,17a41e5251b46bd46f0962946357bb257702d233c945e9dcdb7a8529bd88a24d,stop,0,r0_statement|r1_rebuttal|r2_restate|moderator_synthesis|r3_label|moderator_integration|r4_vote,3,grok-4-1-fast-reasoning,PLAN_22,636,1,0,PLAN_22,PLAN_22,PLAN_22,PLAN_22,PLAN_22,PLAN_22,PLAN_22,PLAN_22,PLAN_22,ACCEPT|ACCEPT|ACCEPT,3,0,0,0,0,0,0,player_r_advocate|player_c_advocate|neutral_reader,1,0,3,0,0,1,,ACCEPT,ACCEPT,ACCEPT,17,17747,1774,0,0,0,
grok-4-1-fast-reasoning,game_plan_ncot,third_neutral,neutral,neutral_reader,332,332,2,ASSURANCE,value,PLAN_22,PLAN_11|PLAN_22,2,10,01,Jordan,Greer,PLAN_22,PLAN_22,PLAN_22,1,0,1,"0,1",4,4,446,d096a6628a8365af88eea4f4be31ccdcaac7b56dca021e46d4e71c23d3dfafcd,stop,0,r0_statement|r1_rebuttal|r2_restate|moderator_synthesis|r3_label|moderator_integration|r4_vote,3,grok-4-1-fast-reasoning,PLAN_22,652,1,0,PLAN_22,PLAN_22,PLAN_22,PLAN_22,PLAN_22,PLAN_22,PLAN_22,PLAN_22,PLAN_22,ACCEPT|ACCEPT|ACCEPT,3,0,0,0,0,0,0,player_r_advocate|player_c_advocate|neutral_reader,1,0,3,0,0,1,,ACCEPT,ACCEPT,ACCEPT,17,18337,1973,0,0,0,
grok-4-1-fast-reasoning,game_plan_ncot,third_neutral,neutral,neutral_reader,333,333,0,ASSURANCE,value,PLAN_21,PLAN_12|PLAN_21,2,10,10,Rowan,Jordan,PLAN_21,PLAN_21,PLAN_21,1,0,1,"0,1",4,4,595,029f49a9f5dc80f7006ec62006452cec87edd54c823d8760e2f797c3c9c956b6,stop,0,r0_statement|r1_rebuttal|r2_restate|moderator_synthesis|r3_label|moderator_integration|r4_vote,3,grok-4-1-fast-reasoning,PLAN_21,605,1,0,PLAN_21,PLAN_21,PLAN_21,PLAN_21,PLAN_21,PLAN_21,PLAN_21,PLAN_21,PLAN_21,ACCEPT|ACCEPT|ACCEPT,3,0,0,0,0,0,0,player_r_advocate|player_c_advocate|neutral_reader,1,0,3,0,0,1,,ACCEPT,ACCEPT,ACCEPT,17,18246,1908,0,0,0,
grok-4-1-fast-reasoning,game_plan_ncot,third_neutral,neutral,neutral_reader,333,333,1,ASSURANCE,value,PLAN_22,PLAN_11|PLAN_22,2,10,01,Morgan,Taylor,PLAN_22,PLAN_22,PLAN_22,1,0,1,"0,1",4,4,431,f5c76d00506d7afdda9d6180e6a8f0e96d38474f37fff079ed3185a839ed8eb5,stop,0,r0_statement|r1_rebuttal|r2_restate|moderator_synthesis|r3_label|moderator_integration|r4_vote,3,grok-4-1-fast-reasoning,PLAN_22,569,1,0,PLAN_22,PLAN_22,PLAN_22,PLAN_22,PLAN_22,PLAN_22,PLAN_22,PLAN_22,PLAN_22,ACCEPT|ACCEPT|ACCEPT,3,0,0,0,0,0,0,player_r_advocate|player_c_advocate|neutral_reader,1,0,3,0,0,1,,ACCEPT,ACCEPT,ACCEPT,17,17593,1735,0,0,7,r3_label
grok-4-1-fast-reasoning,game_plan_ncot,third_neutral,neutral,neutral_reader,333,333,2,ASSURANCE,value,PLAN_21,PLAN_12|PLAN_21,2,10,10,Rowan,Sage,PLAN_21,PLAN_21,PLAN_21,1,0,1,"0,1",4,4,571,f51b0c266d3af70d57d1d34a5899797e3d59c014d8ccd25cd8d5218396b09a41,stop,0,r0_statement|r1_rebuttal|r2_restate|moderator_synthesis|r3_label|moderator_integration|r4_vote,3,grok-4-1-fast-reasoning,PLAN_21,618,1,0,PLAN_21,PLAN_21,PLAN_21,PLAN_21,PLAN_21,PLAN_21,PLAN_21,PLAN_21,PLAN_21,ACCEPT|ACCEPT|ACCEPT,3,0,0,0,0,0,0,player_r_advocate|player_c_advocate|neutral_reader,1,0,3,0,0,1,,ACCEPT,ACCEPT,ACCEPT,17,17828,1797,0,0,3,r2
grok-4-1-fast-reasoning,game_plan_ncot,third_neutral,neutral,neutral_reader,334,334,0,ASSURANCE,value,PLAN_12,PLAN_12|PLAN_21,2,01,01,Greer,Finley,PLAN_12,PLAN_12,PLAN_12,1,0,1,"0,1",4,4,582,22d0a463b1cd32003c08b39c0505c85d8d6df52015176795828d6ff7842774de,stop,0,r0_statement|r1_rebuttal|r2_restate|moderator_synthesis|r3_label|moderator_integration|r4_vote,3,grok-4-1-fast-reasoning,PLAN_12,649,1,0,PLAN_12,PLAN_12,PLAN_12,PLAN_12,PLAN_12,PLAN_12,PLAN_12,PLAN_12,PLAN_12,ACCEPT|ACCEPT|ACCEPT,3,0,0,0,0,0,0,player_r_advocate|player_c_advocate|neutral_reader,1,0,3,0,0,1,,ACCEPT,ACCEPT,ACCEPT,17,18256,1942,0,0,0,
grok-4-1-fast-reasoning,game_plan_ncot,third_neutral,neutral,neutral_reader,334,334,1,ASSURANCE,value,PLAN_21,PLAN_12|PLAN_21,2,10,10,Harper,Jordan,PLAN_21,PLAN_21,PLAN_21,1,0,1,"0,1",4,4,561,f3557457da9c455dbefb30b07f765a086b25a6e230761c7c32d99cef86527b3c,stop,0,r0_statement|r1_rebuttal|r2_restate|moderator_synthesis|r3_label|moderator_integration|r4_vote,3,grok-4-1-fast-reasoning,PLAN_21,717,1,0,PLAN_21,PLAN_21,PLAN_21,PLAN_21,PLAN_21,PLAN_21,PLAN_21,PLAN_21,PLAN_21,ACCEPT|ACCEPT|ACCEPT,3,0,0,0,0,0,0,player_r_advocate|player_c_advocate|neutral_reader,1,0,3,0,0,1,,ACCEPT,ACCEPT,ACCEPT,17,18141,1862,0,0,6,r1
grok-4-1-fast-reasoning,game_plan_ncot,third_neutral,neutral,neutral_reader,334,334,2,ASSURANCE,value,PLAN_22,PLAN_11|PLAN_22,2,10,01,Morgan,Finley,PLAN_22,PLAN_22,PLAN_22,1,0,1,"0,1",4,4,543,fa54c54130f16c2e96abba4a5c6f3eb87f8f91fdf0309c343f447a601210d098,stop,0,r0_statement|r1_rebuttal|r2_restate|moderator_synthesis|r3_label|moderator_integration|r4_vote,3,grok-4-1-fast-reasoning,PLAN_22,607,1,0,PLAN_22,PLAN_22,PLAN_22,PLAN_22,PLAN_22,PLAN_22,PLAN_22,PLAN_22,PLAN_22,ACCEPT|ACCEPT|ACCEPT,3,0,0,0,0,0,0,player_r_advocate|player_c_advocate|neutral_reader,1,0,3,0,0,1,,ACCEPT,ACCEPT,ACCEPT,17,17321,1634,0,0,4,r1
