model,scaffold,arm,third_seat,item_id,sample_idx,gold_type,region,gold_verdict,gold_action,private_action,dominant_action,maximin_action,role_id,role_stake,group_verdict,group_is_gold,synthesis_verdict,r0_verdict,r1_verdict,r2_verdict,r0_is_private,r2_is_private,r0_is_gold,r2_is_gold,r0_is_nash,r2_is_nash,r0_correct,r2_correct,r3_label,r3_label_parsed,r3_objection_kind,r3_objection_len,objected_r3,objection_unstated,modification_addressed,vote,reject,vote_parsed,revised_r4,stake_undermined,group_plan_payoff,deviation_payoff,best_nash_payoff,maximin_payoff,type_named_in_prompt,type_named_rounds,finish_reason,truncated,output_len
grok-4-1-fast-reasoning,game_action_ncot,third_planner_nb,planner,123,0,CONFLICT_OF_EQUILIBRIA,cannot_assist,NO_RECOMMENDATION,,,,ACT_1,player_c_advocate_nb,col,NO_RECOMMENDATION,1,NO_RECOMMENDATION,ACT_1,ACT_1,ACT_1,,,,,,,,,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,,,,4,2,1,r2|r3_label|r4_vote,stop,0,521
grok-4-1-fast-reasoning,game_action_ncot,third_planner_nb,planner,123,0,CONFLICT_OF_EQUILIBRIA,cannot_assist,NO_RECOMMENDATION,,,,ACT_2,player_r_advocate_nb,row,NO_RECOMMENDATION,1,NO_RECOMMENDATION,ACT_1,ACT_1,ACT_1,,,,,,,,,ACCEPT_WITH_MODIFICATION,1,modification,226,1,0,0,REJECT,1,1,0,,,,4,2,1,r2|r3_label|r4_vote,stop,0,606
grok-4-1-fast-reasoning,game_action_ncot,third_planner_nb,planner,123,1,CONFLICT_OF_EQUILIBRIA,cannot_assist,NO_RECOMMENDATION,,,,,plan_mediator_nb,none,NO_RECOMMENDATION,1,NO_RECOMMENDATION,NO_RECOMMENDATION,NO_RECOMMENDATION,NO_RECOMMENDATION,,,,,,,1,1,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,0,,,,,1,r1,stop,0,402
grok-4-1-fast-reasoning,game_action_ncot,third_planner_nb,planner,123,1,CONFLICT_OF_EQUILIBRIA,cannot_assist,NO_RECOMMENDATION,,,,ACT_1,player_c_advocate_nb,col,NO_RECOMMENDATION,1,NO_RECOMMENDATION,ACT_2,ACT_2,ACT_2,,,,,,,,,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,,,,4,2,1,r1|r2,stop,0,342
grok-4-1-fast-reasoning,game_action_ncot,third_planner_nb,planner,123,1,CONFLICT_OF_EQUILIBRIA,cannot_assist,NO_RECOMMENDATION,,,,ACT_2,player_r_advocate_nb,row,NO_RECOMMENDATION,1,NO_RECOMMENDATION,ACT_1,ACT_1,ACT_1,,,,,,,,,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,,,,4,2,1,r1,stop,0,327
grok-4-1-fast-reasoning,game_action_ncot,third_planner_nb,planner,123,2,CONFLICT_OF_EQUILIBRIA,cannot_assist,NO_RECOMMENDATION,,,,,plan_mediator_nb,none,NO_RECOMMENDATION,1,NO_RECOMMENDATION,NO_RECOMMENDATION,NO_RECOMMENDATION,NO_RECOMMENDATION,,,,,,,1,1,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,0,,,,,1,r2|r3_label,stop,0,366
grok-4-1-fast-reasoning,game_action_ncot,third_planner_nb,planner,123,2,CONFLICT_OF_EQUILIBRIA,cannot_assist,NO_RECOMMENDATION,,,,ACT_1,player_c_advocate_nb,col,NO_RECOMMENDATION,1,NO_RECOMMENDATION,ACT_2,ACT_2,ACT_2,,,,,,,,,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,,,,4,2,1,r2,stop,0,367
grok-4-1-fast-reasoning,game_action_ncot,third_planner_nb,planner,123,2,CONFLICT_OF_EQUILIBRIA,cannot_assist,NO_RECOMMENDATION,,,,ACT_2,player_r_advocate_nb,row,NO_RECOMMENDATION,1,NO_RECOMMENDATION,ACT_1,ACT_1,ACT_1,,,,,,,,,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,,,,4,2,1,r2|r3_label,stop,0,528
grok-4-1-fast-reasoning,game_action_ncot,third_planner_nb,planner,124,0,CONFLICT_OF_EQUILIBRIA,cannot_assist,NO_RECOMMENDATION,,,,,plan_mediator_nb,none,NO_RECOMMENDATION,1,NO_RECOMMENDATION,NO_RECOMMENDATION,NO_RECOMMENDATION,NO_RECOMMENDATION,,,,,,,1,1,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,0,,,,,1,r2|r3_label,stop,0,458
grok-4-1-fast-reasoning,game_action_ncot,third_planner_nb,planner,124,0,CONFLICT_OF_EQUILIBRIA,cannot_assist,NO_RECOMMENDATION,,,,ACT_2,player_c_advocate_nb,col,NO_RECOMMENDATION,1,NO_RECOMMENDATION,ACT_2,ACT_2,ACT_2,,,,,,,,,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,,,,4,2,1,r2,stop,0,495
grok-4-1-fast-reasoning,game_action_ncot,third_planner_nb,planner,124,0,CONFLICT_OF_EQUILIBRIA,cannot_assist,NO_RECOMMENDATION,,,,ACT_1,player_r_advocate_nb,row,NO_RECOMMENDATION,1,NO_RECOMMENDATION,ACT_2,ACT_2,ACT_2,,,,,,,,,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,,,,4,2,1,r2,stop,0,453
grok-4-1-fast-reasoning,game_action_ncot,third_planner_nb,planner,124,1,CONFLICT_OF_EQUILIBRIA,cannot_assist,NO_RECOMMENDATION,,,,,plan_mediator_nb,none,NO_RECOMMENDATION,1,NO_RECOMMENDATION,NO_RECOMMENDATION,NO_RECOMMENDATION,NO_RECOMMENDATION,,,,,,,1,1,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,0,,,,,0,,stop,0,461
grok-4-1-fast-reasoning,game_action_ncot,third_planner_nb,planner,124,1,CONFLICT_OF_EQUILIBRIA,cannot_assist,NO_RECOMMENDATION,,,,ACT_1,player_c_advocate_nb,col,NO_RECOMMENDATION,1,NO_RECOMMENDATION,ACT_1,ACT_1,ACT_1,,,,,,,,,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,,,,4,2,0,,stop,0,377
grok-4-1-fast-reasoning,game_action_ncot,third_planner_nb,planner,124,1,CONFLICT_OF_EQUILIBRIA,cannot_assist,NO_RECOMMENDATION,,,,ACT_2,player_r_advocate_nb,row,NO_RECOMMENDATION,1,NO_RECOMMENDATION,ACT_2,ACT_2,ACT_2,,,,,,,,,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,,,,4,2,0,,stop,0,335
grok-4-1-fast-reasoning,game_action_ncot,third_planner_nb,planner,124,2,CONFLICT_OF_EQUILIBRIA,cannot_assist,NO_RECOMMENDATION,,,,,plan_mediator_nb,none,PLAN_22,0,PLAN_22,NO_RECOMMENDATION,PLAN_22,PLAN_22,,,,,,1,1,0,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,0,,,,,1,r1,stop,0,462
grok-4-1-fast-reasoning,game_action_ncot,third_planner_nb,planner,124,2,CONFLICT_OF_EQUILIBRIA,cannot_assist,NO_RECOMMENDATION,,,,ACT_2,player_c_advocate_nb,col,PLAN_22,0,PLAN_22,ACT_2,ACT_2,ACT_2,,,,,,,,,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,0,4,1,4,2,1,r1,stop,0,441
grok-4-1-fast-reasoning,game_action_ncot,third_planner_nb,planner,124,2,CONFLICT_OF_EQUILIBRIA,cannot_assist,NO_RECOMMENDATION,,,,ACT_2,player_r_advocate_nb,row,PLAN_22,0,PLAN_22,ACT_2,ACT_2,ACT_2,,,,,,,,,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,0,2,1,4,2,1,r1|r2,stop,0,474
grok-4-1-fast-reasoning,game_action_ncot,third_planner_nb,planner,132,0,CONFLICT_OF_EQUILIBRIA,cannot_assist,NO_RECOMMENDATION,,,,,plan_mediator_nb,none,NO_RECOMMENDATION,1,NO_RECOMMENDATION,NO_RECOMMENDATION,NO_RECOMMENDATION,NO_RECOMMENDATION,,,,,,,1,1,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,0,,,,,1,r1|r2,stop,0,426
grok-4-1-fast-reasoning,game_action_ncot,third_planner_nb,planner,132,0,CONFLICT_OF_EQUILIBRIA,cannot_assist,NO_RECOMMENDATION,,,,ACT_2,player_c_advocate_nb,col,NO_RECOMMENDATION,1,NO_RECOMMENDATION,ACT_1,ACT_1,ACT_1,,,,,,,,,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,,,,4,2,1,r1|r2,stop,0,546
grok-4-1-fast-reasoning,game_action_ncot,third_planner_nb,planner,132,0,CONFLICT_OF_EQUILIBRIA,cannot_assist,NO_RECOMMENDATION,,,,ACT_1,player_r_advocate_nb,row,NO_RECOMMENDATION,1,NO_RECOMMENDATION,ACT_1,ACT_1,ACT_1,,,,,,,,,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,,,,4,2,1,r1|r2|r3_label,stop,0,489
grok-4-1-fast-reasoning,game_action_ncot,third_planner_nb,planner,132,1,CONFLICT_OF_EQUILIBRIA,cannot_assist,NO_RECOMMENDATION,,,,,plan_mediator_nb,none,NO_RECOMMENDATION,1,NO_RECOMMENDATION,NO_RECOMMENDATION,NO_RECOMMENDATION,NO_RECOMMENDATION,,,,,,,1,1,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,0,,,,,1,r2,stop,0,488
grok-4-1-fast-reasoning,game_action_ncot,third_planner_nb,planner,132,1,CONFLICT_OF_EQUILIBRIA,cannot_assist,NO_RECOMMENDATION,,,,ACT_1,player_c_advocate_nb,col,NO_RECOMMENDATION,1,NO_RECOMMENDATION,ACT_2,ACT_2,ACT_2,,,,,,,,,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,,,,4,2,1,r2,stop,0,427
grok-4-1-fast-reasoning,game_action_ncot,third_planner_nb,planner,132,1,CONFLICT_OF_EQUILIBRIA,cannot_assist,NO_RECOMMENDATION,,,,ACT_2,player_r_advocate_nb,row,NO_RECOMMENDATION,1,NO_RECOMMENDATION,ACT_1,ACT_1,ACT_1,,,,,,,,,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,,,,4,2,1,r2,stop,0,431
grok-4-1-fast-reasoning,game_action_ncot,third_planner_nb,planner,132,2,CONFLICT_OF_EQUILIBRIA,cannot_assist,NO_RECOMMENDATION,,,,,plan_mediator_nb,none,NO_RECOMMENDATION,1,NO_RECOMMENDATION,NO_RECOMMENDATION,NO_RECOMMENDATION,NO_RECOMMENDATION,,,,,,,1,1,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,0,,,,,1,r2,stop,0,477
grok-4-1-fast-reasoning,game_action_ncot,third_planner_nb,planner,132,2,CONFLICT_OF_EQUILIBRIA,cannot_assist,NO_RECOMMENDATION,,,,ACT_1,player_c_advocate_nb,col,NO_RECOMMENDATION,1,NO_RECOMMENDATION,ACT_2,ACT_2,ACT_2,,,,,,,,,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,,,,4,2,1,r2|r3_label,stop,0,428
grok-4-1-fast-reasoning,game_action_ncot,third_planner_nb,planner,132,2,CONFLICT_OF_EQUILIBRIA,cannot_assist,NO_RECOMMENDATION,,,,ACT_2,player_r_advocate_nb,row,NO_RECOMMENDATION,1,NO_RECOMMENDATION,ACT_1,ACT_1,ACT_1,,,,,,,,,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,,,,4,2,1,r2,stop,0,413
grok-4-1-fast-reasoning,game_action_ncot,third_planner_nb,planner,133,0,CONFLICT_OF_EQUILIBRIA,cannot_assist,NO_RECOMMENDATION,,,,,plan_mediator_nb,none,NO_RECOMMENDATION,1,NO_RECOMMENDATION,NO_RECOMMENDATION,NO_RECOMMENDATION,NO_RECOMMENDATION,,,,,,,1,1,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,0,,,,,1,r2,stop,0,430
grok-4-1-fast-reasoning,game_action_ncot,third_planner_nb,planner,133,0,CONFLICT_OF_EQUILIBRIA,cannot_assist,NO_RECOMMENDATION,,,,ACT_1,player_c_advocate_nb,col,NO_RECOMMENDATION,1,NO_RECOMMENDATION,ACT_2,ACT_2,ACT_2,,,,,,,,,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,,,,4,2,1,r2,stop,0,453
grok-4-1-fast-reasoning,game_action_ncot,third_planner_nb,planner,133,0,CONFLICT_OF_EQUILIBRIA,cannot_assist,NO_RECOMMENDATION,,,,ACT_2,player_r_advocate_nb,row,NO_RECOMMENDATION,1,NO_RECOMMENDATION,ACT_1,ACT_1,ACT_1,,,,,,,,,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,,,,4,2,1,r2,stop,0,375
grok-4-1-fast-reasoning,game_action_ncot,third_planner_nb,planner,133,1,CONFLICT_OF_EQUILIBRIA,cannot_assist,NO_RECOMMENDATION,,,,,plan_mediator_nb,none,NO_RECOMMENDATION,1,NO_RECOMMENDATION,NO_RECOMMENDATION,NO_RECOMMENDATION,NO_RECOMMENDATION,,,,,,,1,1,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,0,,,,,1,r2,stop,0,395
grok-4-1-fast-reasoning,game_action_ncot,third_planner_nb,planner,133,1,CONFLICT_OF_EQUILIBRIA,cannot_assist,NO_RECOMMENDATION,,,,ACT_1,player_c_advocate_nb,col,NO_RECOMMENDATION,1,NO_RECOMMENDATION,ACT_2,ACT_2,ACT_2,,,,,,,,,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,,,,4,2,1,r2,stop,0,468
grok-4-1-fast-reasoning,game_action_ncot,third_planner_nb,planner,133,1,CONFLICT_OF_EQUILIBRIA,cannot_assist,NO_RECOMMENDATION,,,,ACT_2,player_r_advocate_nb,row,NO_RECOMMENDATION,1,NO_RECOMMENDATION,ACT_1,ACT_1,ACT_1,,,,,,,,,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,,,,4,2,1,r2,stop,0,374
grok-4-1-fast-reasoning,game_action_ncot,third_planner_nb,planner,133,2,CONFLICT_OF_EQUILIBRIA,cannot_assist,NO_RECOMMENDATION,,,,,plan_mediator_nb,none,NO_RECOMMENDATION,1,NO_RECOMMENDATION,NO_RECOMMENDATION,NO_RECOMMENDATION,NO_RECOMMENDATION,,,,,,,1,1,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,0,,,,,1,r1|r2|r3_label|r4_vote,stop,0,447
grok-4-1-fast-reasoning,game_action_ncot,third_planner_nb,planner,133,2,CONFLICT_OF_EQUILIBRIA,cannot_assist,NO_RECOMMENDATION,,,,ACT_1,player_c_advocate_nb,col,NO_RECOMMENDATION,1,NO_RECOMMENDATION,ACT_2,ACT_2,ACT_2,,,,,,,,,ACCEPT_WITH_MODIFICATION,1,modification,323,1,0,1,ACCEPT,0,1,1,,,,4,2,1,r1|r2|r3_label|r4_vote,stop,0,444
grok-4-1-fast-reasoning,game_action_ncot,third_planner_nb,planner,133,2,CONFLICT_OF_EQUILIBRIA,cannot_assist,NO_RECOMMENDATION,,,,ACT_1,player_r_advocate_nb,row,NO_RECOMMENDATION,1,NO_RECOMMENDATION,ACT_2,ACT_2,ACT_2,,,,,,,,,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,,,,4,2,1,r1|r2|r3_label|r4_vote,stop,0,480
grok-4-1-fast-reasoning,game_action_ncot,third_planner_nb,planner,134,0,CONFLICT_OF_EQUILIBRIA,cannot_assist,NO_RECOMMENDATION,,,,,plan_mediator_nb,none,PLAN_12,0,PLAN_12,NO_RECOMMENDATION,PLAN_12,PLAN_12,,,,,,1,1,0,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,0,,,,,1,r1|r2,stop,0,394
grok-4-1-fast-reasoning,game_action_ncot,third_planner_nb,planner,134,0,CONFLICT_OF_EQUILIBRIA,cannot_assist,NO_RECOMMENDATION,,,,ACT_2,player_c_advocate_nb,col,PLAN_12,0,PLAN_12,ACT_2,ACT_2,ACT_2,,,,,,,,,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,0,4,1,4,2,1,r1|r2,stop,0,500
grok-4-1-fast-reasoning,game_action_ncot,third_planner_nb,planner,134,0,CONFLICT_OF_EQUILIBRIA,cannot_assist,NO_RECOMMENDATION,,,,ACT_1,player_r_advocate_nb,row,PLAN_12,0,PLAN_12,ACT_2,ACT_1,ACT_1,,,,,,,,,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,0,3,1,4,2,1,r1|r2,stop,0,397
grok-4-1-fast-reasoning,game_action_ncot,third_planner_nb,planner,134,1,CONFLICT_OF_EQUILIBRIA,cannot_assist,NO_RECOMMENDATION,,,,,plan_mediator_nb,none,PLAN_22,0,PLAN_22,NO_RECOMMENDATION,NO_RECOMMENDATION,PLAN_22,,,,,,1,1,0,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,0,,,,,1,r1|r2,stop,0,480
grok-4-1-fast-reasoning,game_action_ncot,third_planner_nb,planner,134,1,CONFLICT_OF_EQUILIBRIA,cannot_assist,NO_RECOMMENDATION,,,,ACT_2,player_c_advocate_nb,col,PLAN_22,0,PLAN_22,ACT_2,ACT_2,ACT_2,,,,,,,,,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,0,4,1,4,2,1,r1|r2,stop,0,457
grok-4-1-fast-reasoning,game_action_ncot,third_planner_nb,planner,134,1,CONFLICT_OF_EQUILIBRIA,cannot_assist,NO_RECOMMENDATION,,,,ACT_2,player_r_advocate_nb,row,PLAN_22,0,PLAN_22,ACT_1,ACT_2,ACT_2,,,,,,,,,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,0,3,1,4,2,1,r1|r2,stop,0,439
grok-4-1-fast-reasoning,game_action_ncot,third_planner_nb,planner,134,2,CONFLICT_OF_EQUILIBRIA,cannot_assist,NO_RECOMMENDATION,,,,,plan_mediator_nb,none,NO_RECOMMENDATION,1,NO_RECOMMENDATION,NO_RECOMMENDATION,NO_RECOMMENDATION,NO_RECOMMENDATION,,,,,,,1,1,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,0,,,,,0,,stop,0,405
grok-4-1-fast-reasoning,game_action_ncot,third_planner_nb,planner,134,2,CONFLICT_OF_EQUILIBRIA,cannot_assist,NO_RECOMMENDATION,,,,ACT_1,player_c_advocate_nb,col,NO_RECOMMENDATION,1,NO_RECOMMENDATION,ACT_1,ACT_1,ACT_1,,,,,,,,,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,,,,4,2,0,,stop,0,366
grok-4-1-fast-reasoning,game_action_ncot,third_planner_nb,planner,134,2,CONFLICT_OF_EQUILIBRIA,cannot_assist,NO_RECOMMENDATION,,,,ACT_1,player_r_advocate_nb,row,NO_RECOMMENDATION,1,NO_RECOMMENDATION,ACT_2,ACT_2,ACT_2,,,,,,,,,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,,,,4,2,0,,stop,0,434
grok-4-1-fast-reasoning,game_action_ncot,third_planner_nb,planner,142,0,CONFLICT_OF_EQUILIBRIA,cannot_assist,NO_RECOMMENDATION,,,,,plan_mediator_nb,none,NO_RECOMMENDATION,1,NO_RECOMMENDATION,NO_RECOMMENDATION,NO_RECOMMENDATION,NO_RECOMMENDATION,,,,,,,1,1,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,0,,,,,0,,stop,0,389
grok-4-1-fast-reasoning,game_action_ncot,third_planner_nb,planner,142,0,CONFLICT_OF_EQUILIBRIA,cannot_assist,NO_RECOMMENDATION,,,,ACT_1,player_c_advocate_nb,col,NO_RECOMMENDATION,1,NO_RECOMMENDATION,ACT_2,ACT_2,ACT_2,,,,,,,,,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,,,,4,2,0,,stop,0,525
grok-4-1-fast-reasoning,game_action_ncot,third_planner_nb,planner,142,0,CONFLICT_OF_EQUILIBRIA,cannot_assist,NO_RECOMMENDATION,,,,ACT_2,player_r_advocate_nb,row,NO_RECOMMENDATION,1,NO_RECOMMENDATION,ACT_2,ACT_2,ACT_2,,,,,,,,,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,,,,4,2,1,r3_label,stop,0,451
grok-4-1-fast-reasoning,game_action_ncot,third_planner_nb,planner,142,1,CONFLICT_OF_EQUILIBRIA,cannot_assist,NO_RECOMMENDATION,,,,,plan_mediator_nb,none,NO_RECOMMENDATION,1,NO_RECOMMENDATION,NO_RECOMMENDATION,NO_RECOMMENDATION,NO_RECOMMENDATION,,,,,,,1,1,ACCEPT,1,,0,0,0,0,ACCEPT,0,1,0,0,,,,,0,,stop,0,418
grok-4-1-fast-reasoning,game_action_ncot,third_planner_nb,planner,142,1,CONFLICT_OF_EQUILIBRIA,cannot_assist,NO_RECOMMENDATION,,,,ACT_2,player_c_advocate_nb,col,NO_RECOMMENDATION,1,NO_RECOMMENDATION,ACT_1,ACT_1,ACT_1,,,,,,,,,ACCEPT,1,,0,0,0,0,ACCEPT,0,1,0,,,,4,2,0,,stop,0,522
grok-4-1-fast-reasoning,game_action_ncot,third_planner_nb,planner,142,1,CONFLICT_OF_EQUILIBRIA,cannot_assist,NO_RECOMMENDATION,,,,ACT_1,player_r_advocate_nb,row,NO_RECOMMENDATION,1,NO_RECOMMENDATION,ACT_1,ACT_1,ACT_1,,,,,,,,,ACCEPT,1,,0,0,0,0,ACCEPT,0,1,0,,,,4,2,1,r3_label,stop,0,484
grok-4-1-fast-reasoning,game_action_ncot,third_planner_nb,planner,142,2,CONFLICT_OF_EQUILIBRIA,cannot_assist,NO_RECOMMENDATION,,,,,plan_mediator_nb,none,NO_RECOMMENDATION,1,NO_RECOMMENDATION,NO_RECOMMENDATION,NO_RECOMMENDATION,NO_RECOMMENDATION,,,,,,,1,1,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,0,,,,,0,,stop,0,309
grok-4-1-fast-reasoning,game_action_ncot,third_planner_nb,planner,142,2,CONFLICT_OF_EQUILIBRIA,cannot_assist,NO_RECOMMENDATION,,,,ACT_2,player_c_advocate_nb,col,NO_RECOMMENDATION,1,NO_RECOMMENDATION,ACT_1,ACT_1,ACT_1,,,,,,,,,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,,,,4,2,1,r3_label,stop,0,430
grok-4-1-fast-reasoning,game_action_ncot,third_planner_nb,planner,142,2,CONFLICT_OF_EQUILIBRIA,cannot_assist,NO_RECOMMENDATION,,,,ACT_2,player_r_advocate_nb,row,NO_RECOMMENDATION,1,NO_RECOMMENDATION,ACT_2,ACT_2,ACT_2,,,,,,,,,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,,,,4,2,0,,stop,0,492
