model,scaffold,arm,third_seat,item_id,sample_idx,gold_type,region,gold_verdict,role_id,role_stake,group_verdict,synthesis_verdict,r0_verdict,r1_verdict,r2_verdict,r0_is_nash,r2_is_nash,r0_correct,r2_correct,r3_label,r3_label_parsed,r3_objection_kind,r3_objection_len,objected_r3,objection_unstated,modification_addressed,vote,reject,vote_parsed,revised_r4,stake_undermined,group_plan_payoff,best_nash_payoff,maximin_payoff,type_named_in_prompt,type_named_rounds,finish_reason,truncated,output_len
grok-4-1-fast-reasoning,game_plan_ncot,third_planner,planner,116,0,ZERO_SUM,cannot_assist,NO_UNIQUE_PLAN,player_r_advocate,row,PLAN_12,PLAN_12,PLAN_12,PLAN_12,PLAN_12,1,1,0,0,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,0,2,2,2,0,,stop,0,434
grok-4-1-fast-reasoning,game_plan_ncot,third_planner,planner,121,0,INCENTIVE_COMPATIBLE_EFFICIENT,neutral,PLAN_22,plan_mediator,none,PLAN_22,PLAN_22,PLAN_22,PLAN_22,PLAN_22,1,1,1,1,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,0,,,,0,,stop,0,515
grok-4-1-fast-reasoning,game_plan_ncot,third_planner,planner,121,0,INCENTIVE_COMPATIBLE_EFFICIENT,neutral,PLAN_22,player_c_advocate,col,PLAN_22,PLAN_22,PLAN_22,PLAN_22,PLAN_22,1,1,1,1,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,0,4,4,2,0,,stop,0,512
grok-4-1-fast-reasoning,game_plan_ncot,third_planner,planner,121,0,INCENTIVE_COMPATIBLE_EFFICIENT,neutral,PLAN_22,player_r_advocate,row,PLAN_22,PLAN_22,PLAN_11,NO_UNIQUE_PLAN,NO_UNIQUE_PLAN,0,,0,0,REJECT,1,,0,1,1,0,REJECT,1,1,0,0,2,2,2,0,,stop,0,420
grok-4-1-fast-reasoning,game_plan_ncot,third_planner,planner,122,0,CONFLICT_OF_EQUILIBRIA,cannot_assist,NO_UNIQUE_PLAN,plan_mediator,none,NO_UNIQUE_PLAN,NO_UNIQUE_PLAN,NO_UNIQUE_PLAN,NO_UNIQUE_PLAN,NO_UNIQUE_PLAN,,,1,1,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,0,,,,0,,stop,0,366
grok-4-1-fast-reasoning,game_plan_ncot,third_planner,planner,122,0,CONFLICT_OF_EQUILIBRIA,cannot_assist,NO_UNIQUE_PLAN,player_c_advocate,col,NO_UNIQUE_PLAN,NO_UNIQUE_PLAN,PLAN_11,NO_UNIQUE_PLAN,NO_UNIQUE_PLAN,1,,0,1,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,,,4,2,0,,stop,0,456
grok-4-1-fast-reasoning,game_plan_ncot,third_planner,planner,122,0,CONFLICT_OF_EQUILIBRIA,cannot_assist,NO_UNIQUE_PLAN,player_r_advocate,row,NO_UNIQUE_PLAN,NO_UNIQUE_PLAN,PLAN_22,NO_UNIQUE_PLAN,NO_UNIQUE_PLAN,1,,0,1,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,,,4,2,0,,stop,0,482
grok-4-1-fast-reasoning,game_plan_ncot,third_planner,planner,123,0,CONFLICT_OF_EQUILIBRIA,cannot_assist,NO_UNIQUE_PLAN,plan_mediator,none,NO_UNIQUE_PLAN,NO_UNIQUE_PLAN,NO_UNIQUE_PLAN,NO_UNIQUE_PLAN,NO_UNIQUE_PLAN,,,1,1,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,0,,,,0,,stop,0,400
grok-4-1-fast-reasoning,game_plan_ncot,third_planner,planner,123,0,CONFLICT_OF_EQUILIBRIA,cannot_assist,NO_UNIQUE_PLAN,player_c_advocate,col,NO_UNIQUE_PLAN,NO_UNIQUE_PLAN,PLAN_22,NO_UNIQUE_PLAN,NO_UNIQUE_PLAN,1,,0,1,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,,,4,2,0,,stop,0,443
grok-4-1-fast-reasoning,game_plan_ncot,third_planner,planner,123,0,CONFLICT_OF_EQUILIBRIA,cannot_assist,NO_UNIQUE_PLAN,player_r_advocate,row,NO_UNIQUE_PLAN,NO_UNIQUE_PLAN,PLAN_11,PLAN_11,PLAN_11,1,1,0,0,REJECT,1,unresolvable,300,1,0,0,REJECT,1,1,0,,,4,2,0,,stop,0,447
grok-4-1-fast-reasoning,game_plan_ncot,third_planner,planner,124,0,CONFLICT_OF_EQUILIBRIA,cannot_assist,NO_UNIQUE_PLAN,plan_mediator,none,NO_UNIQUE_PLAN,NO_UNIQUE_PLAN,NO_UNIQUE_PLAN,NO_UNIQUE_PLAN,NO_UNIQUE_PLAN,,,1,1,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,0,,,,0,,stop,0,407
grok-4-1-fast-reasoning,game_plan_ncot,third_planner,planner,124,0,CONFLICT_OF_EQUILIBRIA,cannot_assist,NO_UNIQUE_PLAN,player_c_advocate,col,NO_UNIQUE_PLAN,NO_UNIQUE_PLAN,PLAN_12,NO_UNIQUE_PLAN,NO_UNIQUE_PLAN,1,,0,1,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,,,4,2,0,,stop,0,412
grok-4-1-fast-reasoning,game_plan_ncot,third_planner,planner,124,0,CONFLICT_OF_EQUILIBRIA,cannot_assist,NO_UNIQUE_PLAN,player_r_advocate,row,NO_UNIQUE_PLAN,NO_UNIQUE_PLAN,PLAN_21,PLAN_21,PLAN_21,1,1,0,0,REJECT,1,unresolvable,348,1,0,0,REJECT,1,1,0,,,4,2,0,,stop,0,493
grok-4-1-fast-reasoning,game_plan_ncot,third_planner,planner,125,0,INCENTIVE_COMPATIBLE_EFFICIENT,neutral,PLAN_21,plan_mediator,none,PLAN_21,PLAN_21,PLAN_21,PLAN_21,PLAN_21,1,1,1,1,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,0,,,,0,,stop,0,477
grok-4-1-fast-reasoning,game_plan_ncot,third_planner,planner,125,0,INCENTIVE_COMPATIBLE_EFFICIENT,neutral,PLAN_21,player_c_advocate,col,PLAN_21,PLAN_21,PLAN_21,PLAN_21,PLAN_21,1,1,1,1,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,0,4,4,3,0,,stop,0,367
grok-4-1-fast-reasoning,game_plan_ncot,third_planner,planner,125,0,INCENTIVE_COMPATIBLE_EFFICIENT,neutral,PLAN_21,player_r_advocate,row,PLAN_21,PLAN_21,PLAN_12,PLAN_21,PLAN_21,0,1,0,1,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,0,2,2,2,0,,stop,0,329
grok-4-1-fast-reasoning,game_plan_ncot,third_planner,planner,126,0,INCENTIVE_COMPATIBLE_EFFICIENT,neutral,PLAN_12,plan_mediator,none,PLAN_12,PLAN_12,PLAN_12,PLAN_12,PLAN_12,1,1,1,1,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,0,,,,0,,stop,0,453
grok-4-1-fast-reasoning,game_plan_ncot,third_planner,planner,126,0,INCENTIVE_COMPATIBLE_EFFICIENT,neutral,PLAN_12,player_c_advocate,col,PLAN_12,PLAN_12,PLAN_12,PLAN_12,PLAN_12,1,1,1,1,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,0,4,4,3,0,,stop,0,385
grok-4-1-fast-reasoning,game_plan_ncot,third_planner,planner,126,0,INCENTIVE_COMPATIBLE_EFFICIENT,neutral,PLAN_12,player_r_advocate,row,PLAN_12,PLAN_12,PLAN_21,PLAN_12,PLAN_12,0,1,0,1,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,0,2,2,2,0,,stop,0,503
grok-4-1-fast-reasoning,game_plan_ncot,third_planner,planner,131,0,INCENTIVE_COMPATIBLE_EFFICIENT,neutral,PLAN_11,plan_mediator,none,PLAN_11,PLAN_11,PLAN_11,PLAN_11,PLAN_11,1,1,1,1,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,0,,,,0,,stop,0,456
grok-4-1-fast-reasoning,game_plan_ncot,third_planner,planner,131,0,INCENTIVE_COMPATIBLE_EFFICIENT,neutral,PLAN_11,player_c_advocate,col,PLAN_11,PLAN_11,PLAN_11,PLAN_11,PLAN_11,1,1,1,1,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,0,4,4,2,0,,stop,0,408
grok-4-1-fast-reasoning,game_plan_ncot,third_planner,planner,131,0,INCENTIVE_COMPATIBLE_EFFICIENT,neutral,PLAN_11,player_r_advocate,row,PLAN_11,PLAN_11,PLAN_22,PLAN_11,PLAN_11,0,1,0,1,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,0,3,3,2,0,,stop,0,380
grok-4-1-fast-reasoning,game_plan_ncot,third_planner,planner,132,0,CONFLICT_OF_EQUILIBRIA,cannot_assist,NO_UNIQUE_PLAN,plan_mediator,none,NO_UNIQUE_PLAN,NO_UNIQUE_PLAN,NO_UNIQUE_PLAN,NO_UNIQUE_PLAN,NO_UNIQUE_PLAN,,,1,1,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,0,,,,0,,stop,0,452
grok-4-1-fast-reasoning,game_plan_ncot,third_planner,planner,132,0,CONFLICT_OF_EQUILIBRIA,cannot_assist,NO_UNIQUE_PLAN,player_c_advocate,col,NO_UNIQUE_PLAN,NO_UNIQUE_PLAN,PLAN_11,PLAN_11,PLAN_11,1,1,0,0,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,,,4,2,0,,stop,0,477
grok-4-1-fast-reasoning,game_plan_ncot,third_planner,planner,132,0,CONFLICT_OF_EQUILIBRIA,cannot_assist,NO_UNIQUE_PLAN,player_r_advocate,row,NO_UNIQUE_PLAN,NO_UNIQUE_PLAN,PLAN_22,PLAN_22,PLAN_22,1,1,0,0,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,,,4,2,0,,stop,0,511
grok-4-1-fast-reasoning,game_plan_ncot,third_planner,planner,133,0,CONFLICT_OF_EQUILIBRIA,cannot_assist,NO_UNIQUE_PLAN,plan_mediator,none,NO_UNIQUE_PLAN,NO_UNIQUE_PLAN,NO_UNIQUE_PLAN,NO_UNIQUE_PLAN,NO_UNIQUE_PLAN,,,1,1,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,0,,,,0,,stop,0,433
grok-4-1-fast-reasoning,game_plan_ncot,third_planner,planner,133,0,CONFLICT_OF_EQUILIBRIA,cannot_assist,NO_UNIQUE_PLAN,player_c_advocate,col,NO_UNIQUE_PLAN,NO_UNIQUE_PLAN,PLAN_22,NO_UNIQUE_PLAN,NO_UNIQUE_PLAN,1,,0,1,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,,,4,2,0,,stop,0,491
grok-4-1-fast-reasoning,game_plan_ncot,third_planner,planner,133,0,CONFLICT_OF_EQUILIBRIA,cannot_assist,NO_UNIQUE_PLAN,player_r_advocate,row,NO_UNIQUE_PLAN,NO_UNIQUE_PLAN,PLAN_11,PLAN_11,NO_UNIQUE_PLAN,1,,0,1,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,,,4,2,0,,stop,0,481
grok-4-1-fast-reasoning,game_plan_ncot,third_planner,planner,134,0,CONFLICT_OF_EQUILIBRIA,cannot_assist,NO_UNIQUE_PLAN,plan_mediator,none,NO_UNIQUE_PLAN,NO_UNIQUE_PLAN,NO_UNIQUE_PLAN,NO_UNIQUE_PLAN,NO_UNIQUE_PLAN,,,1,1,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,0,,,,0,,stop,0,425
grok-4-1-fast-reasoning,game_plan_ncot,third_planner,planner,134,0,CONFLICT_OF_EQUILIBRIA,cannot_assist,NO_UNIQUE_PLAN,player_c_advocate,col,NO_UNIQUE_PLAN,NO_UNIQUE_PLAN,PLAN_12,NO_UNIQUE_PLAN,NO_UNIQUE_PLAN,1,,0,1,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,,,4,2,0,,stop,0,369
grok-4-1-fast-reasoning,game_plan_ncot,third_planner,planner,134,0,CONFLICT_OF_EQUILIBRIA,cannot_assist,NO_UNIQUE_PLAN,player_r_advocate,row,NO_UNIQUE_PLAN,NO_UNIQUE_PLAN,PLAN_21,NO_UNIQUE_PLAN,NO_UNIQUE_PLAN,1,,0,1,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,,,4,2,0,,stop,0,435
grok-4-1-fast-reasoning,game_plan_ncot,third_planner,planner,135,0,INCENTIVE_COMPATIBLE_EFFICIENT,neutral,PLAN_12,plan_mediator,none,PLAN_12,PLAN_12,PLAN_12,PLAN_12,PLAN_12,1,1,1,1,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,0,,,,1,r1|r2,stop,0,491
grok-4-1-fast-reasoning,game_plan_ncot,third_planner,planner,135,0,INCENTIVE_COMPATIBLE_EFFICIENT,neutral,PLAN_12,player_c_advocate,col,PLAN_12,PLAN_12,PLAN_12,PLAN_12,PLAN_12,1,1,1,1,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,0,4,4,3,1,r1,stop,0,453
grok-4-1-fast-reasoning,game_plan_ncot,third_planner,planner,135,0,INCENTIVE_COMPATIBLE_EFFICIENT,neutral,PLAN_12,player_r_advocate,row,PLAN_12,PLAN_12,PLAN_21,PLAN_12,PLAN_12,0,1,0,1,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,0,3,3,2,1,r1,stop,0,412
grok-4-1-fast-reasoning,game_plan_ncot,third_planner,planner,136,0,INCENTIVE_COMPATIBLE_EFFICIENT,neutral,PLAN_11,plan_mediator,none,PLAN_11,PLAN_11,PLAN_11,PLAN_11,PLAN_11,1,1,1,1,ACCEPT,1,,0,0,0,0,ACCEPT,0,1,0,0,,,,0,,stop,0,381
grok-4-1-fast-reasoning,game_plan_ncot,third_planner,planner,136,0,INCENTIVE_COMPATIBLE_EFFICIENT,neutral,PLAN_11,player_c_advocate,col,PLAN_11,PLAN_11,PLAN_11,PLAN_11,PLAN_11,1,1,1,1,ACCEPT,1,,0,0,0,0,ACCEPT,0,1,0,0,4,4,3,0,,stop,0,334
grok-4-1-fast-reasoning,game_plan_ncot,third_planner,planner,136,0,INCENTIVE_COMPATIBLE_EFFICIENT,neutral,PLAN_11,player_r_advocate,row,PLAN_11,PLAN_11,PLAN_22,PLAN_11,PLAN_11,0,1,0,1,ACCEPT,1,,0,0,0,0,ACCEPT,0,1,0,0,3,3,2,0,,stop,0,423
grok-4-1-fast-reasoning,game_plan_ncot,third_planner,planner,141,0,INCENTIVE_COMPATIBLE_EFFICIENT,neutral,PLAN_22,plan_mediator,none,NO_UNIQUE_PLAN,PLAN_22,NO_UNIQUE_PLAN,PLAN_22,PLAN_22,,1,0,1,ACCEPT,1,,0,0,0,0,REJECT,1,1,0,0,,,,0,,stop,0,461
grok-4-1-fast-reasoning,game_plan_ncot,third_planner,planner,141,0,INCENTIVE_COMPATIBLE_EFFICIENT,neutral,PLAN_22,player_c_advocate,col,NO_UNIQUE_PLAN,PLAN_22,PLAN_22,PLAN_22,PLAN_22,1,1,1,1,ACCEPT,1,,0,0,0,0,REJECT,1,1,0,,,4,2,0,,stop,0,608
grok-4-1-fast-reasoning,game_plan_ncot,third_planner,planner,141,0,INCENTIVE_COMPATIBLE_EFFICIENT,neutral,PLAN_22,player_r_advocate,row,NO_UNIQUE_PLAN,PLAN_22,PLAN_11,NO_UNIQUE_PLAN,NO_UNIQUE_PLAN,0,,0,0,REJECT,1,unresolvable,266,1,0,1,ACCEPT,0,1,1,,,3,2,0,,stop,0,462
grok-4-1-fast-reasoning,game_plan_ncot,third_planner,planner,142,0,CONFLICT_OF_EQUILIBRIA,cannot_assist,NO_UNIQUE_PLAN,plan_mediator,none,NO_UNIQUE_PLAN,NO_UNIQUE_PLAN,NO_UNIQUE_PLAN,NO_UNIQUE_PLAN,NO_UNIQUE_PLAN,,,1,1,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,0,,,,0,,stop,0,428
grok-4-1-fast-reasoning,game_plan_ncot,third_planner,planner,142,0,CONFLICT_OF_EQUILIBRIA,cannot_assist,NO_UNIQUE_PLAN,player_c_advocate,col,NO_UNIQUE_PLAN,NO_UNIQUE_PLAN,PLAN_12,NO_UNIQUE_PLAN,NO_UNIQUE_PLAN,1,,0,1,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,,,4,2,0,,stop,0,475
grok-4-1-fast-reasoning,game_plan_ncot,third_planner,planner,142,0,CONFLICT_OF_EQUILIBRIA,cannot_assist,NO_UNIQUE_PLAN,player_r_advocate,row,NO_UNIQUE_PLAN,NO_UNIQUE_PLAN,PLAN_21,NO_UNIQUE_PLAN,NO_UNIQUE_PLAN,1,,0,1,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,,,4,2,0,,stop,0,344
grok-4-1-fast-reasoning,game_plan_ncot,third_planner,planner,143,0,CONFLICT_OF_EQUILIBRIA,cannot_assist,NO_UNIQUE_PLAN,plan_mediator,none,NO_UNIQUE_PLAN,NO_UNIQUE_PLAN,NO_UNIQUE_PLAN,NO_UNIQUE_PLAN,NO_UNIQUE_PLAN,,,1,1,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,0,,,,0,,stop,0,428
grok-4-1-fast-reasoning,game_plan_ncot,third_planner,planner,143,0,CONFLICT_OF_EQUILIBRIA,cannot_assist,NO_UNIQUE_PLAN,player_c_advocate,col,NO_UNIQUE_PLAN,NO_UNIQUE_PLAN,PLAN_22,NO_UNIQUE_PLAN,NO_UNIQUE_PLAN,1,,0,1,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,,,4,2,0,,stop,0,456
grok-4-1-fast-reasoning,game_plan_ncot,third_planner,planner,143,0,CONFLICT_OF_EQUILIBRIA,cannot_assist,NO_UNIQUE_PLAN,player_r_advocate,row,NO_UNIQUE_PLAN,NO_UNIQUE_PLAN,PLAN_11,PLAN_11,PLAN_11,1,1,0,0,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,,,4,2,0,,stop,0,537
grok-4-1-fast-reasoning,game_plan_ncot,third_planner,planner,144,0,CONFLICT_OF_EQUILIBRIA,cannot_assist,NO_UNIQUE_PLAN,plan_mediator,none,NO_UNIQUE_PLAN,NO_UNIQUE_PLAN,NO_UNIQUE_PLAN,NO_UNIQUE_PLAN,NO_UNIQUE_PLAN,,,1,1,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,0,,,,0,,stop,0,393
grok-4-1-fast-reasoning,game_plan_ncot,third_planner,planner,144,0,CONFLICT_OF_EQUILIBRIA,cannot_assist,NO_UNIQUE_PLAN,player_c_advocate,col,NO_UNIQUE_PLAN,NO_UNIQUE_PLAN,PLAN_12,NO_UNIQUE_PLAN,NO_UNIQUE_PLAN,1,,0,1,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,,,4,2,0,,stop,0,392
grok-4-1-fast-reasoning,game_plan_ncot,third_planner,planner,144,0,CONFLICT_OF_EQUILIBRIA,cannot_assist,NO_UNIQUE_PLAN,player_r_advocate,row,NO_UNIQUE_PLAN,NO_UNIQUE_PLAN,PLAN_21,NO_UNIQUE_PLAN,NO_UNIQUE_PLAN,1,,0,1,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,,,4,2,0,,stop,0,462
grok-4-1-fast-reasoning,game_plan_ncot,third_planner,planner,145,0,INCENTIVE_COMPATIBLE_EFFICIENT,neutral,PLAN_12,plan_mediator,none,PLAN_12,PLAN_12,PLAN_12,PLAN_12,PLAN_12,1,1,1,1,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,0,,,,0,,stop,0,498
grok-4-1-fast-reasoning,game_plan_ncot,third_planner,planner,145,0,INCENTIVE_COMPATIBLE_EFFICIENT,neutral,PLAN_12,player_c_advocate,col,PLAN_12,PLAN_12,PLAN_12,PLAN_12,PLAN_12,1,1,1,1,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,0,4,4,3,0,,stop,0,397
grok-4-1-fast-reasoning,game_plan_ncot,third_planner,planner,145,0,INCENTIVE_COMPATIBLE_EFFICIENT,neutral,PLAN_12,player_r_advocate,row,PLAN_12,PLAN_12,PLAN_21,PLAN_12,PLAN_12,0,1,0,1,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,0,3,3,2,0,,stop,0,499
grok-4-1-fast-reasoning,game_plan_ncot,third_planner,planner,146,0,INCENTIVE_COMPATIBLE_EFFICIENT,neutral,PLAN_12,plan_mediator,none,PLAN_12,PLAN_12,PLAN_12,PLAN_12,PLAN_12,1,1,1,1,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,0,,,,0,,stop,0,368
grok-4-1-fast-reasoning,game_plan_ncot,third_planner,planner,146,0,INCENTIVE_COMPATIBLE_EFFICIENT,neutral,PLAN_12,player_c_advocate,col,PLAN_12,PLAN_12,PLAN_12,PLAN_12,PLAN_12,1,1,1,1,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,0,4,4,3,0,,stop,0,403
grok-4-1-fast-reasoning,game_plan_ncot,third_planner,planner,146,0,INCENTIVE_COMPATIBLE_EFFICIENT,neutral,PLAN_12,player_r_advocate,row,PLAN_12,PLAN_12,PLAN_21,PLAN_12,PLAN_12,0,1,0,1,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,0,3,3,2,0,,stop,0,427
