model,scaffold,arm,stake_nudge,stake_intervention,item_id,sample_idx,gold_verdict,role_id,paper_role,role_stake,group_verdict,group_at_fault,synthesis_verdict,r3_label,r3_label_parsed,r3_objection_kind,r3_objection_len,objected_r3,objection_unstated,modification_addressed,vote,reject,vote_parsed,revised_r4,stake_undermined,finish_reason,truncated,output_len
gpt-5.4-nano,narrative_cot,third_person,0,cot+fewshot(plain),5LduKCIHclwrVTo3Wf4mM69FpY4I6V08,0,YTA,writer_advocate,primary_affected,not_at_fault,YTA,1,YTA,ACCEPT_WITH_MODIFICATION,1,modification,200,1,0,1,ACCEPT,0,1,1,1,stop,0,969
gpt-5.4-nano,narrative_cot,third_person,0,cot+fewshot(plain),5LduKCIHclwrVTo3Wf4mM69FpY4I6V08,0,YTA,counterparty,unmapped,at_fault,YTA,1,YTA,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,0,stop,0,431
gpt-5.4-nano,narrative_cot,third_person,0,cot+fewshot(plain),5LduKCIHclwrVTo3Wf4mM69FpY4I6V08,0,YTA,neutral_adjudicator,third_party,none,YTA,1,YTA,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,0,stop,0,462
gpt-5.4-nano,narrative_cot,third_person,0,cot+fewshot(plain),4kgy145GkVQdIoojVXjQwIZNf13Pccmp,0,YTA,writer_advocate,primary_affected,not_at_fault,YTA,1,YTA,REJECT,1,unresolvable,204,1,0,1,REJECT,1,1,0,1,stop,0,919
gpt-5.4-nano,narrative_cot,third_person,0,cot+fewshot(plain),4kgy145GkVQdIoojVXjQwIZNf13Pccmp,0,YTA,counterparty,unmapped,at_fault,YTA,1,YTA,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,0,stop,0,854
gpt-5.4-nano,narrative_cot,third_person,0,cot+fewshot(plain),4kgy145GkVQdIoojVXjQwIZNf13Pccmp,0,YTA,neutral_adjudicator,third_party,none,YTA,1,YTA,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,0,stop,0,585
gpt-5.4-nano,narrative_cot,third_person,0,cot+fewshot(plain),6016mnV6uhdymJyK24PKbEZR5093e4hT,0,YTA,writer_advocate,primary_affected,not_at_fault,YTA,1,YTA,ACCEPT_WITH_MODIFICATION,1,modification,257,1,0,1,ACCEPT,0,1,1,1,stop,0,522
gpt-5.4-nano,narrative_cot,third_person,0,cot+fewshot(plain),6016mnV6uhdymJyK24PKbEZR5093e4hT,0,YTA,counterparty,unmapped,at_fault,YTA,1,YTA,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,0,stop,0,483
gpt-5.4-nano,narrative_cot,third_person,0,cot+fewshot(plain),6016mnV6uhdymJyK24PKbEZR5093e4hT,0,YTA,neutral_adjudicator,third_party,none,YTA,1,YTA,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,0,stop,0,916
gpt-5.4-nano,narrative_cot,third_person,0,cot+fewshot(plain),4oS4VNOp3uT9c9O1wBW0xUqNT9cRv6dV,0,YTA,writer_advocate,primary_affected,not_at_fault,YTA,1,YTA,REJECT,1,unresolvable,179,1,0,1,REJECT,1,1,0,1,stop,0,716
gpt-5.4-nano,narrative_cot,third_person,0,cot+fewshot(plain),4oS4VNOp3uT9c9O1wBW0xUqNT9cRv6dV,0,YTA,counterparty,unmapped,at_fault,YTA,1,YTA,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,0,stop,0,3485
gpt-5.4-nano,narrative_cot,third_person,0,cot+fewshot(plain),4oS4VNOp3uT9c9O1wBW0xUqNT9cRv6dV,0,YTA,neutral_adjudicator,third_party,none,YTA,1,YTA,ACCEPT_WITH_MODIFICATION,1,,0,1,1,1,ACCEPT,0,1,1,0,stop,0,830
gpt-5.4-nano,narrative_cot,third_person,0,cot+fewshot(plain),5oLftSd1P6fHfJUBeACwP9MWjxqtBX8Y,0,YTA,writer_advocate,primary_affected,not_at_fault,NTA,0,NTA,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,0,stop,0,586
gpt-5.4-nano,narrative_cot,third_person,0,cot+fewshot(plain),5oLftSd1P6fHfJUBeACwP9MWjxqtBX8Y,0,YTA,counterparty,unmapped,at_fault,NTA,0,NTA,REJECT,1,unresolvable,266,1,0,1,ACCEPT,0,1,1,1,stop,0,4894
gpt-5.4-nano,narrative_cot,third_person,0,cot+fewshot(plain),5oLftSd1P6fHfJUBeACwP9MWjxqtBX8Y,0,YTA,neutral_adjudicator,third_party,none,NTA,0,NTA,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,0,stop,0,481
gpt-5.4-nano,narrative_cot,third_person,0,cot+fewshot(plain),65X1IysPHzSZiy1UKAt4tAmxhnIaJtCT,0,YTA,writer_advocate,primary_affected,not_at_fault,NTA,0,NTA,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,0,stop,0,358
gpt-5.4-nano,narrative_cot,third_person,0,cot+fewshot(plain),65X1IysPHzSZiy1UKAt4tAmxhnIaJtCT,0,YTA,counterparty,unmapped,at_fault,NTA,0,NTA,ACCEPT_WITH_MODIFICATION,1,modification,310,1,0,1,REJECT,1,1,0,1,stop,0,921
gpt-5.4-nano,narrative_cot,third_person,0,cot+fewshot(plain),65X1IysPHzSZiy1UKAt4tAmxhnIaJtCT,0,YTA,neutral_adjudicator,third_party,none,NTA,0,NTA,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,0,stop,0,797
gpt-5.4-nano,narrative_cot,third_person,0,cot+fewshot(plain),7iMIsYuUEvH1jB0pVCTZdxRdaT9SGiTs,0,YTA,writer_advocate,primary_affected,not_at_fault,ESH,1,ESH,REJECT,1,,0,1,1,0,REJECT,1,1,0,1,stop,0,580
gpt-5.4-nano,narrative_cot,third_person,0,cot+fewshot(plain),7iMIsYuUEvH1jB0pVCTZdxRdaT9SGiTs,0,YTA,counterparty,unmapped,at_fault,ESH,1,ESH,ACCEPT_WITH_MODIFICATION,1,modification,208,1,0,1,ACCEPT,0,1,1,0,stop,0,3638
gpt-5.4-nano,narrative_cot,third_person,0,cot+fewshot(plain),7iMIsYuUEvH1jB0pVCTZdxRdaT9SGiTs,0,YTA,neutral_adjudicator,third_party,none,ESH,1,ESH,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,0,stop,0,3827
gpt-5.4-nano,narrative_cot,third_person,0,cot+fewshot(plain),8la6xEK2LWdJrpnp7w2dMqjY7E04XSgl,0,YTA,writer_advocate,primary_affected,not_at_fault,YTA,1,YTA,ACCEPT_WITH_MODIFICATION,1,modification,295,1,0,1,ACCEPT,0,1,1,1,stop,0,593
gpt-5.4-nano,narrative_cot,third_person,0,cot+fewshot(plain),8la6xEK2LWdJrpnp7w2dMqjY7E04XSgl,0,YTA,counterparty,unmapped,at_fault,YTA,1,YTA,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,0,stop,0,578
gpt-5.4-nano,narrative_cot,third_person,0,cot+fewshot(plain),8la6xEK2LWdJrpnp7w2dMqjY7E04XSgl,0,YTA,neutral_adjudicator,third_party,none,YTA,1,YTA,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,0,stop,0,864
gpt-5.4-nano,narrative_cot,third_person,0,cot+fewshot(plain),84BfWnB9rWav5VlToKR0mi1MaYjY0RmS,0,YTA,writer_advocate,primary_affected,not_at_fault,YTA,1,YTA,REJECT,1,unresolvable,265,1,0,1,REJECT,1,1,0,1,stop,0,899
gpt-5.4-nano,narrative_cot,third_person,0,cot+fewshot(plain),84BfWnB9rWav5VlToKR0mi1MaYjY0RmS,0,YTA,counterparty,unmapped,at_fault,YTA,1,YTA,ACCEPT,1,,0,0,0,0,ACCEPT,0,1,0,0,stop,0,402
gpt-5.4-nano,narrative_cot,third_person,0,cot+fewshot(plain),84BfWnB9rWav5VlToKR0mi1MaYjY0RmS,0,YTA,neutral_adjudicator,third_party,none,YTA,1,YTA,ACCEPT,1,,0,0,0,0,ACCEPT,0,1,0,0,stop,0,953
gpt-5.4-nano,narrative_cot,third_person,0,cot+fewshot(plain),8ZF4h4DjLn13WMOXkFMKbLvifCXaf8Ia,0,YTA,writer_advocate,primary_affected,not_at_fault,ESH,1,ESH,ACCEPT_WITH_MODIFICATION,1,,0,1,1,1,ACCEPT,0,1,1,1,stop,0,1064
gpt-5.4-nano,narrative_cot,third_person,0,cot+fewshot(plain),8ZF4h4DjLn13WMOXkFMKbLvifCXaf8Ia,0,YTA,counterparty,unmapped,at_fault,ESH,1,ESH,ACCEPT_WITH_MODIFICATION,1,modification,225,1,0,1,ACCEPT,0,1,1,0,stop,0,879
gpt-5.4-nano,narrative_cot,third_person,0,cot+fewshot(plain),8ZF4h4DjLn13WMOXkFMKbLvifCXaf8Ia,0,YTA,neutral_adjudicator,third_party,none,ESH,1,ESH,ACCEPT,1,,0,0,0,1,REJECT,1,1,0,0,stop,0,855
gpt-5.4-nano,narrative_cot,third_person,0,cot+fewshot(plain),993xb3Y3qrGH3PDpD57nX1CX09nHnPDs,0,YTA,writer_advocate,primary_affected,not_at_fault,YTA,1,YTA,ACCEPT_WITH_MODIFICATION,1,modification,231,1,0,1,ACCEPT,0,1,1,1,stop,0,658
gpt-5.4-nano,narrative_cot,third_person,0,cot+fewshot(plain),993xb3Y3qrGH3PDpD57nX1CX09nHnPDs,0,YTA,counterparty,unmapped,at_fault,YTA,1,YTA,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,0,stop,0,996
gpt-5.4-nano,narrative_cot,third_person,0,cot+fewshot(plain),993xb3Y3qrGH3PDpD57nX1CX09nHnPDs,0,YTA,neutral_adjudicator,third_party,none,YTA,1,YTA,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,0,stop,0,496
gpt-5.4-nano,narrative_cot,third_person,0,cot+fewshot(plain),0QhNF8tvIJOj1UEwwofC3B67eLqta8Xj,0,NTA,writer_advocate,primary_affected,not_at_fault,NAH,0,NAH,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,0,stop,0,514
gpt-5.4-nano,narrative_cot,third_person,0,cot+fewshot(plain),0QhNF8tvIJOj1UEwwofC3B67eLqta8Xj,0,NTA,counterparty,unmapped,at_fault,NAH,0,NAH,REJECT,1,unresolvable,213,1,0,1,REJECT,1,1,0,1,stop,0,549
gpt-5.4-nano,narrative_cot,third_person,0,cot+fewshot(plain),0QhNF8tvIJOj1UEwwofC3B67eLqta8Xj,0,NTA,neutral_adjudicator,third_party,none,NAH,0,NAH,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,0,stop,0,969
gpt-5.4-nano,narrative_cot,third_person,0,cot+fewshot(plain),8pEVAec46HRymdNVxcfWnsT9yoXoVjyL,0,YTA,writer_advocate,primary_affected,not_at_fault,NTA,0,ESH,ACCEPT_WITH_MODIFICATION,1,modification,146,1,0,1,ACCEPT,0,1,1,0,stop,0,787
gpt-5.4-nano,narrative_cot,third_person,0,cot+fewshot(plain),8pEVAec46HRymdNVxcfWnsT9yoXoVjyL,0,YTA,counterparty,unmapped,at_fault,NTA,0,ESH,ACCEPT_WITH_MODIFICATION,1,modification,209,1,0,1,ACCEPT,0,1,1,1,stop,0,1369
gpt-5.4-nano,narrative_cot,third_person,0,cot+fewshot(plain),8pEVAec46HRymdNVxcfWnsT9yoXoVjyL,0,YTA,neutral_adjudicator,third_party,none,NTA,0,ESH,ACCEPT,1,,0,0,0,1,REJECT,1,1,0,0,stop,0,959
gpt-5.4-nano,narrative_cot,third_person,0,cot+fewshot(plain),266TVkkMYkZjjPJyQh5GnIT5BGNspUol,0,NTA,writer_advocate,primary_affected,not_at_fault,NTA,0,NTA,ACCEPT_WITH_MODIFICATION,1,modification,277,1,0,1,ACCEPT,0,1,1,0,stop,0,971
gpt-5.4-nano,narrative_cot,third_person,0,cot+fewshot(plain),266TVkkMYkZjjPJyQh5GnIT5BGNspUol,0,NTA,counterparty,unmapped,at_fault,NTA,0,NTA,ACCEPT_WITH_MODIFICATION,1,modification,227,1,0,1,REJECT,1,1,0,1,stop,0,967
gpt-5.4-nano,narrative_cot,third_person,0,cot+fewshot(plain),266TVkkMYkZjjPJyQh5GnIT5BGNspUol,0,NTA,neutral_adjudicator,third_party,none,NTA,0,NTA,ACCEPT,1,,0,0,0,0,ACCEPT,0,1,0,0,stop,0,509
gpt-5.4-nano,narrative_cot,third_person,0,cot+fewshot(plain),51hfZ9KFlRwj1adKCNFgKDjVgcmGvy5V,0,NTA,writer_advocate,primary_affected,not_at_fault,NTA,0,NTA,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,0,stop,0,935
gpt-5.4-nano,narrative_cot,third_person,0,cot+fewshot(plain),51hfZ9KFlRwj1adKCNFgKDjVgcmGvy5V,0,NTA,counterparty,unmapped,at_fault,NTA,0,NTA,ACCEPT_WITH_MODIFICATION,1,modification,167,1,0,1,ACCEPT,0,1,1,1,stop,0,547
gpt-5.4-nano,narrative_cot,third_person,0,cot+fewshot(plain),51hfZ9KFlRwj1adKCNFgKDjVgcmGvy5V,0,NTA,neutral_adjudicator,third_party,none,NTA,0,NTA,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,0,stop,0,564
gpt-5.4-nano,narrative_cot,third_person,0,cot+fewshot(plain),0R2Vnvyo8jR1AiYjzvvriatmITGoP4rB,0,NTA,writer_advocate,primary_affected,not_at_fault,NTA,0,NTA,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,0,stop,0,479
gpt-5.4-nano,narrative_cot,third_person,0,cot+fewshot(plain),0R2Vnvyo8jR1AiYjzvvriatmITGoP4rB,0,NTA,counterparty,unmapped,at_fault,NTA,0,NTA,REJECT,1,unresolvable,247,1,0,1,ACCEPT,0,1,1,1,stop,0,553
gpt-5.4-nano,narrative_cot,third_person,0,cot+fewshot(plain),0R2Vnvyo8jR1AiYjzvvriatmITGoP4rB,0,NTA,neutral_adjudicator,third_party,none,NTA,0,NTA,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,0,stop,0,518
gpt-5.4-nano,narrative_cot,third_person,0,cot+fewshot(plain),1fqO43KdQH8wJXSwDxiPbh43dbXtlfg1,0,NTA,writer_advocate,primary_affected,not_at_fault,ESH,1,NTA,ACCEPT,1,modification,165,0,0,1,REJECT,1,1,0,1,stop,0,496
gpt-5.4-nano,narrative_cot,third_person,0,cot+fewshot(plain),1fqO43KdQH8wJXSwDxiPbh43dbXtlfg1,0,NTA,counterparty,unmapped,at_fault,ESH,1,NTA,ACCEPT_WITH_MODIFICATION,1,modification,201,1,0,1,ACCEPT,0,1,1,0,stop,0,833
gpt-5.4-nano,narrative_cot,third_person,0,cot+fewshot(plain),1fqO43KdQH8wJXSwDxiPbh43dbXtlfg1,0,NTA,neutral_adjudicator,third_party,none,ESH,1,NTA,ACCEPT,1,,0,0,0,1,REJECT,1,1,0,0,stop,0,498
gpt-5.4-nano,narrative_cot,third_person,0,cot+fewshot(plain),5JAyXTEdlc2PpZehHKAsLneJHW0St7Bo,0,NTA,writer_advocate,primary_affected,not_at_fault,NTA,0,NTA,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,0,stop,0,3465
gpt-5.4-nano,narrative_cot,third_person,0,cot+fewshot(plain),5JAyXTEdlc2PpZehHKAsLneJHW0St7Bo,0,NTA,counterparty,unmapped,at_fault,NTA,0,NTA,REJECT,1,unresolvable,261,1,0,1,REJECT,1,1,0,1,stop,0,639
gpt-5.4-nano,narrative_cot,third_person,0,cot+fewshot(plain),5JAyXTEdlc2PpZehHKAsLneJHW0St7Bo,0,NTA,neutral_adjudicator,third_party,none,NTA,0,NTA,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,0,stop,0,499
gpt-5.4-nano,narrative_cot,third_person,0,cot+fewshot(plain),2i2aJTqfcNfRiicybOprkLY6VB3mrZy1,0,NTA,writer_advocate,primary_affected,not_at_fault,NTA,0,NTA,ACCEPT_WITH_MODIFICATION,1,modification,244,1,0,1,ACCEPT,0,1,1,0,stop,0,462
gpt-5.4-nano,narrative_cot,third_person,0,cot+fewshot(plain),2i2aJTqfcNfRiicybOprkLY6VB3mrZy1,0,NTA,counterparty,unmapped,at_fault,NTA,0,NTA,ACCEPT_WITH_MODIFICATION,1,modification,281,1,0,1,ACCEPT,0,1,1,1,stop,0,559
gpt-5.4-nano,narrative_cot,third_person,0,cot+fewshot(plain),2i2aJTqfcNfRiicybOprkLY6VB3mrZy1,0,NTA,neutral_adjudicator,third_party,none,NTA,0,NTA,ACCEPT_WITH_MODIFICATION,1,modification,201,1,0,1,ACCEPT,0,1,1,0,stop,0,974
gpt-5.4-nano,narrative_cot,third_person,0,cot+fewshot(plain),6vHZ1SZhQDboesKx8GXud8GfnsBNOukp,0,NTA,writer_advocate,primary_affected,not_at_fault,NTA,0,NTA,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,0,stop,0,476
gpt-5.4-nano,narrative_cot,third_person,0,cot+fewshot(plain),6vHZ1SZhQDboesKx8GXud8GfnsBNOukp,0,NTA,counterparty,unmapped,at_fault,NTA,0,NTA,ACCEPT_WITH_MODIFICATION,1,modification,236,1,0,1,ACCEPT,0,1,1,1,stop,0,4114
gpt-5.4-nano,narrative_cot,third_person,0,cot+fewshot(plain),6vHZ1SZhQDboesKx8GXud8GfnsBNOukp,0,NTA,neutral_adjudicator,third_party,none,NTA,0,NTA,ACCEPT,1,,0,0,0,0,ACCEPT,0,1,0,0,stop,0,460
gpt-5.4-nano,narrative_cot,third_person,0,cot+fewshot(plain),0oBnjnnzOVm56vjgmS1ii7yDRAlWUbsd,0,NTA,writer_advocate,primary_affected,not_at_fault,NTA,0,NTA,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,0,stop,0,829
gpt-5.4-nano,narrative_cot,third_person,0,cot+fewshot(plain),0oBnjnnzOVm56vjgmS1ii7yDRAlWUbsd,0,NTA,counterparty,unmapped,at_fault,NTA,0,NTA,REJECT,1,unresolvable,319,1,0,1,REJECT,1,1,0,1,stop,0,1001
gpt-5.4-nano,narrative_cot,third_person,0,cot+fewshot(plain),0oBnjnnzOVm56vjgmS1ii7yDRAlWUbsd,0,NTA,neutral_adjudicator,third_party,none,NTA,0,NTA,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,0,stop,0,881
gpt-5.4-nano,narrative_cot,third_person,0,cot+fewshot(plain),AEyZCKhL8Epi0pykTKSTGrKfBZvtyzXH,0,NTA,writer_advocate,primary_affected,not_at_fault,NTA,0,NTA,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,0,stop,0,455
gpt-5.4-nano,narrative_cot,third_person,0,cot+fewshot(plain),AEyZCKhL8Epi0pykTKSTGrKfBZvtyzXH,0,NTA,counterparty,unmapped,at_fault,NTA,0,NTA,REJECT,1,unresolvable,170,1,0,1,REJECT,1,1,0,1,stop,0,481
gpt-5.4-nano,narrative_cot,third_person,0,cot+fewshot(plain),AEyZCKhL8Epi0pykTKSTGrKfBZvtyzXH,0,NTA,neutral_adjudicator,third_party,none,NTA,0,NTA,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,0,stop,0,574
gpt-5.4-nano,narrative_cot,third_person,0,cot+fewshot(plain),7RMX6biep54Hvsykzi7Fs6YePciC4iSl,0,NTA,writer_advocate,primary_affected,not_at_fault,NTA,0,NTA,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,0,stop,0,504
gpt-5.4-nano,narrative_cot,third_person,0,cot+fewshot(plain),7RMX6biep54Hvsykzi7Fs6YePciC4iSl,0,NTA,counterparty,unmapped,at_fault,NTA,0,NTA,REJECT,1,,0,1,1,0,REJECT,1,1,0,1,stop,0,899
gpt-5.4-nano,narrative_cot,third_person,0,cot+fewshot(plain),7RMX6biep54Hvsykzi7Fs6YePciC4iSl,0,NTA,neutral_adjudicator,third_party,none,NTA,0,NTA,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,0,stop,0,452
gpt-5.4-nano,narrative_cot,third_person,0,cot+fewshot(plain),Ae4XsWriPFD2DPzFDjoUQqTIpfZP2y0O,0,NTA,writer_advocate,primary_affected,not_at_fault,NTA,0,NTA,ACCEPT_WITH_MODIFICATION,1,modification,286,1,0,1,ACCEPT,0,1,1,0,stop,0,508
gpt-5.4-nano,narrative_cot,third_person,0,cot+fewshot(plain),Ae4XsWriPFD2DPzFDjoUQqTIpfZP2y0O,0,NTA,counterparty,unmapped,at_fault,NTA,0,NTA,ACCEPT_WITH_MODIFICATION,1,modification,185,1,0,1,REJECT,1,1,0,1,stop,0,942
