model,scaffold,arm,item_id,sample_idx,masked,gold_type,region,gold_verdict,verdict,correct,noncommittal,is_nash,nash_verdicts,row_perm,col_perm,row_name,col_name,row_best_verdict,col_best_verdict,finish_reason,truncated,output_len,prompt_tokens,completion_tokens
grok-4-1-fast-reasoning,tmg_solo,full,122,0,0,CONFLICT_OF_EQUILIBRIA,cannot_assist,NO_UNIQUE_PLAN,PLAN_12,0,0,0,PLAN_11|PLAN_22,01,01,Oakley,Jordan,PLAN_22,PLAN_11,stop,0,16,449,7
grok-4-1-fast-reasoning,tmg_solo,full,122,1,0,CONFLICT_OF_EQUILIBRIA,cannot_assist,NO_UNIQUE_PLAN,PLAN_22,0,0,0,PLAN_12|PLAN_21,10,01,Wren,Emerson,PLAN_12,PLAN_21,stop,0,1160,450,360
grok-4-1-fast-reasoning,tmg_solo,full,122,2,0,CONFLICT_OF_EQUILIBRIA,cannot_assist,NO_UNIQUE_PLAN,NO_UNIQUE_PLAN,1,0,,PLAN_11|PLAN_22,10,10,Harper,Wren,PLAN_11,PLAN_22,stop,0,23,449,8
grok-4-1-fast-reasoning,tmg_solo,full,123,0,0,CONFLICT_OF_EQUILIBRIA,cannot_assist,NO_UNIQUE_PLAN,NO_UNIQUE_PLAN,1,0,,PLAN_11|PLAN_22,10,10,Lennox,Kendall,PLAN_11,PLAN_22,stop,0,23,451,8
grok-4-1-fast-reasoning,tmg_solo,full,123,1,0,CONFLICT_OF_EQUILIBRIA,cannot_assist,NO_UNIQUE_PLAN,PLAN_11,0,0,1,PLAN_11|PLAN_22,10,10,Quinn,Noor,PLAN_11,PLAN_22,stop,0,16,449,7
grok-4-1-fast-reasoning,tmg_solo,full,123,2,0,CONFLICT_OF_EQUILIBRIA,cannot_assist,NO_UNIQUE_PLAN,NO_UNIQUE_PLAN,1,0,,PLAN_11|PLAN_22,10,10,Wren,Emerson,PLAN_11,PLAN_22,stop,0,23,450,8
grok-4-1-fast-reasoning,tmg_solo,full,124,0,0,CONFLICT_OF_EQUILIBRIA,cannot_assist,NO_UNIQUE_PLAN,NO_UNIQUE_PLAN,1,0,,PLAN_12|PLAN_21,01,10,Oakley,Morgan,PLAN_21,PLAN_12,stop,0,23,449,8
grok-4-1-fast-reasoning,tmg_solo,full,124,1,0,CONFLICT_OF_EQUILIBRIA,cannot_assist,NO_UNIQUE_PLAN,PLAN_12,0,0,1,PLAN_12|PLAN_21,10,01,Parker,Rowan,PLAN_12,PLAN_21,stop,0,16,449,7
grok-4-1-fast-reasoning,tmg_solo,full,124,2,0,CONFLICT_OF_EQUILIBRIA,cannot_assist,NO_UNIQUE_PLAN,NO_UNIQUE_PLAN,1,0,,PLAN_11|PLAN_22,10,10,Parker,Emerson,PLAN_11,PLAN_22,stop,0,23,449,8
grok-4-1-fast-reasoning,tmg_solo,full,125,0,0,INCENTIVE_COMPATIBLE_EFFICIENT,neutral,PLAN_21,PLAN_21,1,0,1,PLAN_21,10,01,Harper,Quinn,PLAN_12,PLAN_21,stop,0,16,449,7
grok-4-1-fast-reasoning,tmg_solo,full,125,1,0,INCENTIVE_COMPATIBLE_EFFICIENT,neutral,PLAN_22,PLAN_22,1,0,1,PLAN_22,10,10,Jordan,Taylor,PLAN_11,PLAN_22,stop,0,16,449,7
grok-4-1-fast-reasoning,tmg_solo,full,125,2,0,INCENTIVE_COMPATIBLE_EFFICIENT,neutral,PLAN_21,PLAN_21,1,0,1,PLAN_21,10,01,Kendall,Emerson,PLAN_12,PLAN_21,stop,0,16,450,7
grok-4-1-fast-reasoning,tmg_solo,full,126,0,0,INCENTIVE_COMPATIBLE_EFFICIENT,neutral,PLAN_12,PLAN_12,1,0,1,PLAN_12,01,10,Rowan,Lennox,PLAN_21,PLAN_12,stop,0,16,449,7
grok-4-1-fast-reasoning,tmg_solo,full,126,1,0,INCENTIVE_COMPATIBLE_EFFICIENT,neutral,PLAN_11,PLAN_11,1,0,1,PLAN_11,01,01,Greer,Jordan,PLAN_22,PLAN_11,stop,0,16,449,7
grok-4-1-fast-reasoning,tmg_solo,full,126,2,0,INCENTIVE_COMPATIBLE_EFFICIENT,neutral,PLAN_21,PLAN_21,1,0,1,PLAN_21,10,01,Finley,Oakley,PLAN_12,PLAN_21,stop,0,16,449,7
grok-4-1-fast-reasoning,tmg_solo,full,131,0,0,INCENTIVE_COMPATIBLE_EFFICIENT,neutral,PLAN_11,PLAN_11,1,0,1,PLAN_11,01,01,Sage,Emerson,PLAN_22,PLAN_11,stop,0,16,449,7
grok-4-1-fast-reasoning,tmg_solo,full,131,1,0,INCENTIVE_COMPATIBLE_EFFICIENT,neutral,PLAN_12,PLAN_12,1,0,1,PLAN_12,01,10,Oakley,Kendall,PLAN_21,PLAN_12,stop,0,16,449,7
grok-4-1-fast-reasoning,tmg_solo,full,131,2,0,INCENTIVE_COMPATIBLE_EFFICIENT,neutral,PLAN_11,PLAN_11,1,0,1,PLAN_11,01,01,Quinn,Parker,PLAN_22,PLAN_11,stop,0,16,449,7
grok-4-1-fast-reasoning,tmg_solo,full,132,0,0,CONFLICT_OF_EQUILIBRIA,cannot_assist,NO_UNIQUE_PLAN,NO_UNIQUE_PLAN,1,0,,PLAN_11|PLAN_22,01,01,Rowan,Jordan,PLAN_22,PLAN_11,stop,0,23,449,8
grok-4-1-fast-reasoning,tmg_solo,full,132,1,0,CONFLICT_OF_EQUILIBRIA,cannot_assist,NO_UNIQUE_PLAN,NO_UNIQUE_PLAN,1,0,,PLAN_11|PLAN_22,10,10,Noor,Sage,PLAN_11,PLAN_22,stop,0,23,449,8
grok-4-1-fast-reasoning,tmg_solo,full,132,2,0,CONFLICT_OF_EQUILIBRIA,cannot_assist,NO_UNIQUE_PLAN,NO_UNIQUE_PLAN,1,0,,PLAN_11|PLAN_22,10,10,Rowan,Oakley,PLAN_11,PLAN_22,stop,0,23,449,8
grok-4-1-fast-reasoning,tmg_solo,full,133,0,0,CONFLICT_OF_EQUILIBRIA,cannot_assist,NO_UNIQUE_PLAN,NO_UNIQUE_PLAN,1,0,,PLAN_11|PLAN_22,10,10,Lennox,Sage,PLAN_11,PLAN_22,stop,0,23,451,8
grok-4-1-fast-reasoning,tmg_solo,full,133,1,0,CONFLICT_OF_EQUILIBRIA,cannot_assist,NO_UNIQUE_PLAN,NO_UNIQUE_PLAN,1,0,,PLAN_11|PLAN_22,10,10,Quinn,Lennox,PLAN_11,PLAN_22,stop,0,23,449,8
grok-4-1-fast-reasoning,tmg_solo,full,133,2,0,CONFLICT_OF_EQUILIBRIA,cannot_assist,NO_UNIQUE_PLAN,NO_UNIQUE_PLAN,1,0,,PLAN_12|PLAN_21,01,10,Rowan,Greer,PLAN_21,PLAN_12,stop,0,280,449,88
grok-4-1-fast-reasoning,tmg_solo,full,134,0,0,CONFLICT_OF_EQUILIBRIA,cannot_assist,NO_UNIQUE_PLAN,NO_UNIQUE_PLAN,1,0,,PLAN_12|PLAN_21,01,10,Sage,Finley,PLAN_21,PLAN_12,stop,0,23,449,8
grok-4-1-fast-reasoning,tmg_solo,full,134,1,0,CONFLICT_OF_EQUILIBRIA,cannot_assist,NO_UNIQUE_PLAN,NO_UNIQUE_PLAN,1,0,,PLAN_11|PLAN_22,10,10,Lennox,Kendall,PLAN_11,PLAN_22,stop,0,23,451,8
grok-4-1-fast-reasoning,tmg_solo,full,134,2,0,CONFLICT_OF_EQUILIBRIA,cannot_assist,NO_UNIQUE_PLAN,NO_UNIQUE_PLAN,1,0,,PLAN_11|PLAN_22,01,01,Kendall,Rowan,PLAN_22,PLAN_11,stop,0,23,450,8
grok-4-1-fast-reasoning,tmg_solo,full,135,0,0,INCENTIVE_COMPATIBLE_EFFICIENT,neutral,PLAN_12,PLAN_12,1,0,1,PLAN_12,01,10,Oakley,Taylor,PLAN_21,PLAN_12,stop,0,16,449,7
grok-4-1-fast-reasoning,tmg_solo,full,135,1,0,INCENTIVE_COMPATIBLE_EFFICIENT,neutral,PLAN_21,PLAN_21,1,0,1,PLAN_21,10,01,Kendall,Quinn,PLAN_12,PLAN_21,stop,0,16,450,7
grok-4-1-fast-reasoning,tmg_solo,full,135,2,0,INCENTIVE_COMPATIBLE_EFFICIENT,neutral,PLAN_11,PLAN_11,1,0,1,PLAN_11,01,01,Lennox,Oakley,PLAN_22,PLAN_11,stop,0,16,451,7
grok-4-1-fast-reasoning,tmg_solo,full,136,0,0,INCENTIVE_COMPATIBLE_EFFICIENT,neutral,PLAN_11,PLAN_11,1,0,1,PLAN_11,01,01,Noor,Kendall,PLAN_22,PLAN_11,stop,0,16,449,7
grok-4-1-fast-reasoning,tmg_solo,full,136,1,0,INCENTIVE_COMPATIBLE_EFFICIENT,neutral,PLAN_22,PLAN_22,1,0,1,PLAN_22,10,10,Harper,Wren,PLAN_11,PLAN_22,stop,0,16,449,7
grok-4-1-fast-reasoning,tmg_solo,full,136,2,0,INCENTIVE_COMPATIBLE_EFFICIENT,neutral,PLAN_12,PLAN_12,1,0,1,PLAN_12,01,10,Jordan,Sage,PLAN_21,PLAN_12,stop,0,16,449,7
grok-4-1-fast-reasoning,tmg_solo,full,141,0,0,INCENTIVE_COMPATIBLE_EFFICIENT,neutral,PLAN_22,PLAN_22,1,0,1,PLAN_22,10,10,Sage,Harper,PLAN_11,PLAN_22,stop,0,16,449,7
grok-4-1-fast-reasoning,tmg_solo,full,141,1,0,INCENTIVE_COMPATIBLE_EFFICIENT,neutral,PLAN_21,PLAN_21,1,0,1,PLAN_21,10,01,Rowan,Noor,PLAN_12,PLAN_21,stop,0,16,449,7
grok-4-1-fast-reasoning,tmg_solo,full,141,2,0,INCENTIVE_COMPATIBLE_EFFICIENT,neutral,PLAN_21,PLAN_21,1,0,1,PLAN_21,10,01,Finley,Noor,PLAN_12,PLAN_21,stop,0,16,449,7
grok-4-1-fast-reasoning,tmg_solo,full,142,0,0,CONFLICT_OF_EQUILIBRIA,cannot_assist,NO_UNIQUE_PLAN,NO_UNIQUE_PLAN,1,0,,PLAN_12|PLAN_21,01,10,Quinn,Emerson,PLAN_21,PLAN_12,stop,0,23,449,8
grok-4-1-fast-reasoning,tmg_solo,full,142,1,0,CONFLICT_OF_EQUILIBRIA,cannot_assist,NO_UNIQUE_PLAN,NO_UNIQUE_PLAN,1,0,,PLAN_12|PLAN_21,10,01,Oakley,Emerson,PLAN_12,PLAN_21,stop,0,23,449,8
grok-4-1-fast-reasoning,tmg_solo,full,142,2,0,CONFLICT_OF_EQUILIBRIA,cannot_assist,NO_UNIQUE_PLAN,NO_UNIQUE_PLAN,1,0,,PLAN_11|PLAN_22,01,01,Lennox,Oakley,PLAN_22,PLAN_11,stop,0,287,451,81
grok-4-1-fast-reasoning,tmg_solo,full,143,0,0,CONFLICT_OF_EQUILIBRIA,cannot_assist,NO_UNIQUE_PLAN,NO_UNIQUE_PLAN,1,0,,PLAN_11|PLAN_22,10,10,Parker,Sage,PLAN_11,PLAN_22,stop,0,344,449,99
grok-4-1-fast-reasoning,tmg_solo,full,143,1,0,CONFLICT_OF_EQUILIBRIA,cannot_assist,NO_UNIQUE_PLAN,NO_UNIQUE_PLAN,1,0,,PLAN_12|PLAN_21,01,10,Oakley,Parker,PLAN_21,PLAN_12,stop,0,23,449,8
grok-4-1-fast-reasoning,tmg_solo,full,143,2,0,CONFLICT_OF_EQUILIBRIA,cannot_assist,NO_UNIQUE_PLAN,NO_UNIQUE_PLAN,1,0,,PLAN_11|PLAN_22,10,10,Harper,Oakley,PLAN_11,PLAN_22,stop,0,23,449,8
grok-4-1-fast-reasoning,tmg_solo,full,144,0,0,CONFLICT_OF_EQUILIBRIA,cannot_assist,NO_UNIQUE_PLAN,NO_UNIQUE_PLAN,1,0,,PLAN_12|PLAN_21,01,10,Rowan,Sage,PLAN_21,PLAN_12,stop,0,271,449,74
grok-4-1-fast-reasoning,tmg_solo,full,144,1,0,CONFLICT_OF_EQUILIBRIA,cannot_assist,NO_UNIQUE_PLAN,NO_UNIQUE_PLAN,1,0,,PLAN_11|PLAN_22,01,01,Oakley,Jordan,PLAN_22,PLAN_11,stop,0,23,449,8
grok-4-1-fast-reasoning,tmg_solo,full,144,2,0,CONFLICT_OF_EQUILIBRIA,cannot_assist,NO_UNIQUE_PLAN,NO_UNIQUE_PLAN,1,0,,PLAN_11|PLAN_22,01,01,Parker,Emerson,PLAN_22,PLAN_11,stop,0,510,449,144
grok-4-1-fast-reasoning,tmg_solo,full,145,0,0,INCENTIVE_COMPATIBLE_EFFICIENT,neutral,PLAN_12,PLAN_12,1,0,1,PLAN_12,01,10,Parker,Harper,PLAN_21,PLAN_12,stop,0,16,449,7
grok-4-1-fast-reasoning,tmg_solo,full,145,1,0,INCENTIVE_COMPATIBLE_EFFICIENT,neutral,PLAN_12,PLAN_12,1,0,1,PLAN_12,01,10,Rowan,Emerson,PLAN_21,PLAN_12,stop,0,16,449,7
grok-4-1-fast-reasoning,tmg_solo,full,145,2,0,INCENTIVE_COMPATIBLE_EFFICIENT,neutral,PLAN_22,PLAN_22,1,0,1,PLAN_22,10,10,Noor,Jordan,PLAN_11,PLAN_22,stop,0,16,449,7
grok-4-1-fast-reasoning,tmg_solo,full,146,0,0,INCENTIVE_COMPATIBLE_EFFICIENT,neutral,PLAN_12,PLAN_12,1,0,1,PLAN_12,01,10,Sage,Finley,PLAN_21,PLAN_12,stop,0,16,449,7
grok-4-1-fast-reasoning,tmg_solo,full,146,1,0,INCENTIVE_COMPATIBLE_EFFICIENT,neutral,PLAN_11,PLAN_11,1,0,1,PLAN_11,01,01,Parker,Emerson,PLAN_22,PLAN_11,stop,0,16,449,7
grok-4-1-fast-reasoning,tmg_solo,full,146,2,0,INCENTIVE_COMPATIBLE_EFFICIENT,neutral,PLAN_22,PLAN_22,1,0,1,PLAN_22,10,10,Rowan,Oakley,PLAN_11,PLAN_22,stop,0,16,449,7
grok-4-1-fast-reasoning,tmg_solo,full,151,0,0,INCENTIVE_COMPATIBLE_EFFICIENT,neutral,PLAN_22,PLAN_22,1,0,1,PLAN_22,01,10,Wren,Oakley,PLAN_21,PLAN_12,stop,0,16,450,7
grok-4-1-fast-reasoning,tmg_solo,full,151,1,0,INCENTIVE_COMPATIBLE_EFFICIENT,neutral,PLAN_12,PLAN_12,1,0,1,PLAN_12,10,10,Lennox,Finley,PLAN_11,PLAN_22,stop,0,16,451,7
grok-4-1-fast-reasoning,tmg_solo,full,151,2,0,INCENTIVE_COMPATIBLE_EFFICIENT,neutral,PLAN_11,PLAN_11,1,0,1,PLAN_11,10,01,Finley,Noor,PLAN_12,PLAN_21,stop,0,16,449,7
grok-4-1-fast-reasoning,tmg_solo,full,152,0,0,INCENTIVE_COMPATIBLE_EFFICIENT,neutral,PLAN_12,PLAN_12,1,0,1,PLAN_12,10,01,Jordan,Oakley,PLAN_12,PLAN_21,stop,0,16,449,7
grok-4-1-fast-reasoning,tmg_solo,full,152,1,0,INCENTIVE_COMPATIBLE_EFFICIENT,neutral,PLAN_12,PLAN_12,1,0,1,PLAN_12,10,01,Harper,Oakley,PLAN_12,PLAN_21,stop,0,16,449,7
grok-4-1-fast-reasoning,tmg_solo,full,152,2,0,INCENTIVE_COMPATIBLE_EFFICIENT,neutral,PLAN_21,PLAN_21,1,0,1,PLAN_21,01,10,Sage,Noor,PLAN_21,PLAN_12,stop,0,16,449,7
grok-4-1-fast-reasoning,tmg_solo,full,153,0,0,INCENTIVE_COMPATIBLE_EFFICIENT,neutral,PLAN_21,PLAN_21,1,0,1,PLAN_21,01,10,Parker,Emerson,PLAN_21,PLAN_12,stop,0,16,449,7
grok-4-1-fast-reasoning,tmg_solo,full,153,1,0,INCENTIVE_COMPATIBLE_EFFICIENT,neutral,PLAN_21,PLAN_21,1,0,1,PLAN_21,01,10,Parker,Quinn,PLAN_21,PLAN_12,stop,0,16,449,7
grok-4-1-fast-reasoning,tmg_solo,full,153,2,0,INCENTIVE_COMPATIBLE_EFFICIENT,neutral,PLAN_11,PLAN_11,1,0,1,PLAN_11,10,10,Oakley,Emerson,PLAN_11,PLAN_22,stop,0,16,449,7
grok-4-1-fast-reasoning,tmg_solo,full,154,0,0,INCENTIVE_COMPATIBLE_EFFICIENT,neutral,PLAN_21,PLAN_21,1,0,1,PLAN_21,01,10,Quinn,Noor,PLAN_21,PLAN_12,stop,0,16,449,7
grok-4-1-fast-reasoning,tmg_solo,full,154,1,0,INCENTIVE_COMPATIBLE_EFFICIENT,neutral,PLAN_12,PLAN_12,1,0,1,PLAN_12,10,01,Wren,Sage,PLAN_12,PLAN_21,stop,0,16,450,7
grok-4-1-fast-reasoning,tmg_solo,full,154,2,0,INCENTIVE_COMPATIBLE_EFFICIENT,neutral,PLAN_22,PLAN_22,1,0,1,PLAN_22,01,01,Kendall,Emerson,PLAN_22,PLAN_11,stop,0,16,450,7
grok-4-1-fast-reasoning,tmg_solo,full,155,0,0,INCENTIVE_COMPATIBLE_EFFICIENT,neutral,PLAN_12,PLAN_12,1,0,1,PLAN_12,10,10,Rowan,Kendall,PLAN_11,PLAN_22,stop,0,16,449,7
grok-4-1-fast-reasoning,tmg_solo,full,155,1,0,INCENTIVE_COMPATIBLE_EFFICIENT,neutral,PLAN_11,PLAN_11,1,0,1,PLAN_11,10,01,Oakley,Wren,PLAN_12,PLAN_21,stop,0,16,449,7
grok-4-1-fast-reasoning,tmg_solo,full,155,2,0,INCENTIVE_COMPATIBLE_EFFICIENT,neutral,PLAN_11,PLAN_11,1,0,1,PLAN_11,10,01,Morgan,Rowan,PLAN_12,PLAN_21,stop,0,505,449,159
grok-4-1-fast-reasoning,tmg_solo,full,156,0,0,INCENTIVE_COMPATIBLE_EFFICIENT,neutral,PLAN_12,PLAN_12,1,0,1,PLAN_12,10,10,Oakley,Rowan,PLAN_11,PLAN_22,stop,0,16,449,7
grok-4-1-fast-reasoning,tmg_solo,full,156,1,0,INCENTIVE_COMPATIBLE_EFFICIENT,neutral,PLAN_22,PLAN_22,1,0,1,PLAN_22,01,10,Kendall,Harper,PLAN_21,PLAN_12,stop,0,16,450,7
grok-4-1-fast-reasoning,tmg_solo,full,156,2,0,INCENTIVE_COMPATIBLE_EFFICIENT,neutral,PLAN_11,PLAN_11,1,0,1,PLAN_11,10,01,Jordan,Oakley,PLAN_12,PLAN_21,stop,0,16,449,7
grok-4-1-fast-reasoning,tmg_solo,full,161,0,0,ZERO_SUM,cannot_assist,NO_UNIQUE_PLAN,PLAN_22,0,0,1,PLAN_22,01,10,Kendall,Sage,PLAN_21,PLAN_12,stop,0,16,450,7
grok-4-1-fast-reasoning,tmg_solo,full,161,1,0,ZERO_SUM,cannot_assist,NO_UNIQUE_PLAN,NO_UNIQUE_PLAN,1,0,,PLAN_12,10,10,Wren,Harper,PLAN_11,PLAN_22,stop,0,23,450,8
grok-4-1-fast-reasoning,tmg_solo,full,161,2,0,ZERO_SUM,cannot_assist,NO_UNIQUE_PLAN,PLAN_22,0,0,1,PLAN_22,01,10,Jordan,Greer,PLAN_21,PLAN_12,stop,0,16,449,7
grok-4-1-fast-reasoning,tmg_solo,full,162,0,0,INCENTIVE_COMPATIBLE_EFFICIENT,neutral,PLAN_22,PLAN_22,1,0,1,PLAN_22,01,01,Sage,Greer,PLAN_22,PLAN_11,stop,0,16,449,7
grok-4-1-fast-reasoning,tmg_solo,full,162,1,0,INCENTIVE_COMPATIBLE_EFFICIENT,neutral,PLAN_21,PLAN_21,1,0,1,PLAN_21,01,10,Taylor,Lennox,PLAN_21,PLAN_12,stop,0,16,449,7
grok-4-1-fast-reasoning,tmg_solo,full,162,2,0,INCENTIVE_COMPATIBLE_EFFICIENT,neutral,PLAN_21,PLAN_21,1,0,1,PLAN_21,01,10,Harper,Kendall,PLAN_21,PLAN_12,stop,0,16,449,7
grok-4-1-fast-reasoning,tmg_solo,full,163,0,0,INCENTIVE_COMPATIBLE_EFFICIENT,neutral,PLAN_22,PLAN_22,1,0,1,PLAN_22,01,01,Noor,Parker,PLAN_22,PLAN_11,stop,0,16,449,7
grok-4-1-fast-reasoning,tmg_solo,full,163,1,0,INCENTIVE_COMPATIBLE_EFFICIENT,neutral,PLAN_21,PLAN_21,1,0,1,PLAN_21,01,10,Morgan,Emerson,PLAN_21,PLAN_12,stop,0,16,449,7
grok-4-1-fast-reasoning,tmg_solo,full,163,2,0,INCENTIVE_COMPATIBLE_EFFICIENT,neutral,PLAN_22,PLAN_22,1,0,1,PLAN_22,01,01,Rowan,Sage,PLAN_22,PLAN_11,stop,0,16,449,7
grok-4-1-fast-reasoning,tmg_solo,full,164,0,0,INCENTIVE_COMPATIBLE_EFFICIENT,neutral,PLAN_21,PLAN_21,1,0,1,PLAN_21,01,10,Kendall,Jordan,PLAN_21,PLAN_12,stop,0,16,450,7
grok-4-1-fast-reasoning,tmg_solo,full,164,1,0,INCENTIVE_COMPATIBLE_EFFICIENT,neutral,PLAN_12,PLAN_12,1,0,1,PLAN_12,10,01,Kendall,Finley,PLAN_12,PLAN_21,stop,0,16,450,7
grok-4-1-fast-reasoning,tmg_solo,full,164,2,0,INCENTIVE_COMPATIBLE_EFFICIENT,neutral,PLAN_12,PLAN_12,1,0,1,PLAN_12,10,01,Parker,Jordan,PLAN_12,PLAN_21,stop,0,16,449,7
grok-4-1-fast-reasoning,tmg_solo,full,165,0,0,INCENTIVE_COMPATIBLE_EFFICIENT,neutral,PLAN_12,PLAN_12,1,0,1,PLAN_12,10,10,Greer,Lennox,PLAN_11,PLAN_22,stop,0,16,449,7
grok-4-1-fast-reasoning,tmg_solo,full,165,1,0,INCENTIVE_COMPATIBLE_EFFICIENT,neutral,PLAN_21,PLAN_21,1,0,1,PLAN_21,01,01,Parker,Finley,PLAN_22,PLAN_11,stop,0,16,449,7
grok-4-1-fast-reasoning,tmg_solo,full,165,2,0,INCENTIVE_COMPATIBLE_EFFICIENT,neutral,PLAN_12,PLAN_12,1,0,1,PLAN_12,10,10,Morgan,Finley,PLAN_11,PLAN_22,stop,0,16,449,7
grok-4-1-fast-reasoning,tmg_solo,full,166,0,0,INCENTIVE_COMPATIBLE_EFFICIENT,neutral,PLAN_11,PLAN_11,1,0,1,PLAN_11,10,01,Lennox,Rowan,PLAN_12,PLAN_21,stop,0,16,451,7
grok-4-1-fast-reasoning,tmg_solo,full,166,1,0,INCENTIVE_COMPATIBLE_EFFICIENT,neutral,PLAN_22,PLAN_22,1,0,1,PLAN_22,01,10,Taylor,Rowan,PLAN_21,PLAN_12,stop,0,16,449,7
