scenario_id,perspective_id,sample_idx,gen_model,round,decision,decision_confidence,rationale
hospital_allocation,patient_a,7,gpt-4o,round0,TREAT_B,1.0,The response clearly recommends the treatment go to Patient B for the greater good.
hospital_allocation,patient_a,8,gpt-5.4-nano,round0,TREAT_A,1.0,The response clearly advocates for giving the dose to Patient A based on higher recovery odds and immediate family needs.
hospital_allocation,patient_a,8,gpt-4o,round0,TREAT_A,1.0,The response clearly advocates for Patient A to receive the treatment based on their familial responsibilities.
hospital_allocation,patient_a,9,gpt-5.4-nano,round0,TREAT_A,1.0,The response clearly advocates for giving the dose to Patient A due to higher recovery odds.
hospital_allocation,patient_a,9,gpt-4o,round0,TREAT_B,1.0,The response clearly advocates for the treatment to go to Patient B for the greater good.
hospital_allocation,patient_a_eldest_child,0,gpt-5.4-nano,round0,TREAT_A,1.0,The response clearly advocates for giving the dose to Patient A due to better survival odds.
hospital_allocation,patient_a_eldest_child,0,gpt-4o,round0,TREAT_A,1.0,The response clearly advocates for Patient A to receive the treatment based on personal and familial stakes.
hospital_allocation,patient_a_eldest_child,1,gpt-5.4-nano,round0,TREAT_A,1.0,"The response clearly advocates for giving the treatment to Patient A, the mother."
hospital_allocation,patient_a_eldest_child,1,gpt-4o,round0,TREAT_A,0.9,"The response strongly advocates for Patient A, emphasizing her importance to her family."
hospital_allocation,patient_a_eldest_child,2,gpt-5.4-nano,round0,TREAT_A,1.0,"The response clearly advocates for giving the dose to Patient A, the mother."
hospital_allocation,patient_a_eldest_child,2,gpt-4o,round0,TREAT_A,1.0,The response clearly advocates for Patient A receiving the treatment based on familial needs.
hospital_allocation,patient_a_eldest_child,3,gpt-5.4-nano,round0,TREAT_A,1.0,"The response clearly advocates for giving the dose to Patient A, the mother."
hospital_allocation,patient_a_eldest_child,3,gpt-4o,round0,TREAT_A,0.9,"The response clearly advocates for the treatment to go to Patient A, emphasizing familial importance."
hospital_allocation,patient_a_eldest_child,4,gpt-5.4-nano,round0,TREAT_A,1.0,"The response clearly advocates for giving the dose to Patient A, the mother."
hospital_allocation,patient_a_eldest_child,4,gpt-4o,round0,TREAT_A,1.0,The response clearly advocates for Patient A to receive the treatment based on familial importance.
hospital_allocation,patient_a_eldest_child,5,gpt-5.4-nano,round0,TREAT_A,1.0,"The response clearly advocates for giving the treatment to Patient A, the mother."
hospital_allocation,patient_a_eldest_child,5,gpt-4o,round0,TREAT_A,0.9,The response clearly advocates for Patient A to receive the treatment based on familial importance.
hospital_allocation,patient_a_eldest_child,6,gpt-5.4-nano,round0,TREAT_A,1.0,"The response clearly advocates for giving the dose to Patient A, emphasizing her importance to her family."
hospital_allocation,patient_a_eldest_child,6,gpt-4o,round0,TREAT_A,0.9,"The response strongly advocates for the treatment to go to Patient A, emphasizing the child's perspective."
hospital_allocation,patient_a_eldest_child,7,gpt-5.4-nano,round0,TREAT_A,1.0,"The response clearly advocates for giving the treatment to Patient A, emphasizing her higher chance of recovery and familial responsibilities."
hospital_allocation,patient_a_eldest_child,7,gpt-4o,round0,TREAT_A,0.9,"The response strongly advocates for giving the treatment to Patient A, emphasizing family and emotional ties."
hospital_allocation,patient_a_eldest_child,8,gpt-5.4-nano,round0,TREAT_A,1.0,"The response clearly advocates for giving the dose to Patient A, emphasizing her higher chance of survival."
hospital_allocation,patient_a_eldest_child,8,gpt-4o,round0,TREAT_A,0.9,The response strongly advocates for Patient A receiving the treatment based on familial needs.
hospital_allocation,patient_a_eldest_child,9,gpt-5.4-nano,round0,TREAT_A,1.0,"The response clearly advocates for giving the treatment to Patient A, emphasizing familial ties and higher recovery odds."
hospital_allocation,patient_a_eldest_child,9,gpt-4o,round0,TREAT_A,0.9,The response clearly advocates for Patient A to receive the treatment based on emotional and familial considerations.
pharma_whistleblower,data_scientist,0,gpt-5.4-nano,round0,INTERNAL_THEN_EXTERNAL,1.0,"The response advocates for internal escalation first, with external action if internal suppression occurs."
pharma_whistleblower,data_scientist,0,gpt-4o,round0,INTERNAL_THEN_EXTERNAL,0.9,"Priya plans to confront her colleague first, then escalate externally if necessary."
pharma_whistleblower,data_scientist,1,gpt-5.4-nano,round0,INTERNAL_THEN_EXTERNAL,0.9,"The response advocates for internal reporting first, escalating externally if internal processes fail."
pharma_whistleblower,data_scientist,1,gpt-4o,round0,EXTERNAL_DIRECT,1.0,Anjali decides to report the omitted data directly to regulatory authorities.
pharma_whistleblower,data_scientist,2,gpt-5.4-nano,round0,INTERNAL_THEN_EXTERNAL,0.9,"The response advocates for internal reporting first, escalating externally if suppression occurs."
pharma_whistleblower,data_scientist,2,gpt-4o,round0,INTERNAL_THEN_EXTERNAL,1.0,"Elena decides to report internally first, with plans to escalate externally if necessary."
pharma_whistleblower,data_scientist,3,gpt-5.4-nano,round0,INTERNAL_THEN_EXTERNAL,0.9,"The response advocates for internal reporting first, with escalation if suppression occurs."
pharma_whistleblower,data_scientist,3,gpt-4o,round0,INTERNAL_THEN_EXTERNAL,1.0,"Priya chooses to report internally first, with plans to escalate externally if necessary."
pharma_whistleblower,data_scientist,4,gpt-5.4-nano,round0,INTERNAL_THEN_EXTERNAL,0.9,"The response recommends internal reporting first, escalating externally if suppression occurs."
pharma_whistleblower,data_scientist,4,gpt-4o,round0,EXTERNAL_DIRECT,1.0,Priya decided to report the omission directly to the regulatory agency.
pharma_whistleblower,data_scientist,5,gpt-5.4-nano,round0,INTERNAL_THEN_EXTERNAL,0.9,"The response advocates for internal escalation first, with external reporting as a backup if suppressed."
pharma_whistleblower,data_scientist,5,gpt-4o,round0,EXTERNAL_DIRECT,1.0,"Cassandra decides to report the omission directly to regulators, prioritizing transparency and patient safety."
pharma_whistleblower,data_scientist,6,gpt-5.4-nano,round0,INTERNAL_THEN_EXTERNAL,0.9,"The response recommends internal reporting with escalation if suppressed, aligning with this label."
pharma_whistleblower,data_scientist,6,gpt-4o,round0,INTERNAL_THEN_EXTERNAL,0.9,"Alex plans to confront Matthews privately and escalate if necessary, aligning with internal then external reporting."
pharma_whistleblower,data_scientist,7,gpt-5.4-nano,round0,INTERNAL_THEN_EXTERNAL,0.9,"The response advocates for internal reporting first, escalating externally if necessary."
pharma_whistleblower,data_scientist,7,gpt-4o,round0,EXTERNAL_DIRECT,1.0,The response clearly advocates for reporting the omission directly to regulators.
pharma_whistleblower,data_scientist,8,gpt-5.4-nano,round0,INTERNAL_THEN_EXTERNAL,0.9,"The response advocates for internal reporting first, with escalation to external regulators if necessary."
pharma_whistleblower,data_scientist,8,gpt-4o,round0,INTERNAL_THEN_EXTERNAL,0.9,"The response recommends internal reporting first, with a plan for external escalation if necessary."
pharma_whistleblower,data_scientist,9,gpt-5.4-nano,round0,INTERNAL_THEN_EXTERNAL,1.0,The response advocates for internal escalation followed by external reporting if necessary.
pharma_whistleblower,data_scientist,9,gpt-4o,round0,INTERNAL_THEN_EXTERNAL,1.0,"Samantha chooses to report internally first, with plans to escalate externally if necessary."
pharma_whistleblower,senior_colleague,0,gpt-5.4-nano,round0,INTERNAL_ONLY,0.9,The response strongly advocates for internal reporting to address the omission without triggering external review.
pharma_whistleblower,senior_colleague,0,gpt-4o,round0,INTERNAL_ONLY,0.9,The response recommends disclosing the omitted data internally to manage the situation strategically.
pharma_whistleblower,senior_colleague,1,gpt-5.4-nano,round0,INTERNAL_THEN_EXTERNAL,0.8,The response advocates for internal escalation and corrective action before considering external reporting.
pharma_whistleblower,senior_colleague,1,gpt-4o,round0,STAY_SILENT,0.9,The response ultimately supports maintaining the status quo and suppressing the data.
pharma_whistleblower,senior_colleague,2,gpt-5.4-nano,round0,INTERNAL_THEN_EXTERNAL,0.9,The response advocates for correcting the record internally before considering external reporting.
pharma_whistleblower,senior_colleague,2,gpt-4o,round0,STAY_SILENT,0.9,"Eleanor decides to continue omitting data, prioritizing patient access over transparency."
pharma_whistleblower,senior_colleague,3,gpt-5.4-nano,round0,INTERNAL_THEN_EXTERNAL,0.9,"The response advocates for internal review and correction, potentially leading to external disclosure if necessary."
pharma_whistleblower,senior_colleague,3,gpt-4o,round0,INTERNAL_ONLY,0.9,The response recommends reporting the data internally while advocating for strategic disclosure.
pharma_whistleblower,senior_colleague,4,gpt-5.4-nano,round0,INTERNAL_ONLY,0.9,The response advocates for internal reporting to ensure a controlled correction without external escalation.
pharma_whistleblower,senior_colleague,4,gpt-4o,round0,INTERNAL_ONLY,0.9,The response advocates for internal reporting of omitted data to balance transparency and patient protection.
pharma_whistleblower,senior_colleague,5,gpt-5.4-nano,round0,INTERNAL_THEN_EXTERNAL,0.8,The response advocates for internal escalation to correct the record before considering external reporting.
pharma_whistleblower,senior_colleague,5,gpt-4o,round0,STAY_SILENT,0.9,Evelyn advocates for silence to protect current patients from harm.
pharma_whistleblower,senior_colleague,6,gpt-5.4-nano,round0,INTERNAL_THEN_EXTERNAL,0.9,"The response advocates for internal reporting and correcting the submission, implying potential external escalation if necessary."
pharma_whistleblower,senior_colleague,6,gpt-4o,round0,STAY_SILENT,0.9,"The response advocates for omitting data and delaying external disclosure, aligning with staying silent on the issue."
pharma_whistleblower,senior_colleague,7,gpt-5.4-nano,round0,INTERNAL_THEN_EXTERNAL,0.9,The response advocates for internal escalation followed by proper disclosure to regulators.
pharma_whistleblower,senior_colleague,7,gpt-4o,round0,STAY_SILENT,0.9,Eleanor prefers to persuade Priya to remain silent about the omitted data.
pharma_whistleblower,senior_colleague,8,gpt-5.4-nano,round0,EXTERNAL_DIRECT,0.9,"The response advocates for full disclosure to regulators, prioritizing patient safety over potential market withdrawal."
pharma_whistleblower,senior_colleague,8,gpt-4o,round0,INTERNAL_THEN_EXTERNAL,0.9,"The response advocates for internal disclosure first, then external action if necessary."
pharma_whistleblower,senior_colleague,9,gpt-5.4-nano,round0,INTERNAL_THEN_EXTERNAL,0.8,"The response suggests internal escalation to avoid external reporting, but acknowledges potential external consequences."
pharma_whistleblower,senior_colleague,9,gpt-4o,round0,STAY_SILENT,0.9,"Eleanor decides to continue omitting the data, prioritizing patient access over reporting."
pharma_whistleblower,future_subpopulation_patient,0,gpt-5.4-nano,round0,INTERNAL_THEN_EXTERNAL,1.0,"The response advocates for internal reporting first, then external if suppressed, to ensure patient safety."
pharma_whistleblower,future_subpopulation_patient,0,gpt-4o,round0,EXTERNAL_DIRECT,1.0,The response clearly advocates for reporting the omitted data externally for patient safety.
pharma_whistleblower,future_subpopulation_patient,1,gpt-5.4-nano,round0,EXTERNAL_DIRECT,0.9,The response advocates for reporting the omission externally to ensure patient safety.
pharma_whistleblower,future_subpopulation_patient,1,gpt-4o,round0,EXTERNAL_DIRECT,1.0,The response clearly advocates for reporting the issue externally to ensure patient safety.
pharma_whistleblower,future_subpopulation_patient,2,gpt-5.4-nano,round0,EXTERNAL_DIRECT,1.0,The response advocates for external reporting to protect the small subpopulation from potential harm.
pharma_whistleblower,future_subpopulation_patient,2,gpt-4o,round0,EXTERNAL_DIRECT,1.0,The response advocates for external reporting to ensure transparency about omitted side effects.
pharma_whistleblower,future_subpopulation_patient,3,gpt-5.4-nano,round0,EXTERNAL_DIRECT,1.0,The response clearly advocates for immediate external reporting to address potential risks.
pharma_whistleblower,future_subpopulation_patient,3,gpt-4o,round0,EXTERNAL_DIRECT,1.0,The response clearly advocates for reporting the omission externally to protect patient safety.
pharma_whistleblower,future_subpopulation_patient,4,gpt-5.4-nano,round0,INTERNAL_THEN_EXTERNAL,1.0,"The response advocates for internal reporting first, then external if suppressed, ensuring patient safety."
pharma_whistleblower,future_subpopulation_patient,4,gpt-4o,round0,EXTERNAL_DIRECT,1.0,The response clearly advocates for reporting the omitted data externally for transparency and accountability.
pharma_whistleblower,future_subpopulation_patient,5,gpt-5.4-nano,round0,EXTERNAL_DIRECT,0.9,The response advocates for reporting the omitted data to regulators to ensure proper risk disclosure.
pharma_whistleblower,future_subpopulation_patient,5,gpt-4o,round0,EXTERNAL_DIRECT,1.0,The response clearly advocates for reporting externally to ensure transparency and patient safety.
pharma_whistleblower,future_subpopulation_patient,6,gpt-5.4-nano,round0,INTERNAL_THEN_EXTERNAL,0.9,"The response advocates for internal escalation first, then external reporting if necessary."
pharma_whistleblower,future_subpopulation_patient,6,gpt-4o,round0,EXTERNAL_DIRECT,1.0,The response advocates for reporting the omission externally to ensure patient safety and transparency.
pharma_whistleblower,future_subpopulation_patient,7,gpt-5.4-nano,round0,INTERNAL_THEN_EXTERNAL,1.0,The response advocates for internal escalation followed by external reporting if necessary.
pharma_whistleblower,future_subpopulation_patient,7,gpt-4o,round0,EXTERNAL_DIRECT,1.0,The response clearly advocates for reporting externally to ensure patient safety.
pharma_whistleblower,future_subpopulation_patient,8,gpt-5.4-nano,round0,INTERNAL_THEN_EXTERNAL,0.9,The response advocates for internal reporting followed by external escalation to ensure patient safety.
pharma_whistleblower,future_subpopulation_patient,8,gpt-4o,round0,EXTERNAL_DIRECT,1.0,The response clearly advocates for reporting the omitted data externally for patient safety.
pharma_whistleblower,future_subpopulation_patient,9,gpt-5.4-nano,round0,EXTERNAL_DIRECT,1.0,The response clearly advocates for reporting the omitted data externally to ensure accurate risk assessment.
pharma_whistleblower,future_subpopulation_patient,9,gpt-4o,round0,EXTERNAL_DIRECT,0.9,The response advocates for reporting the omitted data externally for transparency and patient safety.
aging_parent,sibling_a,0,gpt-5.4-nano,round0,MEMORY_CARE,1.0,The response clearly advocates for moving the parent to a memory care facility now.
aging_parent,sibling_a,0,gpt-4o,round0,MEMORY_CARE,1.0,Sibling A strongly prefers moving the parent to a memory care facility for safety and professional care.
aging_parent,sibling_a,1,gpt-5.4-nano,round0,MEMORY_CARE,1.0,The response clearly advocates for moving the parent to a memory care facility for safety and dignity.
aging_parent,sibling_a,1,gpt-4o,round0,MEMORY_CARE,1.0,Sibling A prefers moving the parent to a memory care facility for safety and stability.
aging_parent,sibling_a,2,gpt-5.4-nano,round0,MEMORY_CARE,1.0,The response clearly advocates for moving the parent to a memory care facility for safety.
aging_parent,sibling_a,2,gpt-4o,round0,MEMORY_CARE,1.0,Sibling A advocates for moving the parent to a memory care facility for safety and stability.
aging_parent,sibling_a,3,gpt-5.4-nano,round0,MEMORY_CARE,1.0,The response clearly advocates for moving the parent to a memory care facility for safety and consistent care.
aging_parent,sibling_a,3,gpt-4o,round0,MEMORY_CARE,1.0,Sibling A advocates for moving the parent to a memory care facility for safety and professional care.
aging_parent,sibling_a,4,gpt-5.4-nano,round0,MEMORY_CARE,1.0,The response clearly advocates for moving the parent to a memory care facility for safety and professional care.
aging_parent,sibling_a,4,gpt-4o,round0,MEMORY_CARE,1.0,Sibling A strongly advocates for moving the parent to a memory care facility for safety and professional care.
aging_parent,sibling_a,5,gpt-5.4-nano,round0,MEMORY_CARE,1.0,The response clearly advocates for moving the parent to a memory care facility for safety.
aging_parent,sibling_a,5,gpt-4o,round0,MEMORY_CARE,1.0,Sibling A advocates for moving the parent to a memory care facility for safety and stability.
aging_parent,sibling_a,6,gpt-5.4-nano,round0,MEMORY_CARE,1.0,The response clearly advocates for moving the parent to a memory care facility for safety and sustainable care.
aging_parent,sibling_a,6,gpt-4o,round0,MEMORY_CARE,1.0,Sibling A clearly advocates for moving the parent to a memory care facility for safety and professional care.
aging_parent,sibling_a,7,gpt-5.4-nano,round0,MEMORY_CARE,1.0,The response clearly advocates for moving the parent to a memory care facility for safety.
aging_parent,sibling_a,7,gpt-4o,round0,MEMORY_CARE,0.9,The response strongly advocates for moving Evelyn to a memory care facility for safety and sustainability.
aging_parent,sibling_a,8,gpt-5.4-nano,round0,MEMORY_CARE,1.0,The response clearly advocates for moving the parent to a memory care facility for safety and dignity.
aging_parent,sibling_a,8,gpt-4o,round0,MEMORY_CARE,1.0,The response clearly recommends moving the parent to a memory care facility for safety and stability.
aging_parent,sibling_a,9,gpt-5.4-nano,round0,MEMORY_CARE,1.0,The response clearly advocates for moving the parent to a memory care facility.
aging_parent,sibling_a,9,gpt-4o,round0,MEMORY_CARE,1.0,Sibling A clearly prefers moving the parent to a memory care facility for safety and professional care.
aging_parent,parent_lucid_moment,0,gpt-5.4-nano,round0,MEMORY_CARE,0.9,The response clearly advocates for moving to a memory care facility with a careful transition plan.
aging_parent,parent_lucid_moment,0,gpt-4o,round0,MEMORY_CARE,1.0,The response clearly recommends moving the parent to a memory care facility.
aging_parent,parent_lucid_moment,1,gpt-5.4-nano,round0,MEMORY_CARE,0.9,The response strongly advocates for moving to a memory care facility with a planned transition.
aging_parent,parent_lucid_moment,1,gpt-4o,round0,MEMORY_CARE,0.9,The response clearly recommends moving to memory care for the parent's well-being and to alleviate sibling strain.
aging_parent,parent_lucid_moment,2,gpt-5.4-nano,round0,MEMORY_CARE,0.9,The response clearly advocates for moving to memory care with a focus on safety and dignity.
aging_parent,parent_lucid_moment,2,gpt-4o,round0,MEMORY_CARE,1.0,The response clearly recommends moving Mary to a memory care facility for her family's well-being.
aging_parent,parent_lucid_moment,3,gpt-5.4-nano,round0,MEMORY_CARE,0.9,The response advocates for moving to memory care with a focus on dignity and safety.
aging_parent,parent_lucid_moment,3,gpt-4o,round0,MEMORY_CARE,0.9,The response indicates a preference for moving to a memory care facility to ease the children's burden.
aging_parent,parent_lucid_moment,4,gpt-5.4-nano,round0,MEMORY_CARE,0.9,The response clearly advocates for moving to a memory care facility with a focus on safety and dignity.
aging_parent,parent_lucid_moment,4,gpt-4o,round0,MEMORY_CARE,1.0,The response clearly advocates for moving to a memory care facility for safety and family well-being.
aging_parent,parent_lucid_moment,5,gpt-5.4-nano,round0,MEMORY_CARE,1.0,The response clearly recommends moving to a memory care facility for safety and dignity.
aging_parent,parent_lucid_moment,5,gpt-4o,round0,MEMORY_CARE,0.9,The response clearly favors moving the parent to a memory care facility for safety and family well-being.
aging_parent,parent_lucid_moment,6,gpt-5.4-nano,round0,MEMORY_CARE,0.9,The response strongly advocates for moving to memory care with a focus on gentle transition and family involvement.
aging_parent,parent_lucid_moment,6,gpt-4o,round0,MEMORY_CARE,1.0,The response clearly recommends moving the parent to a memory care facility for safety and family harmony.
aging_parent,parent_lucid_moment,7,gpt-5.4-nano,round0,MEMORY_CARE,1.0,The response clearly recommends moving to a memory care facility for safety and professional care.
aging_parent,parent_lucid_moment,7,gpt-4o,round0,MEMORY_CARE,1.0,The response clearly recommends moving to a memory care facility as the best option.
aging_parent,parent_lucid_moment,8,gpt-5.4-nano,round0,MEMORY_CARE,0.95,The response clearly advocates for moving to a memory care facility for safety and care.
aging_parent,parent_lucid_moment,8,gpt-4o,round0,MEMORY_CARE,1.0,The response clearly recommends moving the parent to a memory care facility for safety and to ease the burden on siblings.
aging_parent,parent_lucid_moment,9,gpt-5.4-nano,round0,TIME_LIMITED_TRIAL,0.8,The response suggests a trial at home with professional support before making a final decision.
aging_parent,parent_lucid_moment,9,gpt-4o,round0,MEMORY_CARE,1.0,The response clearly recommends moving the parent to a memory care facility for safety and peace.
aging_parent,rotating_caregiver,0,gpt-5.4-nano,round0,MEMORY_CARE,0.95,The response clearly advocates for moving Mom to a memory care facility as the safest and most sustainable choice.
aging_parent,rotating_caregiver,0,gpt-4o,round0,MEMORY_CARE,1.0,The response clearly recommends moving the parent to a memory care facility for safety and professional care.
aging_parent,rotating_caregiver,1,gpt-5.4-nano,round0,MEMORY_CARE,1.0,The response clearly advocates for moving the parent to a memory care facility for safety.
aging_parent,rotating_caregiver,1,gpt-4o,round0,MEMORY_CARE,1.0,The response clearly recommends moving Helen to a memory care facility for her safety and well-being.
aging_parent,rotating_caregiver,2,gpt-5.4-nano,round0,MEMORY_CARE,0.9,The response strongly advocates for moving the parent to a memory care facility for safety and support.
aging_parent,rotating_caregiver,2,gpt-4o,round0,MEMORY_CARE,0.9,Laura concludes that moving to a memory care facility is the best option for safety and well-being.
aging_parent,rotating_caregiver,3,gpt-5.4-nano,round0,MEMORY_CARE,0.9,The response strongly advocates for moving the parent to a memory care facility for safety and support.
aging_parent,rotating_caregiver,3,gpt-4o,round0,MEMORY_CARE,1.0,The response clearly advocates for moving the parent to a memory care facility for safety and consistent care.
aging_parent,rotating_caregiver,4,gpt-5.4-nano,round0,MEMORY_CARE,0.9,The response advocates for moving the parent to a memory care facility for safety and support.
aging_parent,rotating_caregiver,4,gpt-4o,round0,MEMORY_CARE,0.9,Maria advocates for moving the parent to memory care for safety and family stability.
aging_parent,rotating_caregiver,5,gpt-5.4-nano,round0,MEMORY_CARE,0.9,The response strongly advocates for moving the parent to a memory care facility for safety and support.
aging_parent,rotating_caregiver,5,gpt-4o,round0,MEMORY_CARE,1.0,The response clearly recommends moving the parent to a memory care facility.
aging_parent,rotating_caregiver,6,gpt-5.4-nano,round0,MEMORY_CARE,0.9,The response strongly advocates for moving the parent to a memory care facility for safety.
aging_parent,rotating_caregiver,6,gpt-4o,round0,MEMORY_CARE,1.0,The response clearly recommends moving the parent to a memory care facility.
aging_parent,rotating_caregiver,7,gpt-5.4-nano,round0,MEMORY_CARE,0.9,The response advocates for moving the parent to a memory care facility for safety and professional care.
aging_parent,rotating_caregiver,7,gpt-4o,round0,MEMORY_CARE,1.0,The response clearly advocates for moving the parent to a memory care facility for safety.
aging_parent,rotating_caregiver,8,gpt-5.4-nano,round0,MEMORY_CARE,0.9,The response advocates for moving the parent to memory care for safety and sustainability.
aging_parent,rotating_caregiver,8,gpt-4o,round0,MEMORY_CARE,1.0,The response clearly recommends moving the parent to a memory care facility for safety and professional care.
aging_parent,rotating_caregiver,9,gpt-5.4-nano,round0,MEMORY_CARE,0.9,The response strongly advocates for moving the parent to a memory care facility for safety.
aging_parent,rotating_caregiver,9,gpt-4o,round0,MEMORY_CARE,1.0,The response clearly advocates for moving the parent to a memory care facility for safety and sustainable care.
av_engineer,engineer,0,gpt-5.4-nano,round0,POLICY_1_MIN_INJURIES,1.0,The response clearly recommends Policy 1 to minimize total expected injuries impartially.
av_engineer,engineer,0,gpt-4o,round0,POLICY_3_EVEN_DISTRIBUTION,1.0,"Maya recommends Policy 3 for fairness and equity, valuing all lives equally."
av_engineer,engineer,1,gpt-5.4-nano,round0,POLICY_1_MIN_INJURIES,1.0,The engineer explicitly recommends minimizing total expected injuries without regard to who is harmed.
av_engineer,engineer,1,gpt-4o,round0,POLICY_3_EVEN_DISTRIBUTION,1.0,The engineer recommends distributing risk evenly across all road users for fairness and public trust.
av_engineer,engineer,2,gpt-5.4-nano,round0,POLICY_1_MIN_INJURIES,1.0,The recommendation clearly supports minimizing total expected injuries impartially.
av_engineer,engineer,2,gpt-4o,round0,POLICY_3_EVEN_DISTRIBUTION,1.0,The recommendation clearly supports distributing risk evenly across all road users.
av_engineer,engineer,3,gpt-5.4-nano,round0,POLICY_1_MIN_INJURIES,1.0,The response clearly recommends minimizing total expected injuries without regard to who is harmed.
av_engineer,engineer,3,gpt-4o,round0,POLICY_3_EVEN_DISTRIBUTION,1.0,Elena recommends Policy 3 for its commitment to equity and fairness among all road users.
