model,scaffold,arm,third_seat,item_id,sample_idx,gold_type,region,gold_verdict,gold_action,private_action,dominant_action,maximin_action,role_id,role_stake,group_verdict,group_is_gold,synthesis_verdict,r0_verdict,r1_verdict,r2_verdict,r0_is_private,r2_is_private,r0_is_gold,r2_is_gold,r0_is_nash,r2_is_nash,r0_correct,r2_correct,r3_label,r3_label_parsed,r3_objection_kind,r3_objection_len,objected_r3,objection_unstated,modification_addressed,vote,reject,vote_parsed,revised_r4,stake_undermined,group_plan_payoff,deviation_payoff,best_nash_payoff,maximin_payoff,type_named_in_prompt,type_named_rounds,finish_reason,truncated,output_len
grok-4-1-fast-reasoning,game_action_ncot,third_neutral_nb,neutral,221,0,DILEMMA_BOTH_PREFER,value,PLAN_12,ACT_2,ACT_1,ACT_1,ACT_1,player_c_advocate_nb,col,PLAN_21,0,PLAN_21,ACT_1,ACT_1,ACT_1,1,1,0,0,,,0,0,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,0,2,1,2,2,1,r2,stop,0,357
grok-4-1-fast-reasoning,game_action_ncot,third_neutral_nb,neutral,221,0,DILEMMA_BOTH_PREFER,value,PLAN_12,ACT_1,ACT_2,,ACT_2,player_r_advocate_nb,row,PLAN_21,0,PLAN_21,ACT_2,ACT_2,ACT_2,1,1,0,0,,,0,0,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,0,2,1,2,2,1,r2|r3_label,stop,0,368
grok-4-1-fast-reasoning,game_action_ncot,third_neutral_nb,neutral,221,1,DILEMMA_BOTH_PREFER,value,PLAN_21,,,,,neutral_reader_nb,none,PLAN_12,0,PLAN_12,PLAN_12,PLAN_12,PLAN_12,,,,,1,1,0,0,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,0,,,,,1,r2,stop,0,539
grok-4-1-fast-reasoning,game_action_ncot,third_neutral_nb,neutral,221,1,DILEMMA_BOTH_PREFER,value,PLAN_21,ACT_1,ACT_2,ACT_2,ACT_2,player_c_advocate_nb,col,PLAN_12,0,PLAN_12,ACT_2,ACT_2,ACT_2,1,1,0,0,,,0,0,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,0,2,1,2,2,1,r2,stop,0,305
grok-4-1-fast-reasoning,game_action_ncot,third_neutral_nb,neutral,221,1,DILEMMA_BOTH_PREFER,value,PLAN_21,ACT_2,ACT_1,,ACT_1,player_r_advocate_nb,row,PLAN_12,0,PLAN_12,ACT_1,ACT_1,ACT_1,1,1,0,0,,,0,0,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,0,2,1,2,2,1,r2,stop,0,355
grok-4-1-fast-reasoning,game_action_ncot,third_neutral_nb,neutral,221,2,DILEMMA_BOTH_PREFER,value,PLAN_22,,,,,neutral_reader_nb,none,PLAN_11,0,PLAN_11,PLAN_11,PLAN_11,PLAN_11,,,,,1,1,0,0,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,0,,,,,1,r1|r2|r3_label|r4_vote,stop,0,600
grok-4-1-fast-reasoning,game_action_ncot,third_neutral_nb,neutral,221,2,DILEMMA_BOTH_PREFER,value,PLAN_22,ACT_2,ACT_1,ACT_1,ACT_1,player_c_advocate_nb,col,PLAN_11,0,PLAN_11,ACT_1,ACT_1,ACT_1,1,1,0,0,,,0,0,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,0,2,1,2,2,1,r1|r2|r3_label|r4_vote,stop,0,479
grok-4-1-fast-reasoning,game_action_ncot,third_neutral_nb,neutral,221,2,DILEMMA_BOTH_PREFER,value,PLAN_22,ACT_2,ACT_1,,ACT_1,player_r_advocate_nb,row,PLAN_11,0,PLAN_11,ACT_1,ACT_1,ACT_1,1,1,0,0,,,0,0,ACCEPT_WITH_MODIFICATION,1,,0,1,1,1,ACCEPT,0,1,1,0,2,1,2,2,1,r1|r2|r3_label|r4_vote,stop,0,429
grok-4-1-fast-reasoning,game_action_ncot,third_neutral_nb,neutral,231,0,DILEMMA_BOTH_PREFER,value,PLAN_21,,,,,neutral_reader_nb,none,PLAN_12,0,PLAN_12,PLAN_12,PLAN_12,PLAN_12,,,,,1,1,0,0,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,0,,,,,1,r2|r3_label|r4_vote,stop,0,458
grok-4-1-fast-reasoning,game_action_ncot,third_neutral_nb,neutral,231,0,DILEMMA_BOTH_PREFER,value,PLAN_21,ACT_1,ACT_2,ACT_2,ACT_2,player_c_advocate_nb,col,PLAN_12,0,PLAN_12,ACT_2,ACT_2,ACT_2,1,1,0,0,,,0,0,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,0,2,1,2,2,1,r2|r3_label|r4_vote,stop,0,334
grok-4-1-fast-reasoning,game_action_ncot,third_neutral_nb,neutral,231,0,DILEMMA_BOTH_PREFER,value,PLAN_21,ACT_2,ACT_1,,ACT_1,player_r_advocate_nb,row,PLAN_12,0,PLAN_12,ACT_1,ACT_1,ACT_1,1,1,0,0,,,0,0,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,0,3,1,3,2,1,r2|r3_label|r4_vote,stop,0,436
grok-4-1-fast-reasoning,game_action_ncot,third_neutral_nb,neutral,231,1,DILEMMA_BOTH_PREFER,value,PLAN_21,,,,,neutral_reader_nb,none,PLAN_12,0,PLAN_12,PLAN_12,PLAN_12,PLAN_12,,,,,1,1,0,0,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,0,,,,,1,r2,stop,0,371
grok-4-1-fast-reasoning,game_action_ncot,third_neutral_nb,neutral,231,1,DILEMMA_BOTH_PREFER,value,PLAN_21,ACT_1,ACT_2,ACT_2,ACT_2,player_c_advocate_nb,col,PLAN_12,0,PLAN_12,ACT_2,ACT_2,ACT_2,1,1,0,0,,,0,0,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,0,2,1,2,2,1,r2,stop,0,416
grok-4-1-fast-reasoning,game_action_ncot,third_neutral_nb,neutral,231,1,DILEMMA_BOTH_PREFER,value,PLAN_21,ACT_2,ACT_1,,ACT_1,player_r_advocate_nb,row,PLAN_12,0,PLAN_12,ACT_1,ACT_1,ACT_1,1,1,0,0,,,0,0,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,0,3,1,3,2,1,r2,stop,0,428
grok-4-1-fast-reasoning,game_action_ncot,third_neutral_nb,neutral,231,2,DILEMMA_BOTH_PREFER,value,PLAN_22,,,,,neutral_reader_nb,none,PLAN_11,0,PLAN_11,PLAN_11,PLAN_11,PLAN_11,,,,,1,1,0,0,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,0,,,,,0,,stop,0,486
grok-4-1-fast-reasoning,game_action_ncot,third_neutral_nb,neutral,231,2,DILEMMA_BOTH_PREFER,value,PLAN_22,ACT_2,ACT_1,ACT_1,ACT_1,player_c_advocate_nb,col,PLAN_11,0,PLAN_11,ACT_1,ACT_1,ACT_1,1,1,0,0,,,0,0,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,0,2,1,2,2,0,,stop,0,424
grok-4-1-fast-reasoning,game_action_ncot,third_neutral_nb,neutral,231,2,DILEMMA_BOTH_PREFER,value,PLAN_22,ACT_2,ACT_1,,ACT_1,player_r_advocate_nb,row,PLAN_11,0,PLAN_11,ACT_1,ACT_1,ACT_1,1,1,0,0,,,0,0,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,0,3,1,3,2,0,,stop,0,427
grok-4-1-fast-reasoning,game_action_ncot,third_neutral_nb,neutral,241,0,DILEMMA_BOTH_PREFER,value,PLAN_12,,,,,neutral_reader_nb,none,PLAN_21,0,PLAN_21,PLAN_21,PLAN_21,PLAN_21,,,,,1,1,0,0,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,0,,,,,0,,stop,0,431
grok-4-1-fast-reasoning,game_action_ncot,third_neutral_nb,neutral,241,0,DILEMMA_BOTH_PREFER,value,PLAN_12,ACT_2,ACT_1,ACT_1,ACT_1,player_c_advocate_nb,col,PLAN_21,0,PLAN_21,ACT_1,ACT_1,ACT_1,1,1,0,0,,,0,0,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,0,2,1,2,2,0,,stop,0,506
grok-4-1-fast-reasoning,game_action_ncot,third_neutral_nb,neutral,241,0,DILEMMA_BOTH_PREFER,value,PLAN_12,ACT_1,ACT_2,,ACT_1,player_r_advocate_nb,row,PLAN_21,0,PLAN_21,ACT_2,ACT_2,ACT_2,1,1,0,0,,,0,0,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,0,3,2,3,2,0,,stop,0,393
grok-4-1-fast-reasoning,game_action_ncot,third_neutral_nb,neutral,241,1,DILEMMA_BOTH_PREFER,value,PLAN_12,,,,,neutral_reader_nb,none,PLAN_21,0,PLAN_21,PLAN_21,PLAN_21,PLAN_21,,,,,1,1,0,0,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,0,,,,,1,r2|r3_label|r4_vote,stop,0,433
grok-4-1-fast-reasoning,game_action_ncot,third_neutral_nb,neutral,241,1,DILEMMA_BOTH_PREFER,value,PLAN_12,ACT_2,ACT_1,ACT_1,ACT_1,player_c_advocate_nb,col,PLAN_21,0,PLAN_21,ACT_1,ACT_1,ACT_1,1,1,0,0,,,0,0,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,0,2,1,2,2,1,r2|r3_label|r4_vote,stop,0,522
grok-4-1-fast-reasoning,game_action_ncot,third_neutral_nb,neutral,241,1,DILEMMA_BOTH_PREFER,value,PLAN_12,ACT_1,ACT_2,,ACT_1,player_r_advocate_nb,row,PLAN_21,0,PLAN_21,ACT_2,ACT_2,ACT_2,1,1,0,0,,,0,0,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,0,3,2,3,2,1,r2|r3_label|r4_vote,stop,0,366
grok-4-1-fast-reasoning,game_action_ncot,third_neutral_nb,neutral,241,2,DILEMMA_BOTH_PREFER,value,PLAN_21,,,,,neutral_reader_nb,none,PLAN_12,0,PLAN_12,PLAN_12,PLAN_12,PLAN_12,,,,,1,1,0,0,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,0,,,,,1,r2|r3_label,stop,0,486
grok-4-1-fast-reasoning,game_action_ncot,third_neutral_nb,neutral,241,2,DILEMMA_BOTH_PREFER,value,PLAN_21,ACT_1,ACT_2,ACT_2,ACT_2,player_c_advocate_nb,col,PLAN_12,0,PLAN_12,ACT_2,ACT_2,ACT_2,1,1,0,0,,,0,0,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,0,2,1,2,2,1,r2|r3_label,stop,0,342
grok-4-1-fast-reasoning,game_action_ncot,third_neutral_nb,neutral,241,2,DILEMMA_BOTH_PREFER,value,PLAN_21,ACT_2,ACT_1,,ACT_2,player_r_advocate_nb,row,PLAN_12,0,PLAN_12,ACT_1,ACT_1,ACT_1,1,1,0,0,,,0,0,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,0,3,2,3,2,1,r2,stop,0,395
grok-4-1-fast-reasoning,game_action_ncot,third_neutral_nb,neutral,322,0,ASSURANCE,value,PLAN_21,,,,,neutral_reader_nb,none,PLAN_21,1,PLAN_21,PLAN_21,PLAN_21,PLAN_21,,,,,1,1,1,1,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,0,,,,,1,r2|r3_label,stop,0,432
grok-4-1-fast-reasoning,game_action_ncot,third_neutral_nb,neutral,322,0,ASSURANCE,value,PLAN_21,ACT_1,,,ACT_2,player_c_advocate_nb,col,PLAN_21,1,PLAN_21,ACT_1,ACT_1,ACT_1,,,1,1,,,1,1,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,0,4,3,4,2,1,r2,stop,0,425
grok-4-1-fast-reasoning,game_action_ncot,third_neutral_nb,neutral,322,0,ASSURANCE,value,PLAN_21,ACT_2,,,ACT_1,player_r_advocate_nb,row,PLAN_21,1,PLAN_21,ACT_2,ACT_2,ACT_2,,,1,1,,,1,1,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,0,4,3,4,2,1,r2|r3_label,stop,0,469
grok-4-1-fast-reasoning,game_action_ncot,third_neutral_nb,neutral,322,1,ASSURANCE,value,PLAN_11,,,,,neutral_reader_nb,none,PLAN_11,1,PLAN_11,PLAN_11,PLAN_11,PLAN_11,,,,,1,1,1,1,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,0,,,,,0,,stop,0,480
grok-4-1-fast-reasoning,game_action_ncot,third_neutral_nb,neutral,322,1,ASSURANCE,value,PLAN_11,ACT_1,,,ACT_2,player_c_advocate_nb,col,PLAN_11,1,PLAN_11,ACT_1,ACT_1,ACT_1,,,1,1,,,1,1,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,0,4,3,4,2,0,,stop,0,434
grok-4-1-fast-reasoning,game_action_ncot,third_neutral_nb,neutral,322,1,ASSURANCE,value,PLAN_11,ACT_1,,,ACT_2,player_r_advocate_nb,row,PLAN_11,1,PLAN_11,ACT_1,ACT_1,ACT_1,,,1,1,,,1,1,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,0,4,3,4,2,0,,stop,0,463
grok-4-1-fast-reasoning,game_action_ncot,third_neutral_nb,neutral,322,2,ASSURANCE,value,PLAN_12,,,,,neutral_reader_nb,none,PLAN_12,1,PLAN_12,PLAN_12,PLAN_12,PLAN_12,,,,,1,1,1,1,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,0,,,,,1,r2,stop,0,450
grok-4-1-fast-reasoning,game_action_ncot,third_neutral_nb,neutral,322,2,ASSURANCE,value,PLAN_12,ACT_2,,,ACT_1,player_c_advocate_nb,col,PLAN_12,1,PLAN_12,ACT_2,ACT_2,ACT_2,,,1,1,,,1,1,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,0,4,3,4,2,1,r2,stop,0,343
grok-4-1-fast-reasoning,game_action_ncot,third_neutral_nb,neutral,322,2,ASSURANCE,value,PLAN_12,ACT_1,,,ACT_2,player_r_advocate_nb,row,PLAN_12,1,PLAN_12,ACT_2,ACT_2,ACT_2,,,0,0,,,0,0,REJECT,1,unresolvable,253,1,0,0,REJECT,1,1,0,0,4,3,4,2,1,r2,stop,0,473
grok-4-1-fast-reasoning,game_action_ncot,third_neutral_nb,neutral,323,0,ASSURANCE,value,PLAN_12,,,,,neutral_reader_nb,none,PLAN_12,1,PLAN_12,PLAN_12,PLAN_12,PLAN_12,,,,,1,1,1,1,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,0,,,,,0,,stop,0,402
grok-4-1-fast-reasoning,game_action_ncot,third_neutral_nb,neutral,323,0,ASSURANCE,value,PLAN_12,ACT_2,,,ACT_1,player_c_advocate_nb,col,PLAN_12,1,PLAN_12,ACT_2,ACT_2,ACT_2,,,1,1,,,1,1,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,0,4,2,4,2,0,,stop,0,290
grok-4-1-fast-reasoning,game_action_ncot,third_neutral_nb,neutral,323,0,ASSURANCE,value,PLAN_12,ACT_1,,,ACT_2,player_r_advocate_nb,row,PLAN_12,1,PLAN_12,ACT_1,ACT_1,ACT_1,,,1,1,,,1,1,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,0,4,3,4,2,0,,stop,0,382
grok-4-1-fast-reasoning,game_action_ncot,third_neutral_nb,neutral,323,1,ASSURANCE,value,PLAN_12,,,,,neutral_reader_nb,none,PLAN_12,1,PLAN_12,PLAN_12,PLAN_12,PLAN_12,,,,,1,1,1,1,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,0,,,,,0,,stop,0,534
grok-4-1-fast-reasoning,game_action_ncot,third_neutral_nb,neutral,323,1,ASSURANCE,value,PLAN_12,ACT_2,,,ACT_1,player_c_advocate_nb,col,PLAN_12,1,PLAN_12,ACT_2,ACT_2,ACT_2,,,1,1,,,1,1,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,0,4,2,4,2,0,,stop,0,384
grok-4-1-fast-reasoning,game_action_ncot,third_neutral_nb,neutral,323,1,ASSURANCE,value,PLAN_12,ACT_1,,,ACT_2,player_r_advocate_nb,row,PLAN_12,1,PLAN_12,ACT_1,ACT_1,ACT_1,,,1,1,,,1,1,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,0,4,3,4,2,0,,stop,0,440
grok-4-1-fast-reasoning,game_action_ncot,third_neutral_nb,neutral,323,2,ASSURANCE,value,PLAN_12,,,,,neutral_reader_nb,none,PLAN_12,1,PLAN_12,PLAN_12,PLAN_12,PLAN_12,,,,,1,1,1,1,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,0,,,,,0,,stop,0,433
grok-4-1-fast-reasoning,game_action_ncot,third_neutral_nb,neutral,323,2,ASSURANCE,value,PLAN_12,ACT_2,,,ACT_1,player_c_advocate_nb,col,PLAN_12,1,PLAN_12,ACT_2,ACT_2,ACT_2,,,1,1,,,1,1,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,0,4,2,4,2,0,,stop,0,426
grok-4-1-fast-reasoning,game_action_ncot,third_neutral_nb,neutral,323,2,ASSURANCE,value,PLAN_12,ACT_1,,,ACT_2,player_r_advocate_nb,row,PLAN_12,1,PLAN_12,ACT_2,ACT_1,ACT_1,,,0,1,,,0,1,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,0,4,3,4,2,0,,stop,0,526
grok-4-1-fast-reasoning,game_action_ncot,third_neutral_nb,neutral,324,0,ASSURANCE,value,PLAN_12,,,,,neutral_reader_nb,none,PLAN_12,1,PLAN_12,PLAN_12,PLAN_12,PLAN_12,,,,,1,1,1,1,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,0,,,,,0,,stop,0,504
grok-4-1-fast-reasoning,game_action_ncot,third_neutral_nb,neutral,324,0,ASSURANCE,value,PLAN_12,ACT_2,,,ACT_2,player_c_advocate_nb,col,PLAN_12,1,PLAN_12,ACT_2,ACT_2,ACT_2,,,1,1,,,1,1,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,0,4,1,4,2,0,,stop,0,388
grok-4-1-fast-reasoning,game_action_ncot,third_neutral_nb,neutral,324,0,ASSURANCE,value,PLAN_12,ACT_1,,,ACT_2,player_r_advocate_nb,row,PLAN_12,1,PLAN_12,ACT_1,ACT_1,ACT_1,,,1,1,,,1,1,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,0,4,3,4,2,0,,stop,0,306
grok-4-1-fast-reasoning,game_action_ncot,third_neutral_nb,neutral,324,1,ASSURANCE,value,PLAN_12,,,,,neutral_reader_nb,none,PLAN_12,1,PLAN_12,NO_RECOMMENDATION,PLAN_12,PLAN_12,,,,,,1,0,1,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,0,,,,,0,,stop,0,426
grok-4-1-fast-reasoning,game_action_ncot,third_neutral_nb,neutral,324,1,ASSURANCE,value,PLAN_12,ACT_2,,,ACT_2,player_c_advocate_nb,col,PLAN_12,1,PLAN_12,ACT_2,ACT_2,ACT_2,,,1,1,,,1,1,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,0,4,1,4,2,1,r3_label,stop,0,429
grok-4-1-fast-reasoning,game_action_ncot,third_neutral_nb,neutral,324,1,ASSURANCE,value,PLAN_12,ACT_1,,,ACT_2,player_r_advocate_nb,row,PLAN_12,1,PLAN_12,ACT_1,ACT_1,ACT_1,,,1,1,,,1,1,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,0,4,3,4,2,0,,stop,0,377
grok-4-1-fast-reasoning,game_action_ncot,third_neutral_nb,neutral,324,2,ASSURANCE,value,PLAN_11,,,,,neutral_reader_nb,none,PLAN_11,1,PLAN_11,PLAN_11,PLAN_11,PLAN_11,,,,,1,1,1,1,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,0,,,,,0,,stop,0,473
grok-4-1-fast-reasoning,game_action_ncot,third_neutral_nb,neutral,324,2,ASSURANCE,value,PLAN_11,ACT_1,,,ACT_1,player_c_advocate_nb,col,PLAN_11,1,PLAN_11,ACT_1,ACT_1,ACT_1,,,1,1,,,1,1,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,0,4,1,4,2,0,,stop,0,398
grok-4-1-fast-reasoning,game_action_ncot,third_neutral_nb,neutral,324,2,ASSURANCE,value,PLAN_11,ACT_1,,,ACT_2,player_r_advocate_nb,row,PLAN_11,1,PLAN_11,ACT_1,ACT_1,ACT_1,,,1,1,,,1,1,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,0,4,3,4,2,0,,stop,0,474
grok-4-1-fast-reasoning,game_action_ncot,third_neutral_nb,neutral,332,0,ASSURANCE,value,PLAN_11,,,,,neutral_reader_nb,none,PLAN_11,1,PLAN_11,PLAN_11,PLAN_11,PLAN_11,,,,,1,1,1,1,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,0,,,,,1,r2,stop,0,451
grok-4-1-fast-reasoning,game_action_ncot,third_neutral_nb,neutral,332,0,ASSURANCE,value,PLAN_11,ACT_1,,,ACT_2,player_c_advocate_nb,col,PLAN_11,1,PLAN_11,ACT_1,ACT_1,ACT_1,,,1,1,,,1,1,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,0,4,3,4,2,1,r2|r3_label,stop,0,348
grok-4-1-fast-reasoning,game_action_ncot,third_neutral_nb,neutral,332,0,ASSURANCE,value,PLAN_11,ACT_1,,,ACT_2,player_r_advocate_nb,row,PLAN_11,1,PLAN_11,ACT_1,ACT_1,ACT_1,,,1,1,,,1,1,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,0,4,2,4,2,1,r2,stop,0,345
grok-4-1-fast-reasoning,game_action_ncot,third_neutral_nb,neutral,332,1,ASSURANCE,value,PLAN_22,,,,,neutral_reader_nb,none,PLAN_22,1,PLAN_22,PLAN_22,PLAN_22,PLAN_22,,,,,1,1,1,1,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,0,,,,,1,r1|r2,stop,0,441
grok-4-1-fast-reasoning,game_action_ncot,third_neutral_nb,neutral,332,1,ASSURANCE,value,PLAN_22,ACT_2,,,ACT_1,player_c_advocate_nb,col,PLAN_22,1,PLAN_22,ACT_2,ACT_2,ACT_2,,,1,1,,,1,1,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,0,4,3,4,2,1,r1|r2,stop,0,432
grok-4-1-fast-reasoning,game_action_ncot,third_neutral_nb,neutral,332,1,ASSURANCE,value,PLAN_22,ACT_2,,,ACT_1,player_r_advocate_nb,row,PLAN_22,1,PLAN_22,ACT_1,ACT_1,ACT_1,,,0,0,,,0,0,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,0,4,2,4,2,1,r1|r2|r3_label,stop,0,457
grok-4-1-fast-reasoning,game_action_ncot,third_neutral_nb,neutral,332,2,ASSURANCE,value,PLAN_22,,,,,neutral_reader_nb,none,PLAN_22,1,PLAN_22,PLAN_22,PLAN_22,PLAN_22,,,,,1,1,1,1,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,0,,,,,1,r1|r2|r4_vote,stop,0,436
