model,scaffold,arm,third_seat,item_id,sample_idx,gold_type,region,gold_verdict,gold_action,private_action,dominant_action,maximin_action,role_id,role_stake,group_verdict,group_is_gold,synthesis_verdict,r0_verdict,r1_verdict,r2_verdict,r0_is_private,r2_is_private,r0_is_gold,r2_is_gold,r0_is_nash,r2_is_nash,r0_correct,r2_correct,r3_label,r3_label_parsed,r3_objection_kind,r3_objection_len,objected_r3,objection_unstated,modification_addressed,vote,reject,vote_parsed,revised_r4,stake_undermined,group_plan_payoff,deviation_payoff,best_nash_payoff,maximin_payoff,type_named_in_prompt,type_named_rounds,finish_reason,truncated,output_len
grok-4-1-fast-reasoning,game_action_ncot,third_neutral_nb,neutral,123,0,CONFLICT_OF_EQUILIBRIA,cannot_assist,NO_RECOMMENDATION,,,,ACT_1,player_c_advocate_nb,col,NO_RECOMMENDATION,1,NO_RECOMMENDATION,ACT_2,ACT_2,ACT_2,,,,,,,,,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,,,,4,2,1,r2,stop,0,612
grok-4-1-fast-reasoning,game_action_ncot,third_neutral_nb,neutral,123,0,CONFLICT_OF_EQUILIBRIA,cannot_assist,NO_RECOMMENDATION,,,,ACT_2,player_r_advocate_nb,row,NO_RECOMMENDATION,1,NO_RECOMMENDATION,ACT_1,ACT_1,ACT_1,,,,,,,,,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,,,,4,2,1,r2|r3_label,stop,0,464
grok-4-1-fast-reasoning,game_action_ncot,third_neutral_nb,neutral,123,1,CONFLICT_OF_EQUILIBRIA,cannot_assist,NO_RECOMMENDATION,,,,,neutral_reader_nb,none,NO_RECOMMENDATION,1,NO_RECOMMENDATION,NO_RECOMMENDATION,NO_RECOMMENDATION,NO_RECOMMENDATION,,,,,,,1,1,ACCEPT,1,,0,0,0,0,ACCEPT,0,1,0,0,,,,,1,r2,stop,0,363
grok-4-1-fast-reasoning,game_action_ncot,third_neutral_nb,neutral,123,1,CONFLICT_OF_EQUILIBRIA,cannot_assist,NO_RECOMMENDATION,,,,ACT_1,player_c_advocate_nb,col,NO_RECOMMENDATION,1,NO_RECOMMENDATION,ACT_2,ACT_2,ACT_2,,,,,,,,,ACCEPT,1,,0,0,0,0,ACCEPT,0,1,0,,,,4,2,1,r2|r3_label,stop,0,454
grok-4-1-fast-reasoning,game_action_ncot,third_neutral_nb,neutral,123,1,CONFLICT_OF_EQUILIBRIA,cannot_assist,NO_RECOMMENDATION,,,,ACT_2,player_r_advocate_nb,row,NO_RECOMMENDATION,1,NO_RECOMMENDATION,ACT_1,ACT_1,ACT_1,,,,,,,,,ACCEPT_WITH_MODIFICATION,1,modification,178,1,0,1,ACCEPT,0,1,1,,,,4,2,1,r2,stop,0,469
grok-4-1-fast-reasoning,game_action_ncot,third_neutral_nb,neutral,123,2,CONFLICT_OF_EQUILIBRIA,cannot_assist,NO_RECOMMENDATION,,,,,neutral_reader_nb,none,NO_RECOMMENDATION,1,NO_RECOMMENDATION,NO_RECOMMENDATION,NO_RECOMMENDATION,NO_RECOMMENDATION,,,,,,,1,1,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,0,,,,,1,r2,stop,0,389
grok-4-1-fast-reasoning,game_action_ncot,third_neutral_nb,neutral,123,2,CONFLICT_OF_EQUILIBRIA,cannot_assist,NO_RECOMMENDATION,,,,ACT_1,player_c_advocate_nb,col,NO_RECOMMENDATION,1,NO_RECOMMENDATION,ACT_2,ACT_2,ACT_2,,,,,,,,,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,,,,4,2,1,r2,stop,0,273
grok-4-1-fast-reasoning,game_action_ncot,third_neutral_nb,neutral,123,2,CONFLICT_OF_EQUILIBRIA,cannot_assist,NO_RECOMMENDATION,,,,ACT_2,player_r_advocate_nb,row,NO_RECOMMENDATION,1,NO_RECOMMENDATION,ACT_1,ACT_1,ACT_1,,,,,,,,,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,,,,4,2,1,r2,stop,0,424
grok-4-1-fast-reasoning,game_action_ncot,third_neutral_nb,neutral,124,0,CONFLICT_OF_EQUILIBRIA,cannot_assist,NO_RECOMMENDATION,,,,,neutral_reader_nb,none,NO_RECOMMENDATION,1,NO_RECOMMENDATION,NO_RECOMMENDATION,NO_RECOMMENDATION,NO_RECOMMENDATION,,,,,,,1,1,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,0,,,,,1,r2,stop,0,384
grok-4-1-fast-reasoning,game_action_ncot,third_neutral_nb,neutral,124,0,CONFLICT_OF_EQUILIBRIA,cannot_assist,NO_RECOMMENDATION,,,,ACT_2,player_c_advocate_nb,col,NO_RECOMMENDATION,1,NO_RECOMMENDATION,ACT_2,ACT_2,ACT_2,,,,,,,,,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,,,,4,2,1,r2,stop,0,418
grok-4-1-fast-reasoning,game_action_ncot,third_neutral_nb,neutral,124,0,CONFLICT_OF_EQUILIBRIA,cannot_assist,NO_RECOMMENDATION,,,,ACT_1,player_r_advocate_nb,row,NO_RECOMMENDATION,1,NO_RECOMMENDATION,ACT_2,ACT_2,ACT_2,,,,,,,,,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,,,,4,2,1,r2,stop,0,468
grok-4-1-fast-reasoning,game_action_ncot,third_neutral_nb,neutral,124,1,CONFLICT_OF_EQUILIBRIA,cannot_assist,NO_RECOMMENDATION,,,,,neutral_reader_nb,none,NO_RECOMMENDATION,1,NO_RECOMMENDATION,NO_RECOMMENDATION,NO_RECOMMENDATION,NO_RECOMMENDATION,,,,,,,1,1,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,0,,,,,1,r2,stop,0,440
grok-4-1-fast-reasoning,game_action_ncot,third_neutral_nb,neutral,124,1,CONFLICT_OF_EQUILIBRIA,cannot_assist,NO_RECOMMENDATION,,,,ACT_1,player_c_advocate_nb,col,NO_RECOMMENDATION,1,NO_RECOMMENDATION,ACT_1,ACT_1,ACT_1,,,,,,,,,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,,,,4,2,1,r2|r3_label,stop,0,339
grok-4-1-fast-reasoning,game_action_ncot,third_neutral_nb,neutral,124,1,CONFLICT_OF_EQUILIBRIA,cannot_assist,NO_RECOMMENDATION,,,,ACT_2,player_r_advocate_nb,row,NO_RECOMMENDATION,1,NO_RECOMMENDATION,ACT_1,ACT_1,ACT_1,,,,,,,,,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,,,,4,2,1,r2,stop,0,507
grok-4-1-fast-reasoning,game_action_ncot,third_neutral_nb,neutral,124,2,CONFLICT_OF_EQUILIBRIA,cannot_assist,NO_RECOMMENDATION,,,,,neutral_reader_nb,none,PLAN_22,0,PLAN_22,NO_RECOMMENDATION,NO_RECOMMENDATION,NO_RECOMMENDATION,,,,,,,1,1,ACCEPT,1,,0,0,0,0,ACCEPT,0,1,0,0,,,,,1,r2,stop,0,580
grok-4-1-fast-reasoning,game_action_ncot,third_neutral_nb,neutral,124,2,CONFLICT_OF_EQUILIBRIA,cannot_assist,NO_RECOMMENDATION,,,,ACT_2,player_c_advocate_nb,col,PLAN_22,0,PLAN_22,ACT_2,ACT_2,ACT_2,,,,,,,,,ACCEPT,1,,0,0,0,0,ACCEPT,0,1,0,0,4,1,4,2,1,r2,stop,0,512
grok-4-1-fast-reasoning,game_action_ncot,third_neutral_nb,neutral,124,2,CONFLICT_OF_EQUILIBRIA,cannot_assist,NO_RECOMMENDATION,,,,ACT_2,player_r_advocate_nb,row,PLAN_22,0,PLAN_22,ACT_1,ACT_2,ACT_2,,,,,,,,,ACCEPT,1,,0,0,0,0,ACCEPT,0,1,0,0,2,1,4,2,1,r2|r3_label,stop,0,458
grok-4-1-fast-reasoning,game_action_ncot,third_neutral_nb,neutral,132,0,CONFLICT_OF_EQUILIBRIA,cannot_assist,NO_RECOMMENDATION,,,,,neutral_reader_nb,none,PLAN_11,0,PLAN_11,NO_RECOMMENDATION,NO_RECOMMENDATION,NO_RECOMMENDATION,,,,,,,1,1,REJECT,1,,0,1,1,0,REJECT,1,1,0,0,,,,,1,r2|r3_label|r4_vote,stop,0,638
grok-4-1-fast-reasoning,game_action_ncot,third_neutral_nb,neutral,132,0,CONFLICT_OF_EQUILIBRIA,cannot_assist,NO_RECOMMENDATION,,,,ACT_2,player_c_advocate_nb,col,PLAN_11,0,PLAN_11,ACT_1,ACT_1,ACT_1,,,,,,,,,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,0,4,3,4,2,1,r2|r3_label|r4_vote,stop,0,389
grok-4-1-fast-reasoning,game_action_ncot,third_neutral_nb,neutral,132,0,CONFLICT_OF_EQUILIBRIA,cannot_assist,NO_RECOMMENDATION,,,,ACT_1,player_r_advocate_nb,row,PLAN_11,0,PLAN_11,ACT_1,ACT_1,ACT_1,,,,,,,,,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,0,3,1,4,2,1,r2|r3_label|r4_vote,stop,0,445
grok-4-1-fast-reasoning,game_action_ncot,third_neutral_nb,neutral,132,1,CONFLICT_OF_EQUILIBRIA,cannot_assist,NO_RECOMMENDATION,,,,,neutral_reader_nb,none,NO_RECOMMENDATION,1,PLAN_22,NO_RECOMMENDATION,NO_RECOMMENDATION,NO_RECOMMENDATION,,,,,,,1,1,REJECT,1,unresolvable,282,1,0,1,ACCEPT,0,1,1,0,,,,,0,,stop,0,470
grok-4-1-fast-reasoning,game_action_ncot,third_neutral_nb,neutral,132,1,CONFLICT_OF_EQUILIBRIA,cannot_assist,NO_RECOMMENDATION,,,,ACT_1,player_c_advocate_nb,col,NO_RECOMMENDATION,1,PLAN_22,ACT_2,ACT_2,ACT_2,,,,,,,,,ACCEPT,1,,0,0,0,0,REJECT,1,1,0,,,,4,2,0,,stop,0,517
grok-4-1-fast-reasoning,game_action_ncot,third_neutral_nb,neutral,132,1,CONFLICT_OF_EQUILIBRIA,cannot_assist,NO_RECOMMENDATION,,,,ACT_2,player_r_advocate_nb,row,NO_RECOMMENDATION,1,PLAN_22,ACT_2,ACT_2,ACT_2,,,,,,,,,ACCEPT,1,,0,0,0,0,REJECT,1,1,0,,,,4,2,0,,stop,0,501
grok-4-1-fast-reasoning,game_action_ncot,third_neutral_nb,neutral,132,2,CONFLICT_OF_EQUILIBRIA,cannot_assist,NO_RECOMMENDATION,,,,,neutral_reader_nb,none,NO_RECOMMENDATION,1,NO_RECOMMENDATION,NO_RECOMMENDATION,NO_RECOMMENDATION,NO_RECOMMENDATION,,,,,,,1,1,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,0,,,,,1,r2,stop,0,467
grok-4-1-fast-reasoning,game_action_ncot,third_neutral_nb,neutral,132,2,CONFLICT_OF_EQUILIBRIA,cannot_assist,NO_RECOMMENDATION,,,,ACT_1,player_c_advocate_nb,col,NO_RECOMMENDATION,1,NO_RECOMMENDATION,ACT_2,ACT_2,ACT_2,,,,,,,,,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,,,,4,2,1,r2|r3_label,stop,0,521
grok-4-1-fast-reasoning,game_action_ncot,third_neutral_nb,neutral,132,2,CONFLICT_OF_EQUILIBRIA,cannot_assist,NO_RECOMMENDATION,,,,ACT_2,player_r_advocate_nb,row,NO_RECOMMENDATION,1,NO_RECOMMENDATION,ACT_1,ACT_1,ACT_1,,,,,,,,,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,,,,4,2,1,r2,stop,0,502
grok-4-1-fast-reasoning,game_action_ncot,third_neutral_nb,neutral,133,0,CONFLICT_OF_EQUILIBRIA,cannot_assist,NO_RECOMMENDATION,,,,,neutral_reader_nb,none,NO_RECOMMENDATION,1,NO_RECOMMENDATION,NO_RECOMMENDATION,NO_RECOMMENDATION,NO_RECOMMENDATION,,,,,,,1,1,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,0,,,,,1,r1|r2,stop,0,487
grok-4-1-fast-reasoning,game_action_ncot,third_neutral_nb,neutral,133,0,CONFLICT_OF_EQUILIBRIA,cannot_assist,NO_RECOMMENDATION,,,,ACT_1,player_c_advocate_nb,col,NO_RECOMMENDATION,1,NO_RECOMMENDATION,ACT_2,ACT_2,ACT_2,,,,,,,,,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,,,,4,2,1,r1|r2,stop,0,489
grok-4-1-fast-reasoning,game_action_ncot,third_neutral_nb,neutral,133,0,CONFLICT_OF_EQUILIBRIA,cannot_assist,NO_RECOMMENDATION,,,,ACT_2,player_r_advocate_nb,row,NO_RECOMMENDATION,1,NO_RECOMMENDATION,ACT_2,ACT_2,ACT_2,,,,,,,,,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,,,,4,2,1,r1|r2|r3_label,stop,0,486
grok-4-1-fast-reasoning,game_action_ncot,third_neutral_nb,neutral,133,1,CONFLICT_OF_EQUILIBRIA,cannot_assist,NO_RECOMMENDATION,,,,,neutral_reader_nb,none,NO_RECOMMENDATION,1,NO_RECOMMENDATION,NO_RECOMMENDATION,NO_RECOMMENDATION,NO_RECOMMENDATION,,,,,,,1,1,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,0,,,,,1,r3_label,stop,0,340
grok-4-1-fast-reasoning,game_action_ncot,third_neutral_nb,neutral,133,1,CONFLICT_OF_EQUILIBRIA,cannot_assist,NO_RECOMMENDATION,,,,ACT_1,player_c_advocate_nb,col,NO_RECOMMENDATION,1,NO_RECOMMENDATION,ACT_2,ACT_2,ACT_2,,,,,,,,,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,,,,4,2,0,,stop,0,535
grok-4-1-fast-reasoning,game_action_ncot,third_neutral_nb,neutral,133,1,CONFLICT_OF_EQUILIBRIA,cannot_assist,NO_RECOMMENDATION,,,,ACT_2,player_r_advocate_nb,row,NO_RECOMMENDATION,1,NO_RECOMMENDATION,ACT_1,ACT_1,ACT_1,,,,,,,,,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,,,,4,2,0,,stop,0,424
grok-4-1-fast-reasoning,game_action_ncot,third_neutral_nb,neutral,133,2,CONFLICT_OF_EQUILIBRIA,cannot_assist,NO_RECOMMENDATION,,,,,neutral_reader_nb,none,NO_RECOMMENDATION,1,NO_RECOMMENDATION,NO_RECOMMENDATION,NO_RECOMMENDATION,NO_RECOMMENDATION,,,,,,,1,1,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,0,,,,,1,r1|r2,stop,0,387
grok-4-1-fast-reasoning,game_action_ncot,third_neutral_nb,neutral,133,2,CONFLICT_OF_EQUILIBRIA,cannot_assist,NO_RECOMMENDATION,,,,ACT_1,player_c_advocate_nb,col,NO_RECOMMENDATION,1,NO_RECOMMENDATION,ACT_2,ACT_2,ACT_2,,,,,,,,,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,,,,4,2,1,r1|r2,stop,0,438
grok-4-1-fast-reasoning,game_action_ncot,third_neutral_nb,neutral,133,2,CONFLICT_OF_EQUILIBRIA,cannot_assist,NO_RECOMMENDATION,,,,ACT_1,player_r_advocate_nb,row,NO_RECOMMENDATION,1,NO_RECOMMENDATION,ACT_2,ACT_2,ACT_2,,,,,,,,,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,,,,4,2,1,r1|r2,stop,0,478
grok-4-1-fast-reasoning,game_action_ncot,third_neutral_nb,neutral,134,0,CONFLICT_OF_EQUILIBRIA,cannot_assist,NO_RECOMMENDATION,,,,,neutral_reader_nb,none,NO_RECOMMENDATION,1,NO_RECOMMENDATION,NO_RECOMMENDATION,NO_RECOMMENDATION,NO_RECOMMENDATION,,,,,,,1,1,ACCEPT,1,,0,0,0,0,ACCEPT,0,1,0,0,,,,,0,,stop,0,451
grok-4-1-fast-reasoning,game_action_ncot,third_neutral_nb,neutral,134,0,CONFLICT_OF_EQUILIBRIA,cannot_assist,NO_RECOMMENDATION,,,,ACT_2,player_c_advocate_nb,col,NO_RECOMMENDATION,1,NO_RECOMMENDATION,ACT_2,ACT_2,ACT_2,,,,,,,,,ACCEPT,1,,0,0,0,0,ACCEPT,0,1,0,,,,4,2,1,r3_label,stop,0,424
grok-4-1-fast-reasoning,game_action_ncot,third_neutral_nb,neutral,134,0,CONFLICT_OF_EQUILIBRIA,cannot_assist,NO_RECOMMENDATION,,,,ACT_1,player_r_advocate_nb,row,NO_RECOMMENDATION,1,NO_RECOMMENDATION,ACT_2,ACT_2,ACT_2,,,,,,,,,ACCEPT,1,,0,0,0,0,ACCEPT,0,1,0,,,,4,2,0,,stop,0,503
grok-4-1-fast-reasoning,game_action_ncot,third_neutral_nb,neutral,134,1,CONFLICT_OF_EQUILIBRIA,cannot_assist,NO_RECOMMENDATION,,,,,neutral_reader_nb,none,PLAN_22,0,PLAN_22,NO_RECOMMENDATION,NO_RECOMMENDATION,NO_RECOMMENDATION,,,,,,,1,1,REJECT,1,unresolvable,231,1,0,0,REJECT,1,1,0,0,,,,,0,,stop,0,448
grok-4-1-fast-reasoning,game_action_ncot,third_neutral_nb,neutral,134,1,CONFLICT_OF_EQUILIBRIA,cannot_assist,NO_RECOMMENDATION,,,,ACT_2,player_c_advocate_nb,col,PLAN_22,0,PLAN_22,ACT_2,ACT_2,ACT_2,,,,,,,,,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,0,4,1,4,2,0,,stop,0,458
grok-4-1-fast-reasoning,game_action_ncot,third_neutral_nb,neutral,134,1,CONFLICT_OF_EQUILIBRIA,cannot_assist,NO_RECOMMENDATION,,,,ACT_2,player_r_advocate_nb,row,PLAN_22,0,PLAN_22,ACT_2,ACT_2,ACT_2,,,,,,,,,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,0,3,1,4,2,0,,stop,0,393
grok-4-1-fast-reasoning,game_action_ncot,third_neutral_nb,neutral,134,2,CONFLICT_OF_EQUILIBRIA,cannot_assist,NO_RECOMMENDATION,,,,,neutral_reader_nb,none,PLAN_11,0,PLAN_11,NO_RECOMMENDATION,PLAN_11,PLAN_11,,,,,,1,1,0,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,0,,,,,0,,stop,0,315
grok-4-1-fast-reasoning,game_action_ncot,third_neutral_nb,neutral,134,2,CONFLICT_OF_EQUILIBRIA,cannot_assist,NO_RECOMMENDATION,,,,ACT_1,player_c_advocate_nb,col,PLAN_11,0,PLAN_11,ACT_1,ACT_1,ACT_1,,,,,,,,,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,0,4,1,4,2,0,,stop,0,431
grok-4-1-fast-reasoning,game_action_ncot,third_neutral_nb,neutral,134,2,CONFLICT_OF_EQUILIBRIA,cannot_assist,NO_RECOMMENDATION,,,,ACT_1,player_r_advocate_nb,row,PLAN_11,0,PLAN_11,ACT_1,ACT_1,ACT_1,,,,,,,,,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,0,3,1,4,2,0,,stop,0,399
grok-4-1-fast-reasoning,game_action_ncot,third_neutral_nb,neutral,142,0,CONFLICT_OF_EQUILIBRIA,cannot_assist,NO_RECOMMENDATION,,,,,neutral_reader_nb,none,NO_RECOMMENDATION,1,NO_RECOMMENDATION,NO_RECOMMENDATION,NO_RECOMMENDATION,NO_RECOMMENDATION,,,,,,,1,1,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,0,,,,,1,r2|r3_label|r4_vote,stop,0,394
grok-4-1-fast-reasoning,game_action_ncot,third_neutral_nb,neutral,142,0,CONFLICT_OF_EQUILIBRIA,cannot_assist,NO_RECOMMENDATION,,,,ACT_1,player_c_advocate_nb,col,NO_RECOMMENDATION,1,NO_RECOMMENDATION,ACT_2,ACT_2,ACT_2,,,,,,,,,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,,,,4,2,1,r2|r3_label|r4_vote,stop,0,428
grok-4-1-fast-reasoning,game_action_ncot,third_neutral_nb,neutral,142,0,CONFLICT_OF_EQUILIBRIA,cannot_assist,NO_RECOMMENDATION,,,,ACT_2,player_r_advocate_nb,row,NO_RECOMMENDATION,1,NO_RECOMMENDATION,ACT_2,ACT_2,ACT_2,,,,,,,,,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,,,,4,2,1,r2|r3_label|r4_vote,stop,0,315
grok-4-1-fast-reasoning,game_action_ncot,third_neutral_nb,neutral,142,1,CONFLICT_OF_EQUILIBRIA,cannot_assist,NO_RECOMMENDATION,,,,,neutral_reader_nb,none,NO_RECOMMENDATION,1,NO_RECOMMENDATION,NO_RECOMMENDATION,NO_RECOMMENDATION,NO_RECOMMENDATION,,,,,,,1,1,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,0,,,,,1,r1|r2,stop,0,426
grok-4-1-fast-reasoning,game_action_ncot,third_neutral_nb,neutral,142,1,CONFLICT_OF_EQUILIBRIA,cannot_assist,NO_RECOMMENDATION,,,,ACT_2,player_c_advocate_nb,col,NO_RECOMMENDATION,1,NO_RECOMMENDATION,ACT_1,ACT_1,ACT_1,,,,,,,,,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,,,,4,2,1,r1|r2|r3_label,stop,0,490
grok-4-1-fast-reasoning,game_action_ncot,third_neutral_nb,neutral,142,1,CONFLICT_OF_EQUILIBRIA,cannot_assist,NO_RECOMMENDATION,,,,ACT_1,player_r_advocate_nb,row,NO_RECOMMENDATION,1,NO_RECOMMENDATION,ACT_1,ACT_1,ACT_1,,,,,,,,,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,,,,4,2,1,r1|r2,stop,0,558
grok-4-1-fast-reasoning,game_action_ncot,third_neutral_nb,neutral,142,2,CONFLICT_OF_EQUILIBRIA,cannot_assist,NO_RECOMMENDATION,,,,,neutral_reader_nb,none,NO_RECOMMENDATION,1,NO_RECOMMENDATION,NO_RECOMMENDATION,NO_RECOMMENDATION,NO_RECOMMENDATION,,,,,,,1,1,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,0,,,,,0,,stop,0,531
grok-4-1-fast-reasoning,game_action_ncot,third_neutral_nb,neutral,142,2,CONFLICT_OF_EQUILIBRIA,cannot_assist,NO_RECOMMENDATION,,,,ACT_2,player_c_advocate_nb,col,NO_RECOMMENDATION,1,NO_RECOMMENDATION,ACT_1,ACT_1,ACT_1,,,,,,,,,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,,,,4,2,0,,stop,0,463
grok-4-1-fast-reasoning,game_action_ncot,third_neutral_nb,neutral,142,2,CONFLICT_OF_EQUILIBRIA,cannot_assist,NO_RECOMMENDATION,,,,ACT_2,player_r_advocate_nb,row,NO_RECOMMENDATION,1,NO_RECOMMENDATION,ACT_2,ACT_2,ACT_2,,,,,,,,,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,,,,4,2,0,,stop,0,409
