model,scaffold,arm,item_id,sample_idx,gold_verdict,role_id,paper_role,role_stake,group_verdict,group_at_fault,synthesis_verdict,r3_label,r3_label_parsed,r3_objection_kind,r3_objection_len,objected_r3,objection_unstated,modification_addressed,vote,reject,vote_parsed,revised_r4,stake_undermined,finish_reason,truncated,output_len
gpt-5.4-nano,narrative_cot,third_person,43sSmixTBrgEvmpKmzIPbRDd9WC9SYmQ,0,YTA,neutral_adjudicator,third_party,none,YTA,1,YTA,ACCEPT_WITH_MODIFICATION,1,modification,183,1,0,1,ACCEPT,0,1,1,0,stop,0,384
gpt-5.4-nano,narrative_cot,third_person,4oS4VNOp3uT9c9O1wBW0xUqNT9cRv6dV,0,YTA,writer_advocate,primary_affected,not_at_fault,YTA,1,YTA,ACCEPT_WITH_MODIFICATION,1,modification,214,1,0,1,ACCEPT,0,1,1,1,stop,0,396
gpt-5.4-nano,narrative_cot,third_person,4oS4VNOp3uT9c9O1wBW0xUqNT9cRv6dV,0,YTA,counterparty,unmapped,at_fault,YTA,1,YTA,ACCEPT_WITH_MODIFICATION,1,modification,104,1,0,1,ACCEPT,0,1,1,0,stop,0,2593
gpt-5.4-nano,narrative_cot,third_person,4oS4VNOp3uT9c9O1wBW0xUqNT9cRv6dV,0,YTA,neutral_adjudicator,third_party,none,YTA,1,YTA,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,0,stop,0,374
gpt-5.4-nano,narrative_cot,third_person,4kgy145GkVQdIoojVXjQwIZNf13Pccmp,0,YTA,writer_advocate,primary_affected,not_at_fault,YTA,1,YTA,ACCEPT_WITH_MODIFICATION,1,modification,196,1,0,1,ACCEPT,0,1,1,1,stop,0,2704
gpt-5.4-nano,narrative_cot,third_person,4kgy145GkVQdIoojVXjQwIZNf13Pccmp,0,YTA,counterparty,unmapped,at_fault,YTA,1,YTA,ACCEPT_WITH_MODIFICATION,1,modification,206,1,0,1,ACCEPT,0,1,1,0,stop,0,454
gpt-5.4-nano,narrative_cot,third_person,4kgy145GkVQdIoojVXjQwIZNf13Pccmp,0,YTA,neutral_adjudicator,third_party,none,YTA,1,YTA,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,0,stop,0,2707
gpt-5.4-nano,narrative_cot,third_person,4XI2euRbAe0TfPhVeopLryljeMRDzpdZ,0,YTA,writer_advocate,primary_affected,not_at_fault,NTA,0,NTA,ACCEPT_WITH_MODIFICATION,1,modification,227,1,0,1,ACCEPT,0,1,1,0,content_filter,0,1444
gpt-5.4-nano,narrative_cot,third_person,4XI2euRbAe0TfPhVeopLryljeMRDzpdZ,0,YTA,counterparty,unmapped,at_fault,NTA,0,NTA,ACCEPT_WITH_MODIFICATION,1,modification,159,1,0,1,ACCEPT,0,1,1,1,stop,0,404
gpt-5.4-nano,narrative_cot,third_person,4XI2euRbAe0TfPhVeopLryljeMRDzpdZ,0,YTA,neutral_adjudicator,third_party,none,NTA,0,NTA,ACCEPT_WITH_MODIFICATION,1,modification,245,1,0,1,ACCEPT,0,1,1,0,stop,0,371
gpt-5.4-nano,narrative_cot,third_person,5LduKCIHclwrVTo3Wf4mM69FpY4I6V08,0,YTA,writer_advocate,primary_affected,not_at_fault,YTA,1,YTA,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,1,stop,0,405
gpt-5.4-nano,narrative_cot,third_person,5LduKCIHclwrVTo3Wf4mM69FpY4I6V08,0,YTA,counterparty,unmapped,at_fault,YTA,1,YTA,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,0,stop,0,430
gpt-5.4-nano,narrative_cot,third_person,5LduKCIHclwrVTo3Wf4mM69FpY4I6V08,0,YTA,neutral_adjudicator,third_party,none,YTA,1,YTA,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,0,stop,0,405
gpt-5.4-nano,narrative_cot,third_person,4oS4VNOp3uT9c9O1wBW0xUqNT9cRv6dV,1,YTA,writer_advocate,primary_affected,not_at_fault,YTA,1,YTA,ACCEPT_WITH_MODIFICATION,1,modification,188,1,0,1,ACCEPT,0,1,1,1,stop,0,471
gpt-5.4-nano,narrative_cot,third_person,4oS4VNOp3uT9c9O1wBW0xUqNT9cRv6dV,1,YTA,counterparty,unmapped,at_fault,YTA,1,YTA,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,0,stop,0,472
gpt-5.4-nano,narrative_cot,third_person,4oS4VNOp3uT9c9O1wBW0xUqNT9cRv6dV,1,YTA,neutral_adjudicator,third_party,none,YTA,1,YTA,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,0,stop,0,1520
gpt-5.4-nano,narrative_cot,third_person,43sSmixTBrgEvmpKmzIPbRDd9WC9SYmQ,1,YTA,writer_advocate,primary_affected,not_at_fault,YTA,1,YTA,ACCEPT_WITH_MODIFICATION,1,modification,217,1,0,1,ACCEPT,0,1,1,1,stop,0,444
gpt-5.4-nano,narrative_cot,third_person,43sSmixTBrgEvmpKmzIPbRDd9WC9SYmQ,1,YTA,counterparty,unmapped,at_fault,YTA,1,YTA,ACCEPT_WITH_MODIFICATION,1,modification,162,1,0,1,ACCEPT,0,1,1,0,stop,0,2524
gpt-5.4-nano,narrative_cot,third_person,43sSmixTBrgEvmpKmzIPbRDd9WC9SYmQ,1,YTA,neutral_adjudicator,third_party,none,YTA,1,YTA,ACCEPT_WITH_MODIFICATION,1,modification,232,1,0,1,ACCEPT,0,1,1,0,stop,0,428
gpt-5.4-nano,narrative_cot,third_person,4kgy145GkVQdIoojVXjQwIZNf13Pccmp,1,YTA,writer_advocate,primary_affected,not_at_fault,YTA,1,YTA,ACCEPT_WITH_MODIFICATION,1,modification,267,1,0,1,ACCEPT,0,1,1,1,stop,0,2405
gpt-5.4-nano,narrative_cot,third_person,4kgy145GkVQdIoojVXjQwIZNf13Pccmp,1,YTA,counterparty,unmapped,at_fault,YTA,1,YTA,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,0,stop,0,2549
gpt-5.4-nano,narrative_cot,third_person,4kgy145GkVQdIoojVXjQwIZNf13Pccmp,1,YTA,neutral_adjudicator,third_party,none,YTA,1,YTA,ACCEPT_WITH_MODIFICATION,1,modification,208,1,0,1,ACCEPT,0,1,1,0,stop,0,2716
gpt-5.4-nano,narrative_cot,third_person,5oLftSd1P6fHfJUBeACwP9MWjxqtBX8Y,1,YTA,writer_advocate,primary_affected,not_at_fault,NTA,0,NTA,ACCEPT_WITH_MODIFICATION,1,modification,252,1,0,1,ACCEPT,0,1,1,0,stop,0,490
gpt-5.4-nano,narrative_cot,third_person,5oLftSd1P6fHfJUBeACwP9MWjxqtBX8Y,1,YTA,counterparty,unmapped,at_fault,NTA,0,NTA,REJECT,1,unresolvable,313,1,0,1,REJECT,1,1,0,1,stop,0,3663
gpt-5.4-nano,narrative_cot,third_person,5oLftSd1P6fHfJUBeACwP9MWjxqtBX8Y,1,YTA,neutral_adjudicator,third_party,none,NTA,0,NTA,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,0,stop,0,415
gpt-5.4-nano,narrative_cot,third_person,5LduKCIHclwrVTo3Wf4mM69FpY4I6V08,1,YTA,writer_advocate,primary_affected,not_at_fault,YTA,1,YTA,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,1,stop,0,3222
gpt-5.4-nano,narrative_cot,third_person,5LduKCIHclwrVTo3Wf4mM69FpY4I6V08,1,YTA,counterparty,unmapped,at_fault,YTA,1,YTA,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,0,stop,0,1948
gpt-5.4-nano,narrative_cot,third_person,5LduKCIHclwrVTo3Wf4mM69FpY4I6V08,1,YTA,neutral_adjudicator,third_party,none,YTA,1,YTA,ACCEPT_WITH_MODIFICATION,1,modification,200,1,0,1,ACCEPT,0,1,1,0,stop,0,2953
gpt-5.4-nano,narrative_cot,third_person,5oLftSd1P6fHfJUBeACwP9MWjxqtBX8Y,0,YTA,writer_advocate,primary_affected,not_at_fault,NTA,0,NTA,ACCEPT_WITH_MODIFICATION,1,modification,265,1,0,1,ACCEPT,0,1,1,0,stop,0,5311
gpt-5.4-nano,narrative_cot,third_person,5oLftSd1P6fHfJUBeACwP9MWjxqtBX8Y,0,YTA,counterparty,unmapped,at_fault,NTA,0,NTA,REJECT,1,unresolvable,276,1,0,1,ACCEPT,0,1,1,1,stop,0,556
gpt-5.4-nano,narrative_cot,third_person,5oLftSd1P6fHfJUBeACwP9MWjxqtBX8Y,0,YTA,neutral_adjudicator,third_party,none,NTA,0,NTA,ACCEPT_WITH_MODIFICATION,1,modification,234,1,0,1,ACCEPT,0,1,1,0,stop,0,2378
gpt-5.4-nano,narrative_cot,third_person,6016mnV6uhdymJyK24PKbEZR5093e4hT,0,YTA,writer_advocate,primary_affected,not_at_fault,YTA,1,YTA,ACCEPT_WITH_MODIFICATION,1,modification,298,1,0,1,ACCEPT,0,1,1,1,stop,0,439
gpt-5.4-nano,narrative_cot,third_person,6016mnV6uhdymJyK24PKbEZR5093e4hT,0,YTA,counterparty,unmapped,at_fault,YTA,1,YTA,ACCEPT_WITH_MODIFICATION,1,modification,242,1,0,1,ACCEPT,0,1,1,0,stop,0,376
gpt-5.4-nano,narrative_cot,third_person,6016mnV6uhdymJyK24PKbEZR5093e4hT,0,YTA,neutral_adjudicator,third_party,none,YTA,1,YTA,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,0,stop,0,3398
gpt-5.4-nano,narrative_cot,third_person,65X1IysPHzSZiy1UKAt4tAmxhnIaJtCT,1,YTA,writer_advocate,primary_affected,not_at_fault,NTA,0,NTA,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,0,stop,0,1123
gpt-5.4-nano,narrative_cot,third_person,65X1IysPHzSZiy1UKAt4tAmxhnIaJtCT,1,YTA,counterparty,unmapped,at_fault,NTA,0,NTA,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,1,stop,0,467
gpt-5.4-nano,narrative_cot,third_person,65X1IysPHzSZiy1UKAt4tAmxhnIaJtCT,1,YTA,neutral_adjudicator,third_party,none,NTA,0,NTA,ACCEPT_WITH_MODIFICATION,1,modification,220,1,0,1,ACCEPT,0,1,1,0,stop,0,462
gpt-5.4-nano,narrative_cot,third_person,6016mnV6uhdymJyK24PKbEZR5093e4hT,1,YTA,writer_advocate,primary_affected,not_at_fault,YTA,1,YTA,ACCEPT_WITH_MODIFICATION,1,modification,226,1,0,1,ACCEPT,0,1,1,1,stop,0,489
gpt-5.4-nano,narrative_cot,third_person,6016mnV6uhdymJyK24PKbEZR5093e4hT,1,YTA,counterparty,unmapped,at_fault,YTA,1,YTA,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,0,stop,0,491
gpt-5.4-nano,narrative_cot,third_person,6016mnV6uhdymJyK24PKbEZR5093e4hT,1,YTA,neutral_adjudicator,third_party,none,YTA,1,YTA,ACCEPT_WITH_MODIFICATION,1,modification,220,1,0,1,ACCEPT,0,1,1,0,stop,0,410
gpt-5.4-nano,narrative_cot,third_person,84BfWnB9rWav5VlToKR0mi1MaYjY0RmS,0,YTA,writer_advocate,primary_affected,not_at_fault,YTA,1,YTA,ACCEPT_WITH_MODIFICATION,1,modification,210,1,0,1,ACCEPT,0,1,1,1,stop,0,456
gpt-5.4-nano,narrative_cot,third_person,84BfWnB9rWav5VlToKR0mi1MaYjY0RmS,0,YTA,counterparty,unmapped,at_fault,YTA,1,YTA,ACCEPT,1,,0,0,0,0,ACCEPT,0,1,0,0,stop,0,525
gpt-5.4-nano,narrative_cot,third_person,84BfWnB9rWav5VlToKR0mi1MaYjY0RmS,0,YTA,neutral_adjudicator,third_party,none,YTA,1,YTA,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,0,stop,0,468
gpt-5.4-nano,narrative_cot,third_person,7iMIsYuUEvH1jB0pVCTZdxRdaT9SGiTs,1,YTA,writer_advocate,primary_affected,not_at_fault,NTA,0,NTA,ACCEPT_WITH_MODIFICATION,1,modification,258,1,0,1,ACCEPT,0,1,1,0,stop,0,3977
gpt-5.4-nano,narrative_cot,third_person,7iMIsYuUEvH1jB0pVCTZdxRdaT9SGiTs,1,YTA,counterparty,unmapped,at_fault,NTA,0,NTA,ACCEPT_WITH_MODIFICATION,1,modification,227,1,0,1,ACCEPT,0,1,1,1,stop,0,3253
gpt-5.4-nano,narrative_cot,third_person,7iMIsYuUEvH1jB0pVCTZdxRdaT9SGiTs,1,YTA,neutral_adjudicator,third_party,none,NTA,0,NTA,ACCEPT_WITH_MODIFICATION,1,modification,181,1,0,1,ACCEPT,0,1,1,0,stop,0,4091
gpt-5.4-nano,narrative_cot,third_person,65X1IysPHzSZiy1UKAt4tAmxhnIaJtCT,0,YTA,writer_advocate,primary_affected,not_at_fault,NTA,0,NTA,ACCEPT_WITH_MODIFICATION,1,modification,208,1,0,1,ACCEPT,0,1,1,0,stop,0,419
gpt-5.4-nano,narrative_cot,third_person,65X1IysPHzSZiy1UKAt4tAmxhnIaJtCT,0,YTA,counterparty,unmapped,at_fault,NTA,0,NTA,ACCEPT,1,,0,0,0,0,ACCEPT,0,1,0,1,stop,0,516
gpt-5.4-nano,narrative_cot,third_person,65X1IysPHzSZiy1UKAt4tAmxhnIaJtCT,0,YTA,neutral_adjudicator,third_party,none,NTA,0,NTA,ACCEPT,1,,0,0,0,0,ACCEPT,0,1,0,0,stop,0,456
gpt-5.4-nano,narrative_cot,third_person,7iMIsYuUEvH1jB0pVCTZdxRdaT9SGiTs,0,YTA,writer_advocate,primary_affected,not_at_fault,ESH,1,ESH,ACCEPT_WITH_MODIFICATION,1,modification,225,1,0,1,ACCEPT,0,1,1,1,stop,0,3618
gpt-5.4-nano,narrative_cot,third_person,7iMIsYuUEvH1jB0pVCTZdxRdaT9SGiTs,0,YTA,counterparty,unmapped,at_fault,ESH,1,ESH,ACCEPT_WITH_MODIFICATION,1,modification,195,1,0,1,ACCEPT,0,1,1,0,stop,0,3254
gpt-5.4-nano,narrative_cot,third_person,7iMIsYuUEvH1jB0pVCTZdxRdaT9SGiTs,0,YTA,neutral_adjudicator,third_party,none,ESH,1,ESH,ACCEPT_WITH_MODIFICATION,1,modification,283,1,0,1,ACCEPT,0,1,1,0,stop,0,3625
gpt-5.4-nano,narrative_cot,third_person,8ZF4h4DjLn13WMOXkFMKbLvifCXaf8Ia,0,YTA,writer_advocate,primary_affected,not_at_fault,ESH,1,ESH,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,1,stop,0,461
gpt-5.4-nano,narrative_cot,third_person,8ZF4h4DjLn13WMOXkFMKbLvifCXaf8Ia,0,YTA,counterparty,unmapped,at_fault,ESH,1,ESH,ACCEPT_WITH_MODIFICATION,1,modification,264,1,0,1,ACCEPT,0,1,1,0,stop,0,458
gpt-5.4-nano,narrative_cot,third_person,8ZF4h4DjLn13WMOXkFMKbLvifCXaf8Ia,0,YTA,neutral_adjudicator,third_party,none,ESH,1,ESH,ACCEPT_WITH_MODIFICATION,1,modification,230,1,0,1,ACCEPT,0,1,1,0,stop,0,466
gpt-5.4-nano,narrative_cot,third_person,84BfWnB9rWav5VlToKR0mi1MaYjY0RmS,1,YTA,writer_advocate,primary_affected,not_at_fault,YTA,1,YTA,REJECT,1,unresolvable,231,1,0,1,ACCEPT,0,1,1,1,stop,0,3081
gpt-5.4-nano,narrative_cot,third_person,84BfWnB9rWav5VlToKR0mi1MaYjY0RmS,1,YTA,counterparty,unmapped,at_fault,YTA,1,YTA,ACCEPT_WITH_MODIFICATION,1,modification,235,1,0,1,ACCEPT,0,1,1,0,stop,0,1777
gpt-5.4-nano,narrative_cot,third_person,84BfWnB9rWav5VlToKR0mi1MaYjY0RmS,1,YTA,neutral_adjudicator,third_party,none,YTA,1,YTA,ACCEPT_WITH_MODIFICATION,1,modification,217,1,0,1,ACCEPT,0,1,1,0,stop,0,355
gpt-5.4-nano,narrative_cot,third_person,8la6xEK2LWdJrpnp7w2dMqjY7E04XSgl,1,YTA,writer_advocate,primary_affected,not_at_fault,YTA,1,YTA,ACCEPT_WITH_MODIFICATION,1,modification,184,1,0,1,ACCEPT,0,1,1,1,stop,0,1119
