model,scaffold,arm,item_id,sample_idx,masked,gold_type,region,gold_verdict,verdict,correct,noncommittal,is_nash,nash_verdicts,row_perm,col_perm,row_name,col_name,row_best_verdict,col_best_verdict,finish_reason,truncated,output_len,prompt_tokens,completion_tokens
grok-4-1-fast-reasoning,tmg_solo,masked,122,1,1,CONFLICT_OF_EQUILIBRIA,cannot_assist,NO_UNIQUE_PLAN,NO_UNIQUE_PLAN,1,0,,PLAN_12|PLAN_21,10,01,Wren,Emerson,PLAN_12,PLAN_21,stop,0,23,458,8
grok-4-1-fast-reasoning,tmg_solo,masked,122,2,1,CONFLICT_OF_EQUILIBRIA,cannot_assist,NO_UNIQUE_PLAN,NO_UNIQUE_PLAN,1,0,,PLAN_11|PLAN_22,10,10,Harper,Wren,PLAN_11,PLAN_22,stop,0,23,457,8
grok-4-1-fast-reasoning,tmg_solo,masked,123,0,1,CONFLICT_OF_EQUILIBRIA,cannot_assist,NO_UNIQUE_PLAN,NO_UNIQUE_PLAN,1,0,,PLAN_11|PLAN_22,10,10,Lennox,Kendall,PLAN_11,PLAN_22,stop,0,23,459,8
grok-4-1-fast-reasoning,tmg_solo,masked,123,1,1,CONFLICT_OF_EQUILIBRIA,cannot_assist,NO_UNIQUE_PLAN,NO_UNIQUE_PLAN,1,0,,PLAN_11|PLAN_22,10,10,Quinn,Noor,PLAN_11,PLAN_22,stop,0,23,457,8
grok-4-1-fast-reasoning,tmg_solo,masked,123,2,1,CONFLICT_OF_EQUILIBRIA,cannot_assist,NO_UNIQUE_PLAN,NO_UNIQUE_PLAN,1,0,,PLAN_11|PLAN_22,10,10,Wren,Emerson,PLAN_11,PLAN_22,stop,0,23,458,8
grok-4-1-fast-reasoning,tmg_solo,masked,124,0,1,CONFLICT_OF_EQUILIBRIA,cannot_assist,NO_UNIQUE_PLAN,NO_UNIQUE_PLAN,1,0,,PLAN_12|PLAN_21,01,10,Oakley,Morgan,PLAN_21,PLAN_12,stop,0,23,457,8
grok-4-1-fast-reasoning,tmg_solo,masked,124,1,1,CONFLICT_OF_EQUILIBRIA,cannot_assist,NO_UNIQUE_PLAN,NO_UNIQUE_PLAN,1,0,,PLAN_12|PLAN_21,10,01,Parker,Rowan,PLAN_12,PLAN_21,stop,0,23,457,8
grok-4-1-fast-reasoning,tmg_solo,masked,124,2,1,CONFLICT_OF_EQUILIBRIA,cannot_assist,NO_UNIQUE_PLAN,NO_UNIQUE_PLAN,1,0,,PLAN_11|PLAN_22,10,10,Parker,Emerson,PLAN_11,PLAN_22,stop,0,23,457,8
grok-4-1-fast-reasoning,tmg_solo,masked,125,0,1,INCENTIVE_COMPATIBLE_EFFICIENT,neutral,PLAN_21,NO_UNIQUE_PLAN,0,0,,PLAN_21,10,01,Harper,Quinn,PLAN_12,PLAN_21,stop,0,23,457,8
grok-4-1-fast-reasoning,tmg_solo,masked,125,1,1,INCENTIVE_COMPATIBLE_EFFICIENT,neutral,PLAN_22,NO_UNIQUE_PLAN,0,0,,PLAN_22,10,10,Jordan,Taylor,PLAN_11,PLAN_22,stop,0,23,457,8
grok-4-1-fast-reasoning,tmg_solo,masked,125,2,1,INCENTIVE_COMPATIBLE_EFFICIENT,neutral,PLAN_21,NO_UNIQUE_PLAN,0,0,,PLAN_21,10,01,Kendall,Emerson,PLAN_12,PLAN_21,stop,0,23,458,8
grok-4-1-fast-reasoning,tmg_solo,masked,126,0,1,INCENTIVE_COMPATIBLE_EFFICIENT,neutral,PLAN_12,NO_UNIQUE_PLAN,0,0,,PLAN_12,01,10,Rowan,Lennox,PLAN_21,PLAN_12,stop,0,23,457,8
grok-4-1-fast-reasoning,tmg_solo,masked,126,1,1,INCENTIVE_COMPATIBLE_EFFICIENT,neutral,PLAN_11,NO_UNIQUE_PLAN,0,0,,PLAN_11,01,01,Greer,Jordan,PLAN_22,PLAN_11,stop,0,27,457,10
grok-4-1-fast-reasoning,tmg_solo,masked,126,2,1,INCENTIVE_COMPATIBLE_EFFICIENT,neutral,PLAN_21,NO_UNIQUE_PLAN,0,0,,PLAN_21,10,01,Finley,Oakley,PLAN_12,PLAN_21,stop,0,23,457,8
grok-4-1-fast-reasoning,tmg_solo,masked,131,0,1,INCENTIVE_COMPATIBLE_EFFICIENT,neutral,PLAN_11,NO_UNIQUE_PLAN,0,0,,PLAN_11,01,01,Sage,Emerson,PLAN_22,PLAN_11,stop,0,23,457,8
grok-4-1-fast-reasoning,tmg_solo,masked,131,1,1,INCENTIVE_COMPATIBLE_EFFICIENT,neutral,PLAN_12,NO_UNIQUE_PLAN,0,0,,PLAN_12,01,10,Oakley,Kendall,PLAN_21,PLAN_12,stop,0,23,457,8
grok-4-1-fast-reasoning,tmg_solo,masked,131,2,1,INCENTIVE_COMPATIBLE_EFFICIENT,neutral,PLAN_11,NO_UNIQUE_PLAN,0,0,,PLAN_11,01,01,Quinn,Parker,PLAN_22,PLAN_11,stop,0,23,457,8
grok-4-1-fast-reasoning,tmg_solo,masked,132,0,1,CONFLICT_OF_EQUILIBRIA,cannot_assist,NO_UNIQUE_PLAN,NO_UNIQUE_PLAN,1,0,,PLAN_11|PLAN_22,01,01,Rowan,Jordan,PLAN_22,PLAN_11,stop,0,166,457,33
grok-4-1-fast-reasoning,tmg_solo,masked,132,1,1,CONFLICT_OF_EQUILIBRIA,cannot_assist,NO_UNIQUE_PLAN,NO_UNIQUE_PLAN,1,0,,PLAN_11|PLAN_22,10,10,Noor,Sage,PLAN_11,PLAN_22,stop,0,23,457,8
grok-4-1-fast-reasoning,tmg_solo,masked,132,2,1,CONFLICT_OF_EQUILIBRIA,cannot_assist,NO_UNIQUE_PLAN,NO_UNIQUE_PLAN,1,0,,PLAN_11|PLAN_22,10,10,Rowan,Oakley,PLAN_11,PLAN_22,stop,0,23,457,8
grok-4-1-fast-reasoning,tmg_solo,masked,133,0,1,CONFLICT_OF_EQUILIBRIA,cannot_assist,NO_UNIQUE_PLAN,NO_UNIQUE_PLAN,1,0,,PLAN_11|PLAN_22,10,10,Lennox,Sage,PLAN_11,PLAN_22,stop,0,23,459,8
grok-4-1-fast-reasoning,tmg_solo,masked,133,1,1,CONFLICT_OF_EQUILIBRIA,cannot_assist,NO_UNIQUE_PLAN,NO_UNIQUE_PLAN,1,0,,PLAN_11|PLAN_22,10,10,Quinn,Lennox,PLAN_11,PLAN_22,stop,0,23,457,8
grok-4-1-fast-reasoning,tmg_solo,masked,133,2,1,CONFLICT_OF_EQUILIBRIA,cannot_assist,NO_UNIQUE_PLAN,NO_UNIQUE_PLAN,1,0,,PLAN_12|PLAN_21,01,10,Rowan,Greer,PLAN_21,PLAN_12,stop,0,23,457,8
grok-4-1-fast-reasoning,tmg_solo,masked,134,0,1,CONFLICT_OF_EQUILIBRIA,cannot_assist,NO_UNIQUE_PLAN,NO_UNIQUE_PLAN,1,0,,PLAN_12|PLAN_21,01,10,Sage,Finley,PLAN_21,PLAN_12,stop,0,23,457,8
grok-4-1-fast-reasoning,tmg_solo,masked,134,1,1,CONFLICT_OF_EQUILIBRIA,cannot_assist,NO_UNIQUE_PLAN,NO_UNIQUE_PLAN,1,0,,PLAN_11|PLAN_22,10,10,Lennox,Kendall,PLAN_11,PLAN_22,stop,0,23,459,8
grok-4-1-fast-reasoning,tmg_solo,masked,134,2,1,CONFLICT_OF_EQUILIBRIA,cannot_assist,NO_UNIQUE_PLAN,NO_UNIQUE_PLAN,1,0,,PLAN_11|PLAN_22,01,01,Kendall,Rowan,PLAN_22,PLAN_11,stop,0,23,458,8
grok-4-1-fast-reasoning,tmg_solo,masked,135,0,1,INCENTIVE_COMPATIBLE_EFFICIENT,neutral,PLAN_12,NO_UNIQUE_PLAN,0,0,,PLAN_12,01,10,Oakley,Taylor,PLAN_21,PLAN_12,stop,0,23,457,8
grok-4-1-fast-reasoning,tmg_solo,masked,135,1,1,INCENTIVE_COMPATIBLE_EFFICIENT,neutral,PLAN_21,NO_UNIQUE_PLAN,0,0,,PLAN_21,10,01,Kendall,Quinn,PLAN_12,PLAN_21,stop,0,23,458,8
grok-4-1-fast-reasoning,tmg_solo,masked,135,2,1,INCENTIVE_COMPATIBLE_EFFICIENT,neutral,PLAN_11,NO_UNIQUE_PLAN,0,0,,PLAN_11,01,01,Lennox,Oakley,PLAN_22,PLAN_11,stop,0,23,459,8
grok-4-1-fast-reasoning,tmg_solo,masked,136,0,1,INCENTIVE_COMPATIBLE_EFFICIENT,neutral,PLAN_11,NO_UNIQUE_PLAN,0,0,,PLAN_11,01,01,Noor,Kendall,PLAN_22,PLAN_11,stop,0,23,457,8
grok-4-1-fast-reasoning,tmg_solo,masked,136,1,1,INCENTIVE_COMPATIBLE_EFFICIENT,neutral,PLAN_22,NO_UNIQUE_PLAN,0,0,,PLAN_22,10,10,Harper,Wren,PLAN_11,PLAN_22,stop,0,23,457,8
grok-4-1-fast-reasoning,tmg_solo,masked,136,2,1,INCENTIVE_COMPATIBLE_EFFICIENT,neutral,PLAN_12,NO_UNIQUE_PLAN,0,0,,PLAN_12,01,10,Jordan,Sage,PLAN_21,PLAN_12,stop,0,23,457,8
grok-4-1-fast-reasoning,tmg_solo,masked,141,0,1,INCENTIVE_COMPATIBLE_EFFICIENT,neutral,PLAN_22,NO_UNIQUE_PLAN,0,0,,PLAN_22,10,10,Sage,Harper,PLAN_11,PLAN_22,stop,0,23,457,8
grok-4-1-fast-reasoning,tmg_solo,masked,141,1,1,INCENTIVE_COMPATIBLE_EFFICIENT,neutral,PLAN_21,NO_UNIQUE_PLAN,0,0,,PLAN_21,10,01,Rowan,Noor,PLAN_12,PLAN_21,stop,0,23,457,8
grok-4-1-fast-reasoning,tmg_solo,masked,141,2,1,INCENTIVE_COMPATIBLE_EFFICIENT,neutral,PLAN_21,NO_UNIQUE_PLAN,0,0,,PLAN_21,10,01,Finley,Noor,PLAN_12,PLAN_21,stop,0,23,457,8
grok-4-1-fast-reasoning,tmg_solo,masked,142,0,1,CONFLICT_OF_EQUILIBRIA,cannot_assist,NO_UNIQUE_PLAN,NO_UNIQUE_PLAN,1,0,,PLAN_12|PLAN_21,01,10,Quinn,Emerson,PLAN_21,PLAN_12,stop,0,23,457,8
grok-4-1-fast-reasoning,tmg_solo,masked,142,1,1,CONFLICT_OF_EQUILIBRIA,cannot_assist,NO_UNIQUE_PLAN,NO_UNIQUE_PLAN,1,0,,PLAN_12|PLAN_21,10,01,Oakley,Emerson,PLAN_12,PLAN_21,stop,0,23,457,8
grok-4-1-fast-reasoning,tmg_solo,masked,142,2,1,CONFLICT_OF_EQUILIBRIA,cannot_assist,NO_UNIQUE_PLAN,NO_UNIQUE_PLAN,1,0,,PLAN_11|PLAN_22,01,01,Lennox,Oakley,PLAN_22,PLAN_11,stop,0,23,459,8
grok-4-1-fast-reasoning,tmg_solo,masked,143,0,1,CONFLICT_OF_EQUILIBRIA,cannot_assist,NO_UNIQUE_PLAN,NO_UNIQUE_PLAN,1,0,,PLAN_11|PLAN_22,10,10,Parker,Sage,PLAN_11,PLAN_22,stop,0,23,457,8
grok-4-1-fast-reasoning,tmg_solo,masked,143,1,1,CONFLICT_OF_EQUILIBRIA,cannot_assist,NO_UNIQUE_PLAN,NO_UNIQUE_PLAN,1,0,,PLAN_12|PLAN_21,01,10,Oakley,Parker,PLAN_21,PLAN_12,stop,0,23,457,8
grok-4-1-fast-reasoning,tmg_solo,masked,143,2,1,CONFLICT_OF_EQUILIBRIA,cannot_assist,NO_UNIQUE_PLAN,NO_UNIQUE_PLAN,1,0,,PLAN_11|PLAN_22,10,10,Harper,Oakley,PLAN_11,PLAN_22,stop,0,23,457,8
grok-4-1-fast-reasoning,tmg_solo,masked,144,0,1,CONFLICT_OF_EQUILIBRIA,cannot_assist,NO_UNIQUE_PLAN,NO_UNIQUE_PLAN,1,0,,PLAN_12|PLAN_21,01,10,Rowan,Sage,PLAN_21,PLAN_12,stop,0,23,457,8
grok-4-1-fast-reasoning,tmg_solo,masked,144,1,1,CONFLICT_OF_EQUILIBRIA,cannot_assist,NO_UNIQUE_PLAN,NO_UNIQUE_PLAN,1,0,,PLAN_11|PLAN_22,01,01,Oakley,Jordan,PLAN_22,PLAN_11,stop,0,23,457,8
grok-4-1-fast-reasoning,tmg_solo,masked,144,2,1,CONFLICT_OF_EQUILIBRIA,cannot_assist,NO_UNIQUE_PLAN,NO_UNIQUE_PLAN,1,0,,PLAN_11|PLAN_22,01,01,Parker,Emerson,PLAN_22,PLAN_11,stop,0,23,457,8
grok-4-1-fast-reasoning,tmg_solo,masked,145,0,1,INCENTIVE_COMPATIBLE_EFFICIENT,neutral,PLAN_12,NO_UNIQUE_PLAN,0,0,,PLAN_12,01,10,Parker,Harper,PLAN_21,PLAN_12,stop,0,23,457,8
grok-4-1-fast-reasoning,tmg_solo,masked,145,1,1,INCENTIVE_COMPATIBLE_EFFICIENT,neutral,PLAN_12,NO_UNIQUE_PLAN,0,0,,PLAN_12,01,10,Rowan,Emerson,PLAN_21,PLAN_12,stop,0,23,457,8
grok-4-1-fast-reasoning,tmg_solo,masked,145,2,1,INCENTIVE_COMPATIBLE_EFFICIENT,neutral,PLAN_22,NO_UNIQUE_PLAN,0,0,,PLAN_22,10,10,Noor,Jordan,PLAN_11,PLAN_22,stop,0,23,457,8
grok-4-1-fast-reasoning,tmg_solo,masked,146,0,1,INCENTIVE_COMPATIBLE_EFFICIENT,neutral,PLAN_12,NO_UNIQUE_PLAN,0,0,,PLAN_12,01,10,Sage,Finley,PLAN_21,PLAN_12,stop,0,23,457,8
grok-4-1-fast-reasoning,tmg_solo,masked,146,1,1,INCENTIVE_COMPATIBLE_EFFICIENT,neutral,PLAN_11,NO_UNIQUE_PLAN,0,0,,PLAN_11,01,01,Parker,Emerson,PLAN_22,PLAN_11,stop,0,23,457,8
grok-4-1-fast-reasoning,tmg_solo,masked,146,2,1,INCENTIVE_COMPATIBLE_EFFICIENT,neutral,PLAN_22,NO_UNIQUE_PLAN,0,0,,PLAN_22,10,10,Rowan,Oakley,PLAN_11,PLAN_22,stop,0,23,457,8
grok-4-1-fast-reasoning,tmg_solo,masked,151,0,1,INCENTIVE_COMPATIBLE_EFFICIENT,neutral,PLAN_22,NO_UNIQUE_PLAN,0,0,,PLAN_22,01,10,Wren,Oakley,PLAN_21,PLAN_12,stop,0,23,458,8
grok-4-1-fast-reasoning,tmg_solo,masked,151,1,1,INCENTIVE_COMPATIBLE_EFFICIENT,neutral,PLAN_12,NO_UNIQUE_PLAN,0,0,,PLAN_12,10,10,Lennox,Finley,PLAN_11,PLAN_22,stop,0,23,459,8
grok-4-1-fast-reasoning,tmg_solo,masked,151,2,1,INCENTIVE_COMPATIBLE_EFFICIENT,neutral,PLAN_11,NO_UNIQUE_PLAN,0,0,,PLAN_11,10,01,Finley,Noor,PLAN_12,PLAN_21,stop,0,23,457,8
grok-4-1-fast-reasoning,tmg_solo,masked,152,0,1,INCENTIVE_COMPATIBLE_EFFICIENT,neutral,PLAN_12,NO_UNIQUE_PLAN,0,0,,PLAN_12,10,01,Jordan,Oakley,PLAN_12,PLAN_21,stop,0,23,457,8
grok-4-1-fast-reasoning,tmg_solo,masked,152,1,1,INCENTIVE_COMPATIBLE_EFFICIENT,neutral,PLAN_12,NO_UNIQUE_PLAN,0,0,,PLAN_12,10,01,Harper,Oakley,PLAN_12,PLAN_21,stop,0,23,457,8
grok-4-1-fast-reasoning,tmg_solo,masked,152,2,1,INCENTIVE_COMPATIBLE_EFFICIENT,neutral,PLAN_21,NO_UNIQUE_PLAN,0,0,,PLAN_21,01,10,Sage,Noor,PLAN_21,PLAN_12,stop,0,23,457,8
grok-4-1-fast-reasoning,tmg_solo,masked,153,0,1,INCENTIVE_COMPATIBLE_EFFICIENT,neutral,PLAN_21,NO_UNIQUE_PLAN,0,0,,PLAN_21,01,10,Parker,Emerson,PLAN_21,PLAN_12,stop,0,23,457,8
grok-4-1-fast-reasoning,tmg_solo,masked,153,1,1,INCENTIVE_COMPATIBLE_EFFICIENT,neutral,PLAN_21,NO_UNIQUE_PLAN,0,0,,PLAN_21,01,10,Parker,Quinn,PLAN_21,PLAN_12,stop,0,23,457,8
grok-4-1-fast-reasoning,tmg_solo,masked,153,2,1,INCENTIVE_COMPATIBLE_EFFICIENT,neutral,PLAN_11,NO_UNIQUE_PLAN,0,0,,PLAN_11,10,10,Oakley,Emerson,PLAN_11,PLAN_22,stop,0,23,457,8
grok-4-1-fast-reasoning,tmg_solo,masked,154,0,1,INCENTIVE_COMPATIBLE_EFFICIENT,neutral,PLAN_21,NO_UNIQUE_PLAN,0,0,,PLAN_21,01,10,Quinn,Noor,PLAN_21,PLAN_12,stop,0,23,457,8
grok-4-1-fast-reasoning,tmg_solo,masked,154,1,1,INCENTIVE_COMPATIBLE_EFFICIENT,neutral,PLAN_12,NO_UNIQUE_PLAN,0,0,,PLAN_12,10,01,Wren,Sage,PLAN_12,PLAN_21,stop,0,23,458,8
grok-4-1-fast-reasoning,tmg_solo,masked,154,2,1,INCENTIVE_COMPATIBLE_EFFICIENT,neutral,PLAN_22,NO_UNIQUE_PLAN,0,0,,PLAN_22,01,01,Kendall,Emerson,PLAN_22,PLAN_11,stop,0,23,458,8
grok-4-1-fast-reasoning,tmg_solo,masked,155,0,1,INCENTIVE_COMPATIBLE_EFFICIENT,neutral,PLAN_12,NO_UNIQUE_PLAN,0,0,,PLAN_12,10,10,Rowan,Kendall,PLAN_11,PLAN_22,stop,0,23,457,8
grok-4-1-fast-reasoning,tmg_solo,masked,155,1,1,INCENTIVE_COMPATIBLE_EFFICIENT,neutral,PLAN_11,NO_UNIQUE_PLAN,0,0,,PLAN_11,10,01,Oakley,Wren,PLAN_12,PLAN_21,stop,0,23,457,8
grok-4-1-fast-reasoning,tmg_solo,masked,155,2,1,INCENTIVE_COMPATIBLE_EFFICIENT,neutral,PLAN_11,NO_UNIQUE_PLAN,0,0,,PLAN_11,10,01,Morgan,Rowan,PLAN_12,PLAN_21,stop,0,23,457,8
grok-4-1-fast-reasoning,tmg_solo,masked,156,0,1,INCENTIVE_COMPATIBLE_EFFICIENT,neutral,PLAN_12,NO_UNIQUE_PLAN,0,0,,PLAN_12,10,10,Oakley,Rowan,PLAN_11,PLAN_22,stop,0,23,457,8
grok-4-1-fast-reasoning,tmg_solo,masked,156,1,1,INCENTIVE_COMPATIBLE_EFFICIENT,neutral,PLAN_22,NO_UNIQUE_PLAN,0,0,,PLAN_22,01,10,Kendall,Harper,PLAN_21,PLAN_12,stop,0,23,458,8
grok-4-1-fast-reasoning,tmg_solo,masked,156,2,1,INCENTIVE_COMPATIBLE_EFFICIENT,neutral,PLAN_11,NO_UNIQUE_PLAN,0,0,,PLAN_11,10,01,Jordan,Oakley,PLAN_12,PLAN_21,stop,0,23,457,8
grok-4-1-fast-reasoning,tmg_solo,masked,161,0,1,ZERO_SUM,cannot_assist,NO_UNIQUE_PLAN,NO_UNIQUE_PLAN,1,0,,PLAN_22,01,10,Kendall,Sage,PLAN_21,PLAN_12,stop,0,23,458,8
grok-4-1-fast-reasoning,tmg_solo,masked,161,1,1,ZERO_SUM,cannot_assist,NO_UNIQUE_PLAN,NO_UNIQUE_PLAN,1,0,,PLAN_12,10,10,Wren,Harper,PLAN_11,PLAN_22,stop,0,23,458,8
grok-4-1-fast-reasoning,tmg_solo,masked,161,2,1,ZERO_SUM,cannot_assist,NO_UNIQUE_PLAN,NO_UNIQUE_PLAN,1,0,,PLAN_22,01,10,Jordan,Greer,PLAN_21,PLAN_12,stop,0,23,457,8
grok-4-1-fast-reasoning,tmg_solo,masked,162,0,1,INCENTIVE_COMPATIBLE_EFFICIENT,neutral,PLAN_22,NO_UNIQUE_PLAN,0,0,,PLAN_22,01,01,Sage,Greer,PLAN_22,PLAN_11,stop,0,23,457,8
grok-4-1-fast-reasoning,tmg_solo,masked,162,1,1,INCENTIVE_COMPATIBLE_EFFICIENT,neutral,PLAN_21,NO_UNIQUE_PLAN,0,0,,PLAN_21,01,10,Taylor,Lennox,PLAN_21,PLAN_12,stop,0,23,457,8
grok-4-1-fast-reasoning,tmg_solo,masked,162,2,1,INCENTIVE_COMPATIBLE_EFFICIENT,neutral,PLAN_21,NO_UNIQUE_PLAN,0,0,,PLAN_21,01,10,Harper,Kendall,PLAN_21,PLAN_12,stop,0,23,457,8
grok-4-1-fast-reasoning,tmg_solo,masked,163,0,1,INCENTIVE_COMPATIBLE_EFFICIENT,neutral,PLAN_22,NO_UNIQUE_PLAN,0,0,,PLAN_22,01,01,Noor,Parker,PLAN_22,PLAN_11,stop,0,23,457,8
grok-4-1-fast-reasoning,tmg_solo,masked,163,1,1,INCENTIVE_COMPATIBLE_EFFICIENT,neutral,PLAN_21,NO_UNIQUE_PLAN,0,0,,PLAN_21,01,10,Morgan,Emerson,PLAN_21,PLAN_12,stop,0,23,457,8
grok-4-1-fast-reasoning,tmg_solo,masked,163,2,1,INCENTIVE_COMPATIBLE_EFFICIENT,neutral,PLAN_22,NO_UNIQUE_PLAN,0,0,,PLAN_22,01,01,Rowan,Sage,PLAN_22,PLAN_11,stop,0,23,457,8
grok-4-1-fast-reasoning,tmg_solo,masked,164,0,1,INCENTIVE_COMPATIBLE_EFFICIENT,neutral,PLAN_21,NO_UNIQUE_PLAN,0,0,,PLAN_21,01,10,Kendall,Jordan,PLAN_21,PLAN_12,stop,0,23,458,8
grok-4-1-fast-reasoning,tmg_solo,masked,164,1,1,INCENTIVE_COMPATIBLE_EFFICIENT,neutral,PLAN_12,NO_UNIQUE_PLAN,0,0,,PLAN_12,10,01,Kendall,Finley,PLAN_12,PLAN_21,stop,0,23,458,8
