model,scaffold,arm,item_id,sample_idx,gold_verdict,verdict,noncommittal,finish_reason,truncated,output_len,prompt_tokens,completion_tokens
claude-haiku-4-5,dilemma_standard,neutral,06kGYsEXCRY1e2ImjkvzgRGVIVpUiGWx,2,ACTION_A,ACTION_A,0,end_turn,0,1655,1031,338
claude-haiku-4-5,dilemma_standard,neutral,07n6caMWjHdXuuADZmUkGxHjeWBBciBI,1,ACTION_A,ACTION_A,0,end_turn,0,815,1086,164
claude-haiku-4-5,dilemma_standard,neutral,08U39jexDNnCu0G6JlwrYpTf6fkmAYrZ,0,ACTION_A,ACTION_B,0,end_turn,0,17,1060,9
claude-haiku-4-5,dilemma_standard,neutral,0868KTVS6QW678Cv6gnOo6R3Rsua6Zan,0,ACTION_A,ACTION_A,0,end_turn,0,800,1054,165
claude-haiku-4-5,dilemma_standard,neutral,0868KTVS6QW678Cv6gnOo6R3Rsua6Zan,1,ACTION_A,ACTION_A,0,end_turn,0,795,1054,163
claude-haiku-4-5,dilemma_standard,neutral,08U39jexDNnCu0G6JlwrYpTf6fkmAYrZ,2,ACTION_A,ACTION_B,0,end_turn,0,17,1060,9
claude-haiku-4-5,dilemma_standard,neutral,0868KTVS6QW678Cv6gnOo6R3Rsua6Zan,2,ACTION_A,ACTION_A,0,end_turn,0,909,1054,184
claude-haiku-4-5,dilemma_standard,neutral,08U39jexDNnCu0G6JlwrYpTf6fkmAYrZ,1,ACTION_A,ACTION_B,0,end_turn,0,646,1060,126
claude-haiku-4-5,dilemma_standard,neutral,07n6caMWjHdXuuADZmUkGxHjeWBBciBI,2,ACTION_A,ACTION_B,0,end_turn,0,1826,1086,395
claude-haiku-4-5,dilemma_standard,neutral,09p6eg9XSqYXPgSmV8cDZCkTCMpdAyt1,2,ACTION_A,UNRESOLVED,1,end_turn,0,523,1647,99
claude-haiku-4-5,dilemma_standard,neutral,0AFFeRXgHnZu2okUBvpDLfv75KwaUyA2,0,ACTION_A,ACTION_A,0,end_turn,0,539,1331,107
claude-haiku-4-5,dilemma_standard,neutral,09p6eg9XSqYXPgSmV8cDZCkTCMpdAyt1,1,ACTION_A,ACTION_B,0,end_turn,0,1633,1647,297
claude-haiku-4-5,dilemma_standard,neutral,0AFFeRXgHnZu2okUBvpDLfv75KwaUyA2,2,ACTION_A,ACTION_A,0,end_turn,0,880,1331,181
claude-haiku-4-5,dilemma_standard,neutral,0AFFeRXgHnZu2okUBvpDLfv75KwaUyA2,1,ACTION_A,ACTION_A,0,end_turn,0,991,1331,199
claude-haiku-4-5,dilemma_standard,neutral,0AmEklSV0Zi3YVbjXHpPJgg4MCDWwGJ9,1,ACTION_A,ACTION_A,0,end_turn,0,703,603,138
claude-haiku-4-5,dilemma_standard,neutral,0AmEklSV0Zi3YVbjXHpPJgg4MCDWwGJ9,0,ACTION_A,ACTION_A,0,end_turn,0,793,603,153
claude-haiku-4-5,dilemma_standard,neutral,09p6eg9XSqYXPgSmV8cDZCkTCMpdAyt1,0,ACTION_A,ACTION_A,0,end_turn,0,1788,1647,363
claude-haiku-4-5,dilemma_standard,neutral,0BX2quMJqkfLZcECWAPhZYgOEcUlqmKR,1,ACTION_A,ACTION_B,0,end_turn,0,351,764,67
claude-haiku-4-5,dilemma_standard,neutral,0BX2quMJqkfLZcECWAPhZYgOEcUlqmKR,0,ACTION_A,ACTION_B,0,end_turn,0,791,764,167
claude-haiku-4-5,dilemma_standard,neutral,0BX2quMJqkfLZcECWAPhZYgOEcUlqmKR,2,ACTION_A,ACTION_B,0,end_turn,0,879,764,187
claude-haiku-4-5,dilemma_standard,neutral,0BYb5BZWAwwunfoItWWIKCECJlqGSNLo,1,ACTION_A,ACTION_A,0,end_turn,0,754,1120,158
claude-haiku-4-5,dilemma_standard,neutral,0AmEklSV0Zi3YVbjXHpPJgg4MCDWwGJ9,2,ACTION_A,ACTION_A,0,end_turn,0,1169,603,242
claude-haiku-4-5,dilemma_standard,neutral,0BYb5BZWAwwunfoItWWIKCECJlqGSNLo,0,ACTION_A,ACTION_A,0,end_turn,0,828,1120,170
claude-haiku-4-5,dilemma_standard,neutral,0BYb5BZWAwwunfoItWWIKCECJlqGSNLo,2,ACTION_A,ACTION_A,0,end_turn,0,799,1120,165
claude-haiku-4-5,dilemma_standard,neutral,0DR4UD9Gt7IsU7q5F4UaZKOdITHbggBH,2,ACTION_A,ACTION_B,0,end_turn,0,704,1237,144
claude-haiku-4-5,dilemma_standard,neutral,0DR4UD9Gt7IsU7q5F4UaZKOdITHbggBH,0,ACTION_A,ACTION_A,0,end_turn,0,848,1237,182
claude-haiku-4-5,dilemma_standard,neutral,0De810wwvxHbB60bZAeisaArfgtN4GJ8,0,ACTION_A,ACTION_A,0,end_turn,0,697,1672,135
claude-haiku-4-5,dilemma_standard,neutral,0De810wwvxHbB60bZAeisaArfgtN4GJ8,1,ACTION_A,ACTION_A,0,end_turn,0,749,1672,138
claude-haiku-4-5,dilemma_standard,neutral,0De810wwvxHbB60bZAeisaArfgtN4GJ8,2,ACTION_A,ACTION_A,0,end_turn,0,518,1672,99
claude-haiku-4-5,dilemma_standard,neutral,0DR4UD9Gt7IsU7q5F4UaZKOdITHbggBH,1,ACTION_A,ACTION_B,0,end_turn,0,1610,1237,389
claude-haiku-4-5,dilemma_standard,neutral,0DfT6yPHfvbD9W6vGCosO0WFElp7Krc6,0,ACTION_A,ACTION_A,0,end_turn,0,755,1665,156
claude-haiku-4-5,dilemma_standard,neutral,0Drp9RDa2BoX2cTaswig8bw6DMoMs9xt,0,ACTION_A,ACTION_A,0,end_turn,0,802,1115,151
claude-haiku-4-5,dilemma_standard,neutral,0EfXGNHUWAxxBrjNeTHvdNFOPbB8zFsG,0,ACTION_A,ACTION_B,0,end_turn,0,17,1838,9
claude-haiku-4-5,dilemma_standard,neutral,0DfT6yPHfvbD9W6vGCosO0WFElp7Krc6,2,ACTION_A,ACTION_A,0,end_turn,0,1058,1665,204
claude-haiku-4-5,dilemma_standard,neutral,0EfXGNHUWAxxBrjNeTHvdNFOPbB8zFsG,1,ACTION_A,ACTION_B,0,end_turn,0,17,1838,9
claude-haiku-4-5,dilemma_standard,neutral,0DfT6yPHfvbD9W6vGCosO0WFElp7Krc6,1,ACTION_A,ACTION_A,0,end_turn,0,1555,1665,367
claude-haiku-4-5,dilemma_standard,neutral,0Drp9RDa2BoX2cTaswig8bw6DMoMs9xt,2,ACTION_A,ACTION_A,0,end_turn,0,1026,1115,200
claude-haiku-4-5,dilemma_standard,neutral,0EoK5l5ZKoiRfR4CBczlQWPWhMy5Q1Px,2,ACTION_A,ACTION_A,0,end_turn,0,17,1709,9
claude-haiku-4-5,dilemma_standard,neutral,0Drp9RDa2BoX2cTaswig8bw6DMoMs9xt,1,ACTION_A,ACTION_A,0,end_turn,0,1494,1115,295
claude-haiku-4-5,dilemma_standard,neutral,0EoK5l5ZKoiRfR4CBczlQWPWhMy5Q1Px,0,ACTION_A,ACTION_A,0,end_turn,0,970,1709,201
claude-haiku-4-5,dilemma_standard,neutral,0EfXGNHUWAxxBrjNeTHvdNFOPbB8zFsG,2,ACTION_A,ACTION_B,0,end_turn,0,1017,1838,208
claude-haiku-4-5,dilemma_standard,neutral,0FUcHdTDtdPewZnh8464V0S7mxyCXslq,1,ACTION_A,ACTION_B,0,end_turn,0,17,1370,9
claude-haiku-4-5,dilemma_standard,neutral,0EsMXCAUq7KcL1xZMoIYxBwbQJNbLT82,1,ACTION_A,ACTION_A,0,end_turn,0,861,863,162
claude-haiku-4-5,dilemma_standard,neutral,0EoK5l5ZKoiRfR4CBczlQWPWhMy5Q1Px,1,ACTION_A,ACTION_A,0,end_turn,0,1926,1709,414
claude-haiku-4-5,dilemma_standard,neutral,0EsMXCAUq7KcL1xZMoIYxBwbQJNbLT82,2,ACTION_A,ACTION_A,0,end_turn,0,955,863,186
claude-haiku-4-5,dilemma_standard,neutral,0EsMXCAUq7KcL1xZMoIYxBwbQJNbLT82,0,ACTION_A,ACTION_A,0,end_turn,0,1090,863,207
claude-haiku-4-5,dilemma_standard,neutral,0FfRdo5PZjPOx7dL5UV73XJ09d4sgIoz,0,ACTION_A,ACTION_B,0,end_turn,0,17,1145,9
claude-haiku-4-5,dilemma_standard,neutral,0FfRdo5PZjPOx7dL5UV73XJ09d4sgIoz,2,ACTION_A,ACTION_B,0,end_turn,0,17,1145,9
claude-haiku-4-5,dilemma_standard,neutral,0FUcHdTDtdPewZnh8464V0S7mxyCXslq,0,ACTION_A,ACTION_B,0,end_turn,0,1080,1370,231
claude-haiku-4-5,dilemma_standard,neutral,0FskZrAqqo7rsqtvHNQ1BEDvX9ByLmZU,0,ACTION_A,ACTION_A,0,end_turn,0,17,1310,9
claude-haiku-4-5,dilemma_standard,neutral,0FnUjtXGF69Mwfo8JeJzgzb8nRil4l6m,1,ACTION_A,ACTION_A,0,end_turn,0,494,1126,103
claude-haiku-4-5,dilemma_standard,neutral,0FUcHdTDtdPewZnh8464V0S7mxyCXslq,2,ACTION_A,ACTION_B,0,end_turn,0,1163,1370,260
claude-haiku-4-5,dilemma_standard,neutral,0FfRdo5PZjPOx7dL5UV73XJ09d4sgIoz,1,ACTION_A,ACTION_B,0,end_turn,0,716,1145,146
claude-haiku-4-5,dilemma_standard,neutral,0FskZrAqqo7rsqtvHNQ1BEDvX9ByLmZU,2,ACTION_A,ACTION_A,0,end_turn,0,17,1310,9
claude-haiku-4-5,dilemma_standard,neutral,0FnUjtXGF69Mwfo8JeJzgzb8nRil4l6m,0,ACTION_A,ACTION_A,0,end_turn,0,929,1126,189
claude-haiku-4-5,dilemma_standard,neutral,0FnUjtXGF69Mwfo8JeJzgzb8nRil4l6m,2,ACTION_A,ACTION_A,0,end_turn,0,833,1126,172
claude-haiku-4-5,dilemma_standard,neutral,0FskZrAqqo7rsqtvHNQ1BEDvX9ByLmZU,1,ACTION_A,ACTION_A,0,end_turn,0,792,1310,158
claude-haiku-4-5,dilemma_standard,neutral,0GHNajAvKWDVBUv6NHVT2liUoiycAk4N,0,ACTION_A,ACTION_B,0,end_turn,0,905,1212,181
claude-haiku-4-5,dilemma_standard,neutral,0GHNajAvKWDVBUv6NHVT2liUoiycAk4N,2,ACTION_A,ACTION_B,0,end_turn,0,1068,1212,198
claude-haiku-4-5,dilemma_standard,neutral,0GHNajAvKWDVBUv6NHVT2liUoiycAk4N,1,ACTION_A,ACTION_B,0,end_turn,0,635,1212,136
claude-haiku-4-5,dilemma_standard,neutral,0Gl9ptCVCB2YKQnTYZ8hVyvsW57XWZos,2,ACTION_A,ACTION_B,0,end_turn,0,1014,1084,211
claude-haiku-4-5,dilemma_standard,neutral,0Gl9ptCVCB2YKQnTYZ8hVyvsW57XWZos,0,ACTION_A,ACTION_B,0,end_turn,0,1550,1084,323
claude-haiku-4-5,dilemma_standard,neutral,0Gl9ptCVCB2YKQnTYZ8hVyvsW57XWZos,1,ACTION_A,ACTION_A,0,end_turn,0,1572,1084,331
claude-haiku-4-5,dilemma_standard,neutral,0H37cIiDdVEr2OIo9y4Lv4IZfzqJoFcr,1,ACTION_A,ACTION_B,0,end_turn,0,641,1108,128
claude-haiku-4-5,dilemma_standard,neutral,0H37cIiDdVEr2OIo9y4Lv4IZfzqJoFcr,0,ACTION_A,ACTION_B,0,end_turn,0,1224,1108,246
claude-haiku-4-5,dilemma_standard,neutral,0H37cIiDdVEr2OIo9y4Lv4IZfzqJoFcr,2,ACTION_A,ACTION_B,0,end_turn,0,695,1108,143
claude-haiku-4-5,dilemma_standard,neutral,0HXS0SQ1keHgY2M4Da4k7M2m4Y3rFMCi,1,ACTION_A,UNRESOLVED,1,end_turn,0,549,723,109
claude-haiku-4-5,dilemma_standard,neutral,0HXS0SQ1keHgY2M4Da4k7M2m4Y3rFMCi,2,ACTION_A,UNRESOLVED,1,end_turn,0,19,723,10
claude-haiku-4-5,dilemma_standard,neutral,0HXl0hh6uJHe4lGoc0HwCp0MTsklXK32,2,ACTION_A,ACTION_B,0,end_turn,0,17,1246,9
claude-haiku-4-5,dilemma_standard,neutral,0HXS0SQ1keHgY2M4Da4k7M2m4Y3rFMCi,0,ACTION_A,UNRESOLVED,1,end_turn,0,975,723,201
claude-haiku-4-5,dilemma_standard,neutral,0HXl0hh6uJHe4lGoc0HwCp0MTsklXK32,0,ACTION_A,ACTION_B,0,end_turn,0,713,1246,140
claude-haiku-4-5,dilemma_standard,neutral,0HXl0hh6uJHe4lGoc0HwCp0MTsklXK32,1,ACTION_A,ACTION_B,0,end_turn,0,1093,1246,212
claude-haiku-4-5,dilemma_standard,neutral,0I2QMU2KoqhtmahTC0nCrjSowLnoltDq,2,ACTION_A,ACTION_B,0,end_turn,0,595,1901,131
claude-haiku-4-5,dilemma_standard,neutral,0I2QMU2KoqhtmahTC0nCrjSowLnoltDq,1,ACTION_A,ACTION_B,0,end_turn,0,770,1901,160
claude-haiku-4-5,dilemma_standard,neutral,0IKkvVs5iktzcQLlo27cqi6aoiOhiTKl,2,ACTION_A,ACTION_B,0,end_turn,0,17,1173,9
claude-haiku-4-5,dilemma_standard,neutral,0Jg3KGeutanvTavXBSqDur74UbhqpfgC,1,ACTION_A,ACTION_B,0,end_turn,0,17,1216,9
claude-haiku-4-5,dilemma_standard,neutral,0IKkvVs5iktzcQLlo27cqi6aoiOhiTKl,1,ACTION_A,ACTION_B,0,end_turn,0,636,1173,124
claude-haiku-4-5,dilemma_standard,neutral,0IKkvVs5iktzcQLlo27cqi6aoiOhiTKl,0,ACTION_A,ACTION_B,0,end_turn,0,1147,1173,240
claude-haiku-4-5,dilemma_standard,neutral,0I2QMU2KoqhtmahTC0nCrjSowLnoltDq,0,ACTION_A,ACTION_B,0,end_turn,0,1739,1901,390
claude-haiku-4-5,dilemma_standard,neutral,0Jg3KGeutanvTavXBSqDur74UbhqpfgC,2,ACTION_A,ACTION_B,0,end_turn,0,458,1216,88
claude-haiku-4-5,dilemma_standard,neutral,0KTwTqawIJkzYThLXcUQ7C0Ne6DL47Za,0,ACTION_A,ACTION_A,0,end_turn,0,685,593,133
claude-haiku-4-5,dilemma_standard,neutral,0KTwTqawIJkzYThLXcUQ7C0Ne6DL47Za,1,ACTION_A,ACTION_A,0,end_turn,0,732,593,144
claude-haiku-4-5,dilemma_standard,neutral,0KTwTqawIJkzYThLXcUQ7C0Ne6DL47Za,2,ACTION_A,ACTION_A,0,end_turn,0,505,593,102
claude-haiku-4-5,dilemma_standard,neutral,0LSZmIKn6X98dykZNbwBJ5UWYqzV5ppG,2,ACTION_A,ACTION_B,0,end_turn,0,17,1047,9
claude-haiku-4-5,dilemma_standard,neutral,0Jg3KGeutanvTavXBSqDur74UbhqpfgC,0,ACTION_A,ACTION_B,0,end_turn,0,1357,1216,268
claude-haiku-4-5,dilemma_standard,neutral,0LSZmIKn6X98dykZNbwBJ5UWYqzV5ppG,0,ACTION_A,ACTION_B,0,end_turn,0,676,1047,140
claude-haiku-4-5,dilemma_standard,neutral,0LSZmIKn6X98dykZNbwBJ5UWYqzV5ppG,1,ACTION_A,ACTION_B,0,end_turn,0,774,1047,151
claude-haiku-4-5,dilemma_standard,neutral,0LSkjHghO38PwrsCoXuGU2OXTP2ggkhc,0,ACTION_A,ACTION_A,0,end_turn,0,714,860,143
claude-haiku-4-5,dilemma_standard,neutral,0LYgoh4uHWRWVO3RJVEqOGyHeSSLrBfn,0,ACTION_A,ACTION_A,0,end_turn,0,622,835,138
claude-haiku-4-5,dilemma_standard,neutral,0LYgoh4uHWRWVO3RJVEqOGyHeSSLrBfn,2,ACTION_A,ACTION_A,0,end_turn,0,17,835,9
claude-haiku-4-5,dilemma_standard,neutral,0LSkjHghO38PwrsCoXuGU2OXTP2ggkhc,1,ACTION_A,ACTION_B,0,end_turn,0,758,860,155
claude-haiku-4-5,dilemma_standard,neutral,0LYgoh4uHWRWVO3RJVEqOGyHeSSLrBfn,1,ACTION_A,ACTION_A,0,end_turn,0,837,835,171
claude-haiku-4-5,dilemma_standard,neutral,0LSkjHghO38PwrsCoXuGU2OXTP2ggkhc,2,ACTION_A,ACTION_B,0,end_turn,0,1396,860,283
claude-haiku-4-5,dilemma_standard,neutral,0LZEiZwGRMDv1sxPwbJxUlyMKM3AHarO,1,ACTION_A,ACTION_A,0,end_turn,0,773,1269,159
claude-haiku-4-5,dilemma_standard,neutral,0LZEiZwGRMDv1sxPwbJxUlyMKM3AHarO,0,ACTION_A,ACTION_A,0,end_turn,0,1086,1269,215
claude-haiku-4-5,dilemma_standard,neutral,0Ljg46yoNgujYpXXFppYMsyRCQ0ddjfR,0,ACTION_A,ACTION_B,0,end_turn,0,17,966,9
claude-haiku-4-5,dilemma_standard,neutral,0LjHwY6QlqJluTpGOICpnF8AWbI230WH,0,ACTION_A,ACTION_A,0,end_turn,0,779,1058,166
claude-haiku-4-5,dilemma_standard,neutral,0LZEiZwGRMDv1sxPwbJxUlyMKM3AHarO,2,ACTION_A,ACTION_A,0,end_turn,0,1237,1269,257
claude-haiku-4-5,dilemma_standard,neutral,0LjHwY6QlqJluTpGOICpnF8AWbI230WH,1,ACTION_A,ACTION_A,0,end_turn,0,839,1058,171
claude-haiku-4-5,dilemma_standard,neutral,0Ljg46yoNgujYpXXFppYMsyRCQ0ddjfR,1,ACTION_A,ACTION_B,0,end_turn,0,547,966,111
claude-haiku-4-5,dilemma_standard,neutral,0LjHwY6QlqJluTpGOICpnF8AWbI230WH,2,ACTION_A,ACTION_A,0,end_turn,0,792,1058,162
claude-haiku-4-5,dilemma_standard,neutral,0M8Tl0e1aVclI7tGibkdLyRAMWXHnW6h,0,ACTION_A,ACTION_B,0,end_turn,0,684,1126,146
claude-haiku-4-5,dilemma_standard,neutral,0MWUrcs5ZahiijLWYFoCbRhnLYSmqhMK,0,ACTION_A,ACTION_A,0,end_turn,0,523,1237,114
claude-haiku-4-5,dilemma_standard,neutral,0M8Tl0e1aVclI7tGibkdLyRAMWXHnW6h,1,ACTION_A,ACTION_B,0,end_turn,0,656,1126,144
claude-haiku-4-5,dilemma_standard,neutral,0Ljg46yoNgujYpXXFppYMsyRCQ0ddjfR,2,ACTION_A,ACTION_A,0,end_turn,0,1734,966,358
claude-haiku-4-5,dilemma_standard,neutral,0MWUrcs5ZahiijLWYFoCbRhnLYSmqhMK,1,ACTION_A,ACTION_A,0,end_turn,0,973,1237,194
claude-haiku-4-5,dilemma_standard,neutral,0M8Tl0e1aVclI7tGibkdLyRAMWXHnW6h,2,ACTION_A,ACTION_A,0,end_turn,0,1346,1126,277
claude-haiku-4-5,dilemma_standard,neutral,0N69wCK3MJL96SXyGCp2UAS2CzklzGYf,0,ACTION_A,ACTION_A,0,end_turn,0,597,1075,118
claude-haiku-4-5,dilemma_standard,neutral,0MWUrcs5ZahiijLWYFoCbRhnLYSmqhMK,2,ACTION_A,ACTION_A,0,end_turn,0,784,1237,151
claude-haiku-4-5,dilemma_standard,neutral,0N69wCK3MJL96SXyGCp2UAS2CzklzGYf,1,ACTION_A,ACTION_A,0,end_turn,0,831,1075,159
