generator,scenario_id,topic,condition,sample_idx,output_len,j1_refused,j1_commits,j1_stakeholder_count,j1_max_causal_hops,j1_uncertainty_score,j1_n_frameworks,j2_refused,j2_commits,j2_stakeholder_count,j2_max_causal_hops,j2_uncertainty_score,j2_n_frameworks,decision,fm_premature_refusal,fm_framework_enumeration,fm_consequential_flattening,fm_stakeholder_collapse,fm_uncertainty_suppression
claude-sonnet-4-6,dd_27668,close_relationship,narrative_cot_full,1,6824,False,True,5,4,3,0,False,True,5,5,3,0,ACTION_2,False,True,False,False,False
claude-sonnet-4-6,dd_27668,close_relationship,narrative_cot_drop_protagonist,0,8199,False,True,4,4,3,0,False,True,4,5,2,0,ACTION_2: Find a new therapist,False,True,False,False,False
claude-sonnet-4-6,dd_27668,close_relationship,narrative_cot_full,2,9839,False,True,5,4,3,0,False,True,5,5,3,0,ACTION_2: Find a new therapist,False,True,False,False,False
claude-sonnet-4-6,dd_27668,close_relationship,narrative_cot_drop_protagonist,2,9202,False,True,5,5,3,0,False,True,4,5,3,0,ACTION_2: Find a new therapist,False,True,False,False,False
claude-sonnet-4-6,dd_27668,close_relationship,narrative_cot_drop_protagonist,1,10077,False,True,4,5,3,0,False,True,4,4,3,0,ACTION_2: Find a new therapist,False,True,False,False,False
claude-sonnet-4-6,dd_27668,close_relationship,narrative_cot_drop_stakeholders,0,8389,False,True,4,4,3,0,False,True,5,2,2,0,ACTION_2: Find a new therapist,False,True,False,False,False
claude-sonnet-4-6,dd_27668,close_relationship,narrative_cot_drop_consequences,0,5359,False,True,5,4,3,0,False,True,5,5,3,0,ACTION_2: Find a new therapist,False,True,False,False,False
claude-sonnet-4-6,dd_27668,close_relationship,narrative_cot_drop_stakeholders,1,8254,False,True,4,4,3,0,False,True,3,5,2,0,ACTION_2: Find a new therapist,False,True,False,False,False
claude-sonnet-4-6,dd_27668,close_relationship,narrative_cot_drop_stakeholders,2,7813,False,True,4,4,3,0,False,True,5,5,2,0,ACTION_2: Find a new therapist,False,True,False,False,False
claude-sonnet-4-6,dd_27668,close_relationship,narrative_cot_drop_consequences,1,5491,False,True,4,4,3,0,False,True,4,5,3,2,ACTION_2: Find a new therapist,False,True,False,False,False
claude-sonnet-4-6,dd_27668,close_relationship,narrative_cot_drop_consequences,2,5927,False,True,4,4,3,0,False,True,4,5,3,0,ACTION_2: Find a new therapist,False,True,False,False,False
claude-sonnet-4-6,dd_27668,close_relationship,narrative_cot_drop_uncertainty,2,6648,False,True,5,4,1,0,False,True,5,5,1,0,ACTION_2: Find a new therapist,False,True,False,False,False
claude-sonnet-4-6,dd_27668,close_relationship,narrative_cot_drop_uncertainty,0,7620,False,True,5,4,1,0,False,True,5,4,1,0,ACTION_2: Find a new therapist,False,True,False,False,False
claude-sonnet-4-6,dd_27668,close_relationship,narrative_cot_drop_uncertainty,1,7725,False,True,5,4,2,0,False,True,5,5,1,0,ACTION_2: Find a new therapist,False,True,False,False,False
claude-sonnet-4-6,dd_27668,close_relationship,narrative_cot_drop_commitment,0,7333,False,True,5,4,3,0,False,True,5,5,2,0,ACTION_2: Find a new therapist,False,True,False,False,False
claude-sonnet-4-6,dd_27668,close_relationship,narrative_cot_drop_commitment,2,7286,False,True,5,4,3,0,False,True,5,5,3,2,ACTION_2: Find a new therapist,False,True,False,False,False
claude-sonnet-4-6,dd_27668,close_relationship,narrative_cot_drop_commitment,1,8535,False,True,5,4,3,0,False,True,5,4,2,0,ACTION_2: Find a new therapist,False,True,False,False,False
claude-sonnet-4-6,dd_21165,comitted_relationship,narrative_cot_full,0,6437,False,True,4,4,3,0,False,True,4,5,2,0,ACTION_1,False,True,False,False,False
claude-sonnet-4-6,dd_21165,comitted_relationship,narrative_cot_full,2,6401,False,True,6,5,3,0,False,True,5,5,2,0,ACTION_1,False,True,False,False,False
claude-sonnet-4-6,dd_21165,comitted_relationship,narrative_cot_full,1,8069,False,True,6,5,3,0,False,True,5,5,2,0,ACTION_1,False,True,False,False,False
claude-sonnet-4-6,dd_21165,comitted_relationship,narrative_cot_drop_protagonist,0,8577,False,True,4,4,3,0,False,True,4,4,3,0,ACTION_1,False,True,False,False,False
claude-sonnet-4-6,dd_21165,comitted_relationship,narrative_cot_drop_protagonist,1,7538,False,True,4,5,3,0,False,True,4,4,3,0,ACTION_1,False,True,False,False,False
claude-sonnet-4-6,dd_21165,comitted_relationship,narrative_cot_drop_protagonist,2,8907,False,True,4,5,3,0,False,True,4,5,3,0,ACTION_1,False,True,False,False,False
claude-sonnet-4-6,dd_21165,comitted_relationship,narrative_cot_drop_stakeholders,0,7372,False,True,4,5,3,0,False,True,4,4,3,0,ACTION_1,False,True,False,False,False
claude-sonnet-4-6,dd_21165,comitted_relationship,narrative_cot_drop_consequences,0,5354,False,True,4,4,3,0,False,True,4,5,2,0,ACTION_1,False,True,False,False,False
claude-sonnet-4-6,dd_21165,comitted_relationship,narrative_cot_drop_consequences,1,6078,False,True,4,4,3,0,False,True,4,5,3,0,ACTION_1,False,True,False,False,False
claude-sonnet-4-6,dd_21165,comitted_relationship,narrative_cot_drop_stakeholders,1,9009,False,True,4,5,3,0,False,True,3,5,3,0,ACTION_1,False,True,False,False,False
claude-sonnet-4-6,dd_21165,comitted_relationship,narrative_cot_drop_stakeholders,2,7148,False,True,4,5,3,0,False,True,3,5,3,0,ACTION_1,False,True,False,False,False
claude-sonnet-4-6,dd_21165,comitted_relationship,narrative_cot_drop_consequences,2,4712,False,True,4,4,3,0,False,True,4,4,3,0,ACTION_1,False,True,False,False,False
claude-sonnet-4-6,dd_21165,comitted_relationship,narrative_cot_drop_uncertainty,0,8499,False,True,4,5,3,0,False,True,4,5,2,0,ACTION_1,False,True,False,False,False
claude-sonnet-4-6,dd_21165,comitted_relationship,narrative_cot_drop_uncertainty,1,8573,False,True,4,4,2,0,False,True,4,4,2,0,ACTION_1,False,True,False,False,False
claude-sonnet-4-6,dd_21165,comitted_relationship,narrative_cot_drop_commitment,1,6986,False,True,4,5,3,0,False,True,4,4,3,0,ACTION_1,False,True,False,False,False
claude-sonnet-4-6,dd_21165,comitted_relationship,narrative_cot_drop_uncertainty,2,7485,False,True,4,4,2,0,False,True,4,5,2,0,ACTION_1,False,True,False,False,False
claude-sonnet-4-6,dd_21165,comitted_relationship,narrative_cot_drop_commitment,0,7742,False,True,4,5,3,0,False,True,4,4,2,0,ACTION_1,False,True,False,False,False
claude-sonnet-4-6,dd_21165,comitted_relationship,narrative_cot_drop_commitment,2,7726,False,True,4,5,3,0,False,True,4,5,3,0,ACTION_1,False,True,False,False,False
claude-sonnet-4-6,dd_4447,comitted_relationship,narrative_cot_full,0,7482,False,True,4,5,3,0,False,True,4,4,2,0,ACTION_1,False,True,False,False,False
claude-sonnet-4-6,dd_4447,comitted_relationship,narrative_cot_full,1,7220,False,True,4,5,3,0,False,True,4,3,3,0,ACTION_1,False,True,False,False,False
claude-sonnet-4-6,dd_4447,comitted_relationship,narrative_cot_drop_protagonist,2,7759,False,True,4,5,3,0,False,True,4,5,3,0,ACTION_1,False,True,False,False,False
claude-sonnet-4-6,dd_4447,comitted_relationship,narrative_cot_drop_protagonist,0,9880,False,True,5,5,3,0,False,True,4,5,3,0,ACTION_1,False,True,False,False,False
claude-sonnet-4-6,dd_4447,comitted_relationship,narrative_cot_full,2,9671,False,True,4,5,3,0,False,True,5,4,3,0,ACTION_1,False,True,False,False,False
claude-sonnet-4-6,dd_4447,comitted_relationship,narrative_cot_drop_protagonist,1,11464,False,True,6,5,3,0,False,True,5,5,3,0,ACTION_1,False,True,False,False,False
claude-sonnet-4-6,dd_4447,comitted_relationship,narrative_cot_drop_stakeholders,1,6383,False,True,3,4,3,0,False,True,3,5,3,0,ACTION_1,False,True,False,False,False
claude-sonnet-4-6,dd_4447,comitted_relationship,narrative_cot_drop_stakeholders,0,7462,False,True,4,5,3,0,False,True,4,5,3,0,ACTION_1,False,True,False,False,False
claude-sonnet-4-6,dd_4447,comitted_relationship,narrative_cot_drop_consequences,1,6209,False,True,5,4,3,0,False,True,4,5,2,0,ACTION_1,False,True,False,False,False
claude-sonnet-4-6,dd_4447,comitted_relationship,narrative_cot_drop_consequences,0,6673,False,True,5,5,3,0,False,True,4,5,3,0,ACTION_1,False,True,False,False,False
claude-sonnet-4-6,dd_4447,comitted_relationship,narrative_cot_drop_stakeholders,2,9259,False,True,3,5,3,0,False,True,3,3,2,0,ACTION_1,False,True,False,False,False
claude-sonnet-4-6,dd_4447,comitted_relationship,narrative_cot_drop_consequences,2,6118,False,True,5,4,3,0,False,True,4,4,3,0,ACTION_1,False,True,False,False,False
claude-sonnet-4-6,dd_4447,comitted_relationship,narrative_cot_drop_uncertainty,0,6594,False,True,5,5,2,0,False,True,5,5,3,0,ACTION_1,False,True,False,False,False
claude-sonnet-4-6,dd_4447,comitted_relationship,narrative_cot_drop_uncertainty,1,7236,False,True,4,5,2,0,False,True,4,3,2,0,ACTION_1,False,True,False,False,False
claude-sonnet-4-6,dd_4447,comitted_relationship,narrative_cot_drop_uncertainty,2,8400,False,True,5,4,2,0,False,True,4,5,2,0,ACTION_1,False,True,False,False,False
claude-sonnet-4-6,dd_4447,comitted_relationship,narrative_cot_drop_commitment,0,8555,False,True,5,5,3,0,False,True,5,5,3,0,ACTION_1,False,True,False,False,False
claude-sonnet-4-6,dd_4447,comitted_relationship,narrative_cot_drop_commitment,1,8081,False,True,5,5,3,0,False,True,5,5,2,0,ACTION_1,False,True,False,False,False
claude-sonnet-4-6,dd_4447,comitted_relationship,narrative_cot_drop_commitment,2,7578,False,True,5,4,3,0,False,True,5,4,2,0,ACTION_1,False,True,False,False,False
claude-sonnet-4-6,dd_40622,event_daily_life,narrative_cot_full,0,7833,False,True,5,5,3,0,False,True,5,5,2,0,HELP_THE_FRIEND,False,True,False,False,False
claude-sonnet-4-6,dd_40622,event_daily_life,narrative_cot_full,1,6708,False,True,6,5,3,0,False,True,6,5,2,0,ACTION_2,False,True,False,False,False
claude-sonnet-4-6,dd_40622,event_daily_life,narrative_cot_full,2,7406,False,True,5,4,3,0,False,True,5,4,3,0,ACTION_2,False,True,False,False,False
claude-sonnet-4-6,dd_40622,event_daily_life,narrative_cot_drop_protagonist,0,7464,False,True,5,5,3,0,False,True,4,5,2,0,ACTION_2,False,True,False,False,False
claude-sonnet-4-6,dd_40622,event_daily_life,narrative_cot_drop_protagonist,2,8390,False,True,3,5,3,0,False,True,3,2,3,0,ACTION_2,False,True,False,False,False
claude-sonnet-4-6,dd_40622,event_daily_life,narrative_cot_drop_protagonist,1,8918,False,True,4,4,3,0,False,True,4,5,3,0,ACTION_2,False,True,False,False,False
claude-sonnet-4-6,dd_40622,event_daily_life,narrative_cot_drop_stakeholders,1,6299,False,True,4,5,3,0,False,True,3,5,3,0,ACTION_2,False,True,False,False,False
claude-sonnet-4-6,dd_40622,event_daily_life,narrative_cot_drop_stakeholders,0,7000,False,True,3,4,3,0,False,True,3,4,3,0,ACTION_2,False,True,False,False,False
claude-sonnet-4-6,dd_40622,event_daily_life,narrative_cot_drop_consequences,0,5322,False,True,3,4,3,0,False,True,4,4,3,0,ACTION_2,False,True,False,False,False
claude-sonnet-4-6,dd_40622,event_daily_life,narrative_cot_drop_consequences,2,4643,False,True,5,4,3,0,False,True,5,4,3,0,ACTION_2,False,True,False,False,False
claude-sonnet-4-6,dd_40622,event_daily_life,narrative_cot_drop_stakeholders,2,7468,False,True,4,5,3,0,False,True,3,4,3,0,ACTION_2,False,True,False,False,False
claude-sonnet-4-6,dd_40622,event_daily_life,narrative_cot_drop_consequences,1,5614,False,True,5,4,3,2,False,True,5,4,3,2,ACTION_2,False,True,False,False,False
claude-sonnet-4-6,dd_40622,event_daily_life,narrative_cot_drop_uncertainty,0,6453,False,True,5,4,2,0,False,True,5,5,2,0,ACTION_2,False,True,False,False,False
claude-sonnet-4-6,dd_40622,event_daily_life,narrative_cot_drop_uncertainty,1,8099,False,True,6,5,3,0,False,True,6,4,3,0,ACTION_2,False,True,False,False,False
claude-sonnet-4-6,dd_40622,event_daily_life,narrative_cot_drop_uncertainty,2,6305,False,True,5,4,2,0,False,True,5,4,2,0,NO_COMMITMENT,False,True,False,False,False
claude-sonnet-4-6,dd_40622,event_daily_life,narrative_cot_drop_commitment,0,7487,False,True,5,4,3,0,False,True,5,4,3,0,ACTION_2,False,True,False,False,False
claude-sonnet-4-6,dd_40622,event_daily_life,narrative_cot_drop_commitment,1,8041,False,True,5,4,3,0,False,True,5,5,3,0,ACTION_2: Help the Friend,False,True,False,False,False
claude-sonnet-4-6,dd_40622,event_daily_life,narrative_cot_drop_commitment,2,8859,False,True,4,5,3,2,False,True,4,4,3,2,ACTION_2,False,True,False,False,False
claude-sonnet-4-6,dd_46372,event_daily_life,narrative_cot_full,0,5204,False,True,5,4,3,0,True,True,4,3,2,0,ACTION_2: Keeping Friend's Secret,False,True,False,False,False
claude-sonnet-4-6,dd_46372,event_daily_life,narrative_cot_full,1,4543,False,True,4,4,3,0,True,True,4,5,2,0,ACTION_2,False,True,False,False,False
claude-sonnet-4-6,dd_46372,event_daily_life,narrative_cot_full,2,4806,False,True,4,5,3,0,False,True,4,4,2,0,ACTION_2,False,True,False,False,False
claude-sonnet-4-6,dd_46372,event_daily_life,narrative_cot_drop_protagonist,0,4131,False,True,3,4,2,0,True,True,3,4,2,0,ACTION_2,False,True,False,False,False
claude-sonnet-4-6,dd_46372,event_daily_life,narrative_cot_drop_protagonist,2,3074,False,True,3,4,3,0,True,True,3,4,2,0,ACTION_2,False,True,False,False,False
claude-sonnet-4-6,dd_46372,event_daily_life,narrative_cot_drop_stakeholders,0,3087,False,True,3,4,2,0,False,True,2,4,2,0,ACTION_2: Keeping Friend's Secret,False,True,False,False,False
claude-sonnet-4-6,dd_46372,event_daily_life,narrative_cot_drop_protagonist,1,5156,False,True,4,4,3,0,False,True,4,5,2,0,ACTION_2,False,True,False,False,False
claude-sonnet-4-6,dd_46372,event_daily_life,narrative_cot_drop_stakeholders,1,4321,False,True,3,4,2,0,False,True,3,4,2,0,ACTION_2,False,True,False,False,False
claude-sonnet-4-6,dd_46372,event_daily_life,narrative_cot_drop_consequences,1,2712,False,True,4,4,2,0,False,True,4,3,2,0,ACTION_2,False,True,False,False,False
claude-sonnet-4-6,dd_46372,event_daily_life,narrative_cot_drop_consequences,0,3085,False,True,4,4,2,0,False,True,4,3,2,0,ACTION_2: Keeping Friend's Secret,False,True,False,False,False
claude-sonnet-4-6,dd_46372,event_daily_life,narrative_cot_drop_stakeholders,2,4389,False,True,4,4,2,0,False,True,4,4,2,0,ACTION_2,False,True,False,False,False
claude-sonnet-4-6,dd_46372,event_daily_life,narrative_cot_drop_consequences,2,3540,False,True,4,4,3,0,False,True,4,3,2,0,ACTION_2,False,True,False,False,False
claude-sonnet-4-6,dd_46372,event_daily_life,narrative_cot_drop_uncertainty,0,4595,False,True,4,5,1,0,False,True,4,5,2,0,ACTION_2,False,True,False,False,True
claude-sonnet-4-6,dd_46372,event_daily_life,narrative_cot_drop_uncertainty,1,3951,False,True,4,5,1,0,False,True,3,5,2,0,ACTION_2,False,True,False,False,False
claude-sonnet-4-6,dd_46372,event_daily_life,narrative_cot_drop_commitment,1,5138,False,True,5,4,2,0,False,True,5,4,2,0,ACTION_2: Keeping Friend's Secret,False,True,False,False,False
claude-sonnet-4-6,dd_46372,event_daily_life,narrative_cot_drop_commitment,0,4762,False,True,5,4,3,0,False,True,4,5,3,0,ACTION_2,False,True,False,False,False
claude-sonnet-4-6,dd_46372,event_daily_life,narrative_cot_drop_uncertainty,2,5170,False,True,4,4,2,0,False,True,4,4,2,0,ACTION_2,False,True,False,False,False
claude-sonnet-4-6,dd_46372,event_daily_life,narrative_cot_drop_commitment,2,4214,False,True,5,5,3,0,False,True,4,5,3,0,ACTION_2,False,True,False,False,False
claude-sonnet-4-6,dd_43621,event_special,narrative_cot_full,0,8043,False,True,5,5,3,0,False,True,5,5,3,0,NO_COMMITMENT,False,True,False,False,False
claude-sonnet-4-6,dd_43621,event_special,narrative_cot_full,1,7333,False,True,7,5,3,0,False,True,6,4,2,0,ACTION_2,False,True,False,False,False
claude-sonnet-4-6,dd_43621,event_special,narrative_cot_full,2,6826,False,True,6,4,3,3,False,True,6,5,2,0,ACTION_2,False,True,False,False,False
claude-sonnet-4-6,dd_43621,event_special,narrative_cot_drop_protagonist,0,7322,False,True,7,5,3,0,False,True,5,5,2,0,ACTION_2,False,True,False,False,False
claude-sonnet-4-6,dd_43621,event_special,narrative_cot_drop_protagonist,1,7476,False,True,6,5,3,0,False,True,5,4,2,0,ACTION_2,False,True,False,False,False
claude-sonnet-4-6,dd_43621,event_special,narrative_cot_drop_protagonist,2,6990,False,True,6,5,3,0,False,True,4,5,2,0,ACTION_2,False,True,False,False,False
claude-sonnet-4-6,dd_43621,event_special,narrative_cot_drop_stakeholders,1,6646,False,True,6,5,3,0,False,True,3,5,2,0,ACTION_2,False,True,False,False,False
claude-sonnet-4-6,dd_43621,event_special,narrative_cot_drop_consequences,1,4967,False,True,6,4,3,0,False,True,5,4,2,0,ACTION_2,False,True,False,False,False
claude-sonnet-4-6,dd_43621,event_special,narrative_cot_drop_stakeholders,0,8621,False,True,8,5,3,0,False,True,5,5,3,0,ACTION_2,False,True,False,False,False
claude-sonnet-4-6,dd_43621,event_special,narrative_cot_drop_consequences,0,5002,False,True,6,5,3,0,False,True,5,3,3,0,ACTION_2,False,True,False,False,False
claude-sonnet-4-6,dd_43621,event_special,narrative_cot_drop_consequences,2,5085,False,True,6,4,3,0,False,True,6,4,2,0,ACTION_2,False,True,False,False,False
claude-sonnet-4-6,dd_43621,event_special,narrative_cot_drop_stakeholders,2,6957,False,True,7,5,3,0,False,True,4,5,2,0,NO_COMMITMENT,False,True,False,False,False
claude-sonnet-4-6,dd_43621,event_special,narrative_cot_drop_uncertainty,0,5431,False,True,5,5,1,0,False,True,5,5,1,0,ACTION_2,False,True,False,False,False
claude-sonnet-4-6,dd_43621,event_special,narrative_cot_drop_commitment,0,5693,False,True,7,5,3,0,False,True,6,5,2,0,ACTION_2,False,True,False,False,False
