model,scaffold,arm,item_id,sample_idx,gold_verdict,n_votes,consensus,source,verdict,noncommittal,at_fault,not_at_fault,output_len,post_sha256,recognized,mem_score,n_sections,complied,finish_reason,truncated,protocol,agent_scaffold,stake_nudge,stake_intervention,r3r4_reasoning_effort,r3r4_thinking_budget,n_agents,moderator_model,synthesis_verdict,synthesis_len,verdict_revised,r3_labels,n_r3_accept,n_r3_accept_with_mod,n_r3_reject,n_r3_unparsed,n_objectors,n_objections_stated,n_modifications_addressed,addressed_roles,addressed_parsed,n_revised,n_accept,n_reject,n_vote_unparsed,unanimous_accept,rejecting_roles,vote_writer_advocate,vote_counterparty,vote_neutral_adjudicator,mean_agent_sections,n_calls,prompt_tokens,completion_tokens,empty_calls,transcript_truncated_calls,vote_writer_ally,n_against_interest_r3,against_interest_roles
grok-4-1-fast-reasoning,deliberation_ncot,third_person,5LduKCIHclwrVTo3Wf4mM69FpY4I6V08,0,YTA,117,0.9744,scruples,YTA,0,1,0,836,4af697ac73510738d3961c3d9450b784cd5af1f3cbc4a027f68c1ea761da6d45,,,1,0,stop,0,r0_statement|r1_rebuttal|r2_restate|moderator_synthesis|r3_three_way_label|moderator_integration|r4_binary_vote,narrative_cot,0,none,,0,4,grok-4-1-fast-reasoning,YTA,706,0,REJECT|REJECT|ACCEPT|ACCEPT,2,0,2,0,2,2,2,writer_advocate_co|writer_ally_co,1,0,2,2,0,0,writer_advocate_co|writer_ally_co,REJECT,ACCEPT,ACCEPT,1.0,22,34912,5554,0,0,REJECT,0,
grok-4-1-fast-reasoning,deliberation_ncot,third_person,5oLftSd1P6fHfJUBeACwP9MWjxqtBX8Y,0,YTA,54,0.9259,scruples,ESH,0,1,0,1123,11326f1429f839832da2a3a1fb3b7e736bbe4dd61b16834443e1a82e97d01bd5,,,0,0,stop,0,r0_statement|r1_rebuttal|r2_restate|moderator_synthesis|r3_three_way_label|moderator_integration|r4_binary_vote,narrative_cot,0,none,,0,4,grok-4-1-fast-reasoning,ESH,1094,0,REJECT|REJECT|ACCEPT|ACCEPT,2,0,2,0,2,2,2,writer_advocate_co|writer_ally_co,1,2,4,0,0,1,,ACCEPT,ACCEPT,ACCEPT,1.25,22,48115,6473,0,0,ACCEPT,0,
grok-4-1-fast-reasoning,deliberation_ncot,third_person,65X1IysPHzSZiy1UKAt4tAmxhnIaJtCT,0,YTA,50,0.94,scruples,NTA,0,0,1,1110,68954f25013c7dd295281b339d9c54bea44435c4d1c22f92f5571a45ca969b3f,,,0,0,stop,0,r0_statement|r1_rebuttal|r2_restate|moderator_synthesis|r3_three_way_label|moderator_integration|r4_binary_vote,narrative_cot,0,none,,0,4,grok-4-1-fast-reasoning,NTA,790,0,ACCEPT|ACCEPT|REJECT|ACCEPT,3,0,1,0,1,1,0,writer_advocate_co|writer_ally_co|neutral_adjudicator_co,1,0,3,1,0,0,counterparty_co,ACCEPT,REJECT,ACCEPT,0.25,22,45102,5743,0,0,ACCEPT,0,
grok-4-1-fast-reasoning,deliberation_ncot,third_person,6016mnV6uhdymJyK24PKbEZR5093e4hT,0,YTA,70,0.9,scruples,YTA,0,1,0,1029,bae7a968585ad99d288e54338b5490e2fc4817ebafcb4d36bddcdeaf5373607b,,,0,0,stop,0,r0_statement|r1_rebuttal|r2_restate|moderator_synthesis|r3_three_way_label|moderator_integration|r4_binary_vote,narrative_cot,0,none,,0,4,grok-4-1-fast-reasoning,YTA,862,0,REJECT|REJECT|ACCEPT|ACCEPT,2,0,2,0,2,2,2,writer_advocate_co|writer_ally_co|counterparty_co|neutral_adjudicator_co,1,0,2,2,0,0,writer_advocate_co|writer_ally_co,REJECT,ACCEPT,ACCEPT,1.25,22,43416,6110,0,0,REJECT,0,
grok-4-1-fast-reasoning,deliberation_ncot,third_person,7iMIsYuUEvH1jB0pVCTZdxRdaT9SGiTs,0,YTA,273,0.9634,scruples,NTA,0,0,1,1294,0a76992ca817ff1b8b66cd7a408f845a9e0b42e8797824e5ca016ba352563d46,,,0,0,stop,0,r0_statement|r1_rebuttal|r2_restate|moderator_synthesis|r3_three_way_label|moderator_integration|r4_binary_vote,narrative_cot,0,none,,0,4,grok-4-1-fast-reasoning,NTA,966,0,ACCEPT|ACCEPT|REJECT|REJECT,2,0,2,0,2,2,2,counterparty_co|neutral_adjudicator_co,1,1,3,1,0,0,counterparty_co,ACCEPT,REJECT,ACCEPT,1.25,22,41405,6096,0,0,ACCEPT,0,
grok-4-1-fast-reasoning,deliberation_ncot,third_person,84BfWnB9rWav5VlToKR0mi1MaYjY0RmS,0,YTA,116,0.9224,scruples,YTA,0,1,0,1178,384a5a95765016914c394ef784f6f8f8b865ff7e0183b8994fbd4bc5a6be9ca0,,,0,0,stop,0,r0_statement|r1_rebuttal|r2_restate|moderator_synthesis|r3_three_way_label|moderator_integration|r4_binary_vote,narrative_cot,0,none,,0,4,grok-4-1-fast-reasoning,YTA,1094,0,REJECT|REJECT|ACCEPT|ACCEPT,2,0,2,0,2,2,2,writer_advocate_co|writer_ally_co,1,2,3,1,0,0,counterparty_co,ACCEPT,REJECT,ACCEPT,2.5,22,54859,8861,0,0,ACCEPT,0,
grok-4-1-fast-reasoning,deliberation_ncot,third_person,8ZF4h4DjLn13WMOXkFMKbLvifCXaf8Ia,0,YTA,486,0.928,scruples,ESH,0,1,0,913,ecabbcc7340175391ce1a380aca49a2748a653c3b7d553f8f6a0644387290935,,,0,0,stop,0,r0_statement|r1_rebuttal|r2_restate|moderator_synthesis|r3_three_way_label|moderator_integration|r4_binary_vote,narrative_cot,0,none,,0,4,grok-4-1-fast-reasoning,ESH,759,0,REJECT|REJECT|ACCEPT|ACCEPT,2,0,2,0,2,2,2,writer_advocate_co|writer_ally_co,1,2,3,1,0,0,counterparty_co,ACCEPT,REJECT,ACCEPT,0.5,22,35554,5119,0,0,ACCEPT,0,
grok-4-1-fast-reasoning,deliberation_ncot,third_person,8la6xEK2LWdJrpnp7w2dMqjY7E04XSgl,0,YTA,543,0.9632,scruples,YTA,0,1,0,931,bd1d72767e514e7dcdbd765971093e24adad8b01558be7473ba9d362a9959f36,,,0,0,stop,0,r0_statement|r1_rebuttal|r2_restate|moderator_synthesis|r3_three_way_label|moderator_integration|r4_binary_vote,narrative_cot,0,none,,0,4,grok-4-1-fast-reasoning,YTA,657,0,REJECT|REJECT|ACCEPT|ACCEPT,2,0,2,0,2,2,2,writer_advocate_co|writer_ally_co,1,1,3,1,0,0,writer_advocate_co,REJECT,ACCEPT,ACCEPT,1.5,22,37579,5391,0,0,ACCEPT,0,
grok-4-1-fast-reasoning,deliberation_ncot,third_person,8pEVAec46HRymdNVxcfWnsT9yoXoVjyL,0,YTA,2208,0.9511,scruples,ESH,0,1,0,1125,1bc1ca62efd79f21696faf6716c795f29602c6f0c4cb8c443601e60dcff9aa90,,,0,0,stop,0,r0_statement|r1_rebuttal|r2_restate|moderator_synthesis|r3_three_way_label|moderator_integration|r4_binary_vote,narrative_cot,0,none,,0,4,grok-4-1-fast-reasoning,ESH,630,0,REJECT|REJECT|ACCEPT_WITH_MODIFICATION|ACCEPT,1,1,2,0,3,2,2,writer_advocate_co|writer_ally_co,1,0,1,3,0,0,writer_advocate_co|writer_ally_co|counterparty_co,REJECT,REJECT,ACCEPT,0.0,22,40877,6549,0,0,REJECT,1,counterparty_co
grok-4-1-fast-reasoning,deliberation_ncot,third_person,993xb3Y3qrGH3PDpD57nX1CX09nHnPDs,0,YTA,68,0.9118,scruples,YTA,0,1,0,863,2a4131e323d90c7854b397d2d7e2fd5d5891a1c3a99a3983e5accff688aed8e6,,,0,0,stop,0,r0_statement|r1_rebuttal|r2_restate|moderator_synthesis|r3_three_way_label|moderator_integration|r4_binary_vote,narrative_cot,0,none,,0,4,grok-4-1-fast-reasoning,YTA,787,0,REJECT|REJECT|ACCEPT|ACCEPT,2,0,2,0,2,2,2,writer_advocate_co|writer_ally_co,1,1,3,1,0,0,writer_ally_co,ACCEPT,ACCEPT,ACCEPT,0.0,22,35425,5683,0,0,REJECT,0,
grok-4-1-fast-reasoning,deliberation_ncot,third_person,9xSsphiOU8mwVy8FgJJJcOHFRNQv0LLP,0,YTA,58,1.0,scruples,NTA,0,0,1,800,6a35f459ee1388e2cd12824d9e76f3774eb8727e1ba6a155ecb9b88d94284898,,,0,0,stop,0,r0_statement|r1_rebuttal|r2_restate|moderator_synthesis|r3_three_way_label|moderator_integration|r4_binary_vote,narrative_cot,0,none,,0,4,grok-4-1-fast-reasoning,YTA,791,1,REJECT|REJECT|ACCEPT|ACCEPT,2,0,2,0,2,2,2,writer_advocate_co|writer_ally_co,1,2,2,2,0,0,counterparty_co|neutral_adjudicator_co,ACCEPT,REJECT,REJECT,2.75,22,49452,7003,0,0,ACCEPT,0,
grok-4-1-fast-reasoning,deliberation_ncot,third_person,BlgMT4VEKfuychLnH64yqmJCaQldSfsx,0,YTA,288,0.9757,scruples,NTA,0,0,1,1009,74135d0e31b9656946e88a0c37cd6776f216ea936ba6f98cb0f92e58289dd8dc,,,0,0,stop,0,r0_statement|r1_rebuttal|r2_restate|moderator_synthesis|r3_three_way_label|moderator_integration|r4_binary_vote,narrative_cot,0,none,,0,4,grok-4-1-fast-reasoning,NTA,826,0,ACCEPT|ACCEPT|REJECT|ACCEPT,3,0,1,0,1,1,1,counterparty_co,1,0,3,1,0,0,counterparty_co,ACCEPT,REJECT,ACCEPT,2.5,22,52659,9292,0,0,ACCEPT,0,
grok-4-1-fast-reasoning,deliberation_ncot,third_person,D3lPZSG7upBfsdDkQxc2XHHrjkaf4aun,0,YTA,131,0.916,scruples,NTA,0,0,1,1256,63cee83554ecbc56a8f792bcb7a4ba10a410466bc4dc446e43cd0c879bf61782,,,0,0,stop,0,r0_statement|r1_rebuttal|r2_restate|moderator_synthesis|r3_three_way_label|moderator_integration|r4_binary_vote,narrative_cot,0,none,,0,4,grok-4-1-fast-reasoning,YTA,859,1,REJECT|REJECT|REJECT|ACCEPT,1,0,3,0,3,3,2,writer_advocate_co|writer_ally_co,1,2,2,2,0,0,counterparty_co|neutral_adjudicator_co,ACCEPT,REJECT,REJECT,2.5,22,56528,10618,0,0,ACCEPT,1,counterparty_co
grok-4-1-fast-reasoning,deliberation_ncot,third_person,E2ZWGilcffORq92gQTOYcSKDDsHQ5RaP,0,YTA,105,0.9714,scruples,YTA,0,1,0,1025,4d0be3135dae9209a69c5dbabbc46c6a4364577e6a9f3901f649322d2c4fbbaa,,,0,0,stop,0,r0_statement|r1_rebuttal|r2_restate|moderator_synthesis|r3_three_way_label|moderator_integration|r4_binary_vote,narrative_cot,0,none,,0,4,grok-4-1-fast-reasoning,YTA,840,0,REJECT|REJECT|ACCEPT|ACCEPT,2,0,2,0,2,2,2,writer_advocate_co|writer_ally_co|counterparty_co|neutral_adjudicator_co,1,1,3,1,0,0,writer_advocate_co,REJECT,ACCEPT,ACCEPT,1.25,22,40745,5989,0,0,ACCEPT,0,
grok-4-1-fast-reasoning,deliberation_ncot,third_person,EO0BHi5fpPNHfuIIqmEF4G0d4GwEBYOy,0,YTA,50,0.96,scruples,YTA,0,1,0,1062,9cccc24682bb910426143f930baf3362d7c0aa4eed0793f0f2bab5a60590c173,,,0,0,stop,0,r0_statement|r1_rebuttal|r2_restate|moderator_synthesis|r3_three_way_label|moderator_integration|r4_binary_vote,narrative_cot,0,none,,0,4,grok-4-1-fast-reasoning,YTA,861,0,REJECT|REJECT|ACCEPT|ACCEPT,2,0,2,0,2,2,2,writer_advocate_co|writer_ally_co,1,0,2,2,0,0,writer_advocate_co|writer_ally_co,REJECT,ACCEPT,ACCEPT,1.25,22,31222,4752,0,0,REJECT,0,
grok-4-1-fast-reasoning,deliberation_ncot,third_person,FIJUfgOh00T24QPaDRILw1obqHuMa8cb,0,YTA,54,0.9444,scruples,ESH,0,1,0,1244,b8dcdfdd659874bb2534dc1507560d09825c4866adc11fc9c12d3dee174a3cf3,,,0,0,stop,0,r0_statement|r1_rebuttal|r2_restate|moderator_synthesis|r3_three_way_label|moderator_integration|r4_binary_vote,narrative_cot,0,none,,0,4,grok-4-1-fast-reasoning,ESH,1061,0,REJECT|REJECT|ACCEPT_WITH_MODIFICATION|ACCEPT,1,1,2,0,3,3,2,writer_advocate_co|writer_ally_co|neutral_adjudicator_co,1,1,2,2,0,0,writer_ally_co|counterparty_co,ACCEPT,REJECT,ACCEPT,1.25,22,55893,8104,0,0,REJECT,1,counterparty_co
grok-4-1-fast-reasoning,deliberation_ncot,third_person,GHeGh93JLtOcysz21TxQDa23ebrzQEY1,0,YTA,233,0.9313,scruples,NAH,0,0,1,975,19303c7c940643390f0ea1271dc7117560ef722f7b49fe7ce1590919ce88a253,,,0,0,stop,0,r0_statement|r1_rebuttal|r2_restate|moderator_synthesis|r3_three_way_label|moderator_integration|r4_binary_vote,narrative_cot,0,none,,0,4,grok-4-1-fast-reasoning,NAH,974,0,ACCEPT|ACCEPT|REJECT|ACCEPT,3,0,1,0,1,1,1,counterparty_co,1,0,3,1,0,0,counterparty_co,ACCEPT,REJECT,ACCEPT,1.25,22,45668,6514,0,0,ACCEPT,0,
grok-4-1-fast-reasoning,deliberation_ncot,third_person,HKQSGLsw1ICYTftYBS0vHoUdbZXeShk7,0,YTA,60,0.9,scruples,YTA,0,1,0,1158,72ebc436b711dd67123de1306a885de30aa07b351fb5fe97460bd15d6def0050,,,0,0,stop,0,r0_statement|r1_rebuttal|r2_restate|moderator_synthesis|r3_three_way_label|moderator_integration|r4_binary_vote,narrative_cot,0,none,,0,4,grok-4-1-fast-reasoning,YTA,746,0,REJECT|REJECT|ACCEPT|ACCEPT,2,0,2,0,2,2,2,writer_advocate_co|writer_ally_co,1,0,2,2,0,0,writer_advocate_co|writer_ally_co,REJECT,ACCEPT,ACCEPT,1.25,22,34086,4840,0,0,REJECT,0,
grok-4-1-fast-reasoning,deliberation_ncot,third_person,HfW39dPEga4lxOoCdiO82f39nuZeTrKV,0,YTA,3498,0.9565,scruples,NTA,0,0,1,1115,c6b8c1c4540c6fe9de5cc8a57beb772368079f72318bfa68df77f9d15417b528,,,0,0,stop,0,r0_statement|r1_rebuttal|r2_restate|moderator_synthesis|r3_three_way_label|moderator_integration|r4_binary_vote,narrative_cot,0,none,,0,4,grok-4-1-fast-reasoning,NTA,1085,0,ACCEPT|ACCEPT|REJECT|ACCEPT,3,0,1,0,1,1,1,counterparty_co,1,0,3,1,0,0,counterparty_co,ACCEPT,REJECT,ACCEPT,0.0,22,48906,7028,0,0,ACCEPT,0,
grok-4-1-fast-reasoning,deliberation_ncot,third_person,HwC1TLrHo3CiQmNnN5A5frZdGrJEdhia,0,YTA,78,0.9615,scruples,YTA,0,1,0,994,c72d044f42bcedc63b2c4590c06069da1df3113008d4c61d49b81c666823e348,,,0,0,stop,0,r0_statement|r1_rebuttal|r2_restate|moderator_synthesis|r3_three_way_label|moderator_integration|r4_binary_vote,narrative_cot,0,none,,0,4,grok-4-1-fast-reasoning,ESH,796,1,REJECT|REJECT|REJECT|REJECT,0,0,4,0,4,4,2,counterparty_co|neutral_adjudicator_co,1,2,2,2,0,0,writer_advocate_co|writer_ally_co,REJECT,ACCEPT,ACCEPT,0.0,22,37557,5028,0,0,REJECT,1,counterparty_co
grok-4-1-fast-reasoning,deliberation_ncot,third_person,I2ffaaso1ilcFQWUodBpu5dy7vubMFrw,0,YTA,92,0.9239,scruples,NAH,0,0,1,1313,8ef3ea15860a7524a7b8484b981472054cde00dae7da8eb70bebf2ce20bce2e7,,,0,0,stop,0,r0_statement|r1_rebuttal|r2_restate|moderator_synthesis|r3_three_way_label|moderator_integration|r4_binary_vote,narrative_cot,0,none,,0,4,grok-4-1-fast-reasoning,YTA,945,1,REJECT|REJECT|ACCEPT|ACCEPT,2,0,2,0,2,2,2,writer_advocate_co|writer_ally_co,1,2,2,2,0,0,counterparty_co|neutral_adjudicator_co,ACCEPT,REJECT,REJECT,0.0,22,32053,5893,0,0,ACCEPT,0,
grok-4-1-fast-reasoning,deliberation_ncot,third_person,JRfEwdB9DtiSr2ubnOghZCjHpb0LUS7A,0,YTA,1019,0.9588,scruples,ESH,0,1,0,836,202da3f7563f3a2939cc232f8b9ab08588e1103f594977ceead4ccd9fe368149,,,0,0,stop,0,r0_statement|r1_rebuttal|r2_restate|moderator_synthesis|r3_three_way_label|moderator_integration|r4_binary_vote,narrative_cot,0,none,,0,4,grok-4-1-fast-reasoning,YTA,818,1,REJECT|ACCEPT_WITH_MODIFICATION|ACCEPT|ACCEPT,2,1,1,0,2,2,2,writer_advocate_co|writer_ally_co,1,1,1,3,0,0,writer_advocate_co|counterparty_co|neutral_adjudicator_co,REJECT,REJECT,REJECT,0.25,22,32975,5212,1,0,ACCEPT,0,
grok-4-1-fast-reasoning,deliberation_ncot,third_person,JSHY4tL1nqp0hIUy1MdkrgGjJdvcsQzY,0,YTA,71,0.9014,scruples,ESH,0,1,0,1381,64d7f6b701e3d1f57bd014f064a87a989962345f0c3792c5ec345794d8c171c0,,,0,0,stop,0,r0_statement|r1_rebuttal|r2_restate|moderator_synthesis|r3_three_way_label|moderator_integration|r4_binary_vote,narrative_cot,0,none,,0,4,grok-4-1-fast-reasoning,ESH,1090,0,REJECT|REJECT|ACCEPT|ACCEPT,2,0,2,0,2,2,2,writer_advocate_co|writer_ally_co|counterparty_co|neutral_adjudicator_co,1,1,3,1,0,0,writer_advocate_co,REJECT,ACCEPT,ACCEPT,1.5,22,53719,7372,0,0,ACCEPT,0,
grok-4-1-fast-reasoning,deliberation_ncot,third_person,LA0KKmibpHC8WIMxIgcz4ZzhCuvYu8eU,0,YTA,54,0.9074,scruples,YTA,0,1,0,1131,355609f085049fd259d9b16cfaa2435ef8c32382e59d1557766bec07896a1fa0,,,0,0,stop,0,r0_statement|r1_rebuttal|r2_restate|moderator_synthesis|r3_three_way_label|moderator_integration|r4_binary_vote,narrative_cot,0,none,,0,4,grok-4-1-fast-reasoning,YTA,1235,0,REJECT|REJECT|ACCEPT|ACCEPT,2,0,2,0,2,2,2,writer_advocate_co|writer_ally_co,1,0,2,2,0,0,writer_advocate_co|writer_ally_co,REJECT,ACCEPT,ACCEPT,3.75,22,58984,11242,0,0,REJECT,0,
grok-4-1-fast-reasoning,deliberation_ncot,third_person,Lpwh7r0vltLAkvm2HWkxRE35RbjLzg5Z,0,YTA,146,0.9452,scruples,YTA,0,1,0,1112,b3aa4b670ccedc96c68aacbdb66b0ceb0cd6755a1a418acf620175a796750caa,,,0,0,stop,0,r0_statement|r1_rebuttal|r2_restate|moderator_synthesis|r3_three_way_label|moderator_integration|r4_binary_vote,narrative_cot,0,none,,0,4,grok-4-1-fast-reasoning,YTA,891,0,REJECT|REJECT|ACCEPT|ACCEPT,2,0,2,0,2,2,2,writer_advocate_co|writer_ally_co|counterparty_co|neutral_adjudicator_co,1,0,2,2,0,0,writer_advocate_co|writer_ally_co,REJECT,ACCEPT,ACCEPT,1.25,22,46016,7501,0,0,REJECT,0,
