model,arm,item_id,sample_idx,gold_verdict,n_votes,consensus,source,verdict,noncommittal,at_fault,not_at_fault,output_len,post_sha256,recognized,mem_score
claude-haiku-4-5,third_person,RnvwUjoZCVg9h9ifwdgp7XMdBSyHHo3l,0,YTA,244,0.9918,scruples,YTA,0,1,0,612,271e167df6182264da94502b31ebb7b9e64a627d8942964cf21a205b2aadade3,0,0.2333
claude-haiku-4-5,third_person,WMlKckS75njoXLY7za9Ejd8q2fbyQa3A,0,YTA,225,0.9822,scruples,YTA,0,1,0,539,3d13340274d9cd7a4a518b279f6d4c0e65a4550dd29fe712add1495351f9c60c,0,0.1667
claude-haiku-4-5,third_person,WMlKckS75njoXLY7za9Ejd8q2fbyQa3A,1,YTA,225,0.9822,scruples,YTA,0,1,0,594,3d13340274d9cd7a4a518b279f6d4c0e65a4550dd29fe712add1495351f9c60c,0,0.1667
claude-haiku-4-5,third_person,iVnnqIpnVK6vjeiI9If2IzDthnJYNFuW,0,YTA,192,0.9844,scruples,YTA,0,1,0,820,09bdc6d28759beaba7b11204e68ff85ffb4460652738f4a61548e5d7a79a8166,0,0.1333
claude-haiku-4-5,third_person,RnvwUjoZCVg9h9ifwdgp7XMdBSyHHo3l,1,YTA,244,0.9918,scruples,YTA,0,1,0,711,271e167df6182264da94502b31ebb7b9e64a627d8942964cf21a205b2aadade3,0,0.2333
claude-haiku-4-5,third_person,RnvwUjoZCVg9h9ifwdgp7XMdBSyHHo3l,2,YTA,244,0.9918,scruples,YTA,0,1,0,754,271e167df6182264da94502b31ebb7b9e64a627d8942964cf21a205b2aadade3,0,0.2333
claude-haiku-4-5,third_person,iVnnqIpnVK6vjeiI9If2IzDthnJYNFuW,2,YTA,192,0.9844,scruples,YTA,0,1,0,828,09bdc6d28759beaba7b11204e68ff85ffb4460652738f4a61548e5d7a79a8166,0,0.1333
claude-haiku-4-5,third_person,WMlKckS75njoXLY7za9Ejd8q2fbyQa3A,2,YTA,225,0.9822,scruples,YTA,0,1,0,641,3d13340274d9cd7a4a518b279f6d4c0e65a4550dd29fe712add1495351f9c60c,0,0.1667
claude-haiku-4-5,third_person,oGYnFeM9qXLUaIoQqPqH7IxBpUvXTM3a,0,YTA,52,0.9808,scruples,ESH,0,1,0,631,71eb231e45f43f2c0cda788e6b4ef45d4dd0f322decbbb065022e115b2faa351,0,0.15
claude-haiku-4-5,third_person,iVnnqIpnVK6vjeiI9If2IzDthnJYNFuW,1,YTA,192,0.9844,scruples,YTA,0,1,0,1019,09bdc6d28759beaba7b11204e68ff85ffb4460652738f4a61548e5d7a79a8166,0,0.1333
claude-haiku-4-5,third_person,oGYnFeM9qXLUaIoQqPqH7IxBpUvXTM3a,1,YTA,52,0.9808,scruples,YTA,0,1,0,712,71eb231e45f43f2c0cda788e6b4ef45d4dd0f322decbbb065022e115b2faa351,0,0.15
claude-haiku-4-5,third_person,oGYnFeM9qXLUaIoQqPqH7IxBpUvXTM3a,2,YTA,52,0.9808,scruples,ESH,0,1,0,620,71eb231e45f43f2c0cda788e6b4ef45d4dd0f322decbbb065022e115b2faa351,0,0.15
claude-haiku-4-5,third_person,MrK8LqWEg4ivEm8LOyjf5oKSeY3PaJkl,0,YTA,152,0.9803,scruples,YTA,0,1,0,601,c31bbaf8e2eff4e685731a1b566291b0f3adb2345c180fba9b997f913c295f5b,0,0.1695
claude-haiku-4-5,third_person,ycn6X7MRrWo0DDSyCYboM1I70td9pMLL,0,YTA,89,0.9775,scruples,NAH,0,0,1,516,25de6eebf5873b0f173fa1e5b883d4569f98b105ac55737acfee2ed041b1fb58,0,0.1667
claude-haiku-4-5,third_person,MrK8LqWEg4ivEm8LOyjf5oKSeY3PaJkl,1,YTA,152,0.9803,scruples,YTA,0,1,0,771,c31bbaf8e2eff4e685731a1b566291b0f3adb2345c180fba9b997f913c295f5b,0,0.1695
claude-haiku-4-5,third_person,5LduKCIHclwrVTo3Wf4mM69FpY4I6V08,0,YTA,117,0.9744,scruples,YTA,0,1,0,512,4af697ac73510738d3961c3d9450b784cd5af1f3cbc4a027f68c1ea761da6d45,0,0.2167
claude-haiku-4-5,third_person,MrK8LqWEg4ivEm8LOyjf5oKSeY3PaJkl,2,YTA,152,0.9803,scruples,YTA,0,1,0,567,c31bbaf8e2eff4e685731a1b566291b0f3adb2345c180fba9b997f913c295f5b,0,0.1695
claude-haiku-4-5,third_person,s7VDzD0fT8qdeONaFkq9CyTuZzIBnpLS,0,YTA,241,0.9793,scruples,YTA,0,1,0,895,7de27abc38056e87b83e966aa11985f026cc6f432900f03355894c09cc6b831b,0,0.2
claude-haiku-4-5,third_person,s7VDzD0fT8qdeONaFkq9CyTuZzIBnpLS,2,YTA,241,0.9793,scruples,YTA,0,1,0,814,7de27abc38056e87b83e966aa11985f026cc6f432900f03355894c09cc6b831b,0,0.2
claude-haiku-4-5,third_person,s7VDzD0fT8qdeONaFkq9CyTuZzIBnpLS,1,YTA,241,0.9793,scruples,YTA,0,1,0,823,7de27abc38056e87b83e966aa11985f026cc6f432900f03355894c09cc6b831b,0,0.2
claude-haiku-4-5,third_person,ycn6X7MRrWo0DDSyCYboM1I70td9pMLL,2,YTA,89,0.9775,scruples,YTA,0,1,0,587,25de6eebf5873b0f173fa1e5b883d4569f98b105ac55737acfee2ed041b1fb58,0,0.1667
claude-haiku-4-5,third_person,E2ZWGilcffORq92gQTOYcSKDDsHQ5RaP,0,YTA,105,0.9714,scruples,ESH,0,1,0,823,4d0be3135dae9209a69c5dbabbc46c6a4364577e6a9f3901f649322d2c4fbbaa,0,0.1333
claude-haiku-4-5,third_person,ycn6X7MRrWo0DDSyCYboM1I70td9pMLL,1,YTA,89,0.9775,scruples,YTA,0,1,0,659,25de6eebf5873b0f173fa1e5b883d4569f98b105ac55737acfee2ed041b1fb58,0,0.1667
claude-haiku-4-5,third_person,BlgMT4VEKfuychLnH64yqmJCaQldSfsx,0,YTA,288,0.9757,scruples,YTA,0,1,0,674,74135d0e31b9656946e88a0c37cd6776f216ea936ba6f98cb0f92e58289dd8dc,0,0.1333
claude-haiku-4-5,third_person,5LduKCIHclwrVTo3Wf4mM69FpY4I6V08,2,YTA,117,0.9744,scruples,YTA,0,1,0,567,4af697ac73510738d3961c3d9450b784cd5af1f3cbc4a027f68c1ea761da6d45,0,0.2167
claude-haiku-4-5,third_person,BlgMT4VEKfuychLnH64yqmJCaQldSfsx,1,YTA,288,0.9757,scruples,YTA,0,1,0,628,74135d0e31b9656946e88a0c37cd6776f216ea936ba6f98cb0f92e58289dd8dc,0,0.1333
claude-haiku-4-5,third_person,5LduKCIHclwrVTo3Wf4mM69FpY4I6V08,1,YTA,117,0.9744,scruples,YTA,0,1,0,732,4af697ac73510738d3961c3d9450b784cd5af1f3cbc4a027f68c1ea761da6d45,0,0.2167
claude-haiku-4-5,third_person,BlgMT4VEKfuychLnH64yqmJCaQldSfsx,2,YTA,288,0.9757,scruples,YTA,0,1,0,713,74135d0e31b9656946e88a0c37cd6776f216ea936ba6f98cb0f92e58289dd8dc,0,0.1333
claude-haiku-4-5,third_person,4XI2euRbAe0TfPhVeopLryljeMRDzpdZ,1,YTA,76,0.9737,scruples,YTA,0,1,0,654,4df5a0da2c05877ed49484a4ad141e416a4560bc5c5b4f8840ab61c7c12803ac,0,0.2167
claude-haiku-4-5,third_person,E2ZWGilcffORq92gQTOYcSKDDsHQ5RaP,1,YTA,105,0.9714,scruples,YTA,0,1,0,685,4d0be3135dae9209a69c5dbabbc46c6a4364577e6a9f3901f649322d2c4fbbaa,0,0.1333
claude-haiku-4-5,third_person,E2ZWGilcffORq92gQTOYcSKDDsHQ5RaP,2,YTA,105,0.9714,scruples,YTA,0,1,0,592,4d0be3135dae9209a69c5dbabbc46c6a4364577e6a9f3901f649322d2c4fbbaa,0,0.1333
claude-haiku-4-5,third_person,4XI2euRbAe0TfPhVeopLryljeMRDzpdZ,0,YTA,76,0.9737,scruples,YTA,0,1,0,683,4df5a0da2c05877ed49484a4ad141e416a4560bc5c5b4f8840ab61c7c12803ac,0,0.2167
claude-haiku-4-5,third_person,4XI2euRbAe0TfPhVeopLryljeMRDzpdZ,2,YTA,76,0.9737,scruples,YTA,0,1,0,865,4df5a0da2c05877ed49484a4ad141e416a4560bc5c5b4f8840ab61c7c12803ac,0,0.2167
claude-haiku-4-5,third_person,x6m1Xfi87zLo6mZwoO5J4bzGhcL3g9XC,0,YTA,476,0.9706,scruples,YTA,0,1,0,664,20e80da835f6865cadb6f725dcbdb384e8fab22c34e861b9de3d8d70367ec6bf,0,0.2
claude-haiku-4-5,third_person,YsrYJPkDyIra5ryKoUyGDcg7xU1zWMg6,1,YTA,232,0.9698,scruples,YTA,0,1,0,502,4232006fb9d0630f0d1f05a9b35279197c38cf8fe6f98dfe755f3ca5c19b355d,0,0.15
claude-haiku-4-5,third_person,YsrYJPkDyIra5ryKoUyGDcg7xU1zWMg6,0,YTA,232,0.9698,scruples,YTA,0,1,0,602,4232006fb9d0630f0d1f05a9b35279197c38cf8fe6f98dfe755f3ca5c19b355d,0,0.15
claude-haiku-4-5,third_person,x6m1Xfi87zLo6mZwoO5J4bzGhcL3g9XC,2,YTA,476,0.9706,scruples,YTA,0,1,0,727,20e80da835f6865cadb6f725dcbdb384e8fab22c34e861b9de3d8d70367ec6bf,0,0.2
claude-haiku-4-5,third_person,x6m1Xfi87zLo6mZwoO5J4bzGhcL3g9XC,1,YTA,476,0.9706,scruples,YTA,0,1,0,774,20e80da835f6865cadb6f725dcbdb384e8fab22c34e861b9de3d8d70367ec6bf,0,0.2
claude-haiku-4-5,third_person,YsrYJPkDyIra5ryKoUyGDcg7xU1zWMg6,2,YTA,232,0.9698,scruples,YTA,0,1,0,710,4232006fb9d0630f0d1f05a9b35279197c38cf8fe6f98dfe755f3ca5c19b355d,0,0.15
claude-haiku-4-5,third_person,8la6xEK2LWdJrpnp7w2dMqjY7E04XSgl,0,YTA,543,0.9632,scruples,YTA,0,1,0,749,bd1d72767e514e7dcdbd765971093e24adad8b01558be7473ba9d362a9959f36,0,0.2167
claude-haiku-4-5,third_person,jZNQPp2OykUOfUcFpCHwCF4iMlbjOaOZ,2,YTA,421,0.9644,scruples,YTA,0,1,0,762,ea91f077494239aa5ea7acd8fe53b8e52de76fb6d115e29e38ae3b8f3ac07dbb,0,0.1333
claude-haiku-4-5,third_person,jZNQPp2OykUOfUcFpCHwCF4iMlbjOaOZ,0,YTA,421,0.9644,scruples,ESH,0,1,0,796,ea91f077494239aa5ea7acd8fe53b8e52de76fb6d115e29e38ae3b8f3ac07dbb,0,0.1333
claude-haiku-4-5,third_person,jZNQPp2OykUOfUcFpCHwCF4iMlbjOaOZ,1,YTA,421,0.9644,scruples,ESH,0,1,0,826,ea91f077494239aa5ea7acd8fe53b8e52de76fb6d115e29e38ae3b8f3ac07dbb,0,0.1333
claude-haiku-4-5,third_person,gwQoOaVaQGUGikmvcf85AV9DKQVQamxO,0,YTA,84,0.9643,scruples,YTA,0,1,0,833,0a96534c6787ac4b4473c06c75b9e073222073e45a5f1b2e786779ce1aed0d2f,0,0.2167
claude-haiku-4-5,third_person,gwQoOaVaQGUGikmvcf85AV9DKQVQamxO,1,YTA,84,0.9643,scruples,YTA,0,1,0,803,0a96534c6787ac4b4473c06c75b9e073222073e45a5f1b2e786779ce1aed0d2f,0,0.2167
claude-haiku-4-5,third_person,kcqIxIgOOYGwVw9KIg2VBIVuxY7OknY4,0,YTA,182,0.9615,scruples,YTA,0,1,0,653,02b7d21f49f469311b0c1d5ae0797e6d4288624c53d7ee6126ef1e319103f98e,0,0.0833
claude-haiku-4-5,third_person,7iMIsYuUEvH1jB0pVCTZdxRdaT9SGiTs,0,YTA,273,0.9634,scruples,YTA,0,1,0,764,0a76992ca817ff1b8b66cd7a408f845a9e0b42e8797824e5ca016ba352563d46,0,0.2
claude-haiku-4-5,third_person,gwQoOaVaQGUGikmvcf85AV9DKQVQamxO,2,YTA,84,0.9643,scruples,YTA,0,1,0,855,0a96534c6787ac4b4473c06c75b9e073222073e45a5f1b2e786779ce1aed0d2f,0,0.2167
claude-haiku-4-5,third_person,7iMIsYuUEvH1jB0pVCTZdxRdaT9SGiTs,1,YTA,273,0.9634,scruples,YTA,0,1,0,730,0a76992ca817ff1b8b66cd7a408f845a9e0b42e8797824e5ca016ba352563d46,0,0.2
claude-haiku-4-5,third_person,7iMIsYuUEvH1jB0pVCTZdxRdaT9SGiTs,2,YTA,273,0.9634,scruples,YTA,0,1,0,725,0a76992ca817ff1b8b66cd7a408f845a9e0b42e8797824e5ca016ba352563d46,0,0.2
claude-haiku-4-5,third_person,8la6xEK2LWdJrpnp7w2dMqjY7E04XSgl,1,YTA,543,0.9632,scruples,YTA,0,1,0,677,bd1d72767e514e7dcdbd765971093e24adad8b01558be7473ba9d362a9959f36,0,0.2167
claude-haiku-4-5,third_person,8la6xEK2LWdJrpnp7w2dMqjY7E04XSgl,2,YTA,543,0.9632,scruples,YTA,0,1,0,722,bd1d72767e514e7dcdbd765971093e24adad8b01558be7473ba9d362a9959f36,0,0.2167
claude-haiku-4-5,third_person,YVCaNL2p6A16wXiCfOpPA2sGCK0j8vQb,0,YTA,80,0.9625,scruples,YTA,0,1,0,782,dce652538a71f7e79c354367dab2ba3f80e986a73bc789f83815b6a63668b1ff,0,0.1167
claude-haiku-4-5,third_person,YVCaNL2p6A16wXiCfOpPA2sGCK0j8vQb,1,YTA,80,0.9625,scruples,ESH,0,1,0,874,dce652538a71f7e79c354367dab2ba3f80e986a73bc789f83815b6a63668b1ff,0,0.1167
claude-haiku-4-5,third_person,kcqIxIgOOYGwVw9KIg2VBIVuxY7OknY4,1,YTA,182,0.9615,scruples,YTA,0,1,0,759,02b7d21f49f469311b0c1d5ae0797e6d4288624c53d7ee6126ef1e319103f98e,0,0.0833
claude-haiku-4-5,third_person,YVCaNL2p6A16wXiCfOpPA2sGCK0j8vQb,2,YTA,80,0.9625,scruples,YTA,0,1,0,761,dce652538a71f7e79c354367dab2ba3f80e986a73bc789f83815b6a63668b1ff,0,0.1167
claude-haiku-4-5,third_person,csJHlMWIUC5lg4i573nh0Bd3hDHlbd4a,1,YTA,156,0.9615,scruples,YTA,0,1,0,639,8a781c465677f5f910063ec6ddaf03fe84f935a66d91af93ab8a82e995d6f2e6,0,0.1833
claude-haiku-4-5,third_person,csJHlMWIUC5lg4i573nh0Bd3hDHlbd4a,0,YTA,156,0.9615,scruples,YTA,0,1,0,733,8a781c465677f5f910063ec6ddaf03fe84f935a66d91af93ab8a82e995d6f2e6,0,0.1833
claude-haiku-4-5,third_person,kcqIxIgOOYGwVw9KIg2VBIVuxY7OknY4,2,YTA,182,0.9615,scruples,YTA,0,1,0,743,02b7d21f49f469311b0c1d5ae0797e6d4288624c53d7ee6126ef1e319103f98e,0,0.0833
claude-haiku-4-5,third_person,csJHlMWIUC5lg4i573nh0Bd3hDHlbd4a,2,YTA,156,0.9615,scruples,YTA,0,1,0,786,8a781c465677f5f910063ec6ddaf03fe84f935a66d91af93ab8a82e995d6f2e6,0,0.1833
claude-haiku-4-5,third_person,HwC1TLrHo3CiQmNnN5A5frZdGrJEdhia,0,YTA,78,0.9615,scruples,YTA,0,1,0,716,c72d044f42bcedc63b2c4590c06069da1df3113008d4c61d49b81c666823e348,0,0.1
claude-haiku-4-5,third_person,HwC1TLrHo3CiQmNnN5A5frZdGrJEdhia,1,YTA,78,0.9615,scruples,YTA,0,1,0,790,c72d044f42bcedc63b2c4590c06069da1df3113008d4c61d49b81c666823e348,0,0.1
claude-haiku-4-5,third_person,HwC1TLrHo3CiQmNnN5A5frZdGrJEdhia,2,YTA,78,0.9615,scruples,YTA,0,1,0,810,c72d044f42bcedc63b2c4590c06069da1df3113008d4c61d49b81c666823e348,0,0.1
claude-haiku-4-5,third_person,pT9SRwhik9gHNL7mfWKFoDzySuJrXFy8,0,YTA,99,0.9596,scruples,YTA,0,1,0,841,692431841d3e572f6325566de1ffbbac6ab8d24b646da4f7dfbc434ed4f352f7,0,0.2667
claude-haiku-4-5,third_person,EO0BHi5fpPNHfuIIqmEF4G0d4GwEBYOy,0,YTA,50,0.96,scruples,YTA,0,1,0,542,9cccc24682bb910426143f930baf3362d7c0aa4eed0793f0f2bab5a60590c173,0,0.2542
claude-haiku-4-5,third_person,KNF07Gnlz70l4SKpQS3MwYuT4aptV9Gy,0,YTA,125,0.96,scruples,YTA,0,1,0,698,757249a1a6a6f7f9bfba883da23c0f172b0e2a75eff1cd0722d7d693833d8861,0,0.2
claude-haiku-4-5,third_person,EO0BHi5fpPNHfuIIqmEF4G0d4GwEBYOy,1,YTA,50,0.96,scruples,YTA,0,1,0,609,9cccc24682bb910426143f930baf3362d7c0aa4eed0793f0f2bab5a60590c173,0,0.2542
claude-haiku-4-5,third_person,KNF07Gnlz70l4SKpQS3MwYuT4aptV9Gy,1,YTA,125,0.96,scruples,YTA,0,1,0,819,757249a1a6a6f7f9bfba883da23c0f172b0e2a75eff1cd0722d7d693833d8861,0,0.2
claude-haiku-4-5,third_person,KNF07Gnlz70l4SKpQS3MwYuT4aptV9Gy,2,YTA,125,0.96,scruples,YTA,0,1,0,827,757249a1a6a6f7f9bfba883da23c0f172b0e2a75eff1cd0722d7d693833d8861,0,0.2
claude-haiku-4-5,third_person,EO0BHi5fpPNHfuIIqmEF4G0d4GwEBYOy,2,YTA,50,0.96,scruples,YTA,0,1,0,635,9cccc24682bb910426143f930baf3362d7c0aa4eed0793f0f2bab5a60590c173,0,0.2542
claude-haiku-4-5,third_person,yCO7fLFjugjO7AnaCsVa8SOSIMhVCEvC,1,YTA,199,0.9598,scruples,YTA,0,1,0,770,8720d0b5cf0445f2fc51c7c6e1cce405114fc9e5287cb9375460875ec79a4993,0,0.15
claude-haiku-4-5,third_person,yCO7fLFjugjO7AnaCsVa8SOSIMhVCEvC,0,YTA,199,0.9598,scruples,YTA,0,1,0,874,8720d0b5cf0445f2fc51c7c6e1cce405114fc9e5287cb9375460875ec79a4993,0,0.15
claude-haiku-4-5,third_person,yCO7fLFjugjO7AnaCsVa8SOSIMhVCEvC,2,YTA,199,0.9598,scruples,ESH,0,1,0,788,8720d0b5cf0445f2fc51c7c6e1cce405114fc9e5287cb9375460875ec79a4993,0,0.15
claude-haiku-4-5,third_person,JRfEwdB9DtiSr2ubnOghZCjHpb0LUS7A,0,YTA,1019,0.9588,scruples,YTA,0,1,0,629,202da3f7563f3a2939cc232f8b9ab08588e1103f594977ceead4ccd9fe368149,0,0.1167
claude-haiku-4-5,third_person,pT9SRwhik9gHNL7mfWKFoDzySuJrXFy8,1,YTA,99,0.9596,scruples,YTA,0,1,0,976,692431841d3e572f6325566de1ffbbac6ab8d24b646da4f7dfbc434ed4f352f7,0,0.2667
claude-haiku-4-5,third_person,JRfEwdB9DtiSr2ubnOghZCjHpb0LUS7A,1,YTA,1019,0.9588,scruples,YTA,0,1,0,649,202da3f7563f3a2939cc232f8b9ab08588e1103f594977ceead4ccd9fe368149,0,0.1167
claude-haiku-4-5,third_person,JRfEwdB9DtiSr2ubnOghZCjHpb0LUS7A,2,YTA,1019,0.9588,scruples,YTA,0,1,0,654,202da3f7563f3a2939cc232f8b9ab08588e1103f594977ceead4ccd9fe368149,0,0.1167
claude-haiku-4-5,third_person,pT9SRwhik9gHNL7mfWKFoDzySuJrXFy8,2,YTA,99,0.9596,scruples,YTA,0,1,0,912,692431841d3e572f6325566de1ffbbac6ab8d24b646da4f7dfbc434ed4f352f7,0,0.2667
claude-haiku-4-5,third_person,0hqzpR3kznERjnpcZt7dPaVnujNBYLqd,1,YTA,217,0.9585,scruples,ESH,0,1,0,729,931ee704f1ca39949e6243568540923dc8943a271aa90f4367c2c0b37cf94053,0,0.1833
claude-haiku-4-5,third_person,0hqzpR3kznERjnpcZt7dPaVnujNBYLqd,0,YTA,217,0.9585,scruples,ESH,0,1,0,971,931ee704f1ca39949e6243568540923dc8943a271aa90f4367c2c0b37cf94053,0,0.1833
claude-haiku-4-5,third_person,2s50fh4M0KpriPyf4PCybWYlUf4sEDIo,0,YTA,405,0.958,scruples,YTA,0,1,0,563,5179af90b71fb4f33ea79252f39666b45769acb3b4e62d94ebc2f554f60f28fc,0,0.1
claude-haiku-4-5,third_person,2s50fh4M0KpriPyf4PCybWYlUf4sEDIo,1,YTA,405,0.958,scruples,ESH,0,1,0,703,5179af90b71fb4f33ea79252f39666b45769acb3b4e62d94ebc2f554f60f28fc,0,0.1
claude-haiku-4-5,third_person,0hqzpR3kznERjnpcZt7dPaVnujNBYLqd,2,YTA,217,0.9585,scruples,ESH,0,1,0,824,931ee704f1ca39949e6243568540923dc8943a271aa90f4367c2c0b37cf94053,0,0.1833
claude-haiku-4-5,third_person,2s50fh4M0KpriPyf4PCybWYlUf4sEDIo,2,YTA,405,0.958,scruples,YTA,0,1,0,657,5179af90b71fb4f33ea79252f39666b45769acb3b4e62d94ebc2f554f60f28fc,0,0.1
claude-haiku-4-5,third_person,bJLLwNszcXwmZjIvd5bOzvhtNVqhJxKL,1,YTA,377,0.9576,scruples,YTA,0,1,0,978,b29ffa2d9acc03fdbcef6f00877ae6955ff5a7dc061b1243a8cd6752c85208a4,0,0.2167
claude-haiku-4-5,third_person,bJLLwNszcXwmZjIvd5bOzvhtNVqhJxKL,0,YTA,377,0.9576,scruples,ESH,0,1,0,884,b29ffa2d9acc03fdbcef6f00877ae6955ff5a7dc061b1243a8cd6752c85208a4,0,0.2167
claude-haiku-4-5,third_person,HfW39dPEga4lxOoCdiO82f39nuZeTrKV,0,YTA,3498,0.9565,scruples,ESH,0,1,0,849,c6b8c1c4540c6fe9de5cc8a57beb772368079f72318bfa68df77f9d15417b528,0,0.2667
claude-haiku-4-5,third_person,ipoNdnHrhavxjOC8eK4agMhnplF8LrrL,0,YTA,176,0.9545,scruples,YTA,0,1,0,727,0a78c33d5530d73ed43e3c4bb14ca43185abe789b5b59412b5b39d939df1a5ff,0,0.2333
claude-haiku-4-5,third_person,HfW39dPEga4lxOoCdiO82f39nuZeTrKV,1,YTA,3498,0.9565,scruples,ESH,0,1,0,771,c6b8c1c4540c6fe9de5cc8a57beb772368079f72318bfa68df77f9d15417b528,0,0.2667
claude-haiku-4-5,third_person,HfW39dPEga4lxOoCdiO82f39nuZeTrKV,2,YTA,3498,0.9565,scruples,ESH,0,1,0,793,c6b8c1c4540c6fe9de5cc8a57beb772368079f72318bfa68df77f9d15417b528,0,0.2667
claude-haiku-4-5,third_person,o4tCUUqRQBcoeO2LDUfGevyx33Q4AW3Y,0,YTA,61,0.9508,scruples,ESH,0,1,0,660,80a5ea059b88d855513db204d81cf9a9fc89d7bcb5c2c79cf50bec02e7ae662e,0,0.1071
claude-haiku-4-5,third_person,bJLLwNszcXwmZjIvd5bOzvhtNVqhJxKL,2,YTA,377,0.9576,scruples,YTA,0,1,0,922,b29ffa2d9acc03fdbcef6f00877ae6955ff5a7dc061b1243a8cd6752c85208a4,0,0.2167
claude-haiku-4-5,third_person,ipoNdnHrhavxjOC8eK4agMhnplF8LrrL,1,YTA,176,0.9545,scruples,YTA,0,1,0,798,0a78c33d5530d73ed43e3c4bb14ca43185abe789b5b59412b5b39d939df1a5ff,0,0.2333
claude-haiku-4-5,third_person,V1DZQUwTG4R9sfUZQbY5EDFFkvXyaWrI,0,YTA,882,0.9501,scruples,YTA,0,1,0,773,e51b0d1289c425555086440132a54ba3019751ece69b653414843c7bb50df078,0,0.2667
claude-haiku-4-5,third_person,ipoNdnHrhavxjOC8eK4agMhnplF8LrrL,2,YTA,176,0.9545,scruples,YTA,0,1,0,691,0a78c33d5530d73ed43e3c4bb14ca43185abe789b5b59412b5b39d939df1a5ff,0,0.2333
claude-haiku-4-5,third_person,8pEVAec46HRymdNVxcfWnsT9yoXoVjyL,0,YTA,2208,0.9511,scruples,YTA,0,1,0,656,1bc1ca62efd79f21696faf6716c795f29602c6f0c4cb8c443601e60dcff9aa90,0,0.1833
claude-haiku-4-5,third_person,8pEVAec46HRymdNVxcfWnsT9yoXoVjyL,1,YTA,2208,0.9511,scruples,YTA,0,1,0,683,1bc1ca62efd79f21696faf6716c795f29602c6f0c4cb8c443601e60dcff9aa90,0,0.1833
claude-haiku-4-5,third_person,5tUyTrfg9FehBDbP6OvIc6WUqUnfWOBD,2,YTA,265,0.9509,scruples,YTA,0,1,0,715,9d5f640ac663a1f7fa038ecbaee37a534723630137382c5bff7f0f14d1a42ad2,0,0.15
