model,scaffold,arm,item_id,sample_idx,gold_verdict,role_id,paper_role,role_stake,group_verdict,group_at_fault,synthesis_verdict,r3_label,r3_label_parsed,r3_objection_kind,r3_objection_len,objected_r3,objection_unstated,modification_addressed,vote,reject,vote_parsed,revised_r4,stake_undermined,finish_reason,truncated,output_len
claude-haiku-4-5,narrative_cot,third_person,4oS4VNOp3uT9c9O1wBW0xUqNT9cRv6dV,0,YTA,counterparty,unmapped,at_fault,YTA,1,YTA,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,0,end_turn,0,1786
claude-haiku-4-5,narrative_cot,third_person,4oS4VNOp3uT9c9O1wBW0xUqNT9cRv6dV,0,YTA,neutral_adjudicator,third_party,none,YTA,1,YTA,ACCEPT,1,,0,0,0,1,NOVERDICT,0,0,0,0,max_tokens,1,2336
claude-haiku-4-5,narrative_cot,third_person,54QBph3dcsPxoxHazHvrDehomy5g7OW7,0,YTA,writer_advocate,primary_affected,not_at_fault,YTA,1,YTA,ACCEPT,1,,0,0,0,0,NOVERDICT,0,0,0,1,max_tokens,1,2320
claude-haiku-4-5,narrative_cot,third_person,54QBph3dcsPxoxHazHvrDehomy5g7OW7,0,YTA,counterparty,unmapped,at_fault,YTA,1,YTA,NOVERDICT,0,modification,107,0,0,1,NOVERDICT,0,0,0,0,max_tokens,1,2478
claude-haiku-4-5,narrative_cot,third_person,54QBph3dcsPxoxHazHvrDehomy5g7OW7,0,YTA,neutral_adjudicator,third_party,none,YTA,1,YTA,ACCEPT,1,,0,0,0,0,NOVERDICT,0,0,0,0,max_tokens,1,2357
claude-haiku-4-5,narrative_cot,third_person,4kgy145GkVQdIoojVXjQwIZNf13Pccmp,0,YTA,writer_advocate,primary_affected,not_at_fault,YTA,1,YTA,ACCEPT,1,,0,0,0,1,NOVERDICT,0,0,0,1,max_tokens,1,2199
claude-haiku-4-5,narrative_cot,third_person,4kgy145GkVQdIoojVXjQwIZNf13Pccmp,0,YTA,counterparty,unmapped,at_fault,YTA,1,YTA,ACCEPT,1,,0,0,0,1,NOVERDICT,0,0,0,0,max_tokens,1,2309
claude-haiku-4-5,narrative_cot,third_person,4kgy145GkVQdIoojVXjQwIZNf13Pccmp,0,YTA,neutral_adjudicator,third_party,none,YTA,1,YTA,ACCEPT,1,,0,0,0,1,NOVERDICT,0,0,0,0,max_tokens,1,2303
claude-haiku-4-5,narrative_cot,third_person,4xHrrnrdLbuzYj3WYWuCsbEKbhSebLtQ,0,YTA,writer_advocate,primary_affected,not_at_fault,YTA,1,YTA,ACCEPT,1,,0,0,0,1,NOVERDICT,0,0,0,1,max_tokens,1,2278
claude-haiku-4-5,narrative_cot,third_person,4xHrrnrdLbuzYj3WYWuCsbEKbhSebLtQ,0,YTA,counterparty,unmapped,at_fault,YTA,1,YTA,ACCEPT,1,,0,0,0,1,NOVERDICT,0,0,0,0,max_tokens,1,2307
claude-haiku-4-5,narrative_cot,third_person,4xHrrnrdLbuzYj3WYWuCsbEKbhSebLtQ,0,YTA,neutral_adjudicator,third_party,none,YTA,1,YTA,ACCEPT,1,,0,0,0,1,NOVERDICT,0,0,0,0,max_tokens,1,2393
claude-haiku-4-5,narrative_cot,third_person,5LduKCIHclwrVTo3Wf4mM69FpY4I6V08,0,YTA,writer_advocate,primary_affected,not_at_fault,YTA,1,YTA,ACCEPT,1,,0,0,0,1,NOVERDICT,0,0,0,1,max_tokens,1,2497
claude-haiku-4-5,narrative_cot,third_person,5LduKCIHclwrVTo3Wf4mM69FpY4I6V08,0,YTA,counterparty,unmapped,at_fault,YTA,1,YTA,ACCEPT,1,,0,0,0,1,NOVERDICT,0,0,0,0,max_tokens,1,2503
claude-haiku-4-5,narrative_cot,third_person,5LduKCIHclwrVTo3Wf4mM69FpY4I6V08,0,YTA,neutral_adjudicator,third_party,none,YTA,1,YTA,ACCEPT,1,,0,0,0,1,NOVERDICT,0,0,0,0,max_tokens,1,2462
claude-haiku-4-5,narrative_cot,third_person,4XI2euRbAe0TfPhVeopLryljeMRDzpdZ,0,YTA,writer_advocate,primary_affected,not_at_fault,YTA,1,YTA,REJECT,1,unresolvable,300,1,0,1,ACCEPT,0,1,1,1,end_turn,0,791
claude-haiku-4-5,narrative_cot,third_person,4XI2euRbAe0TfPhVeopLryljeMRDzpdZ,0,YTA,counterparty,unmapped,at_fault,YTA,1,YTA,ACCEPT_WITH_MODIFICATION,1,modification,334,1,0,1,NOVERDICT,0,0,0,0,max_tokens,1,2296
claude-haiku-4-5,narrative_cot,third_person,4XI2euRbAe0TfPhVeopLryljeMRDzpdZ,0,YTA,neutral_adjudicator,third_party,none,YTA,1,YTA,ACCEPT_WITH_MODIFICATION,1,modification,248,1,0,1,NOVERDICT,0,0,0,0,max_tokens,1,2374
claude-haiku-4-5,narrative_cot,third_person,5tUyTrfg9FehBDbP6OvIc6WUqUnfWOBD,0,YTA,writer_advocate,primary_affected,not_at_fault,YTA,1,YTA,ACCEPT,1,,0,0,0,0,NOVERDICT,0,0,0,1,max_tokens,1,2288
claude-haiku-4-5,narrative_cot,third_person,5tUyTrfg9FehBDbP6OvIc6WUqUnfWOBD,0,YTA,counterparty,unmapped,at_fault,YTA,1,YTA,ACCEPT,1,,0,0,0,0,NOVERDICT,0,0,0,0,max_tokens,1,2358
claude-haiku-4-5,narrative_cot,third_person,5tUyTrfg9FehBDbP6OvIc6WUqUnfWOBD,0,YTA,neutral_adjudicator,third_party,none,YTA,1,YTA,NOVERDICT,0,,0,0,0,0,NOVERDICT,0,0,0,0,max_tokens,1,2406
claude-haiku-4-5,narrative_cot,third_person,5oLftSd1P6fHfJUBeACwP9MWjxqtBX8Y,0,YTA,writer_advocate,primary_affected,not_at_fault,YTA,1,YTA,NOVERDICT,0,,0,0,0,0,NOVERDICT,0,0,0,1,max_tokens,1,2176
claude-haiku-4-5,narrative_cot,third_person,5oLftSd1P6fHfJUBeACwP9MWjxqtBX8Y,0,YTA,counterparty,unmapped,at_fault,YTA,1,YTA,ACCEPT,1,,0,0,0,0,NOVERDICT,0,0,0,0,max_tokens,1,2213
claude-haiku-4-5,narrative_cot,third_person,5oLftSd1P6fHfJUBeACwP9MWjxqtBX8Y,0,YTA,neutral_adjudicator,third_party,none,YTA,1,YTA,ACCEPT,1,,0,0,0,0,NOVERDICT,0,0,0,0,max_tokens,1,2121
claude-haiku-4-5,narrative_cot,third_person,0QhNF8tvIJOj1UEwwofC3B67eLqta8Xj,0,NTA,writer_advocate,primary_affected,not_at_fault,UNRESOLVED,0,NTA,ACCEPT,1,,0,0,0,1,REJECT,1,1,0,,end_turn,0,1968
claude-haiku-4-5,narrative_cot,third_person,0QhNF8tvIJOj1UEwwofC3B67eLqta8Xj,0,NTA,counterparty,unmapped,at_fault,UNRESOLVED,0,NTA,ACCEPT,1,,0,0,0,1,REJECT,1,1,0,,end_turn,0,1153
claude-haiku-4-5,narrative_cot,third_person,0QhNF8tvIJOj1UEwwofC3B67eLqta8Xj,0,NTA,neutral_adjudicator,third_party,none,UNRESOLVED,0,NTA,ACCEPT_WITH_MODIFICATION,1,modification,174,1,0,1,NOVERDICT,0,0,0,,max_tokens,1,2463
claude-haiku-4-5,narrative_cot,third_person,0oBnjnnzOVm56vjgmS1ii7yDRAlWUbsd,0,NTA,writer_advocate,primary_affected,not_at_fault,NTA,0,NTA,ACCEPT,1,,0,0,0,1,NOVERDICT,0,0,0,0,max_tokens,1,2432
claude-haiku-4-5,narrative_cot,third_person,0oBnjnnzOVm56vjgmS1ii7yDRAlWUbsd,0,NTA,counterparty,unmapped,at_fault,NTA,0,NTA,ACCEPT,1,,0,0,0,1,NOVERDICT,0,0,0,1,max_tokens,1,2334
claude-haiku-4-5,narrative_cot,third_person,0oBnjnnzOVm56vjgmS1ii7yDRAlWUbsd,0,NTA,neutral_adjudicator,third_party,none,NTA,0,NTA,ACCEPT,1,,0,0,0,1,NOVERDICT,0,0,0,0,max_tokens,1,2224
claude-haiku-4-5,narrative_cot,third_person,1fqO43KdQH8wJXSwDxiPbh43dbXtlfg1,0,NTA,writer_advocate,primary_affected,not_at_fault,NTA,0,NTA,ACCEPT,1,,0,0,0,0,NOVERDICT,0,0,0,0,max_tokens,1,2275
claude-haiku-4-5,narrative_cot,third_person,1fqO43KdQH8wJXSwDxiPbh43dbXtlfg1,0,NTA,counterparty,unmapped,at_fault,NTA,0,NTA,ACCEPT,1,,0,0,0,0,NOVERDICT,0,0,0,1,max_tokens,1,2302
claude-haiku-4-5,narrative_cot,third_person,1fqO43KdQH8wJXSwDxiPbh43dbXtlfg1,0,NTA,neutral_adjudicator,third_party,none,NTA,0,NTA,ACCEPT,1,,0,0,0,0,NOVERDICT,0,0,0,0,max_tokens,1,2402
claude-haiku-4-5,narrative_cot,third_person,0R2Vnvyo8jR1AiYjzvvriatmITGoP4rB,0,NTA,writer_advocate,primary_affected,not_at_fault,ESH,1,YTA,ACCEPT_WITH_MODIFICATION,1,modification,347,1,0,1,NOVERDICT,0,0,0,1,max_tokens,1,2331
claude-haiku-4-5,narrative_cot,third_person,0R2Vnvyo8jR1AiYjzvvriatmITGoP4rB,0,NTA,counterparty,unmapped,at_fault,ESH,1,YTA,NOVERDICT,0,unresolvable,287,0,0,1,NOVERDICT,0,0,0,0,max_tokens,1,2261
claude-haiku-4-5,narrative_cot,third_person,0R2Vnvyo8jR1AiYjzvvriatmITGoP4rB,0,NTA,neutral_adjudicator,third_party,none,ESH,1,YTA,ACCEPT_WITH_MODIFICATION,1,modification,278,1,0,1,NOVERDICT,0,0,0,0,max_tokens,1,2300
claude-haiku-4-5,narrative_cot,third_person,0ujpmFZgjSwppevaKuHuvpdwdYun35YG,0,NTA,writer_advocate,primary_affected,not_at_fault,NTA,0,NTA,ACCEPT,1,,0,0,0,1,NOVERDICT,0,0,0,0,max_tokens,1,2318
claude-haiku-4-5,narrative_cot,third_person,0ujpmFZgjSwppevaKuHuvpdwdYun35YG,0,NTA,counterparty,unmapped,at_fault,NTA,0,NTA,ACCEPT,1,,0,0,0,1,NOVERDICT,0,0,0,1,max_tokens,1,2339
claude-haiku-4-5,narrative_cot,third_person,0ujpmFZgjSwppevaKuHuvpdwdYun35YG,0,NTA,neutral_adjudicator,third_party,none,NTA,0,NTA,ACCEPT,1,,0,0,0,1,NOVERDICT,0,0,0,0,max_tokens,1,2285
claude-haiku-4-5,narrative_cot,third_person,2i2aJTqfcNfRiicybOprkLY6VB3mrZy1,0,NTA,writer_advocate,primary_affected,not_at_fault,NTA,0,NTA,NOVERDICT,0,,0,0,0,0,NOVERDICT,0,0,0,0,max_tokens,1,2454
claude-haiku-4-5,narrative_cot,third_person,2i2aJTqfcNfRiicybOprkLY6VB3mrZy1,0,NTA,counterparty,unmapped,at_fault,NTA,0,NTA,ACCEPT,1,,0,0,0,1,NOVERDICT,0,0,0,1,max_tokens,1,2481
claude-haiku-4-5,narrative_cot,third_person,2i2aJTqfcNfRiicybOprkLY6VB3mrZy1,0,NTA,neutral_adjudicator,third_party,none,NTA,0,NTA,ACCEPT,1,,0,0,0,1,NOVERDICT,0,0,0,0,max_tokens,1,2380
claude-haiku-4-5,narrative_cot,third_person,266TVkkMYkZjjPJyQh5GnIT5BGNspUol,0,NTA,writer_advocate,primary_affected,not_at_fault,NTA,0,NTA,ACCEPT,1,,0,0,0,1,NOVERDICT,0,0,0,0,max_tokens,1,2303
claude-haiku-4-5,narrative_cot,third_person,266TVkkMYkZjjPJyQh5GnIT5BGNspUol,0,NTA,counterparty,unmapped,at_fault,NTA,0,NTA,ACCEPT,1,,0,0,0,1,NOVERDICT,0,0,0,1,max_tokens,1,2422
claude-haiku-4-5,narrative_cot,third_person,266TVkkMYkZjjPJyQh5GnIT5BGNspUol,0,NTA,neutral_adjudicator,third_party,none,NTA,0,NTA,ACCEPT_WITH_MODIFICATION,1,modification,287,1,0,1,NOVERDICT,0,0,0,0,max_tokens,1,2319
claude-haiku-4-5,narrative_cot,third_person,4OFVuWvvtd2QU9sSdDueEnCzzdXm8sQR,0,NTA,writer_advocate,primary_affected,not_at_fault,NTA,0,NTA,ACCEPT,1,,0,0,0,1,NOVERDICT,0,0,0,0,max_tokens,1,2276
claude-haiku-4-5,narrative_cot,third_person,4OFVuWvvtd2QU9sSdDueEnCzzdXm8sQR,0,NTA,counterparty,unmapped,at_fault,NTA,0,NTA,ACCEPT,1,,0,0,0,1,NOVERDICT,0,0,0,1,max_tokens,1,2224
claude-haiku-4-5,narrative_cot,third_person,4OFVuWvvtd2QU9sSdDueEnCzzdXm8sQR,0,NTA,neutral_adjudicator,third_party,none,NTA,0,NTA,ACCEPT_WITH_MODIFICATION,1,modification,302,1,0,1,NOVERDICT,0,0,0,0,max_tokens,1,2200
claude-haiku-4-5,narrative_cot,third_person,51hfZ9KFlRwj1adKCNFgKDjVgcmGvy5V,0,NTA,writer_advocate,primary_affected,not_at_fault,NTA,0,NTA,ACCEPT,1,,0,0,0,1,NOVERDICT,0,0,0,0,max_tokens,1,2280
claude-haiku-4-5,narrative_cot,third_person,51hfZ9KFlRwj1adKCNFgKDjVgcmGvy5V,0,NTA,counterparty,unmapped,at_fault,NTA,0,NTA,ACCEPT,1,,0,0,0,1,NOVERDICT,0,0,0,1,max_tokens,1,2383
claude-haiku-4-5,narrative_cot,third_person,51hfZ9KFlRwj1adKCNFgKDjVgcmGvy5V,0,NTA,neutral_adjudicator,third_party,none,NTA,0,NTA,ACCEPT,1,,0,0,0,1,NOVERDICT,0,0,0,0,max_tokens,1,2378
claude-haiku-4-5,narrative_cot,third_person,7Nr2AneYvNM5OD9rMTAhpuMQiJ3NzOuz,0,NTA,writer_advocate,primary_affected,not_at_fault,NTA,0,ESH,REJECT,1,unresolvable,221,1,0,1,ACCEPT,0,1,1,0,end_turn,0,1217
claude-haiku-4-5,narrative_cot,third_person,7Nr2AneYvNM5OD9rMTAhpuMQiJ3NzOuz,0,NTA,counterparty,unmapped,at_fault,NTA,0,ESH,REJECT,1,unresolvable,253,1,0,1,NOVERDICT,0,0,0,1,max_tokens,1,2431
claude-haiku-4-5,narrative_cot,third_person,7Nr2AneYvNM5OD9rMTAhpuMQiJ3NzOuz,0,NTA,neutral_adjudicator,third_party,none,NTA,0,ESH,NOVERDICT,0,unresolvable,453,0,0,1,ACCEPT,0,1,0,0,end_turn,0,552
claude-haiku-4-5,narrative_cot,third_person,5pjNUKiZqPxfhNeR05NVKQaEjF2u0ayj,0,NTA,writer_advocate,primary_affected,not_at_fault,NTA,0,NTA,ACCEPT,1,,0,0,0,1,NOVERDICT,0,0,0,0,max_tokens,1,2222
claude-haiku-4-5,narrative_cot,third_person,5pjNUKiZqPxfhNeR05NVKQaEjF2u0ayj,0,NTA,counterparty,unmapped,at_fault,NTA,0,NTA,ACCEPT,1,,0,0,0,1,NOVERDICT,0,0,0,1,max_tokens,1,2234
claude-haiku-4-5,narrative_cot,third_person,5pjNUKiZqPxfhNeR05NVKQaEjF2u0ayj,0,NTA,neutral_adjudicator,third_party,none,NTA,0,NTA,NOVERDICT,0,,0,0,0,0,NOVERDICT,0,0,0,0,max_tokens,1,2343
claude-haiku-4-5,narrative_cot,third_person,5JAyXTEdlc2PpZehHKAsLneJHW0St7Bo,0,NTA,writer_advocate,primary_affected,not_at_fault,NTA,0,ESH,NOVERDICT,0,,0,0,0,1,NOVERDICT,0,0,0,0,max_tokens,1,2296
claude-haiku-4-5,narrative_cot,third_person,5JAyXTEdlc2PpZehHKAsLneJHW0St7Bo,0,NTA,counterparty,unmapped,at_fault,NTA,0,ESH,REJECT,1,unresolvable,326,1,0,1,ACCEPT,0,1,1,1,end_turn,0,546
claude-haiku-4-5,narrative_cot,third_person,5JAyXTEdlc2PpZehHKAsLneJHW0St7Bo,0,NTA,neutral_adjudicator,third_party,none,NTA,0,ESH,NOVERDICT,0,,0,0,0,1,NOVERDICT,0,0,0,0,max_tokens,1,2359
claude-haiku-4-5,narrative_cot,third_person,6vHZ1SZhQDboesKx8GXud8GfnsBNOukp,0,NTA,writer_advocate,primary_affected,not_at_fault,NTA,0,NTA,ACCEPT,1,,0,0,0,1,NOVERDICT,0,0,0,0,max_tokens,1,2285
claude-haiku-4-5,narrative_cot,third_person,6vHZ1SZhQDboesKx8GXud8GfnsBNOukp,0,NTA,counterparty,unmapped,at_fault,NTA,0,NTA,ACCEPT,1,,0,0,0,0,NOVERDICT,0,0,0,1,max_tokens,1,2210
claude-haiku-4-5,narrative_cot,third_person,6vHZ1SZhQDboesKx8GXud8GfnsBNOukp,0,NTA,neutral_adjudicator,third_party,none,NTA,0,NTA,NOVERDICT,0,,0,0,0,1,NOVERDICT,0,0,0,0,max_tokens,1,2323
claude-haiku-4-5,narrative_cot,third_person,7RMX6biep54Hvsykzi7Fs6YePciC4iSl,0,NTA,writer_advocate,primary_affected,not_at_fault,NTA,0,NTA,ACCEPT,1,,0,0,0,0,NOVERDICT,0,0,0,0,max_tokens,1,2482
claude-haiku-4-5,narrative_cot,third_person,7RMX6biep54Hvsykzi7Fs6YePciC4iSl,0,NTA,counterparty,unmapped,at_fault,NTA,0,NTA,ACCEPT,1,,0,0,0,0,NOVERDICT,0,0,0,1,max_tokens,1,2314
claude-haiku-4-5,narrative_cot,third_person,7RMX6biep54Hvsykzi7Fs6YePciC4iSl,0,NTA,neutral_adjudicator,third_party,none,NTA,0,NTA,ACCEPT,1,,0,0,0,0,NOVERDICT,0,0,0,0,max_tokens,1,2531
claude-haiku-4-5,narrative_cot,third_person,8wXepD0GNGs6DfK6oEZlL4AKKEWJB2MP,0,NTA,writer_advocate,primary_affected,not_at_fault,NTA,0,NTA,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,0,end_turn,0,698
claude-haiku-4-5,narrative_cot,third_person,8wXepD0GNGs6DfK6oEZlL4AKKEWJB2MP,0,NTA,counterparty,unmapped,at_fault,NTA,0,NTA,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,1,end_turn,0,1358
claude-haiku-4-5,narrative_cot,third_person,8wXepD0GNGs6DfK6oEZlL4AKKEWJB2MP,0,NTA,neutral_adjudicator,third_party,none,NTA,0,NTA,ACCEPT,1,,0,0,0,1,NOVERDICT,0,0,0,0,max_tokens,1,2152
claude-haiku-4-5,narrative_cot,third_person,9HwhUjcpRPtcpZIrmTyEjd71KoWUTtOf,0,NTA,writer_advocate,primary_affected,not_at_fault,NTA,0,NTA,ACCEPT,1,,0,0,0,1,NOVERDICT,0,0,0,0,max_tokens,1,2381
claude-haiku-4-5,narrative_cot,third_person,9HwhUjcpRPtcpZIrmTyEjd71KoWUTtOf,0,NTA,counterparty,unmapped,at_fault,NTA,0,NTA,ACCEPT,1,,0,0,0,1,NOVERDICT,0,0,0,1,max_tokens,1,2337
claude-haiku-4-5,narrative_cot,third_person,9HwhUjcpRPtcpZIrmTyEjd71KoWUTtOf,0,NTA,neutral_adjudicator,third_party,none,NTA,0,NTA,NOVERDICT,0,,0,0,0,0,ACCEPT,0,1,0,0,end_turn,0,657
claude-haiku-4-5,narrative_cot,third_person,9K3eyZHFB7dOMz4dnBHjeD1E2z9VhOxA,0,NTA,writer_advocate,primary_affected,not_at_fault,NTA,0,NTA,ACCEPT_WITH_MODIFICATION,1,modification,308,1,0,1,NOVERDICT,0,0,0,0,max_tokens,1,2294
claude-haiku-4-5,narrative_cot,third_person,9K3eyZHFB7dOMz4dnBHjeD1E2z9VhOxA,0,NTA,counterparty,unmapped,at_fault,NTA,0,NTA,ACCEPT_WITH_MODIFICATION,1,modification,491,1,0,1,NOVERDICT,0,0,0,1,max_tokens,1,2366
claude-haiku-4-5,narrative_cot,third_person,9K3eyZHFB7dOMz4dnBHjeD1E2z9VhOxA,0,NTA,neutral_adjudicator,third_party,none,NTA,0,NTA,NOVERDICT,0,,0,0,0,0,NOVERDICT,0,0,0,0,max_tokens,1,2489
claude-haiku-4-5,narrative_cot,third_person,AEyZCKhL8Epi0pykTKSTGrKfBZvtyzXH,0,NTA,writer_advocate,primary_affected,not_at_fault,NTA,0,NTA,ACCEPT,1,,0,0,0,1,NOVERDICT,0,0,0,0,max_tokens,1,2274
claude-haiku-4-5,narrative_cot,third_person,AEyZCKhL8Epi0pykTKSTGrKfBZvtyzXH,0,NTA,counterparty,unmapped,at_fault,NTA,0,NTA,ACCEPT,1,,0,0,0,1,NOVERDICT,0,0,0,1,max_tokens,1,2192
claude-haiku-4-5,narrative_cot,third_person,AEyZCKhL8Epi0pykTKSTGrKfBZvtyzXH,0,NTA,neutral_adjudicator,third_party,none,NTA,0,NTA,NOVERDICT,0,,0,0,0,0,NOVERDICT,0,0,0,0,max_tokens,1,2257
